,2012-11-01,2013-02-01,2013-03-01,2013-07-01,2014-07-01,2014-12-01,2015-01-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-11-01,2016-07-01,2016-09-01
0,0.05374181539573464,0.0171798164982242,0.01734993894259751,-0.01116743203355186,-0.06038314417678725,-0.029713386891553173,0.02438559065401069,-0.010628465124765007,-0.0033422609372431022,2.382815397261595e-05,0.1067410518417038,-0.015149613129848305,-0.005133194331671698,-0.011597740195117279
1,0.05712764325526343,0.00915203894921457,-0.005817438255194318,-0.009058030934617323,-0.06365561860590407,0.009032757223178256,-0.0008868318512254003,-0.010551219483587726,-0.003469243311707837,0.00012872026700971873,,0.015113583257937213,0.031359032181280444,-0.010973192690615363
2,0.05131305026284183,-0.039742795840628675,0.013244447776744162,-0.024603489019987435,0.005791862375637891,-0.003913509507813162,0.01455024031463048,-0.011467516383714127,-0.0033422609372431022,0.00012872026700971873,,0.009322208727119863,0.05095019200630424,0.0035047371850267517
3,0.08098822320031551,-0.044936491548927426,-0.0012372913685059217,-0.014789110546038375,0.05427645790502389,0.00998700517390233,0.013744922295177542,-0.011379162038555712,-0.003485807418944331,0.00029431699519699706,,0.01335947006736804,0.048339095155685685,-0.011690917613395468
4,,,0.019077026544841003,-0.017414684819322734,0.05094066594165758,-0.001399880488565819,0.012099079942045288,-0.010920949116111078,-0.0036238523168863335,0.0002556802113180545,,-0.06782871389040368,0.06251156402904279,-0.011020469012384515
5,,,0.02438346388286572,-0.021056679731722316,0.052179997480199525,-0.026700990688125315,0.08370406519964946,-0.010628465124765007,-0.003712211053413794,-7.555347155108194e-05,,-0.03624354961434628,0.03386840396260049,-0.00016121741146624124
6,,,0.006955767181894723,-0.042007965331055774,0.07795457560744978,-0.012574819602884146,0.08379646723815859,-0.01099822332367495,-0.003574153958302295,0.018339138024091373,,-0.05358927273437919,0.08385724236823955,0.019806490155535705
7,,,-0.007192666818977678,,0.05668663099029869,-0.011537624413894998,0.056201471434842665,-0.011213518679371148,-0.003828193744507713,,,-0.03606339296469496,,0.01284407634660445
8,,,0.01129922662413918,,0.07398437921624312,-0.031508972129771495,0.040707906210627254,-0.01152826452470146,-0.003358822941245565,,,-0.023599180987373458,,0.0446644058259833
9,,,0.04241563837716944,,0.008841302469305035,-0.05355159383613378,0.05831976131364547,-0.011235602875369288,-0.003535501386935147,,,-0.04986538278750374,,0.06589192469817129
10,,,0.019481519667846392,,0.025201898193272676,-0.04706373064063479,0.05454379718060687,-0.011290815499197748,-0.003115941035857661,,,-0.03230630099608356,,
11,,,0.03728447952565417,,0.0009296683316279974,-0.05395356618785302,0.036719876177371935,-0.01142886039713975,-0.002812421587588654,,,-0.043477300926094475,,
12,,,0.026572093047852796,,0.05833298852721258,-0.03681832705255689,0.03826329280276397,-0.011351552906557316,-0.002657937976337399,,,-0.07066981585781229,,
13,,,-0.013323047534774313,,0.03680773397893855,-0.01334607622277334,0.07966178957389958,-0.011870732173141718,-0.002713107955055749,,,-0.1526894204128011,,
14,,,0.019210437831212346,,0.03858286919306986,0.051587292631030957,0.06860217568030835,-0.012279637473057825,-0.0031766559819639273,,,,,
15,,,-0.003471974723691984,,0.03333947388090053,,0.06295319359125306,-0.011848633946523801,-0.003077306171199057,,,,,
16,,,-0.02844715383628893,,0.08221168310588434,,0.10833229353762364,-0.011705007375361287,-0.00320425490340015,,,,,
17,,,-0.048240200962544444,,0.056776133621262215,,,-0.01154483284000829,-0.003088344551647859,,,,,
18,,,,,0.04632007816000616,,,-0.011594539433045448,-0.003408510599117731,,,,,
19,,,,,0.03378426347086538,,,-0.01122456071640654,-0.0035078933220653585,,,,,
20,,,,,,,,-0.011721578619281914,-0.0032539348815510127,,,,,
21,,,,,,,,,-0.003320178691919251,,,,,
