,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2019-01-01,2019-02-01,2019-03-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-10-01,2019-11-01,2019-12-01,2020-02-01,2020-04-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2021-01-01,2021-02-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-11-01,2023-01-01,2023-02-01,2023-05-01
0,-0.018122974424089056,0.00029812237326354296,-0.0075925006184576205,-0.02015920138930616,-0.049093451638174246,-0.1437202757570002,-0.03753979971851762,-0.05584661774396471,0.0656381503007133,0.0014758267515249113,0.009737374548052458,-0.039804115619160196,-0.047139051443554125,-0.060728318962864236,-0.1249123640021661,0.00825340518387474,0.032628102780377866,0.007748077746074333,-0.043038346903145897,0.003049779888272486,-0.012698209415702877,-0.06604588814275791,0.05775537274426501,-0.04416091205466104,0.03494656104330507,-0.03550933171542603,0.013885840553530926,-0.05255048730968431,-0.015375113050540623,-0.003943934651631897,-0.0021423558802924347,0.05416556795726035,0.0022104512904026485,0.02372400543595421,0.011189873630804037,0.01632703872792396,-0.035783337421674194,-0.017334521343102427,-0.049115144136559596,-0.05308465921670913,0.026066543633681327,-0.01918153781766274,0.007102343204482775,-0.0011962522785979868
1,-0.01968685960019878,0.029788660880602724,0.05884751524687715,-0.005095455183462105,-0.07152873980104635,-0.10867599040907172,-0.01790489145577223,-0.07738340924798814,0.03375963239259483,-0.03508556099684035,0.029062640424180497,,,,,0.04363163864330066,0.05319040675487985,0.011102022156412428,-0.06427787696478493,-0.016925602956975094,0.05178003009494425,-0.06097313433476459,0.06471136941949096,-0.040764344894338826,,-0.005961503929441836,0.012792715207578631,-0.05387388800116938,-0.04826560641103672,-0.011578379379104886,0.021627996383523307,,0.06152059110565489,0.016666324815993505,0.04149148241428935,0.006827047792365537,-0.032836453758551404,-0.02582354704602796,,,0.018459559324138564,-0.005566013262848335,-0.0034714865955951524,0.006838327388435372
2,-0.0430457035579469,0.06053946965687673,,-0.023205717830517614,,-0.12895241287885906,-0.011695428159193222,-0.09872382600342444,0.022707793636719487,-0.05435764118893616,0.013975493721541499,,,,,0.01119819110449538,0.07715055985498598,0.03645980845575325,-0.05697951545084656,-0.003109141874089172,0.03228215541077928,-0.08280087676555192,0.06864298365144217,-0.047576959307563164,,-0.0075987659082770165,0.041641425176946356,-0.01481906298392005,-0.03517144155359109,0.032297173124019585,0.020505588140619757,,0.05217031493668056,-0.005302133229206474,,0.018941527449018558,-0.04379328071637381,-0.03378293521068576,,,0.049623306024821456,0.0017582669437168352,-0.014137252965774838,0.012121923689953462
3,,0.06887935271137768,,-0.006524428742217703,,-0.20798650343883196,-0.003965764438266239,,0.022023184885840097,-0.103035998184134,0.031241702183345765,,,,,0.0418885546146095,,0.021878530717930555,-0.08808751686256544,-0.034770008375949235,0.01245663608015768,-0.07669945595567729,0.06201649897692496,-0.04454998638132562,,-0.001431617739274138,0.02888044770745868,-0.03716851362669532,-0.04008373982027402,0.029852268545228933,0.021895840395731003,,0.06962065747633828,-0.008162353692284352,,0.008367431065476882,,-0.06462742018309076,,,0.04403955369035728,0.007994129183247933,-0.0007386066357222276,0.010182466307669502
4,,0.11648038303819785,,-0.031155668244275514,,,0.0013541143460917837,,0.026973676300416694,,0.06226183935836049,,,,,0.02246028340411743,,0.06983569382857446,-0.09368640306853315,-0.04947467706939079,0.026962373741405088,-0.09386844376416992,0.05851079104952284,-0.03149293181740347,,0.003888698754844988,0.020278122502097595,-0.028802064023436602,-0.038684682367347456,0.037827784296135425,0.03214402114252346,,,-0.0013811677886785834,,-0.0007810027713710532,,,,,0.04573336052660526,0.024011092904153264,0.01789823162045101,-0.004262365885904895
5,,,,-0.04166663774269752,,,0.0033401595921314087,,0.00961501399292053,,,,,,,0.03896485048056508,,-0.0466228280719263,-0.11747331349977164,-0.037100576278733755,0.04158803827307356,-0.09574463381314291,0.05777139182864843,-0.04798335211169185,,0.003900489199921253,0.04094004746662083,-0.023809448493092467,-0.05875145174179108,0.04151429329206047,0.022718772561174827,,,0.0075511290652159335,,0.0028343196508240354,,,,,0.03879665608532212,0.045374381326972246,0.007846818372148512,0.006706912238650498
6,,,,-0.03876932853155313,,,0.012198293918750824,,-0.011176455434866561,,,,,,,0.05887333641470782,,-0.10942159067729262,,-0.0686050086741159,0.033321434508726266,-0.10260351402341183,0.03894992412108156,-0.02994424998171235,,0.014194773168558772,0.037532852727172106,-0.005025569055909396,-0.06832796666735774,0.02234729913529132,0.03596166500034448,,,0.005614628006799904,,-0.013858753697873816,,,,,0.053453904976643596,,0.02612937935776749,0.022160866449855376
7,,,,-0.029611817337569457,,,-0.024012287198573512,,0.004933406695504017,,,,,,,0.08489608207473287,,,,-0.0692746882876869,0.04378214665311475,-0.10814763776607084,0.037096140389291765,-0.024971117486019594,,0.00017333958243526126,0.023793234319752443,0.0035516634197726993,,0.03174343047339234,,,,0.0021072018949339633,,-0.015171983043714476,,,,,0.06925965815561552,,0.022069748946944134,0.012271351243742235
8,,,,-0.031093618411561774,,,-0.039299601640840676,,0.007757589846827839,,,,,,,0.03944383459036782,,,,-0.06962037195605353,0.03590319930612962,-0.1055410411059019,0.028102320205181552,-0.041940621529240545,,0.02885505431769042,0.0485468479940927,-0.0016709014900065378,,0.0019213251384473384,,,,0.02012792626137161,,-0.007619367031333368,,,,,0.06511272134041857,,0.04181982843713472,0.01775894332954553
9,,,,-0.02473115016878258,,,-0.020670786243981443,,0.00735087857777339,,,,,,,-0.003947673301958554,,,,-0.06597101690925289,0.044060134835452125,-0.061998228385805376,0.03134962470219227,-0.0294273558821258,,0.03082034685168189,,-0.0014261159817033353,,0.03047797657169693,,,,0.02201981921820062,,-0.0028856744126759537,,,,,0.06575166171775582,,,0.028549063601797764
10,,,,-0.05457341366873347,,,-0.037902290399424166,,0.028417746888127038,,,,,,,0.02463323634636594,,,,-0.03319787392790685,0.005576961381338119,-0.06343800862173543,0.030623209318518807,-0.044279890822137506,,0.01485000697072758,,-0.017094905381481562,,0.02211805536288769,,,,0.02626738170060272,,-0.02307880918381322,,,,,0.10418543309556405,,,0.036038902257725214
11,,,,,,,-0.02866236919643117,,0.024963742066176575,,,,,,,0.035203394261483334,,,,-0.036412694948297464,0.03170449542462617,-0.07564032338341309,0.024168083609279467,-0.04480284886552493,,-0.0064857583410939945,,-0.018039440359051417,,0.0053138455980790145,,,,0.01752944360305575,,-0.025266346307739163,,,,,,,,0.04219229718315165
12,,,,,,,-0.03441428351351239,,0.012241186774750945,,,,,,,-0.006936108526344853,,,,-0.03457329039201795,0.02148663245182325,-0.06638727583503701,0.013990390155885102,-0.024389668320071216,,-0.014872170485323188,,-0.022813676084990464,,0.01427942916530811,,,,0.026638329031034136,,-0.021097849363202137,,,,,,,,0.04910967672605571
13,,,,,,,-0.04157601419915946,,0.010525687338868162,,,,,,,0.04350162064227603,,,,-0.03584774161050808,0.03595440909478542,-0.05429431801896034,0.018677949242568825,-0.04493390000129443,,-0.025111775087171218,,-0.024829228766332145,,0.021182251155157816,,,,0.02098659604027775,,-0.025557573111494314,,,,,,,,
14,,,,,,,-0.02773021464334202,,0.04090191484305539,,,,,,,0.027313120309384153,,,,,0.03435921083825244,-0.04354619053165587,0.013675235839679,-0.06269393967118847,,-0.025113375799063142,,-0.0342742279953559,,-0.016516221959490762,,,,0.03156454129912767,,-0.026635522502579168,,,,,,,,
15,,,,,,,-0.04751920870669846,,0.013584692285737887,,,,,,,0.051160892562666316,,,,,0.020762798207150546,-0.059823099783653966,0.01308379761785572,-0.041145387294335194,,-0.031043067469000096,,,,0.0026688091714508477,,,,0.04491261193135876,,-0.030243070272676587,,,,,,,,
16,,,,,,,-0.0581133246547858,,0.021291588474507073,,,,,,,0.03804601020786347,,,,,0.039942029153682945,-0.02381970384816645,-0.009811897858738927,-0.049125710067112464,,-0.012544619455995054,,,,-0.0023615322564343177,,,,0.02231922270642439,,-0.031634641714763045,,,,,,,,
17,,,,,,,-0.048671520116195355,,0.02760163477445632,,,,,,,0.07046689866744171,,,,,0.03384152529990425,-0.043003705476732046,0.005936808786858094,-0.05344280371848791,,0.014193199658171451,,,,0.006686680691166069,,,,0.018723672839531025,,-0.011098824158674248,,,,,,,,
18,,,,,,,-0.06198070708647241,,0.03553327295772202,,,,,,,,,,,,0.047517840883682716,-0.07296066111989474,-0.00768770811015429,-0.04403323928238672,,0.0015076815945498367,,,,0.020141981398338116,,,,0.025190561773029474,,-0.025774853463678138,,,,,,,,
19,,,,,,,,,0.04240903826686293,,,,,,,,,,,,0.04759501536764299,-0.052614256697822936,,-0.01684038448729435,,0.0018936511284239899,,,,0.008174593780241546,,,,,,-0.016377174970725328,,,,,,,,
