,2022-09-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01
0,-0.05285057979671848,0.13884709633488068,-0.06605402099472638,-0.02759172461305992,-0.038057691060912724
1,-0.04412426012330872,0.1679915210003855,-0.039317105250074175,-0.00817464546865354,-0.049350969103818754
2,0.0805256931584637,0.19271103669843015,-0.050354463763702256,0.07951139085477976,-0.09680808793631357
3,0.07316181058772808,,-0.08038625094044441,0.06074986258203863,
4,0.03957020556068569,,-0.08532676162473166,0.04874012614908363,
5,0.09931567344252024,,-0.07245102470261747,0.029899454635931466,
6,0.10798816957691404,,-0.1045722042011851,0.021612360238733697,
7,0.0857333745187785,,,0.006464719905092675,
8,0.18234715453221462,,,0.029588559590020047,
9,,,,-0.015784949328145004,
10,,,,-0.04538884346779959,
11,,,,-0.08116423404770723,
12,,,,-0.06565566865267769,
13,,,,-0.048543591048674894,
14,,,,-0.005302162554055023,
15,,,,0.009726138698375575,
16,,,,-0.023554577042528724,
17,,,,0.02268189183213254,
18,,,,0.02257908435382827,
19,,,,0.0003582090496463408,
20,,,,-0.03717727435249962,
21,,,,-0.028188375604475624,
22,,,,-0.014591368815779937,
