,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-04-01,2008-05-01,2008-06-01,2008-10-01,2008-11-01,2008-12-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-04-01,2011-05-01,2011-06-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-09-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-04-01,2013-07-01,2013-08-01,2013-09-01,2013-12-01,2014-02-01,2014-03-01,2014-04-01,2014-07-01,2014-08-01
0,0.023739005679802805,0.03078979173980123,-0.0716321463872589,-0.021721517541778423,0.004810713336814598,0.023040718533351767,0.0028496752431940164,0.21823449173848175,0.03336168016757046,0.08653079267095895,-0.01819987987881988,-0.000994208800566998,0.029127970589438723,0.05128108275546395,0.033220206848711964,0.06957277059265166,0.004731147241271438,0.006840841833194666,-0.05577150488681948,0.006541344520106483,0.004905632717230102,0.03718474069032007,-0.000903691117803751,0.008782416809725357,0.055426524569408,0.010112548730695503,0.001141515510211244,0.02531416978018175,0.02914099197333997,0.014498843218602397,0.028785974227453215,-0.04629883648834854,0.022131091388939872,0.006480109849195781,0.015454814750421653,0.018568703948436127,0.035736672590853225,-0.05616776401882184,0.004934894958195102,0.03490487300797618,0.010162733334569074,0.008173101756397294,-0.04526827613499673,0.01415335518055505,0.027152705753328288,0.0580030600947703,0.058489258312967696,0.06851474415974579,0.017822525995126792,0.019005949097000263,-0.0019031605289472342,-0.0037365806803766333,0.05126944589408858,0.03284858145716152,0.0217475533268634,0.018935967965144185,0.009762214134356295,0.013293009435361158,0.0026996638967318187,-0.012009875934866132,0.0031972805248463576,-0.012408336324918778
1,-0.0571836376896826,0.006250543194752156,,0.05567364113569906,0.00884583411394868,0.00038218131027956126,-0.012940281354059557,,0.048130617256753605,,-0.034834836404376235,-0.02830879521426022,0.028565239842977208,,-0.02552277284661142,,-0.014794239274899867,0.032018395659549226,-0.04044704769977869,0.03626992603009129,0.03555165381927661,,-0.027088212860085337,0.018140380846160542,0.015653725106673844,0.017475030349043907,0.014145514412716498,,,-0.0044930490297423464,0.02454664965370168,,0.02588819428224909,-0.028700066681850878,-0.0005432985440732008,0.020096045976489396,0.036757426059288445,,-0.020218204018811026,0.025129934191474135,0.004871952160912518,0.017369074228090753,,-0.006285353237927893,0.04258403135027278,,,,-0.01131042777425062,0.010127761416626191,-0.011209435672131063,0.019620525569700176,,0.05646944323717218,0.039539544418698336,0.017476135941663307,-0.005479291500350536,0.0036063133332728814,-0.008344064166975196,-0.017701287768864704,0.003515803071793222,-0.01931605339418141
2,-0.09419585540447084,0.008864058372664019,,0.04289822644457941,0.037164071983845415,0.005364506925229828,-0.026370348542514743,,0.05783671335956919,,-0.022910801248448243,-0.05324849333192394,0.014482493994711021,,-0.042339435619038523,,-0.020265939992638593,0.042125366855463975,-0.040687001048765215,0.016567821010129123,,,-0.02558058345128633,0.029376703620728306,-0.0038425702675782825,0.027834109497494375,0.014554776066483699,,,-0.0008185464225307637,0.025101561937041383,,0.02131183385438762,,0.014632075440011105,-0.03314192047733355,0.04730188611828812,,-0.023899236783285982,0.04603342627745288,-0.004440254111938602,0.008957578563125068,,-0.014291143196350165,,,,,0.006208588448858965,0.00028146383557525745,-0.04682897726796509,-0.0039037532001091613,,0.05566364832837056,0.007667237134124649,0.024482967450906612,-0.023985624308160647,0.011498008069619425,-0.017047150716435144,-0.01753423285381328,-0.004272142725406658,
3,,0.049111498004121845,,-0.03943905294252459,0.017882527727819952,0.01491225458993739,,,0.0922570830385443,,0.02340305705685708,-0.07257440432477424,0.02077199227133497,,-0.06822316012595397,,-0.017295632915729442,0.04532226062482314,-0.016558255171831515,0.0028632341484659193,,,-0.006071628177886312,0.016024002823463168,-0.014957686686057792,0.034815766007262605,0.015995687098076194,,,-0.024068987654501495,0.03040656195910696,,0.042070023343111274,,-0.02947115946559431,-0.03977006652501558,0.0347310064934403,,0.006725029670605398,,-0.015130238753409686,0.006631921260818574,,-0.028791796439674666,,,,,0.05448721929334166,-0.007191204543258056,,-0.011902056472842704,,0.03532465930174533,0.03493697014006991,0.027864964416977278,-0.036376945375475866,-0.006086086561341908,0.016399523768512392,-0.017342615940592054,-0.013009171206891601,
4,,0.04012718169290208,,-0.00872695075218255,0.011979560465948835,0.019252372995561595,,,0.09261083930024805,,0.009929422504787455,-0.07637009772914038,0.03770814658718158,,,,-0.010905902535551792,,-0.020387546393035416,-0.017511135172504667,,,0.020898880009057486,-0.0013031509327170454,-0.0027673726085014616,,0.018246836054383042,,,-0.04676851760064804,0.02128577641723539,,,,,-0.039527100565693196,0.04763132114020996,,-0.0021780552753463134,,0.00437383810417491,-0.02614324453674355,,,,,,,,0.0042952094271520025,,0.00211841990841255,,0.020812566246442454,0.027268461083780116,0.025717254871678197,,-0.005467644561896856,0.0051587233848229275,-0.020688135177642897,-0.012740621784169903,
5,,0.016049764204186134,,-0.0037371215041139827,0.024895425770464885,0.011150454512362629,,,0.1383637530248778,,0.033586601275415906,,0.011107293235103732,,,,-0.012888897155950874,,-0.13567870982725716,-0.012344174399691356,,,0.009451443411111926,0.020497943713958966,-0.006802550379365724,,0.020022379207392138,,,,0.002535658552705433,,,,,-0.0474069539704578,0.04802533739196502,,-0.019310694103105375,,0.012140235257954934,-0.027545449437692104,,,,,,,,0.018959480168470266,,0.03110032857554157,,0.009205065915712574,0.03464527233398251,0.03333840782014952,,-0.00894513739860714,0.020922860848067826,0.003540098604719155,-0.013301547591630491,
6,,-0.005941504503668149,,0.04365480070952521,0.06725043117979401,0.013951165330410076,,,,,0.01429839414417533,,0.0014185927753114225,,,,0.021079535424388673,,,-0.017510149359058015,,,0.016296210964064084,0.020828800739441045,-0.004586694777854228,,0.020805294239463645,,,,-0.01118284325392005,,,,,-0.0740999911529423,0.01882793328068555,,-0.023573845406901883,,0.014361889419463147,-0.019714951470754638,,,,,,,,0.019956034239953846,,,,0.012292837767986953,-0.007089526489337139,0.03555182416939706,,-0.013275323097388103,0.02313417066886836,0.0019738147871997125,-0.0037094114379019327,
7,,-0.0023578779738473443,,0.020330709394672963,,-0.0017159895555404203,,,,,0.038314722759510644,,-0.012703239551086654,,,,0.02590434750309467,,,-0.005318755768182949,,,0.01909150501333534,0.019651715830812266,0.014639863003838127,,0.034381024510391045,,,,0.011834557332696116,,,,,,-0.003501045337589659,,-0.056335358641151245,,0.03025993244839542,0.001677539808981443,,,,,,,,0.011010912956128438,,,,0.006216294980284864,0.020391454797956454,,,-0.03283257228890912,-0.014956484388251035,0.022274769141167994,-0.0014020547996616006,
8,,0.003165276705151321,,0.031271528988052966,,-0.0012340599701919919,,,,,0.002028279926522103,,-0.025677227443245076,,,,0.038088953501677736,,,0.0046387263378350405,,,0.005646049360766181,0.03349513473744481,0.039345519103146986,,,,,,0.005953570799994923,,,,,,0.014039620434624922,,,,,0.02092223269050364,,,,,,,,0.00989531864590698,,,,0.08772270633590251,0.021026671502955896,,,,-0.021747057153993943,0.010710001517159284,0.004955520464364982,
9,,-0.011268303161479976,,0.024667175416505982,,0.0029949286124891783,,,,,0.024282140003929253,,0.008657946224684299,,,,,,,0.004500813718704276,,,-0.011885198385007012,,0.014933042986260747,,,,,,0.008406662589949265,,,,,,0.039921811705787125,,,,,0.017315645776006416,,,,,,,,0.021485075812490928,,,,,-0.0026835424146773867,,,,-0.002951809760221913,0.019677046169349843,0.006955427093329858,
