,2021-08-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-08-01,2022-10-01,2022-11-01,2022-12-01,2023-02-01,2023-03-01,2023-04-01
0,-0.015850435923419726,0.013949104366623555,0.01160994277029026,-0.023697229531521757,0.026078935305035245,0.0026220286370744472,0.009117238074267675,-0.012531003974594057,-0.000718614309614285,-0.028578125191427075,0.0025492602079502102,-0.027074779075221156,-0.009104282176478184,0.0004414030345147868,0.006264939965276661
1,-0.01987025275413412,0.07900354743300975,0.06417352617136363,-0.008673091481801731,0.04281498924743332,-0.00596568352134258,-0.004922542817615394,-0.01960894283228809,-0.02655607569864893,,-0.0448394381854571,-0.009554179909904703,0.00455167826386238,0.000998978952400531,0.01811020289312748
2,-0.012911098423560308,,,-0.02048056136775267,0.03534026005863056,-0.019045228471473885,-0.023054835733436363,-0.018958560627869048,-0.03464320315055858,,,-0.003275353224343136,0.040068100377678606,0.009341994712686041,
3,-0.02457896901845147,,,-0.011108243685113317,0.03557807542662472,-0.011089745926320782,-0.023542795340063982,-0.02585425916883466,-0.042249628026495234,,,-0.015065738401277673,,0.009023431142080263,
4,-0.009971400160539767,,,-0.01864148117488673,0.03346935547747598,-0.012069447850608428,-0.05492755694291951,-0.010130695703886694,,,,-0.008501930339472219,,0.008197336279582412,
5,-0.0042954024364376675,,,-0.03526099271566685,0.032008906973008955,-0.0031058601206445657,,-0.023452496338587814,,,,-0.019834136348986786,,0.0077221220228420595,
6,-0.020187941599780324,,,-0.037554473402702016,0.032519383626044895,-0.0014958061306075687,,-0.005909704251483738,,,,-0.002159221049993887,,0.01133252162325471,
7,-0.02479902733479311,,,,0.030011759685677486,-0.013567806048320141,,0.015528432995419283,,,,-0.005799951999060249,,0.014691543313846145,
8,-0.02185403235085892,,,,0.0460265581159055,-0.008088562671844268,,0.01692263670909755,,,,0.008759901042458496,,0.03643076483433827,
9,-0.02601021444608209,,,,0.04542342157349655,0.005828924766472066,,0.0062511244145064815,,,,0.03370322514250068,,0.0195680957736597,
10,-0.029455908824674415,,,,0.04539185445237581,0.016975136171000715,,0.005895010439862958,,,,0.039619604297253974,,0.008892200325969934,
11,-0.03227998733929471,,,,0.022740367276001372,0.006899185917218775,,0.023667933131754637,,,,,,0.017162290406698588,
12,-0.055817086241822134,,,,0.03380041577884829,0.002192946991399325,,0.029080882127800134,,,,,,0.017547401484988345,
13,,,,,0.022473436462937313,0.01918349370297384,,,,,,,,0.014504168794053918,
14,,,,,0.01304190415879869,,,,,,,,,0.010504743780108683,
15,,,,,0.020231834115068126,,,,,,,,,0.02088594032204405,
16,,,,,0.052569890809778586,,,,,,,,,0.023250721594824997,
17,,,,,0.030786345584561947,,,,,,,,,0.018757974799008537,
18,,,,,0.01860416419372657,,,,,,,,,0.03116914349895583,
19,,,,,0.0055246192435952635,,,,,,,,,0.049742580366261,
20,,,,,0.014923488867781942,,,,,,,,,,
21,,,,,0.013223033110169147,,,,,,,,,,
22,,,,,0.02218662084013301,,,,,,,,,,
23,,,,,0.02523631283497141,,,,,,,,,,
24,,,,,0.012445428745782583,,,,,,,,,,
25,,,,,0.01864355629373471,,,,,,,,,,
26,,,,,0.03112140572724964,,,,,,,,,,
27,,,,,0.04298837096510344,,,,,,,,,,
28,,,,,0.03363130488279775,,,,,,,,,,
29,,,,,0.030357263938886825,,,,,,,,,,
30,,,,,0.044475974663751416,,,,,,,,,,
31,,,,,0.0745078516353136,,,,,,,,,,
