,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-03-01,2016-05-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2017-01-01,2017-02-01,2017-04-01,2017-06-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-05-01,2018-07-01,2018-09-01,2018-10-01,2018-11-01,2019-01-01,2019-02-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-05-01,2020-07-01,2020-08-01,2020-09-01,2020-11-01,2020-12-01,2021-01-01,2021-04-01,2021-05-01,2021-06-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-03-01,2023-04-01
0,0.00752184415745738,0.0478976352196705,-0.055068490112686774,-0.038006535326602586,-0.06577450589540657,-0.13832315464728784,-0.07390744172917108,0.0578117292579301,-0.07953360594581627,-0.024102053396122924,-0.010279395684636095,-0.022620441035123617,-0.006149572051144414,-0.04351151486603427,0.0045445067178842,0.11603338041207323,-0.03465893939388476,0.009273726720947284,-0.010864712133139998,-0.013473976232429852,-0.029321556457794884,-0.038748811763243074,0.003187047568028789,-0.0014721501650729607,0.008557853706225416,0.015097150366873313,-0.0030911534252575645,-0.017675945236003354,-0.021139410515197982,0.0032764466691729277,0.02269637142505765,-0.043909272956072165,0.020666444907652237,-0.04407195005193776,0.010466948840912926,-0.024981848277317642,-0.028350659831787972,0.0012235754528941989,-0.018856258588733965,0.027102840303292686,-0.001343726234821041,0.050616834815113254,-0.12685647369176345,0.05598563145849145,0.026064670768572107,-0.01985775435953885,-0.04855848677292851,-0.03276280764930384,0.10405666309474082,0.07345366351642646,-0.17407036067443737,0.024902732957123197,-0.10873617420220238,0.005348528723455814,0.20067758083566467,0.15450109617815144,-0.069377170536145,0.031077081788988714,-0.0159977497439443,-0.00554247068503444,-0.044857008667590126,0.12165771411153192,0.04126819501404677,0.0719808350788611,-0.04403769991853962,-0.02304467208551575,0.07887246698029937,-0.16402126081146706,0.06768893369137308,0.012329520556579876,-0.020008724023018676,-0.010970557012562221,-0.11631418583844633
1,-0.005281857396833622,0.06872725238010702,-0.11648001295985022,0.012113562554453727,-0.10501938507204611,-0.08965171669289229,-0.10733793900554278,0.05353875705858857,-0.06538582123437675,0.0010535892781113887,0.03390806934609891,-0.023113765791764163,-0.01762580480647502,,-0.00838466744808608,0.05719543050204656,-0.10255244507606465,0.03454051605791042,0.008281943454427454,-0.036743094921002806,-0.06544681504267169,-0.03946147717981596,0.01605663877164809,-0.0061671372197338314,-0.020321426115584185,0.019462915113891643,0.08492413765508489,-0.010823925638889564,-0.03200420710278985,0.005835941266482125,0.0072722720715761024,-0.02295146385463054,0.005213602727023425,,0.018409749157867084,-0.033444389853309,-0.010269381432816083,0.024304737199662085,-0.00475741591027079,,-0.03511353147987517,0.08180596145494223,,-0.029801004903196482,0.034278986060709116,-0.014386274242635722,-0.06582247723025958,-0.039143336588660205,,0.10717121418545239,,-0.01198707204985916,,0.03868480742625624,,,,-0.01225712150976177,-0.03212602914263307,0.061950170434726504,-0.08321575759674138,,0.05562728093174618,,-0.05599916361305518,-0.01967825031599535,,,0.04851567552515901,0.012275765688346763,0.019514488820606246,-0.039598484006441836,
2,-0.002480322093538323,0.27719428987917105,-0.0011259389963687028,0.007343078759186161,-0.17905037409781543,-0.14609061744373952,-0.09869597170883926,0.012400802521831733,-0.05953396656097487,0.06544957199222479,0.04177765065698957,-0.007717071378604778,-0.06697248418872137,,0.0105489126577476,0.05953115113495322,,,-0.0217283596022233,,,-0.0660764204185541,0.01754156328848344,-0.015564286960780382,-0.018767381273606887,0.03840984075553089,,-0.020501117048811413,,-0.0029390941607928545,0.0071078258911265735,0.0007533631278675568,0.017704860127580768,,0.05883805669481623,-0.049149469864263606,-0.0038778701769821566,0.018219903444872454,-0.023100980207885424,,-0.026250733179131736,,,-0.06258962993194084,0.02766647717650894,-0.037044536842228304,-0.1260245962889739,-0.04943965601745459,,0.06962200945033548,,0.07844161097629132,,0.01623062190733826,,,,-0.02035391763618888,-0.04282171904282617,,-0.10498334062122128,,0.04502205202410092,,-0.09993431190639529,-0.03508955858536522,,,0.006716438899401211,0.03526979761760263,-0.005214161973378761,-0.024774237669651367,
3,-0.04387069940813815,,0.023863666866677846,0.013333770552131252,,-0.1254227232452032,-0.024976336205237204,0.018628304341542834,-0.025251564762697187,,,0.0038337458421280335,,,0.011453194739534212,0.04920212665625101,,,-0.05220748415532395,,,,0.03425466801001287,-0.018215891021806208,0.0310229044381638,,,-0.023530888366007252,,-0.012622627060175806,0.036357891595812486,-0.03216132779840308,0.008758306806978755,,,,-0.05967852618196323,0.020902202985213503,-0.04238900496840081,,-0.030478952380165847,,,-0.049204023487281257,0.005432542434902654,-0.03210519542752577,,,,0.004915713104714836,,0.10934872083492708,,0.03514605690899586,,,,-0.11604795617032915,-0.029775368333824215,,-0.09519185569533573,,0.053024090204630614,,,-0.044543739504827595,,,0.015742022474186435,0.001619901572690985,-0.023386936815668502,-0.027167832221574706,
4,-0.09204799832266275,,0.15006307385434692,0.01100310031203433,,-0.13460834708574798,0.024059331264434047,0.01708844147804478,-0.03481739000742601,,,0.01804348934702027,,,0.021250963532854383,0.045651005764657526,,,-0.03896628924880319,,,,,-0.02917716656999314,-0.010987543616025608,,,-0.0487127132073466,,-0.013356752580619968,,-0.01168410794502417,0.014913643455700565,,,,-0.04444039363587349,0.005028853445368853,,,-0.015346080010332663,,,-0.07291273610750881,0.006401228746026444,-0.018526137554205846,,,,-0.030916904446519844,,,,0.054253169998307316,,,,,-0.08924670755190434,,-0.06194463279296203,,0.04141255496018603,,,-0.04178008970297942,,,0.059147138173973435,0.035387251206632,-0.008071726054667216,0.0006372958537412821,
5,0.05379469021294536,,0.17634426917260182,0.028439847509392102,,-0.09495072503410062,-0.037705160648394576,0.02120998084292125,-0.042110583156309556,,,0.011884534566442673,,,0.13851710251424354,0.04451270171459676,,,-0.048766192952837795,,,,,,-0.012704317186634562,,,,,-0.018533435167016665,,-0.02287758682289509,0.007968219145633615,,,,-0.09691941761924916,-0.03561469126685157,,,-0.026100564238791923,,,,0.01030480699533598,-0.025558143190110183,,,,-0.060453265631675634,,,,,,,,,-0.13561523498509898,,-0.07708344188914573,,0.04684268905968869,,,-0.045640028884339046,,,-0.017118485339369105,0.045670366044411104,-0.04479585036735578,0.029040363757544263,
6,-0.0015635499881478943,,0.059464254826995244,-0.0232618572784693,,0.08204287609918737,-0.0200024607738557,0.10039023210889331,-0.04180803265328059,,,0.029147073030695747,,,,0.071339837602995,,,-0.03866394608701418,,,,,,-0.006803369477194288,,,,,-0.011338691410536006,,-0.01647361851361906,-0.0021523819699700297,,,,,,,,-0.02547734044484029,,,,0.05848965639797665,-0.003990240666567724,,,,-0.032831687615549,,,,,,,,,,,-0.06557625883449258,,-0.007717756905588846,,,-0.06207121847716657,,,0.00010480374917776203,0.06598026066637441,,0.0337436904098769,
7,-0.05569448597464666,,0.020997166236609743,-0.09375839420616883,,0.018579200144310803,-0.03810519193898265,,-0.04160638315974552,,,0.007175986541207546,,,,0.04130765782153034,,,-0.05832920772824335,,,,,,-0.02182707780056603,,,,,-0.027532463906402516,,-0.02313765493107034,0.010200240469967148,,,,,,,,-0.043973073279524266,,,,0.0458402225528971,-0.0027127819448637958,,,,-0.022256303365824737,,,,,,,,,,,0.002953473642449911,,0.027481879155858646,,,-0.03875770209440921,,,0.015600925969202706,,,0.03265434394343858,
8,0.03072746349982136,,-0.35047734469343617,,,0.02850538550951298,0.01774254515827567,,-0.041223361111136336,,,0.060459709492994396,,,,0.05029916027974757,,,0.020545190713115113,,,,,,0.005731141649968574,,,,,,,-0.005381253099295047,0.011054984770368703,,,,,,,,-0.03470688400445043,,,,0.02474331604592006,0.01132613784392511,,,,0.02841520563333244,,,,,,,,,,,0.015502857548909788,,0.029869150186041082,,,-0.01213969909853363,,,0.017104871680364564,,,0.041690203702299033,
9,0.011842906569052847,,,,,0.0866217062990211,0.029563910657784853,,-0.04075989904124033,,,,,,,0.009952622646943965,,,-0.012447565201089805,,,,,,-0.003130367445569604,,,,,,,0.0023163358264342016,0.007602912459851341,,,,,,,,-0.0063937470779600325,,,,0.015741509229684425,-0.0034119408855590727,,,,0.046746080207124674,,,,,,,,,,,0.051900437650399756,,0.04501194641003936,,,-0.01364723773422405,,,-5.801842401176316e-06,,,,
