,2017-02-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-09-01,2017-11-01,2018-01-01,2018-02-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-11-01,2019-12-01,2020-01-01,2020-03-01,2020-07-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-10-01,2022-11-01,2023-01-01,2023-02-01,2023-03-01,2023-05-01
0,-0.024998324593146437,0.0068536271269883375,0.026285974750334562,0.0020287930950950717,-0.021503068532140013,0.01225802652801855,-0.013669570245561369,-0.02090033580758921,-0.011274694442846789,0.03503267787367022,0.008076985647303858,-0.006119996959448981,0.018358287286713848,-0.017264797900546913,0.006172368212284507,0.01404611290128166,0.05208612187619377,0.01625820397375133,-0.07727678825072215,-0.04157605541515075,-0.05113316980481564,0.030222949215933603,-0.014005265789303778,-0.050027114053776245,-0.0565091183321651,0.035504513307019314,-0.04983319985938861,-0.01375725155336327,-0.003945611596776644,-0.0028015721056102727,-0.04822445834806177,0.0031127326898765517,0.03228763685052871,-0.02103264121579773,-0.009863258517595952,0.016334206509582533,-0.011609220659869024,0.024955592959538864,0.011918218685026405,0.0004974073469239393,-0.023678860599405605,0.006320825442787004,0.0290725891533401,-0.017915507042858936,0.02547507784104841,0.015405718968075369,0.03226722472182253,0.011165083082186555,-0.0008616168584132389,-0.012565796703112753,-0.07227139120215192,0.00307380983869443,-0.007723642706151557,-0.013708038723321714,-0.023843704993759873,-0.018926197467659778
1,0.003266520826141539,-0.010793289445384158,0.01791472708580999,0.0014462906359409278,-0.006092059671841232,0.020354476117307785,-0.013571686148174278,-0.0355511033145397,-0.003840257993511731,,0.018199053070699134,-0.01723681613056849,0.035183254798889285,-0.032165996363758165,0.045407468599102385,0.08408755363617249,,-0.0017569323108785895,,,,,-0.029989500458962814,,,0.036127551867149554,,0.04057599095202402,-0.005066116140763466,-0.003627903143669897,-0.03264184927988811,-0.021290894762139523,0.046723695555730194,,-0.018108291398828857,,0.0041571169026273225,0.03744194109855559,0.010754554485547407,-0.0073626163773694575,-0.012348298960584758,0.011561391158170342,0.035623108171415785,,0.026579652576025792,0.018513907549221068,,-0.0021381163601912334,-0.0038008947888241718,0.012309659371001258,-0.049910931797879365,0.02596928882793481,-0.016088195395010718,-0.024748666706840394,-0.01569213530696878,-0.026276736870959327
2,-0.013400471653016055,-0.029661676427871653,0.01808449455036154,-0.013152942912993959,0.010457164221223891,0.012474969198465025,0.01769431789756326,-0.039920166786618916,-0.017546524326696344,,-0.0016525427388878189,-0.01236864558825057,,,,,,0.002708212157637613,,,,,,,,0.0243410325767488,,,-0.007813808649141274,-0.003584538793622416,-0.031899563163434674,-0.0032063202145315994,,,-0.024741916911325212,,0.0062690051186755635,,-0.0042799484870532645,-0.040403690719607255,0.023553367372589618,0.0015427300371704256,,,0.017005073199008125,0.026220826023719737,,-0.00873333599351267,-0.001841016649034799,0.007157333958403234,-0.026912265440362015,0.007429290799811916,-0.012257470544140281,,-0.012924014434732012,-0.02418066684544473
3,-0.018756210236004156,,0.004047339800088867,-0.008351673979847929,-0.006946704564261497,0.007895795739657263,0.016272296181984336,-0.076338019342163,-0.016628837410288755,,0.010160369772670874,-0.01004414036110357,,,,,,-0.08279524925072712,,,,,,,,0.043276322697970215,,,-0.014173002644292998,0.007098974865456187,-0.021864342570606654,-0.0020828687865777074,,,,,0.008651970236683404,,-0.015090534008067591,,0.013609158501649787,0.0017565139123801865,,,0.015854609863529268,0.02304521541325273,,-0.010322320152771791,0.005916215615757725,-0.014581443743908684,-0.02436060632740039,0.016983433140059123,-0.021400948851224566,,-0.01093374192893215,-0.022680805006679572
4,-0.03553964268842247,,0.007826464695705138,-0.019636692893403973,-0.0004628734656861866,0.016023535076633233,-0.026396262606723342,,-0.017327221246501212,,0.021854660327662256,0.0006750879056789394,,,,,,,,,,,,,,0.03768528654093628,,,-0.030314285056892487,0.01287613702961865,-0.0601715758193877,0.003431055173127584,,,,,0.0036148575544177053,,-0.003520784108491659,,0.024800800576527005,0.011380127615767899,,,0.027969192914435892,0.022578315232411675,,-0.009151567281608486,0.002964372567551221,-0.012941404380999222,0.007899863974318022,0.008266122064131132,-0.024117820524767186,,-0.0006604976428619125,-0.012931110469728502
5,,,0.023943231540657806,-0.020544882796141417,0.006965416686987025,0.03446648278529696,-0.029318480288984983,,-0.006976173861848123,,,-0.003286734246136236,,,,,,,,,,,,,,0.043748983321152624,,,-0.03455663697411682,0.013783948676949764,-0.06573081457857577,-0.019761842030059373,,,,,-0.0017498464732361718,,-0.0075721383762912264,,0.02051103173808244,0.009450658203579154,,,0.025942015184626355,0.031041698098041873,,-0.011103541540278261,0.005065755930318883,-0.014853159844576025,0.03996041727760574,-0.002530474678414052,,,-0.006576436559976528,-0.011199354414083595
6,,,0.036635906205735314,-0.029468682346754926,-0.011347358691003784,,-0.020384387181582753,,0.008559428505032995,,,-0.024500244708897112,,,,,,,,,,,,,,0.0524506020692832,,,-0.04413642777658677,0.0465018847882539,-0.07206987304958501,-0.026581169919905223,,,,,0.00831464845501384,,-0.006439376061097235,,0.012918756818920851,0.01774168551426536,,,0.03768832475956807,,,-0.007791435060881424,-0.0017112597631403492,-0.030172674814788136,0.029824108909164926,0.020103862388652693,,,-0.001952433793551256,0.005220816349581492
7,,,0.01464021365463175,,-0.019833153198950626,,-0.035081745298000344,,-0.0026583168066178775,,,0.000672937056689138,,,,,,,,,,,,,,0.08194124749299347,,,,,-0.05886757625098915,-0.008733301572206198,,,,,-0.006030594292848468,,0.0098614024103445,,0.029789839799460927,0.0209221981848835,,,0.05160661109137821,,,-0.013906586126818832,0.0073788924135214096,,0.05577442794120363,0.028674392954504135,,,0.00026231652918817794,0.008498239869390467
8,,,0.0034913286099400587,,-0.0482482721453501,,,,0.008415131344686078,,,0.007939670409990995,,,,,,,,,,,,,,,,,,,-0.013983075378288579,-0.004445618602515022,,,,,-0.0049733229675661406,,0.012519942437598575,,0.016922797777747633,0.02286856435774076,,,,,,-0.01704694280432406,-0.010724238464384861,,0.07069946466710292,0.04255250633880525,,,0.020302100078610774,0.011099005090212666
9,,,0.006397236832511144,,,,,,0.0035878927857413423,,,0.0017767373325496827,,,,,,,,,,,,,,,,,,,-0.032817373769284286,0.01025689108987815,,,,,-0.01561381320997901,,0.008243357941261742,,0.025397455206330855,0.015741288818853283,,,,,,-0.01646773483640862,0.019580713375564107,,0.06789536201039664,0.04478842203678157,,,0.03346538851804892,-0.005543356107498676
10,,,-0.009412744552611318,,,,,,0.004878312073798297,,,-0.01202126075247767,,,,,,,,,,,,,,,,,,,0.01620271769919923,0.009880016291722082,,,,,-0.027531989551353053,,0.010185403583776287,,0.04195339076045057,0.007421050096099169,,,,,,-0.02086892201678059,,,0.08096106885046433,0.027781884039807636,,,0.028705831546502303,0.004825241410166603
11,,,-0.017761195995120493,,,,,,0.004320120239524661,,,0.0001323120080285456,,,,,,,,,,,,,,,,,,,-0.01890225456336081,0.001501555879920513,,,,,,,0.014247350217518884,,,0.01580214170161398,,,,,,-0.013421030606436624,,,,0.03644419123617526,,,0.028252111268859625,-0.02465417218317323
12,,,-0.015570681567148359,,,,,,0.016777521334972345,,,0.010093126094213645,,,,,,,,,,,,,,,,,,,-0.019448307700607792,-0.004599671827175689,,,,,,,0.009349515022468502,,,0.03384355000688655,,,,,,-0.011983597243929722,,,,0.027563192477516374,,,0.028878388429643298,-0.015103626272599424
13,,,0.010310729281437947,,,,,,0.0018368111328836978,,,0.020750868260712263,,,,,,,,,,,,,,,,,,,-0.029571586418069673,0.007601875504734457,,,,,,,-0.006224333911233115,,,0.04098885876935232,,,,,,-0.022721382524346856,,,,0.08990443209560528,,,0.023529276642890062,-0.025364656718938283
14,,,0.009185935686738311,,,,,,0.008184679439518616,,,0.007597106482413851,,,,,,,,,,,,,,,,,,,-0.034120063118059374,0.013062583512707615,,,,,,,0.003496675673462901,,,,,,,,,-0.00967344165574624,,,,,,,0.027808842739851736,-0.03681566894470789
15,,,0.007867918050323608,,,,,,0.0012831271224471585,,,-0.013705482532344826,,,,,,,,,,,,,,,,,,,-0.02023042073686132,0.001377123522068091,,,,,,,-0.0038713299832333625,,,,,,,,,-0.009773508518619023,,,,,,,0.03498058307362184,
16,,,0.016121207847323404,,,,,,0.009616750879379632,,,0.030689008771417114,,,,,,,,,,,,,,,,,,,-0.03292805646975916,0.0004755629334065592,,,,,,,-0.03685830124212219,,,,,,,,,-0.01242593317863383,,,,,,,0.04133105937164938,
17,,,0.01871444306776171,,,,,,-0.034451688094994104,,,0.042517616365219446,,,,,,,,,,,,,,,,,,,-0.037556340922553666,-0.00975327161599071,,,,,,,,,,,,,,,,-0.004773480452416878,,,,,,,,
18,,,0.02936598977096061,,,,,,-0.0287955763321861,,,,,,,,,,,,,,,,,,,,,,-0.027956040867840093,-0.03125506847754522,,,,,,,,,,,,,,,,-0.012279432760969211,,,,,,,,
19,,,0.012275339008134045,,,,,,-0.03416960711121253,,,,,,,,,,,,,,,,,,,,,,-0.046379134191437243,,,,,,,,,,,,,,,,,-0.008563574433800625,,,,,,,,
20,,,0.021225916830424296,,,,,,-0.052766559369070265,,,,,,,,,,,,,,,,,,,,,,-0.03473038512044835,,,,,,,,,,,,,,,,,-0.016730554703626943,,,,,,,,
21,,,-0.0005155713252937844,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06093119062792729,,,,,,,,,,,,,,,,,-0.02334582032119492,,,,,,,,
22,,,0.013570372774937667,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.062019018390808256,,,,,,,,,,,,,,,,,-0.023484142782172368,,,,,,,,
