,2018-09-01,2018-10-01,2019-01-01,2019-02-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-10-01,2020-01-01,2020-03-01,2020-04-01,2020-05-01,2020-07-01,2020-09-01,2020-10-01,2020-11-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-02-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-11-01,2022-12-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01
0,0.01553108275693904,-0.018264236384817556,0.014150878586494775,-0.011953777464841386,0.03455687837541643,0.009868943193950486,-0.08010856662334431,0.03015714381618695,0.03118852803594363,-0.00780008887777317,-0.012698274367795415,0.013189047387559438,-0.010151482233703657,-0.015569274728336358,-0.03929434524018072,0.01916713003944548,0.024956089729192388,-0.0509890305609525,-0.004024302966283089,0.0030579020237909704,0.0036284290625949733,0.016032946087932265,-0.003172917282477039,0.01355130250630987,-0.010488945448258957,0.006873545922223223,-0.023512106976885216,0.004870358639543992,0.034571753740221034,-0.021708119678009896,-0.005830810705509504,-0.009250675096302508,0.007713739694581334,-0.033436292776137466,-0.01956923826785628,0.015280086154535633,-0.006476569796888543,-0.003085704533307254,-0.0003358902875769676,0.006971991364618235,0.006237730524014051
1,0.011502754980951213,-0.027086136835990482,0.006645672404046454,-0.011083688000700254,0.04147958426580001,0.013459618915064642,,0.011057450096624732,0.03108374833516825,-0.016040510043800582,-0.02743138150114416,0.006444691328151397,-0.016682288024042924,0.0031843242874824984,-0.051146238127847354,0.038186406610074886,0.04848746764432277,,-0.006016336968320046,-0.0003878523439053705,-0.00982934905238908,0.014511901054232945,0.013621675566578118,0.029005321373679838,-0.00975074491828043,0.008705843074038211,,-0.0029559154490494954,,-0.037135940737223705,-0.007298804296758443,0.00010926858117144,-0.0008855029725285402,-0.011687128669596869,-0.019108555081730927,0.014651549990467638,-0.005321138745188081,-0.009588472680684301,0.004160669004018569,0.011682973499149818,0.003188701177934794
2,-0.0010332848285647955,-0.019125314421847284,-0.017856358035815756,-0.0008812005714774473,0.047568034956272154,0.013994446529644211,,0.007016754137010972,0.013515777831462517,-0.00960299722390956,-0.033329345170747315,0.012529905446851619,-0.02048058164483879,0.02709161284983186,,,,,-0.01699236376312918,-0.003582534728993725,-0.01332053512456055,0.023866059822289065,0.00624781270992858,,-0.012716010513816878,-0.0007234784681139361,,-0.004106112067754908,,,-0.010525238020249295,0.02197937764752833,-0.00179565416714067,-0.055741275975038196,-0.006281993523995055,0.02175886036877034,-0.00852961863219931,-0.003954891897894219,0.0008119487603899245,0.015230342349426107,0.004539994895016497
3,-0.008744046025558339,-0.03359757662617646,-0.01998233505424185,-0.009370080921438761,,0.03819509840370183,,-0.01449409655906142,-0.004887054143811298,0.003019081646817856,,0.009931453231978637,-0.010498431908192662,,,,,,0.005779830549603071,-0.00017214449777458452,-0.01855368310303096,,0.005058088696831664,,-0.002675717752354201,-0.011401457160460482,,-0.0022522126413019317,,,-0.012570453580466823,0.019404931876531473,0.008942176692178117,,-0.01619347400677884,0.023580324229943994,-0.004237611269260533,0.0032209756176955207,-0.003026819615806531,0.031403954812266544,0.007797105734066223
4,-0.0013384706762002985,-0.060901685167767505,-0.03693356124102154,-0.0028007811983017383,,,,-0.042618845995425314,-0.010489916844371727,-0.004026900166395397,,0.007568582934310952,-0.019461997944540177,,,,,,0.007492083693482976,0.000784851684972887,-0.016149264307999678,,0.003282385202258986,,0.009524792082258315,-0.022012032685021832,,-0.00425376981862402,,,-0.01997736230993674,0.01596199509630214,0.012472754818936171,,-0.022942561768309,0.016718176488454417,-0.002831763588436287,-0.002361958391850494,0.015425153365440147,,-0.01221814647306474
5,-0.02007991856168556,,-0.10314026760253703,0.012519143112939557,,,,-0.06755092045140332,-0.015047410756946933,0.0034593239543876386,,0.009223276464289554,-0.0019369566062635846,,,,,,0.019977495488376684,-0.0006428855943527712,-0.01306968802785502,,0.017953204851843818,,0.01270888804653858,-0.014022678182344817,,-0.005706592439308933,,,-0.02237997181659168,0.025146920463035682,0.012362336886951875,,-0.024900020307987214,8.390297710142436e-05,-0.008127150728979515,-0.010096105310607006,0.009295085586079721,,-0.008425037774147437
6,-0.014997611261849508,,,-0.012385606567344887,,,,,-0.033210246913807584,0.003602074034926961,,0.01019944529167327,-0.0018728482056211693,,,,,,0.01824728136132281,-0.0004718223406383615,-0.011976328452043883,,0.009734313622011381,,0.009232747755519521,-0.009995727004824428,,0.011367627539460412,,,,0.02350993553593861,0.004324376816614461,,-0.01723429721337788,0.0054403912881042515,-0.008522620216315224,-0.016215817939488675,0.013159761407907533,,-0.019480218424802964
7,-0.03399273804220693,,,-0.020499995102013724,,,,,-0.025159420607327565,0.0037448037407892265,,-0.008512698021783005,-0.001958751478588594,,,,,,0.015330380162977275,-0.005470420104264684,-0.017883494249607446,,0.007888680157225103,,0.009621831991879604,-0.006846333273023419,,0.017983532018855386,,,,0.021528626074684643,0.011155912616785946,,-0.014040967900648349,0.004181487692985653,-0.004358329444249243,-0.0005667233514088377,0.0014863910350984,,-0.012495418744646214
8,-0.006786230804860294,,,-0.030294390935192705,,,,,-0.034014270628065946,0.02567542495459052,,-0.007130527794831254,-0.011629792436633757,,,,,,0.0036868168204671203,-0.005731903588714782,-0.01192546354166546,,0.003393053520514222,,0.005906452099201376,0.0014302358800749593,,0.01598057587915991,,,,0.024879093446993794,0.011920543197415756,,-0.041319913677646536,-0.009906543673986634,-0.015181232886522567,0.0006075576482179601,-0.01652686834408368,,-0.021836219980713
9,-0.012436919984321948,,,-0.0389609117106281,,,,,-0.022338615396288564,,,-0.020230615901364435,-0.022251826587378676,,,,,,0.011845614771556323,-0.013650159009237384,-0.0025727785340570186,,0.005080809619949722,,0.002054440662786816,0.005916547241613057,,0.01604362118222158,,,,0.007804813471636307,-0.002881351889804873,,-0.08497470747337932,-0.008880265731044612,-0.004783921388127721,0.003825439349587234,-0.0013517206494333411,,-0.017673021695683466
10,-0.029514925074061615,,,,,,,,-0.02861411275040804,,,-0.019535900055612676,,,,,,,0.023353004287812174,-0.008445424962528425,-0.017371348109146756,,-0.007072804694369994,,-0.004030674382221822,-0.002294123531642156,,0.021257899891638954,,,,0.005700650812330732,0.007325379402313592,,,-0.0007377782862491578,-0.01222383879357819,0.02176455836406954,0.0029846549371972397,,-0.013039529932202254
11,-0.03253981614629797,,,,,,,,-0.025282091911445814,,,-0.020751969695160688,,,,,,,0.02834395722944083,-0.007100377274549263,-0.005712847571338164,,0.001506217092439588,,0.0014190514854169889,-0.004256830335806261,,,,,,0.012713560315907868,0.023265066218700503,,,-0.005048272708716717,-0.012160189443071512,0.014388601191448913,-0.003372996127465,,-0.014425255996694308
12,-0.012157043682784918,,,,,,,,-0.025172919619265155,,,-0.01815446652670305,,,,,,,0.022507114443427678,-0.014392508358563094,-0.01027625646061403,,0.007050833505983789,,0.00925856415051507,-0.006796741168076159,,,,,,0.0192208680761623,0.009436075245187303,,,-0.014814539704555707,-0.010354350073284224,0.011431706549151599,0.013708885708222929,,-0.024618458700276957
13,-0.03501726065394162,,,,,,,,-0.021768166778711517,,,-0.017162164801424518,,,,,,,0.025748215013767117,-0.013792183980541828,-0.012920572410761166,,0.005677857913238604,,0.0005361876658686038,-0.0006957730373985394,,,,,,0.005653179098714101,0.029050883429883823,,,-0.009838466484724029,-0.0055132890256058276,0.016486917267282797,0.011222762473721115,,
14,-0.026484020731012636,,,,,,,,-0.019113370437491062,,,0.0052387629995586105,,,,,,,0.03398352648645431,-0.017433693820168128,-0.021614985891442284,,-0.0016747393516181042,,0.010284318885540489,0.007789479415086453,,,,,,0.019103246673171537,,,,-0.00562900353116863,-0.005843383810099134,0.01271695156877406,0.01166166335849561,,
15,-0.018318043216093205,,,,,,,,-0.02403578225593339,,,0.004377663973962886,,,,,,,0.030526678799222662,-0.02081784123779007,-0.00414561889492937,,-0.0005128993462848452,,,0.009777272867801945,,,,,,0.02809762964303375,,,,-0.010355028354183282,-0.003461169872511327,0.001988087992994103,0.00998343474176,,
16,-0.028037858891449385,,,,,,,,-0.0022226381835088738,,,0.012379589467123475,,,,,,,0.028264334959631432,-0.02742917911885412,0.017295244114849395,,-0.009313272767556446,,,0.012072656583365982,,,,,,,,,,-0.003916881800454075,-0.008364114829751967,0.006768832052047147,0.009914309521395936,,
17,-0.02120883253538497,,,,,,,,-0.0020448258804370845,,,0.002141103901868169,,,,,,,0.021209184431085548,,0.011092332084342016,,0.005122998786905697,,,0.003170774494211992,,,,,,,,,,,-0.0032400003742215633,,0.008948320060673032,,
18,-0.03422093385735092,,,,,,,,0.009811129553812581,,,-0.00863845457870982,,,,,,,0.0074545101169972705,,,,0.008144443467772877,,,0.0010077639781400638,,,,,,,,,,,-0.007861034035239411,,0.01725171678522175,,
19,-0.01221443021464097,,,,,,,,,,,,,,,,,,0.013636693559420765,,,,0.006508219099211843,,,-0.002442238765564597,,,,,,,,,,,-0.013128341312498737,,0.009515042065886159,,
20,-0.029046415284787352,,,,,,,,,,,,,,,,,,0.014314090821400005,,,,0.008049737971900672,,,-0.003430234696350287,,,,,,,,,,,-0.026318047447169646,,,,
21,-0.02446448112844779,,,,,,,,,,,,,,,,,,0.03648112828667893,,,,,,,-0.015871071276016058,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,0.027808906587021065,,,,,,,-0.02529870701854875,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,0.0015884493887068363,,,,,,,,,,,,,,,,,,,,,,
