,2019-10-01,2020-01-01,2020-02-01,2020-04-01,2020-05-01,2020-06-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-04-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-04-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01
0,-0.0282941478802049,-0.023858639105716117,0.05625879996162342,0.017432609186198156,-0.05580195024782153,-0.040913337419019924,0.0052796839984211585,0.027573139289095605,-0.016634438686686237,-0.001963288533792573,-0.01643557963011122,-0.006830104016857241,0.03767885875987553,-0.03119465689079967,-0.006615331057412577,-0.02483825085321123,0.014914210446318021,0.017355414063781716,-0.015770278159391804,0.02582949393617906,0.025074221959227483,-0.02481406231877059,0.00831430179739523,0.0403142232834276,-0.06343153818125541,-0.006378009159665465,0.017855153796598855,-0.032558796331690565,0.0480603725051163,0.014761918337774849,-0.03767844941555898,-0.025626891647653638,0.009769471373024863,0.031895744534915615,-0.012422955098085886,-0.002703663475836282
1,-0.023809255804771112,-0.014269862596056171,0.04082270065709426,0.02504364408429005,,-0.049599539444699636,-0.0024721899465716124,,-0.0093882471456459,-0.024723009584505684,-0.012938881507598476,-0.006087630317849979,0.04641825558769519,,0.006293789232083902,-0.035823093587711186,0.01911886009467434,0.03444795155063529,-0.02326952530759363,-0.0006754427497659421,0.021714007094482457,-0.01637546946367263,0.0185007662172072,0.04683768731510596,,0.001443588457154199,-0.0028396217412232083,,,0.018862568853708517,,-0.011471303902687024,0.008445481862841775,,-0.006587657840356975,-0.005052678703578173
2,-0.01666814062379751,-0.0037089225751478216,0.04694059785647664,-0.004592033893195235,,-0.038094070035137984,0.009139066523426886,,0.00269137147039733,0.007417626389551013,-0.008130009912570846,-0.015981839975669265,0.026311652992322854,,-0.006477507688810835,,0.026899421516176192,0.02478971015517495,-0.012462356446997336,0.017156391453067243,0.013973508456822548,-0.03626256857886645,-0.00319122090575108,0.021196382628828392,,-0.009239769709552759,-0.019422358370527415,,,0.047575161979516056,,0.03024875444307873,-0.00958600973514745,,0.02883869773329506,0.000885671400665311
3,0.00030541386834703754,0.0007252083163225564,0.05018084563202574,0.0010962995665695918,,-0.04863998789526258,0.015585128517329516,,-0.010881096674975277,0.04390074752454165,0.024719822850578055,-0.007176348202703964,0.03997864512113192,,-0.011864031514450035,,0.16180668767401207,0.02987952320372189,-0.026965769728063194,0.012431242383938002,0.009588921188401822,,-0.0010053241180348893,0.020945752669736084,,-0.03677917291716315,-0.009252908796538506,,,,,0.06267695390034889,-0.005303099420683854,,0.03999075464477342,0.003292332634823536
4,0.008226961194001459,-0.011702716809367408,0.06754379335591632,-0.028358956966511972,,-0.03694194585414645,0.012857208681127497,,-0.018587929435911033,0.055438219569392655,0.036333154220222874,-0.029126194759853896,0.04004942472028583,,-0.023583142703391125,,,0.06757864284833726,-0.03132209664976582,-0.018770407411574874,0.010415384310838105,,0.02393902421708405,0.015865505019962534,,,-0.00882515463977307,,,,,,0.00244182163941431,,,-0.006912816441540071
5,-0.006631673319694831,-0.021427626378777986,0.06419145660238568,-0.019533291438324107,,-0.0394732389330158,0.010161226527979461,,-0.03217042691467531,0.04488193538997165,0.035849009935772,-0.025798935063911177,0.037299418776644555,,-0.016894931856582696,,,0.06048067768082499,-0.015552646010811522,-0.016977718989557244,-0.01997576452387595,,0.004862113154670111,0.02249123739715786,,,-0.002973932645969679,,,,,,-0.013731505424809498,,,-0.010984690134747122
6,0.0035263325140006962,-0.04569918803256878,0.10642471401391485,-0.03520845409756301,,-0.026606779966388938,0.029007905906628384,,,0.04378882519713523,0.0336674553195111,-0.023606963720175345,0.04968866498284663,,-0.007562475784089251,,,0.04408681077132948,-0.010715558254153157,-0.021830812428980995,0.006541377557740979,,-0.014083714328165131,0.00020826305436905113,,,-0.005584770917319681,,,,,,0.0036195001012457872,,,-0.0034211396183887466
7,-0.0015204884281210251,,,-0.035316573894403236,,-0.01630437230831694,0.036768573931639126,,,0.02380590777135294,0.02745776720214277,-0.029431025335589278,0.03850985320969713,,-0.0017288876078685456,,,0.0330278972466449,-0.010455682067733285,-0.0071029241759638095,0.003819376829500176,,-0.005560977451650961,-0.00220176016609952,,,0.011668918812571927,,,,,,0.009766018379979813,,,-0.010094518051560586
8,0.0038296462031763845,,,-0.0449843768858087,,-0.03671504699333983,,,,0.04595706857814119,0.0586514909261473,-0.007417342531110704,0.03692929738404216,,0.007987269738416902,,,0.04088617680447515,-0.009730784120911884,0.014182270946504039,-0.0030153034735006523,,0.015109886907590409,-0.013200445036313568,,,0.0196505330507859,,,,,,0.0050825818842574755,,,0.001834410936645714
9,0.007888215999734105,,,-0.06675727870647707,,-0.024986691522832283,,,,0.034868691627724546,0.056026780210152505,-0.0016656361524914898,0.029942225248636323,,0.009498902584341773,,,0.03112163511526611,-0.020720385938347574,0.03734400695886342,0.009282246871573085,,-0.01620528097306695,-0.012774182953182445,,,-7.994141697598156e-05,,,,,,0.008499468421216294,,,-0.008551929052997842
