,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-02-01,2023-03-01
0,-0.1871989041786347,-0.12031207749084244,0.0967096447427977,-0.05504004735406953,0.015792482604314095,0.0024128479290693727,0.033626704280176556
1,-0.19130067956200145,,0.07953450538711121,-0.04064573262656879,0.10369091437729328,-0.01278595120140591,0.03195971302455902
2,-0.19534731455753798,,0.07063047342162698,-0.040413468208074566,0.1473270124973567,-0.02307126408848914,0.03383445057643697
3,-0.10472864383559152,,0.07870314574625431,-0.04561294177347475,,-0.0004521616683986762,0.049972943360121924
4,-0.11220910699429945,,0.06262976873288734,-0.03909404649007353,,0.0154963804069852,
5,-0.08798782215703435,,0.05006796716862516,-0.021381349362975977,,0.012920166015212065,
6,-0.019419582853653278,,0.049004701719980004,-0.013109511004809393,,0.008871775504453172,
7,-0.019808371871331304,,0.04160281390218662,-0.037184657287264944,,0.04103493968728611,
8,0.004174283175896271,,0.04180630978341965,-0.007934722830368557,,0.06377314336966744,
9,-0.08817453711088943,,0.06709734309759113,0.043521297172964823,,,
10,-0.1019340345542176,,0.06839336953185049,0.12127637912564415,,,
11,-0.08461885993568427,,0.08545312301561314,,,,
12,-0.15610464959045614,,0.07202724002286243,,,,
13,-0.11448574671158565,,0.03622548655884511,,,,
14,-0.12376725150282639,,0.03752053485030954,,,,
15,-0.17368330515226557,,0.02768007846631737,,,,
16,-0.22358930459160278,,0.026645452859518692,,,,
17,,,0.08800400737473502,,,,
18,,,0.07338102475429559,,,,
19,,,0.04167662965542357,,,,
