,2008-04-01,2008-05-01,2008-07-01,2008-10-01,2008-11-01,2009-01-01,2009-03-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-04-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-04-01,2011-06-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-06-01,2014-08-01
0,0.007950267884668127,0.04282518729809204,0.03202839832111559,0.1817233448120863,-0.00040117187073573923,0.07997910591551705,0.032891491289514185,0.04983859951028369,0.009028253023547927,0.04033348033534079,0.028386706196436906,0.04249310813879781,-0.029561183640611555,-0.045116768309991784,0.011674221538851004,-0.0037554049465868405,-0.01119415700919335,-0.013787146560284569,0.052197585483678255,0.014512994453100891,-0.030609488108450877,-0.06277966933471602,-0.020159153121956437,-0.025515508720197033,-0.012851400805306223,-0.014460660218210908,-0.05084431019619784,-0.0019114334372312691,0.06855075265058108,0.13122243874618533,-0.06889829936361735,0.06432237423441434,0.04945952131962539,-0.011544331915780193,0.09844152795794159,0.06612375865286724,0.0167770962345819,0.0892476675808973,-0.009279550062755382,0.0025970285790528624,0.009507468398450625,-0.01753290425895071,-0.005274894802229091,0.015472556921795055,0.03617863508511543,0.01246416672672579,-0.02161008048163196,0.00648819050336602,-0.016713195673029757,-0.01785550770233124,0.034879567990276694,-0.016249256444023752,-0.012074457224176216,-0.044890913287911005,-0.021173378843722945,-0.03342295953506014,-0.013549062763356878,-0.007323506074852215,-0.04094303854502779
1,0.023318784916274815,,0.004588896846370094,,-0.04098368821166054,,0.02490675933166875,0.06640672851901108,0.007593982849272374,0.0719587056401414,-0.010597847043986475,,-0.031692376936728106,,0.04164658784292041,0.04461407060754445,-0.011538669043607008,-0.033272235490286795,,0.014596402185787671,-0.029699783036059246,,-0.010517982292887092,0.001990060424442941,-0.0165511294984233,-0.021175897203985716,-0.046897495388112165,-0.02779098112477346,0.052265874397313894,,0.024561538069344913,0.1306582594900747,0.09611903626990248,-0.03874912963208077,,,-0.024415742919739802,,-0.03783533215032575,0.026266185595785974,-0.014348926778764204,-0.027534877230849686,0.009508154583111161,0.02136608099375792,-0.007339265877789991,0.024297110358145524,-0.025449542078028548,0.0019963596440730758,0.004034940631069572,-0.01753673010155743,,-0.02871303464604913,-0.040402868289598715,-0.04664250631677486,-0.011111423601178005,-0.023192519515215393,-0.035787074186308,-0.009146328599631826,
2,0.024422133642417077,,0.013657795400519479,,-0.014198603525972908,,0.03669071266834534,0.07032196590960194,0.019860976974148237,,-0.00681312021046776,,-0.035364293355608645,,,,-0.01131256963427063,,,0.029497297631848884,-0.0024544339190295528,,0.0013659455545052476,-0.005065238862715038,-0.028112421300508394,-0.049883992922457265,-0.07800846523371996,-0.03153091396002333,0.029825193728039157,,-0.16105647417742208,,,-0.07783876477247897,,,0.008978545577999153,,,0.011754492245417802,0.016983789249502834,-0.033919523877459445,0.0036776880324921324,0.02396079230753645,-0.04780608371710904,0.030298704798886522,-0.002087457357778516,0.006029761197617667,-0.006119713284336692,-0.030032011639474998,,-0.030561403997633407,,-0.023660325065446186,0.009764274500282388,-0.04119716869319756,-0.03215131726775977,0.011636852469245618,
3,-0.002434219252949177,,0.011924447379271896,,0.02391829412418023,,0.05386727061103436,0.0797432614783482,-0.018480430966355765,,0.0036482088290186176,,-0.03343694100848893,,,,-0.02341000908847768,,,0.018376803097538474,0.0028475083393424416,,-0.0016616669908157758,0.003340680249061645,,,,-0.03485172660942221,0.057276410328809924,,,,,,,,0.008821573293731122,,,-0.012099357791173437,0.02920901439697099,-0.026506997886410533,-0.05766859421017034,0.014476245810218336,0.0065780598564051385,0.01739304710960088,-0.03487246218363807,-0.010267913856242927,0.017191959815925806,,,-0.032431220085837875,,-0.0406560649522128,-0.03618184789889134,,-0.040580407364150695,0.021378548069670433,
4,2.9649550151500392e-05,,-0.038053733873121054,,0.006178408150943504,,0.04735018738478569,,-0.04399336604544457,,0.020109728604878363,,-0.012726423201417036,,,,-0.043665125519283254,,,0.012448193856310408,-0.02054724551695153,,-0.012239717162477466,-0.02697029893154701,,,,-0.0275096587650992,0.04463022942004047,,,,,,,,0.019701654592490625,,,0.003245187193552601,0.034291061668499934,0.007637374693141075,,0.025003290946654655,0.014367878537055345,-0.012537530437255695,-0.047313964510521195,-0.014441602054947156,0.026803091595696937,,,-0.027742372692605155,,-0.018077213621738475,-0.02572903572748464,,-0.029308854581377997,,
5,0.004995179293958429,,-0.0013648424342393994,,0.024573942789155145,,0.06262283052753181,,,,0.0035711078266675855,,-0.007844004946066852,,,,,,,-0.007650687780352772,-0.05548326117321101,,-0.012923125267991727,0.01925151099375677,,,,-0.03522632476259063,0.04155604015000902,,,,,,,,0.0056860832330494215,,,0.0297171972167265,0.03156156990074788,5.8386299853774304e-05,,0.03456984782229,-0.013512917547765069,-0.00935257181585647,,0.012645268305051527,,,,-0.02425647173674128,,-0.023491431822463327,-0.031662378031258376,,-0.025710270005452895,,
6,0.017654530728726803,,0.04523929899834256,,0.019639700668553584,,0.07567041083855042,,,,0.02924799325101768,,0.0023888408639856085,,,,,,,-0.001582041454232186,,,-0.032574141943283626,0.026682000670108508,,,,-0.057746730026758064,0.06280078878781614,,,,,,,,0.044540523803408893,,,,0.05549721970570354,0.0007486739147233301,,,0.012447931670993784,0.0016488902387106208,,0.007189470138859511,,,,-0.02673163998820116,,-0.008339600901080158,-0.04707951372427077,,-0.02830969066236322,,
7,0.009045523124489696,,0.011614595253058635,,0.06005931615996385,,0.07991105454230141,,,,0.024362307276582396,,-0.013840684137147896,,,,,,,-0.002998824121733301,,,-0.021545951700351958,0.043206873072213714,,,,,0.022551140706214223,,,,,,,,0.03590714206449541,,,,,-0.010170744267174125,,,-0.011526450678806421,-0.0023980087605095513,,0.026480020565536222,,,,-0.031152768986823842,,0.00436902542729517,-0.08134386813721406,,-0.014221086330059807,,
8,0.009967397670176847,,-0.05458803960587133,,0.10317806642506877,,0.09713726184653071,,,,0.0182597337368553,,-0.010138961544187364,,,,,,,-0.021288688429634772,,,0.014598743167258336,,,,,,-0.03126454736983986,,,,,,,,0.07111651544497977,,,,,0.0033969587063300555,,,-0.008608399785844822,0.017543506917853113,,-0.017320557861891572,,,,-0.05291738404405266,,0.013434806435178304,,,-0.027801491453987026,,
9,0.041030095585572246,,-0.04212295780024755,,0.10009128567996384,,,,,,-0.0056061655122996434,,-0.024037865203263564,,,,,,,-0.015239022954269543,,,0.013677467809587944,,,,,,-0.040923957277705814,,,,,,,,,,,,,0.004020187577336243,,,-0.016758872295290717,0.0629621806626739,,0.0038913209563955498,,,,,,0.061291256942372196,,,-0.03520650436239303,,
