,2002-05-01,2002-07-01,2002-08-01,2002-09-01,2002-10-01,2003-01-01,2003-02-01,2003-03-01,2003-05-01,2003-07-01,2003-08-01,2003-10-01,2003-12-01,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-05-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-10-01,2009-12-01,2010-01-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-03-01,2011-05-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-11-01,2014-02-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01
0,-0.017340408483887737,0.13385669997937555,-0.027611221650152562,-0.08502651513384318,0.008550083396348995,0.024117706827128327,-0.04564938210262115,0.06304667267209885,0.03700968738455246,0.10157380786165504,0.024930814065736495,-0.023666817891751846,0.0006531113774780328,-0.0212801414914372,0.08229744086209811,-0.03525155847977235,-0.08259736886971192,0.017988345495608016,0.06439379882089202,-0.02214843620000506,-0.03167668434827098,0.05351879679958593,-0.015175971631518181,-0.0042882529740287945,0.07765986100688327,-0.0007780991171032481,-0.026133951268225708,0.014400249070082694,2.9635644182457455e-05,0.0016162543025822762,0.00011026737847474877,-0.00020142451255594773,-0.12074280324410869,0.04559113579967494,0.042344357401021604,0.09978444786585161,0.0677446146203271,-0.09220632069716661,-0.043710202156436305,0.01594243673334561,0.04708727621291864,-0.03821700681507223,-0.021909210101195287,0.04050273906992374,0.08849777600951131,-0.05965936175814335,-0.030077263456497416,0.3166692499917305,0.017611613972637663,-0.08327346924403578,0.03157391334139348,-0.00429936761386851,0.012316491521370043,0.07766416664604192,-0.11486060484427507,-0.03554205768273677,0.10472330233041865,0.041269134276576636,0.05548360449040102,0.0025208496023019222,-0.019956621142075748,-0.18494876507891855,0.08129296733231106,0.0787300218451934,0.1303754786251401,-0.00446982560828757,0.013116018263723994,-0.06310045547966303,-0.014109761244493146,0.20836308588649533,0.00915041486238577,0.03887341988709081,-0.009366199515031148,0.032521277461857956,-0.0720969825400174,0.005575049537875909,0.09796617183003464,-0.04813913060302244,0.02140892837827768,0.011383607815047436,-0.014950842513756113,0.013712326179511236,-0.008784378129511196,0.01991422145845889,0.02992497118802162,0.010004076786496174,0.005970310706745252,0.016923958748236156,0.0024983508917443623,-0.04825796938492255,-0.0039287984520219865,0.04081612832790538,0.026962649031009756,0.034939445935382396,0.05006179498594432,0.04487780922269158,0.004535179816539225,0.041316075155975185,0.02160337588556971,-0.006907245394647321,-0.017329690288471533,-0.003546382532447101,0.04452398022832582,0.0006074262344868409,-0.010849171655271772,0.028711312951765322,-0.00707779276015974,-0.06327477987085173,-0.02673901837687165,-0.029342647414256018,-0.00598674528651999,0.09082535591751073,0.002904047428716916,0.008919981402053523,0.04337905933495634,0.000998210202584504,2.860885115918421e-06,0.01084573773798736,-0.024672860863476087,0.12807711220220752
1,-0.026594046967806095,0.12433817047220508,-0.06067911663586928,,0.10537364107992264,0.04284674399973909,,0.036372577737729506,0.0860762852959922,0.030080750557926805,0.041061581663888624,-0.03364033063056693,0.02029964450725852,-0.08015585446607432,0.029107350027243295,-0.04944136260078391,-0.1776713809792705,0.044048294115108355,0.0799221926046263,-0.04346800917369642,0.022551105863830134,,-0.005942904261501014,-0.012670579480696165,0.0833078589804197,-0.003698464522977507,-0.00419449560269014,0.015518959851392733,0.0004911374437424065,0.0012861619432077975,0.0005219036507878583,-0.0006635927300976396,-0.10041238664509389,0.07810701904833606,0.04765566157399803,0.09212908020802968,0.10806450729993133,-0.10058103851911326,-0.04391120718223864,0.00694686168204961,0.05214220173238315,-0.03879147820672979,-0.044048347894831585,0.006446643076328695,,-0.08654173635416518,-0.07519682429530394,,-0.06791687407782909,-0.10279105010845413,-0.023713837490427103,-0.05004456545297864,-0.04363818286450272,0.09005712757505835,-0.00591720238127702,-0.022392180140108353,,-0.0003750211804889325,,-0.011185446523296672,-0.02464415428658684,,0.02824179506937896,0.05672262197118938,,-0.014909691136492098,-0.05600387861161238,,0.001580552174801353,,-0.04793607936311273,0.16161173782608862,-0.028183962720527922,-0.0008434144338169691,-0.015452835532220766,0.07148933608548735,,-0.06527525048664273,0.03318878257960978,0.03286260743270519,-0.01683199276951286,-0.0006371022803879356,-0.005539735930546387,-0.012638815385272784,0.03270672752029713,-0.007638299421245387,-0.007223842877993603,-0.010670621813369086,-0.004406629711575204,0.0004940146337855111,-0.05016388922780468,0.00995979372993494,0.018507570972308818,0.013262695781921574,-0.054838223054088475,0.027679332895303776,0.004291604824417539,0.004224655898293017,-0.02070264901622293,-0.019346009968742528,-0.02393037431982359,-0.009015971017937996,0.03258152520399349,-0.004275865677069279,0.002588895538153335,0.03643735119786373,0.05280235485548479,-0.10704129605452906,0.04725264860390599,-0.023572340325092644,-0.018672991185565646,,-0.015554142508928559,-0.015455005612894146,0.043172568643511156,0.000815089365210353,0.0005991091255019843,-0.005489734250821776,-0.03559004679493882,
2,-0.032369986278604435,-0.17006932415262455,-0.05529936649692213,,0.17945820044637717,0.0368245121964792,,0.056688193930523156,0.08230510130169488,0.040489771533724905,0.002212564530383432,-0.053636208664189944,0.08423281653356007,-0.06558861986341935,0.06777184149393911,0.03455373286300212,,0.05341074596107287,,-0.06421819638052251,0.011884150952144457,,0.00659938886300393,-0.01916190654285732,,-0.008902008431073583,-0.008258844960326583,0.0121273511011038,,0.0008852650465184797,0.0005623733598310032,-0.0005611029373250309,-0.14980961958377614,,0.08066663771467886,0.048803410784663326,,-0.0777225008961624,-0.0442630632264829,0.01722709236978548,0.08216906421096803,-0.01870547309713655,-0.006900979058249712,-0.008964285996930221,,-0.12283213754273259,-0.06297237705872905,,-0.0848831638753067,-0.1074430303077385,-0.04750029890696317,-0.03961886905260226,-0.02756945002008404,0.07186187213235129,-0.07076352357410198,-0.05428667343076077,,0.020283223603697276,,-0.10638566532965976,-0.0408173959093755,,0.12908828255600158,0.001874640349908585,,0.026723862404910426,-0.05923698762849672,,0.002285392456439439,,-0.04841094911315591,,-0.011060922844270071,-0.0030973855042821796,-0.022871033191688928,0.07056687098276337,,-0.04067566012372381,,0.007749149609944883,-0.001664481443855781,0.011873442979539628,0.05013698012168496,-0.0305421546311625,,-0.03917685630673007,0.0020171471314025524,-0.012315305517253017,0.00016409931192510469,-0.015951771729245223,0.038438487304985,-0.032906905190043245,0.008026014406833815,-0.005621882334432449,-0.020744971624736985,0.008050169113977379,-0.025713441064092152,-0.025163566270080845,0.0002527903220040373,-0.009093921976674746,-0.022994295085918437,-0.004908619980749096,0.062401856763654284,-0.0035420488382691406,0.04204824928042239,-0.006173496141280044,0.041496177247133836,-0.05839226806084219,0.10333620267179411,-0.04414014248502279,-0.013262435912593351,,-0.018217319402363208,-0.014683917325079676,0.0433561180302835,0.0010439851728385463,0.0015386250002449309,0.046158290496488785,-0.012957955010538091,
3,0.02862579729344472,,-0.04413040965983722,,,0.06300653164407166,,0.07051246385371968,0.07524469742788398,0.11503973310361992,0.07919312510720644,-0.08671952516248616,,-0.09172104126543967,0.11502277962092011,0.06439982023046653,,-0.037780470582787995,,,-0.011972766832976545,,0.0021147769534650696,-0.009004319323628995,,-0.020524175597246175,-0.006900991002793622,0.011495300469505698,,0.0015844083325651237,0.00045261078446073855,-0.0005053571674034085,-0.18978144210998593,,0.24223124264604123,0.08453096403505334,,-0.09663015799248376,-0.04406198747051462,0.00643092194178474,,-0.023482483093299367,0.09004659982262297,0.02851894799996546,,-0.252001441038614,-0.10075642956764597,,-0.11386434771332876,-0.06623434657019889,-0.07575854951265726,-0.10138879439771475,0.009634559741551918,0.08988099233843183,-0.026380367254504655,,,0.05106883143085117,,,-0.05939733754292342,,0.09927316952129672,0.05307891365928463,,0.10115571359813869,-0.014999594112673043,,0.026993104459158035,,-0.04327427170012643,,-0.013282357970318515,-0.02078070280723887,-0.023385591391810623,0.08287379231535241,,-0.03826609129913927,,0.019527011815885564,-0.007331827651245293,0.019839053819507457,0.05455796827373335,-0.030673969201663653,,-0.07365666584289543,-0.006222360424633644,-0.0477251110034409,-0.027822001432452247,0.0255956322406532,-0.06088191453196501,-0.029316491719948656,0.035739196962996767,0.06213157357125412,-0.025386694567942847,-0.011990451812256775,-0.027870283202086177,0.003945512986044397,0.0030751204692341383,0.017009749890106673,0.0040952208787635724,-0.017477690936791968,,-0.036470844875055364,,-0.028180000473138067,0.07341905221998979,-0.11648377683848721,,-0.06769805226910369,-0.020781310080042914,,-0.02680924644690058,-0.006377747416974833,0.04383777493933039,-0.00028434041639213703,0.0018134383579038182,0.08681076626263229,-0.039642970925032994,
4,0.0020584177971294526,,-0.05692795418860658,,,0.04730676118333388,,0.06453122742265327,0.07695875331263657,0.13568241038103146,0.059430204654614016,,,,0.08996994692736882,0.0702321315321095,,-0.01284395160337315,,,-0.010822608886416174,,0.01012121956593992,-0.03560703966079537,,0.2043567524428463,-0.029295731160163263,0.015182147302721771,,0.0012587329361232191,0.0003954166166799111,-0.0007064965762602071,-0.21551574642930094,,,-0.0027860704645241707,,-0.1518694748365923,-0.10393364272247677,0.011246418934116043,,-0.048697607234355234,,-0.026679412356401366,,,-0.1006004902277331,,,-0.06339468148189686,-0.020228404826468926,,0.02039843700474364,0.0690610251243553,-0.08466927514910005,,,0.033721607458149006,,,-0.06339381653604514,,0.041291224258985126,-0.007161086522041504,,,-0.020241094352804856,,0.053080271707256266,,-0.07958420118995324,,-0.024877095289887796,0.03237809751691956,-0.0404491340409886,,,-0.07888866301901076,,0.02045843652521029,-0.00785980964852695,0.03888521178395854,0.04399259099938609,-0.018798441148007217,,,0.007787946167041815,,,0.0062839217026504635,-0.30320306072314995,-0.01420372222020383,0.06790894974971096,,-0.02862650726652549,-0.01774153226986197,,0.0282059999223937,0.0035011892162731817,-0.0038970614765176936,-0.0068947448901924835,-0.007054242685225476,,,,-0.03226678849977527,,-0.09379818465855161,,-0.046606233501836736,-0.04709709130872353,,-0.02401871156528307,-0.01322568586150008,0.044571282513592436,-0.0025098010529223114,0.0013095561640585895,0.11579123787412948,-0.02517411316713969,
5,-0.021246937606864913,,-0.03744208191300008,,,0.03079648693021131,,0.06947948537790904,0.12152893056275493,0.13208874854185026,0.04501199674760947,,,,0.12108283302570932,0.008740315794933728,,-0.014633234803226092,,,-0.021572150473041563,,0.009412098987298667,-0.02450273909577927,,,-0.036833150466001,0.016307597328370393,,0.0012906930088392166,0.0004759963077926588,-0.00045361450821568283,-0.1905717550449082,,,-0.050380734567404106,,,,-0.020148467890595545,,-0.05353069638805974,,-0.06814280924021099,,,-0.15372196566841856,,,-0.012705102854636774,-0.05225246953370988,,-0.024832755591134514,0.03000851837848728,-0.05440963266120069,,,0.02750991880958309,,,-0.0980914799220417,,0.07284244753722646,0.026665950836809893,,,-0.0694619273517586,,0.04065770119104983,,,,-0.038782091904993043,0.05404055855286882,-0.06006986580892071,,,-0.06968086465160661,,-0.005342649341025685,0.003432766710699253,,0.043913458485461986,-0.022132267125249516,,,0.014460856707436687,,,-0.005547388488224003,,-0.002344708970565934,0.03447675343345313,,-0.09321037272033195,-0.008005590748315305,,0.02309261873297591,0.018517720485869027,0.0031963422593688784,-0.00533856199397964,-0.015088241130028823,,,,0.021992474828348096,,-0.14917890075863127,,-0.05066804833085964,,,-0.034957818394329376,-0.03180750005381294,0.04473166560039399,,0.0003468936404271705,0.0728990636562239,-0.03569781879065115,
6,0.009899622617755233,,-0.05203643939517727,,,0.05423758381926336,,0.04219405619706418,,0.12846315583585977,0.09433598332110726,,,,0.09314951078300904,-0.013444601579629456,,-0.007099440059760376,,,-0.026262274389440843,,0.006428994189652593,-0.024387138841330036,,,0.0009033810445816526,0.017852277696263186,,0.00043259064388262436,0.00046531871528560087,-0.00037139450280881947,-0.2023474002180241,,,-0.050212879998507765,,,,-0.11562444726642329,,-0.038482106449903464,,-0.056087318155067845,,,,,,-0.11001340315384045,-0.10242335317485562,,-0.019732288370744477,0.04464200790391226,-0.09794692071352462,,,0.009276505744056696,,,-0.10016232652494972,,0.09480771513659181,0.0020208613109498064,,,-0.04771780244179108,,0.08858112173861499,,,,-0.059357380434339135,-0.008655032628551496,-0.03595145849724324,,,-0.08687020369725751,,0.017582193367730592,-0.012275354987947518,,0.06326790404642688,-0.010201554376446653,,,0.0055506157761566755,,,0.009765732507099889,,0.03941324216298714,0.06622273754096475,,,-0.008628810183216706,,0.02161539054748185,0.000794935388833351,-0.009501185823929448,-0.04437116335449515,-0.008970128279467027,,,,-0.0001733107093990771,,,,-0.04063403445202812,,,-0.051711733396498094,,0.04502945167765926,,-0.0016271687474518348,0.07802685469161741,-0.05014189087019827,
7,0.0033247709936821135,,-0.07499998881174047,,,0.04881013334316142,,0.027755981247823636,,0.12315941230600735,-0.001669244012135529,,,,0.09595306765367118,-0.07426067075591547,,-0.07675073476785421,,,-0.01706756027379508,,0.0007389846103205144,-0.044469541717701344,,,-0.005198002562449733,0.016775377097250188,,9.929271800357409e-05,-0.00013287460960298425,-0.5872641532477558,-0.16665024758545655,,,-0.014497864820337103,,,,,,-0.04927813284960503,,-0.08779700034423132,,,,,,0.12919075004369862,,,0.0078096723481797525,0.07982537812730106,-0.11304114287955636,,,0.06388714844843324,,,-0.09323799167922364,,0.13068805166960185,0.0033905248528651732,,,-0.04141188206259261,,,,,,-0.037050071139702156,-0.008319608828184832,-0.03864274085201791,,,-0.0816390811743471,,0.010140732507577188,-0.022265439336802695,,0.026652521807867445,-0.00013251688478632673,,,0.026417793935570755,,,-0.049909120319709954,,0.006631615880635433,0.019570690400287027,,,-0.03291087317484975,,0.018154266287824683,-0.005258273898543608,-0.011365224626068815,,0.0010528848214758635,,,,-0.004532709647394495,,,,-0.015261224915224136,,,,,0.04482330153090608,,-0.0011907031925864064,0.08039016365143636,-0.03711340995086454,
8,0.025105665106678998,,-0.0624120932585816,,,0.073330839348137,,0.035544939811791076,,0.027799937751167292,-0.05266599568239139,,,,0.02968473283900519,-0.11339395904745375,,-0.056767724889641435,,,-0.030813735978786116,,0.021459327367014502,-0.03395439432852343,,,-0.00011631742738937856,0.01723811145230092,,0.0005814917404906028,0.00021349061820874482,,-0.11419197102694101,,,0.029609092533447567,,,,,,-0.04887619460870263,,,,,,,,0.0853235965854835,,,0.009855351840466486,0.02586468491722782,-0.10553089330283005,,,,,,-0.07730598487420581,,0.06989165669514374,0.011761520815445792,,,-0.07172749958203373,,,,,,-0.03583101216824636,0.003744765647356707,-0.053877938001297365,,,-0.06997588468192412,,5.2230691701682375e-05,-0.01825301374650945,,0.036817909952762094,-0.01800150693291902,,,0.06150731847576152,,,-0.041568989836750836,,0.05640379756889513,0.006735777806054388,,,-0.04384961839563606,,0.04219311530982828,-0.031461670248407736,0.021471187459165375,,-0.0063876158493855195,,,,0.002242695165064257,,,,-0.016960694543346533,,,,,0.044594195958056915,,-0.0009380996524972485,0.1634641274907236,-0.05128254104033414,
9,0.043781470218965834,,-0.05404183266705048,,,,,0.03382137587683587,,0.0784830379029362,-0.011118933498957873,,,,-0.025888133050038564,-0.12020278697408404,,-0.050805185930034025,,,-0.007007543693085427,,0.019278716499977366,-0.23501363035756195,,,-0.05826684800035309,0.01615036106491663,,0.0010886711284947559,0.00016345276896256866,,-0.1231684745752859,,,0.028511008780589098,,,,,,-0.031656141379503566,,,,,,,,0.04773843017265733,,,0.05059279491320634,0.016403245258658994,-0.11983635130907522,,,,,,-0.19773750724224537,,0.09712594946041198,0.06854565447708505,,,-0.046883696972239375,,,,,,-0.056661212131446814,0.010238457690112002,0.0771907631942158,,,-0.05937133852581977,,-0.010348499839385794,-0.008487906792273292,,0.017404716246881967,-0.013843015040324036,,,,,,-0.03745960060704556,,0.03112820396420979,0.04800251618977769,,,-0.012449842812010892,,0.02772118366894294,-0.08512731402943657,-0.007987905690548025,,-0.005819563118818483,,,,-0.01963826657131762,,,,-0.02742330187984149,,,,,0.044685844486016535,,-0.0008462596377383225,,-0.09912963044045409,
