,2017-01-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-05-01,2018-07-01,2018-08-01,2018-10-01,2018-12-01,2019-01-01,2019-04-01,2019-06-01,2019-07-01,2019-11-01,2019-12-01,2020-04-01,2020-06-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-06-01,2021-07-01,2021-08-01,2022-02-01,2022-06-01,2022-07-01,2022-09-01,2022-10-01,2022-11-01,2023-01-01
0,0.03464011916998733,-0.02591823606631305,-0.0145027130388522,0.036722753557761834,0.004577006823531571,-0.0009113760208712129,0.032187442373969866,0.004099719737093166,0.018359902563736874,0.006405587707681626,0.05225888908298182,0.02245158295879479,0.028611585437252174,-0.06433086744872203,0.03145939371596418,0.018073608968647292,-0.04892190186879963,-0.0012913610304861045,-0.03580429004221486,0.0012617031588908478,-0.00734204947196182,-0.004839694866243249,0.012916151474494417,0.02694943265256433,-0.03961393366079635,0.05971986744704605,0.051846829111950044,0.05161413162345507,0.00203735902125457,-0.023109190561298565,0.08326598422394182,0.04815363614866311,0.02911135531462805,0.023611871678337115,-0.07343535929754469,0.021756835707972932,0.010977436360935844,-0.01039219536723679,-0.033034608336768745,0.016902051803156404,0.037382641074029443,-0.023120659785126507
1,0.08023302212243177,-0.01308440088180296,-0.002648533025156219,0.04767101219192632,-0.012493344854692223,-0.011773126796839506,,0.0026411273914659916,0.0037681117612278214,0.012704040253812554,,0.026024844148538673,,,0.07916870490603278,-0.004414883154190807,,0.004320407875186838,-0.033219769912201436,0.00046042066600016085,-0.007628724441501644,0.032632729001155436,0.012965815886916573,0.022633195292335984,,,,0.06257615694855323,0.027840832460230835,-0.12327099744136127,,0.06155661947561822,-0.010354250309863922,0.023541938479041846,-0.10194801057379282,0.043027483884375606,0.03472650260634502,0.0028105602092975968,-0.09398867272206912,0.0047802558267981965,0.04501793551556288,-0.01634867000738799
2,,-0.039487012170307256,-0.014797549806547572,,-0.023728559107636604,-0.008529757194772447,,0.004957972910697495,-0.08710027634456585,0.006897653381095381,,0.012011288084367244,,,,-0.007844305635293924,,-0.006932592465686227,0.006905129390017972,-0.01880185450853311,-0.015194247851781695,0.0006035492966656175,0.041699258058047736,0.031239372304413537,,,,,-0.016786527425308062,,,0.05083638250222436,-0.012645244953350065,0.06345872679366904,,0.009953537963880876,0.06352643503482902,0.003711802977652612,,0.01076064022622969,0.03652161625525929,-0.001401710498968478
3,,-0.030270471309570723,-0.028633052751356747,,-0.04407131358439531,-0.020187174237743744,,0.010367726270668565,,0.0004713143058214797,,0.03543593121508826,,,,-0.044653584072240626,,-0.031915136642889586,0.043761646459728354,-0.018959355897238517,-0.028827691836348146,0.0007221940412014405,,0.016964081380004714,,,,,-0.00201566383080376,,,0.038978424888951674,0.004737348003206021,,,0.011656778178160021,0.022526064185680816,-0.010754445962525283,,-0.041065492738424414,0.05493927669356058,0.003363040109145621
4,,-0.04167946799989064,-0.04212089428038723,,,0.007067686715955368,,0.020256528569949916,,-0.003973386925572697,,,,,,,,,,0.04379723676504077,-0.06188702643693644,0.027492596088042554,,0.01653824977358953,,,,,-0.07167966377951318,,,0.03534791779316962,0.01594911367024543,,,0.030820077676545488,0.05853422337313274,-0.02571501724990055,,-0.0012020416351221641,,0.014561038275418492
5,,,0.006675415266439888,,,0.0034469179263805216,,0.0362619731432417,,-5.4919848062606746e-05,,,,,,,,,,,,0.009372017042233338,,0.025838671517339318,,,,,,,,0.025108598427463852,-0.00654392766550882,,,0.034702210194079264,0.03510464838516647,-0.029972355752121205,,-0.004338758238166651,,-0.010234665971336765
6,,,-0.017578133486635394,,,-0.0013223591922377764,,,,-0.011523768160318415,,,,,,,,,,,,0.015059371675123057,,0.019473570422752884,,,,,,,,0.03117701453524538,-0.04584787973383175,,,0.02624734744745183,0.02198220862903444,-0.03868746425998881,,-0.003717925146734302,,-0.004745203586376812
7,,,-0.012180936069609682,,,0.022370292356511,,,,-0.006356396574436207,,,,,,,,,,,,0.0219555376469025,,0.04743375854062082,,,,,,,,0.0158979028517047,,,,0.04205721903035187,0.03899933540943268,,,0.009067948310474527,,-0.027525027459700924
8,,,-0.004187179198065216,,,0.024311403999720316,,,,-0.005578069753920278,,,,,,,,,,,,0.03634769871255572,,,,,,,,,,0.02702328504814791,,,,0.028446818332096946,0.05325252605409192,,,0.05966204956181631,,-0.039031679396777486
9,,,0.014457546806358579,,,0.03218878031965522,,,,-0.010766489426072834,,,,,,,,,,,,,,,,,,,,,,0.051896357600752646,,,,0.027369819288123765,0.03328381843916395,,,,,
10,,,0.014809724425340676,,,0.025946151212882462,,,,-0.00663998307017355,,,,,,,,,,,,,,,,,,,,,,0.03592004915006655,,,,0.044571034961562006,0.041947469001674786,,,,,
11,,,-0.02623643460519265,,,0.025860753577767515,,,,0.0036760401918041197,,,,,,,,,,,,,,,,,,,,,,0.02251618400213476,,,,0.040898742839821534,0.04279171792615477,,,,,
12,,,-0.016487494264760816,,,-0.0012788727468171501,,,,0.015878484417599648,,,,,,,,,,,,,,,,,,,,,,0.02230729201898632,,,,0.048807271598903856,0.025717786450769164,,,,,
13,,,-0.022484213576422274,,,-0.009088318970480014,,,,0.03173755345627782,,,,,,,,,,,,,,,,,,,,,,-0.014819136986444187,,,,0.029967332209364983,0.009035213557532007,,,,,
14,,,-0.02519498326893599,,,-0.018196251403680197,,,,0.04362547749572476,,,,,,,,,,,,,,,,,,,,,,-0.06372988886999673,,,,0.035870052240860595,0.03283099202814155,,,,,
15,,,-0.02322457497823116,,,-0.0003825128856265181,,,,0.03826903091746381,,,,,,,,,,,,,,,,,,,,,,-0.006885303568791551,,,,0.06474594870437578,0.024958809830366135,,,,,
16,,,-0.012696064415258501,,,0.028260378317683355,,,,-0.002006555256223397,,,,,,,,,,,,,,,,,,,,,,-0.0015318311914916671,,,,,0.022006264889994576,,,,,
17,,,-0.03033270774013541,,,0.04445204213539622,,,,0.04290831361484582,,,,,,,,,,,,,,,,,,,,,,0.01464126355541398,,,,,0.026710549144409956,,,,,
18,,,-0.035020455307015474,,,0.03116603997591394,,,,0.05113390082042013,,,,,,,,,,,,,,,,,,,,,,-0.016419466790087517,,,,,0.007107660183228504,,,,,
19,,,-0.029286611002016016,,,0.059692202762995805,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00885678659917985,,,,,0.01766003531109206,,,,,
20,,,0.006248393199680624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00032073095347859293,,,,,0.014427440906458422,,,,,
21,,,-0.011181150437147291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0341102399368686,,,,,0.04405477717520245,,,,,
22,,,0.009330555014393394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014972008554256983,,,,,0.03519334680542663,,,,,
23,,,0.015266997079390165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00021477774589281906,,,,,0.03565596950232486,,,,,
