,2002-07-01,2002-10-01,2002-12-01,2003-10-01,2003-12-01,2004-01-01,2004-06-01,2004-08-01,2004-09-01,2004-11-01,2005-02-01,2005-04-01,2005-06-01,2006-03-01,2006-06-01,2006-07-01,2006-09-01,2006-11-01,2007-06-01,2007-10-01,2007-12-01,2008-07-01,2008-08-01,2008-11-01,2009-01-01,2009-08-01,2009-11-01,2009-12-01,2010-02-01,2010-05-01,2010-06-01,2011-03-01,2011-10-01,2011-11-01,2011-12-01,2012-03-01,2012-05-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-07-01,2013-11-01,2013-12-01,2014-03-01,2014-07-01,2014-08-01,2014-10-01,2015-02-01,2015-04-01,2015-10-01,2015-12-01,2016-01-01,2016-03-01,2016-06-01
0,0.021219394062138797,0.02922950115882106,-0.047816550051787754,0.04188021627741345,0.012066156797490735,-0.019530652236523283,0.03312900536224794,-0.012633441140136092,0.01486256188447145,-0.004542281153878447,0.008922209059416097,0.03765196939563936,0.004154142858573517,0.00954108242432139,0.03287816113508263,0.0069382474537377226,0.011372574735010521,0.015197896650887666,-0.008110821775716204,-0.02602475213726918,0.022181820332076052,-0.013316704989507488,-0.04918371183431636,0.035006007131429095,-0.008848980080902347,-0.0013335026679653916,0.008096542449345323,0.01515940521909187,0.019820720783441992,-0.030094065041534446,0.008569056318025403,-0.0022944675973253226,0.030994948085300456,-0.0523561921455129,-0.0019921374810554227,-0.021286657305305434,0.04967492410887786,0.015597140484046257,0.021474282814870405,0.05734024442275132,-0.025959774685195225,-0.004448865226829302,-0.020260156236477256,0.030710455020157124,0.025611412427537616,0.05250353185072831,0.0103119469695781,0.014596951187114793,0.03890165079556285,-0.1298644860125373,-0.020352451164183938,-0.07562442172831352,0.01796022557465804,-0.0404712395857274,0.005243269151155805,0.018402019247868884,0.04097050592810492,0.004295305741464528,-0.00047644710247007893
1,-0.007374726621710792,0.04298563755020535,-0.05498103002564103,0.035254263938338526,0.0230583521169061,-0.010812294760915053,0.14014956402367817,-0.006754465071642679,-0.005035110944426532,0.013878291848970492,-0.0006673111205548476,0.02546241655305098,0.018693013354207588,0.009419064243461062,0.049330628509078156,0.02809610310836247,0.0004072307225156946,-0.003955680170443676,0.025849662352200653,-0.018120600145625998,0.02558159010831562,-0.011871027069044082,0.0017001465585532172,0.01758695391223697,0.00491339216626302,0.009000778624710937,0.05709332616000684,0.0269245863167612,0.007654792392708387,-0.009746920703118445,-0.004310457266836321,-0.021969728451799675,-0.011773171473552502,,-0.03608784635311535,-0.02673906686147065,0.0021575766083994363,0.028634545605944695,0.051424011599262576,,-0.048558073507907806,-0.04058799374090194,-0.034156614316824596,0.07196340721013772,0.011362386490853305,0.04755819813420936,0.016724583371928836,-0.015010354382662738,0.07682565987500922,,-0.032847014318583945,-0.07098339930183406,0.03636771042974907,-0.08174984502598281,-0.011770946828270623,0.037681841746700084,-0.0016247808602778413,0.017291511898736456,-0.01680732149818942
2,-0.07598698615480792,0.05256788460837569,,-0.0013457336803699427,0.06992021177262675,-0.01016332922534735,,-0.013287609056157113,-0.004106326765331056,-0.029389221933028287,-0.01614153357539916,0.0183400817317238,-0.027724670461593992,0.0002865806801886084,,0.027922157666554648,0.008801935048171727,0.003814125968507942,-0.013045035852595532,-0.058694631807034825,0.05666553925515316,-0.023249313851345765,-0.021660608819369376,0.011863686119149786,0.15710924606262033,0.026034721931370908,,0.038462651170155904,0.008156682375764723,-0.031436133983997694,-0.014718466223702764,-0.03201783149607529,-0.010885331089693251,,,-0.10469183719550301,0.07322279237078944,0.04754408911619823,,,-0.04162607675537383,,-0.017030183662925413,,-0.004545324038575105,0.016463291691068638,0.02114493054613059,0.004740991959246377,0.0877696567793742,,-0.0222681380568146,-0.0640385989866783,0.031663581630499316,-0.11661521513351047,0.005904013567005206,0.04535292710774508,-0.05344680858752837,-0.005861771262022586,-0.027042618910240623
3,,0.05729144506373496,,0.019035912680793743,,-0.008152061983407233,,0.00280292755781697,-0.010652534031775115,-0.035825504266272734,-0.028089930328322743,-0.020232400096810654,-0.028937520113584303,0.0007790399083620336,,0.0014588408254122553,0.01778478897340452,0.03321462834004563,0.0049311937971923125,,,-0.08610484942630325,-0.01835390975407547,-0.04630197910190015,,0.034729764181014366,,0.04118099252501051,0.006434635182514414,-0.007194213752619527,0.005958309770498715,-0.04497188489785442,-0.003258313184671291,,,,0.041426076866906136,,,,-0.04833664812603161,,-0.09166205129896898,,-0.04463459302970385,0.005528666395606119,0.007614513904408482,0.00263966624530243,,,-0.02403576864133905,-0.052773482693292184,-0.023541868081520256,0.020546011659215768,0.00012677377561909342,,-0.06898219697881203,0.007811577138271408,-0.019794798707913674
4,,0.07302759496840228,,0.05285878983224601,,-0.004984644171231567,,0.006164946800804039,-0.02333671769172195,,-0.0065380003970957334,2.7227654802675083e-05,-0.04390944251254325,-0.10640210267326577,,0.017955672674613565,0.02581343399400493,,-0.00898204865397112,,,,-0.032765232268109346,-0.021947227540361602,,0.053418295433555474,,0.04720785786714654,0.016203235949500572,-0.03359017358138283,-0.009374910648295653,-0.07650085556781416,-0.00254407245519217,,,,0.08327876916170185,,,,-0.04505952284908882,,,,-0.028609904435736078,0.009618189024706791,0.033496959781626146,-0.037519142642572834,,,0.03319879309003504,-0.06125245415227698,-0.06668870239389069,0.05718670569634554,0.018769057503687736,,-0.0842619830302338,0.05757301362043332,-0.043857951818914165
5,,0.0778044317419293,,,,-0.025037543824400155,,0.03098786074524984,-0.002710198557019247,,-0.01650915699344202,-0.008753289010742848,-0.0039628783986424,,,0.01912034731168477,0.026313090490565627,,0.02794944219630935,,,,-0.013216074355731244,-0.01475693966261682,,0.06219224841013771,,0.021089396344680655,-0.003714886794625949,0.013168745554928973,-0.012393237865424123,,0.025102256719455873,,,,0.08903284536263945,,,,-0.022305652284890842,,,,-0.06859231145913791,0.007357673183549296,,-0.007635289966324121,,,-0.004919560427257608,-0.024736293328010195,,0.11048932686411872,0.05821632334417581,,-0.063327816246876,,-0.04278985820908776
6,,0.06770268485269826,,,,-0.015328330041170846,,-0.0024428805156220257,0.011634004595024741,,-0.03070675757934027,0.016022439374695163,-0.021840643608792232,,,0.020173447776269837,0.030125428554542588,,-0.007916795246325048,,,,-0.06443604952475201,0.0486948737720978,,0.06210870868809748,,0.0816106662510544,0.010100727456209713,-0.035902759851672794,-0.003971829273996197,,0.004267756618190344,,,,0.12373349261313193,,,,0.00462612247132993,,,,,0.008187272308173621,,0.04220214820710588,,,0.0018443161293508759,0.07016180872504174,,-0.01712886684765147,0.015712335672633748,,-0.0650603854953371,,-0.018960065130237957
7,,0.07145849285785966,,,,-0.004211422034833934,,0.00327800880312501,0.0168120310361808,,,-0.050354812733544085,-0.043264982388148465,,,0.019191250030027862,,,-0.0062778766618409865,,,,-0.010392225531377974,0.09571007588928648,,0.04815140086585612,,,0.026272207781782964,-0.01302680853417737,0.021759238683886628,,-0.003787875759432513,,,,,,,,0.013426694782672832,,,,,-0.01409357236073494,,0.086682656286592,,,-0.005111581921945385,0.021201019486491557,,-0.027559520918416958,0.027581302914408634,,-0.09970049297787464,,-0.05999915924590438
8,,0.04772906573437563,,,,0.016956015667956015,,0.019283793577062003,0.012978713948562884,,,0.002602862159239827,-0.060958432174327504,,,0.003092508158449636,,,0.012134947185988842,,,,-0.03962410883051426,0.11770784353964192,,0.036670319707808874,,,0.02707874036017155,0.02284565987035503,0.020243507994977095,,-0.01347922102951915,,,,,,,,0.0005332029206253641,,,,,0.04028813647177032,,,,,-0.012384145512504219,0.048619869014735695,,-0.020510502043441292,0.08398562428666922,,-0.10420569806312896,,
9,,0.00793316563017843,,,,0.026560640455329354,,0.007730168529426651,0.01741267954587168,,,0.03672500937568851,-0.07382273160119623,,,-3.907095653449266e-05,,,-0.02636420844259857,,,,-0.11872331298710237,,,0.01618153239332254,,,0.02171932583115932,0.016298945328889758,0.0013771962387872927,,-0.023833439006788026,,,,,,,,-0.009744248078864481,,,,,0.040633061868163955,,,,,-0.06999519348266814,0.09056926480080563,,-0.02115305049473193,,,-0.10382412556114651,,
