,2015-04-01,2016-01-01,2016-04-01,2016-07-01,2016-09-01,2017-02-01,2017-04-01,2017-06-01,2017-09-01,2017-12-01,2018-02-01,2018-05-01,2019-02-01,2019-03-01,2019-04-01,2019-07-01,2019-08-01,2019-09-01,2019-11-01,2020-03-01,2020-08-01,2020-11-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-09-01,2021-10-01,2021-11-01,2022-04-01,2022-09-01,2023-01-01,2023-03-01
0,-0.0012513476773581278,0.00750188856066486,0.0334880925844967,-0.026481603304679857,-0.02411755345885791,0.05109585942680073,-0.03223944442989746,0.004790565645396594,-0.0006160358837756785,-0.020376718870442234,-0.0024913453290471566,0.03045904361092394,0.0011364329863470801,0.0006690277007893597,0.046536888965430734,-0.00115133931726219,-0.03653368365310489,-0.012434953591286657,-0.0029918023282632378,-0.04482143292892937,0.012331432321726954,0.0055790834674954715,-0.0010478111204749174,-0.0008279441728163972,-0.0066324042908005865,0.046255041270392594,-0.03500812219696514,-0.029539566144646923,-0.015196156500778102,0.014012454999199342,0.006429420768265359,0.0011367936816686353,-0.013857420775839513,0.004213149122375692
1,-0.03920874847307332,0.03571724655039915,0.04001361772919532,-0.013758083156177658,-0.0465814580816889,0.07951655671115687,-0.07768511917351839,-0.0041916487497946076,-0.006193855840118445,-0.018445792203724665,0.01567859454698195,,-0.0026108593835431626,-0.01202974262039469,,-0.01624901973588011,,-0.018562713269792863,0.010070133944841353,,0.0009554635602830874,-0.015072622243069711,-0.00039209476441792734,-0.0069805699576155344,-0.010484455912099788,,-0.0227879997435525,-0.05616766173002852,0.006818807229703072,0.017674511514271796,-0.005142161922442545,0.0026532715473781554,0.017512255574396285,0.010879880341642445
2,-0.02325765681358638,0.03900086885403281,0.04367386984641464,0.012612317745955948,,,,0.016600531163199594,-0.008132667568470087,-0.04220033625330366,0.03357843642685876,,-0.026619770289527722,-0.030738585480151515,,-0.05076696018439042,,-0.002858943795934654,0.026306923840640484,,-0.007619537212090188,0.0417274809581496,-0.030550711520456852,0.00864843596979692,-0.014848975428806921,,-0.03732299031725672,-0.06246923935624671,-0.03453429034713951,0.011269717780291066,0.0031257264543921304,0.04831525096714451,0.07913765998106403,0.005091950407301815
3,-0.039691816220255194,0.0930713566875227,0.06754150548986138,0.012387271204609362,,,,0.038877655948164946,-0.01651220959085653,,0.04725972113779353,,,-0.013564376697849823,,,,0.0016779359923400072,-0.0011642785263785704,,0.015455013412539298,,0.009331927730075962,0.008863516156747742,-0.020611283704561223,,-0.0940425047885678,-0.05993269629872566,-0.05968810466585617,0.017286423378139015,-0.023683353571323784,,,0.011799523841262372
4,-0.053251348719904446,,0.074259416562648,0.03166363687153262,,,,,-0.015443709899390368,,,,,-0.022627217415858825,,,,0.0031312479430219975,-0.00654571122149461,,0.028611323340882455,,0.013251915577604523,0.011374921733645404,-0.018614834454688256,,,-0.051921404514168934,,0.03438859536187011,-0.010922965909019311,,,0.013609349188495323
5,-0.06554268193989654,,0.0959368487927389,0.013418909230351272,,,,,-0.01299620652128819,,,,,-0.04113823816133044,,,,0.014084033609025992,-0.0009822918547547355,,0.006955081583445599,,-0.010658511847419394,0.013136466143352843,-0.029862110882404758,,,-0.07795259074919292,,0.048155105381904706,-0.005052211073968915,,,0.03547924121539048
6,-0.0834368291684563,,0.03353130304313201,0.04241981452903765,,,,,-0.015428680079880075,,,,,,,,,0.006744426237347945,0.00045589100858012266,,0.030251044299884677,,-0.00405633689106355,0.02854013355613727,-0.051303355185517874,,,-0.06977722152982302,,,-0.0052142456887910305,,,
7,-0.0935598092191885,,0.006565278151427489,,,,,,-0.02122039953300947,,,,,,,,,0.012292108468564544,-0.0012505835203037163,,0.020438327674934142,,-0.027470432560461333,0.032632518004670596,,,,-0.04144495072632082,,,0.0014120797971478583,,,
8,-0.09546582664134562,,0.000443659583090672,,,,,,-0.012734309728716808,,,,,,,,,0.018872476089335177,-0.012212488331231564,,0.012409590734483,,-0.03592027810741272,,,,,-0.06121225370965466,,,-0.01703421436610497,,,
9,-0.06633981549769274,,0.0005614335599565257,,,,,,-0.02034758807967707,,,,,,,,,0.015153331540503912,-0.03322898329636559,,0.020865365267383584,,0.0048827702230018755,,,,,-0.03145565637051917,,,-0.014762620937529558,,,
