,2015-01-01,2015-04-01,2015-08-01,2015-11-01,2015-12-01,2016-02-01,2016-09-01,2017-01-01,2017-06-01,2017-09-01,2017-11-01,2017-12-01,2018-02-01,2018-04-01,2018-06-01,2018-09-01,2019-01-01,2019-04-01,2019-07-01,2019-08-01,2019-09-01,2021-02-01,2021-05-01,2021-07-01,2021-09-01,2021-11-01,2021-12-01,2022-02-01,2022-03-01,2022-09-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-05-01
0,0.02862572474985492,-0.01950287959898378,0.15089230740612702,-0.039621193976846936,0.08220719058539094,0.0691735424362876,-0.0005571032439011248,-0.03890602973175905,-0.040190563818904845,-0.013503784087615767,0.009052976184430017,-0.0050806217736090176,-0.014077563365014978,-0.010678071407358658,-0.011215103388947156,0.004946491563666555,-0.0217483869660251,0.025029401818575492,0.006067037767158112,0.014223869107049536,-0.006528800374057564,-0.019886820567186048,0.010896228360639304,0.01831640587137162,0.007101717005684183,0.02222329496594,0.020202278356109882,-0.03639621643059954,0.020104206538475555,-0.013770003345587645,0.02945516431852402,0.0009950266286702092,-0.0031881107783006957,0.031557624274158425,0.021738500069823807,-0.007196017965677148
1,0.007665863807651441,-0.025084790628137732,,-0.004044193727819945,0.11467857398929526,,0.007569294085856271,,,-0.013537712002929858,0.008916177104042466,-0.033177679995370246,0.033933874786340024,-0.0038994795920928027,0.041341777840465,0.021734434204811137,-0.00927101179031009,0.046366184969093505,-0.011513426767330248,-0.008299946657303048,-0.017290812495922125,-0.000298027937203571,0.006647857820153202,,-0.010428501523260358,0.017362637711190843,-0.010310703108172059,-0.017075746680650816,0.025493446186550806,-0.025095422877349227,0.03576014110367576,0.012204255487640897,-0.006088820165004422,,0.030071861922635,-0.005528028486720515
2,0.012513590946391817,-0.05565598885331724,,-0.03988853141083193,,,0.027645890026483544,,,-0.024700591784302617,0.008797586798357182,,,0.006490059067754128,,0.016487124290565536,-0.0103963250509993,0.04063084679388673,-0.0298747412304472,-0.023000083665715598,0.00908849242572174,-0.01528712139159727,0.0065623051187859716,,-0.005653199899762651,0.005699864701540491,-0.002380057321785478,-0.03463973219944205,0.018924978976198048,,0.05156179904027891,0.014188956736630648,0.0034711980969557577,,0.028997639939101205,-0.027434122586091236
3,0.027142440802291334,-0.03067731860459255,,-0.05923206914920631,,,-0.011851672097806354,,,-0.02309456945316901,0.0064169162981404515,,,-0.005195536703253012,,0.010029433462813042,0.009553219643196886,0.015154862737292163,-0.03614356297199839,-0.005897978515293056,-0.011627024728512403,-0.016558281884959225,0.006705290103856676,,-0.021912364896816694,0.010887308629117687,0.013599419673235302,-0.061734686326787136,0.00490490196656479,,,0.022349769102431888,0.013410897603571198,,0.0299233042392113,
4,0.021737823471185136,-0.05016999969004354,,,,,0.026135766478857292,,,-0.042626728580227535,0.013045712557074873,,,0.006220689071255059,,0.0401614219306996,-0.015009847088123696,0.030410570026892847,,-0.016412283474880107,-0.0004170579203774949,-0.015230432536727845,0.0046420454368028,,-0.021603149449977543,0.04202070937421554,0.0060493081751796796,,0.015107380530225312,,,0.00031360981337066884,0.03439551045406011,,-0.003112477443786066,
5,0.013771488065270177,-0.06737394225000437,,,,,0.033064228567377896,,,,0.01617759646380157,,,0.005592118247967015,,0.026469670414273505,-0.0213940346459911,0.057170368964617246,,-0.02814848541856807,-0.018679242091689918,-0.025982733412851955,-0.004546027421485466,,-0.021910416313664083,,0.013535646955030622,,0.016444430701991974,,,-0.0020659717643176922,,,0.015929649219905695,
6,0.006408933927704252,-0.06935284931862173,,,,,,,,,0.018333759496110824,,,-0.014883332297067398,,0.043310260235349674,-0.049525449943758515,0.08523791208556175,,-0.030248899935009232,0.0035535300859281804,-0.007342904085682944,-0.0053835606756458265,,-0.023711080172630572,,0.0017090328517587183,,0.01480212402501957,,,0.01022508103720729,,,0.014195709391291,
7,0.0071424618969719855,-0.10071389589269497,,,,,,,,,0.006062960211096202,,,-0.011812858444210761,,0.039854169217711455,,,,-0.007359071368594927,-0.007301701077691014,-0.0063604825919045815,0.0006083911012348953,,-0.026481962176148066,,-0.011447099898836632,,0.022223414969005928,,,0.009351790675958788,,,-0.013478502126279324,
8,0.03052959621159279,-0.143160289325184,,,,,,,,,-0.0008596331583026195,,,-0.009638325668308134,,0.05277519471394099,,,,-0.020717940271355095,-0.0074064924793977305,-0.0023615615933367806,0.0002826601028442788,,-0.03367283949311828,,-0.017524523226745914,,0.03513324596505485,,,-0.010219806390580094,,,0.011742176302187435,
9,0.02057987992532273,,,,,,,,,,-0.002013989720801801,,,-0.02425935834941484,,,,,,0.009097880813782266,-0.05110204330361334,-0.010741250047656248,-0.004216398078019878,,-0.024579409767384153,,-0.012787329165179107,,0.04619707928436023,,,-0.003252321795376184,,,0.01232170257469889,
10,-0.014888521514213604,,,,,,,,,,-0.008462092122004217,,,-0.02969323449536887,,,,,,0.0016554948720119977,,-0.00016861767981324327,0.002629154861259586,,-0.02090453807391346,,-0.033221016093610944,,,,,-0.0005757283224534782,,,0.0001828945908322055,
11,0.0008155774525955284,,,,,,,,,,-0.006220923004536916,,,-0.06294666841613905,,,,,,0.001557573668817147,,0.006857836147051488,-0.0051269687488395554,,-0.028547534356957893,,-0.013273724860561775,,,,,-0.007729235371154691,,,0.026680367958670015,
12,0.000953363580063149,,,,,,,,,,-0.005582894813832562,,,-0.09567908875608433,,,,,,-0.013509987310318161,,0.01467949001421176,-0.009462605962719195,,-0.024768619758030352,,-0.015785149729930947,,,,,-0.0041454097920517186,,,0.02025076159888517,
13,-0.013675089334393098,,,,,,,,,,-0.008903599815372365,,,,,,,,,0.02575624591617731,,0.011033900727321022,-0.007293377574390858,,-0.026962292998308213,,-0.01109229725195282,,,,,0.013843350469295829,,,0.015889542991590844,
14,-0.033119756275347134,,,,,,,,,,0.005686802154438508,,,,,,,,,0.01267198115827628,,0.02491059107435012,-0.013416374372863027,,-0.03162459796726891,,-0.011603442208169779,,,,,0.016692641912091827,,,0.032227359842436076,
15,-0.05550551268908244,,,,,,,,,,-0.008630515109211645,,,,,,,,,-0.008956774830745529,,0.032532721532445796,-0.012507395198981586,,-0.03404815429699637,,-0.010633046395220336,,,,,0.015754633568426407,,,0.019899896063976685,
16,,,,,,,,,,,-0.019389178333749646,,,,,,,,,-0.013247331593644107,,0.029872787168628845,0.0036517851377007027,,-0.03126126780907401,,-0.029695352132478203,,,,,0.013271463196218497,,,0.013293561443201929,
17,,,,,,,,,,,-0.010127753956153951,,,,,,,,,0.0011280252327716678,,0.026084565070337185,-0.00020907622004529003,,-0.020152235771401683,,,,,,,0.011724334428594635,,,0.03926286587772876,
18,,,,,,,,,,,-0.0030383540389740116,,,,,,,,,-0.017876116876275328,,0.01300710164621166,-0.010966181608329073,,-0.01963049516562365,,,,,,,0.011761165579039029,,,,
