,2015-01-01,2015-02-01,2015-04-01,2015-05-01,2015-07-01,2015-08-01,2015-09-01,2015-12-01,2016-02-01,2016-04-01,2016-05-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-02-01,2018-03-01,2018-04-01,2018-06-01,2018-07-01,2018-08-01,2018-10-01,2018-11-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2022-01-01,2022-03-01,2022-05-01,2022-06-01,2022-07-01,2022-09-01,2022-10-01,2022-11-01,2023-01-01,2023-03-01,2023-04-01,2023-05-01
0,0.01917511615209866,0.03526978401917846,-0.05909844412518206,-0.14426818533579155,0.0212064391654333,0.10092092427186627,-0.07146491126253185,0.035263568788709954,-0.07303319954132259,-0.030286988473384846,0.0038287364561532256,0.06673414583203519,0.0659568297790345,0.0031436787032350644,-0.0291043606746898,0.0231194819402587,0.04688742553226466,-0.005924959749046277,0.005416313270472456,-0.027049832210808367,0.009361554355158064,0.02490559303741272,-0.055078457781644885,-0.015101287215310455,0.10867841665316735,-0.055007267643126134,-0.1658333266981904,0.024342242796693503,-0.06484492209553894,-0.026953922965682997,-0.0008297170346602822,0.03134455790846702,0.03230667274633686,-0.04235716548719015,0.09035548159978313,-0.04347903743329795,-0.060575097483388074,0.030352946082076615,0.0008700790295131933,0.001563305468473164,-0.014714983816342508,-0.011736371723435779,-0.023224128551604384,-0.009986050730918294,-0.004104202741809004,0.03580820502536641,-0.05084179758540719,0.07828456465600775,-0.03550465981741635,-0.02760008322403351,0.03311630399137677,-0.0123818563357182,0.012011885940986122,0.06352138652618855,0.06143089596503848,-0.0250107233644018,0.07560642684843843,0.017756437749856913,0.027569735244382443,-0.0048452849431284695,0.05320689511513699,-0.008576329674230498,0.047933730068824065,0.027152057518505024,-0.036433823092951734,-0.033453370531399795,0.031656916188493645,0.015724256612654086,-0.022381763571308166,-0.06112107257288446,-0.010577315538066179,0.04377083803850912,-0.05574563887196027,0.01953348871034155,0.0357629083499984,-0.0272926140507376,0.01632384760416028,-0.06400093814816399,-0.039645217248461595
1,-0.002783231787124918,0.056065939710957635,-0.06243050063266875,-0.12356480149819171,-0.012845317892156483,,-0.0786577848545178,0.047962337966674484,,-0.025540936870689035,0.10852990254447703,0.07754165118361311,,-0.015252740971666734,-0.03809925002667691,0.029560216239298498,0.038777490130856185,0.010778328016083583,-0.005326942492226511,0.013975858980980638,0.0007584303049178454,0.05720616936569847,,-0.004447516293101028,0.09693237503310059,-0.08239332622311535,-0.17712944954817123,0.062026739711354306,-0.09001406877460605,-0.022493006273983207,-0.03038817805865901,0.03747723150918314,0.023124485379737936,-0.05463859259563719,,-0.04384186792731082,,0.030756560575785796,0.02630396525625811,-0.017316898882376974,-0.013824440515763481,-0.041222377739343896,-0.028507353166537963,-0.01304921395708425,0.017738832516839498,0.08625282332533712,-0.06754516341850136,0.07471124877504298,-0.04913584807204041,-0.06198298798452839,0.025062515852596112,0.022041700837798772,-0.03484748937970972,0.029175966029807876,,-0.0046479799927993115,,0.035830945755807475,-0.026865104913964766,-0.028553290389856045,0.032988425653839304,0.012774530102096726,0.003974526039307258,-0.005924460418660016,-0.038445916571707706,-0.03819841752862302,0.003281370881489054,0.011279682280285419,-0.04280066984180042,-0.05428403553320804,-0.031596659763749146,,,0.045436268955821646,0.036733069478007696,-0.03728265337491857,0.03881733851865299,,-0.07575756952282298
2,-0.0005736059933805215,,-0.08560144170618056,-0.17669835598531136,-0.025617743045374675,,-0.07578269425562889,0.02701662163743379,,-0.007138281575956862,,0.07545332089151024,,0.012893457459043356,0.011414589306353196,0.02606440769231355,0.07251651785479529,0.03929214138379433,0.002850582820553532,-0.014404540077606498,-0.017670190142122677,,,-0.012230769846367728,0.09344712802606958,-0.06651132268574234,-0.13936083646280295,0.08884022991498797,-0.09577846089161857,-0.011588169062678677,-0.039282737058019324,0.05033577407480205,0.04284568957154106,-0.03442911261935233,,-0.05597040943380205,,0.02712135330050791,0.02614039765502596,-0.013555202785269116,-0.02487646466979132,-0.02478205083583762,0.03304494802887492,0.010425658176840935,0.02812453947171689,,-0.11216015982186356,0.07962773829039005,-0.036871022715277535,,0.06917282712177075,0.03313367973410497,-0.03254506529629886,-0.01689099440139974,,0.042309374058953186,,0.006089294631671072,-0.10642195901201124,-0.030655029108521525,0.03711412452580953,-0.003924698531555748,0.024305672875054807,-0.029077593161671023,-0.05604654994570191,-0.07077054740019367,-0.0015579452544201011,-0.04839958488364049,-0.08593927684757952,-0.059135980886666606,0.014792338773717217,,,0.04632799269107757,0.06890339826181568,,0.05133949637779578,,
3,-0.005737609929611698,,-0.10247580959350278,,0.020887183090759875,,-0.039630371457538005,0.09334377136896943,,-0.025698760647237973,,0.06536549440746553,,-0.005507166193303048,0.009961023906735478,0.02640836162012805,,0.05816943849542966,0.01171727388690283,-0.024652281338082283,-0.0245942478036153,,,-0.01742630502331144,0.05197378884027115,-0.10157968545663287,-0.16104970990741818,0.08680045358306754,-0.10652090827279692,0.041484106663149944,-0.026744569929467943,0.046045516430588185,0.009467461187682435,-0.0665485831953494,,-0.055044299689763765,,0.019483024053610132,0.04532810309370949,-0.025097361811964647,-0.04999516367679091,-0.03614705779562555,0.03531032770787168,0.0020827648046138902,-0.005838283610744233,,-0.05831402176877276,0.07877102316977558,-0.009033095956020865,,0.10931639784296121,0.011900981831245994,-0.020961934930734838,-0.00790200096121163,,0.025061684719894117,,0.04701263024166691,,-0.033837074613821294,0.011428065132958354,-0.012080714970381434,0.06281891153672703,0.006496512723001557,-0.05967571559511198,,-0.007002938117295909,-0.0943143278496208,,-0.05874787458675523,0.0199304912650744,,,-0.07707328478479081,0.06723104651840428,,,,
4,-0.021488158599160312,,-0.11535607630938904,,0.04431475449023492,,-0.07878976098249302,,,-0.011233151290303445,,0.07934154870119214,,0.00857307857555023,0.02728311601709643,-0.01572117405627238,,0.0663042228234485,-0.012529966003799714,-0.03395081214930307,-0.042990903979052475,,,-0.015062265211437609,0.08905237784932307,-0.10026529430911335,-0.2035562287521262,0.09361084807610065,-0.10940650550476749,0.11689038233429683,-0.0428851264927701,0.02868016762346759,0.015148445954124734,-0.04851557410252605,,-0.06458538161913385,,-0.015991398298823345,0.046828767158788476,-0.0488612938903461,,-0.031425841295914525,0.0532786051048626,0.0022590074333658228,-0.02670573693300904,,-0.0384404617945493,0.09408280446026929,-0.007033648371286172,,,0.03136446347304611,-0.02759318314867354,-0.007386143452714045,,0.003720566265483116,,3.248484206430646e-05,,-0.055411784161026045,0.032213411189224495,-0.01061021059839029,,0.020641728812368032,-0.05637887465308933,,0.029418563311496726,-0.10330131395067865,,-0.0628427401905326,0.008723802350075749,,,,0.055303793137257085,,,,
5,-0.019431772559025395,,,,0.020720472470489026,,-0.08890770601937259,,,0.013954250496945209,,0.07236152337209689,,0.029489636734219005,0.017650805530840752,-0.07125615935252139,,,-0.022857160590317033,-0.023831634022785098,0.013553794975110889,,,-0.0027451830195566185,0.11561394158913818,-0.07818098660028205,-0.23743074079446336,0.030980749409699637,,,-0.02021970258327821,0.04359461802508391,0.0057836881112166005,-0.06094984998860076,,-0.0976820996174309,,-0.03361690884897728,0.04088242936177433,,,0.005235314584882023,0.04627856493887794,0.010661299998250717,-0.01408914006867601,,-0.016684161273703868,,0.033873106966142985,,,0.030342004712472725,-0.0394585629488553,-0.02680358167753516,,0.008993018504567907,,-0.02443603132697425,,-0.04038605033490922,-0.01264781591333275,0.01915186711137551,,0.057107875962621235,-0.06945072642662575,,0.05243559678584897,-0.04221188827525357,,-0.034150561251992895,0.012485879059420002,,,,0.02848521605811416,,,,
6,-0.04348992070117419,,,,0.0686283207145203,,,,,-0.009214590369297726,,0.09255137873767016,,0.04373135692205543,0.012758291515400866,,,,-0.04572753232852941,-0.03200872556628642,0.002222501100829777,,,0.025026823965392353,,-0.10616923846431092,,-0.004337572663549949,,,-0.013349565396399088,0.06796255788721028,0.0009292897723130467,-0.08252501847400662,,,,-0.013035607696988638,0.0007240115475132258,,,-0.010855035362868026,0.05014427284847578,0.01088729815402767,-0.018481662285375178,,0.011554123056015442,,0.02393838180220631,,,0.0017006362201235081,-0.017139505259521126,-0.07408129217219406,,0.01742995870938313,,-0.0043935223276707625,,-0.05127247250073125,-0.058399624073486534,0.00822421202399859,,0.0745656510184235,,,0.10486405580002478,-0.04956288177030532,,-0.03692684919582334,0.003330226553086346,,,,0.01303777642399151,,,,
7,-0.06654798891353386,,,,0.03380349760438173,,,,,0.013383292069986452,,,,,-0.019342943263176315,,,,,0.0010644232807925924,0.010105888763042414,,,0.09290832656806725,,-0.13969230123973642,,-0.0019594074133497674,,,-0.0014605109649703518,,0.03831163210192129,,,,,-0.012689743823625754,-0.007831422567012969,,,0.0319909332105941,0.04395799862235317,0.031228457055492598,-0.015299941076321266,,-0.013606882666456599,,0.03300923327613836,,,-0.02636584544678855,-0.009246476358109934,,,0.0336891676757316,,0.0116261802741211,,-0.054251863601743555,-0.03552100073025266,0.014726917855797161,,,,,,-0.04216280906064784,,-0.0647137478167833,0.007258868484232517,,,,0.0210908605682556,,,,
8,,,,,0.08108063669754118,,,,,0.010029210777341424,,,,,-0.023169932657528647,,,,,0.0028253664821429325,0.01194339191446947,,,,,,,0.0232900172427688,,,-0.014639293724146185,,0.0071448896176212195,,,,,-0.009739213693134019,-0.011737652511608743,,,0.06553848709556243,0.024086097865626988,0.043560369300404855,-0.02472555264847598,,-0.0205341914954853,,0.02022717742274427,,,-0.0022596868828890226,0.02106475712207123,,,0.0899876570528435,,0.0015596236255632778,,-0.06509532117396205,-0.008232028329173247,0.028438332183122528,,,,,,-0.019821029401223766,,-0.07756676568510856,-0.026120924935283618,,,,0.013103675458150166,,,,
9,,,,,0.09349965615934797,,,,,-0.0019110441177931925,,,,,-0.044994289401259935,,,,,0.000874775151181284,0.05401623934092703,,,,,,,0.047283956598836774,,,-0.013775570157041228,,-0.027303408371164017,,,,,0.002394821819526438,0.004921439416158857,,,,0.02085830615008477,,-0.004944543866789219,,-0.06123624129562044,,-0.025432847180404505,,,-0.01825075532070164,0.047625915173409084,,,,,0.01132967612201563,,-0.042796024066151184,-0.021531460048288098,0.023291693124494417,,,,,,-0.0678923530915041,,-0.066507975151613,-0.009500043699243177,,,,-0.00828958823180903,,,,
