,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-05-01
0,-0.013023337027592063,-0.019845604522700455,0.06581256102228128,0.043587274874739235,-0.0892949349463954,0.018783321125007912,0.04674580827537933,0.05179616228303896,0.07246900124277345,-0.03926921153993512,0.005838889082112608,-0.00896356472867943,0.014750129787224342
1,-0.08213653401776488,-0.07106457567804325,0.13099833448388898,0.032718442534957815,-0.11010272025593193,0.02954872176672385,0.011307041075781177,0.09412431960961998,0.054064274569122994,-0.007599477009021749,0.049594642920921306,-0.04275954997205256,-0.0039472524353900695
2,-0.055231991355437327,-0.1281311196431716,,0.057971528275270634,-0.13873638574065406,0.067908143242847,0.0005215179531334879,0.11159808425875717,0.03178591379295137,0.02075066656537472,0.05396275682606788,-0.054743352360471675,0.12663796532442895
3,-0.0767861479831824,,,0.04005765692655605,-0.14660549915902954,0.07063403366966625,0.020950956769005602,,-0.030711709527645126,0.005003936366412498,-0.02506801608271969,-0.04715504893249456,0.1257395298032975
4,-0.06489238920671836,,,0.05124262027999493,-0.15722940585036427,0.0396798246415333,-0.0013804966303225807,,-0.07420590029242236,-0.004016071472700444,0.015860802012307662,-0.05322633399293286,0.05478453373416903
5,-0.09562898521971608,,,-0.03450498373422817,,0.06119414810500867,-0.022228639819929397,,-0.06340469973316087,0.0008516570129379897,-0.012454445822269289,-0.050515650638880416,0.02696261254651322
6,,,,-0.06682592842220214,,-0.012351523808966647,0.05792808175183661,,-0.07884663498369837,-0.03812360829457462,0.05545852196697343,-0.051863186912993964,0.03244089029487496
7,,,,-0.04799120461989115,,-0.040188093786656776,0.11315938586370877,,-0.03385671202491369,-0.04998837208125573,0.0459226098902481,-0.07279880029324337,0.10079615618900295
8,,,,-0.03147416121295721,,0.01776780161859337,,,-0.07322896822181668,-0.039266807231752354,0.06946242076452247,,0.09471833323458068
9,,,,-0.02226259576234413,,0.022033959330330255,,,-0.057011861147842846,-0.08116552228755025,0.05103427769059232,,0.19382946586663774
10,,,,-0.006122756548941899,,0.05251291088862198,,,-0.13161360781836995,-0.05808101930692389,0.08155450701755518,,
11,,,,-0.007329345941206045,,0.03558857347346267,,,,-0.064391327420531,0.05756113624480763,,
12,,,,-0.040310034570003817,,0.0822658967696035,,,,-0.05517092079719865,0.02200965860300297,,
13,,,,-0.04165212126619333,,0.0986800254162663,,,,-0.007854728149826018,0.05163631497927135,,
14,,,,-0.03864169949274454,,,,,,-0.045951525130310644,0.043001381287945506,,
15,,,,-0.019620794705113243,,,,,,-0.025892817702312554,0.075352701414241,,
16,,,,-0.008262539526683765,,,,,,-0.029451488297765005,0.06549356160381681,,
17,,,,-0.06563505967271799,,,,,,0.058758573123441904,,,
18,,,,-0.031517887310100745,,,,,,0.04419779256024525,,,
19,,,,-0.057636452426623075,,,,,,0.03717099277097069,,,
20,,,,-0.050262579024594745,,,,,,-0.015669654241424746,,,
21,,,,-0.04966150794680435,,,,,,0.023496712483155102,,,
22,,,,-0.07117875594226519,,,,,,0.0013110717194637633,,,
23,,,,-0.13113128406732,,,,,,,,,
