,2021-11-01,2021-12-01,2022-02-01,2022-03-01,2022-04-01,2022-11-01,2023-02-01,2023-03-01
0,0.034978510303983024,-0.0024458644140208374,-0.03192302142448167,0.0370831400945677,0.023762409414938124,0.026006422977263854,0.007812973047707006,0.02645229262473414
1,0.013134305737326768,0.014342344381100602,-0.03797319359044948,0.014969398485582985,0.03957409924623334,0.02970079022738492,0.01653682181813676,0.04135412295498808
2,-0.028198501201939674,0.022773028105667947,-0.03035391959399303,-0.0016589257072466834,0.05498164390129334,0.0523704557425535,0.013501860498406293,0.048805183889167436
3,-0.026742540477453725,0.029004505939165814,-0.022572573777438043,0.029220547596489732,,,0.016365806904826474,
4,-0.07793178943706702,0.02124569365005613,0.007306516271561314,0.004619145333162877,,,0.025549269302849176,
5,-0.029615296138174374,0.03263416919094497,-0.02027361649104864,0.023137331419562646,,,0.026303059376471927,
6,-0.023103727788023498,0.04347717384515193,-0.02655765706681157,0.028398592209786466,,,-0.0074263626162043295,
7,-0.0561263355457291,0.018678475577008746,-0.027831731953959826,0.039740284293020345,,,-0.023567566084127023,
8,-0.029101103895797342,0.04470820923942809,0.023857822182228983,0.027772117552169018,,,0.009945363169612698,
9,-0.007337463556259749,0.0649146480762891,0.005090079279207904,0.021888156807937542,,,-0.013599732160628264,
10,-0.04950321887172571,0.050289900303942425,0.0024656373710423285,0.03632675141622377,,,-0.00844265184435189,
11,-0.023257929792955157,0.03827975986989751,-0.010966930507523509,0.021522562368078257,,,0.008343189068853007,
12,-0.0007378852948696224,0.025178324400504715,0.02576434445676279,0.007238831717804262,,,-0.016077485887343146,
13,-0.0025772736376972194,-0.005885050861964003,0.04652783236867375,0.011171906942784804,,,-0.020284750828307496,
14,8.415488711133179e-05,0.021795570730651526,0.024743025639243577,0.0006344110705434058,,,-0.01403920677250925,
15,-0.01995744242470221,-0.0034307089902435584,0.015486783248603642,0.02900510819975899,,,0.027571876536019113,
16,-0.021330097522205493,-0.0342347817433688,0.037438752362616956,0.0049793692615494045,,,0.03718084537919486,
17,-0.003837416725813503,-0.013602147237122053,0.03913515401883405,0.011848738030891925,,,0.026028017277384352,
18,-0.029200682578292225,-0.05022193724455093,0.029314690356996298,0.03554058351379097,,,0.04026545046525887,
19,-0.007898293599401418,-0.04615975549281004,0.023171917136285414,0.051352273345086186,,,,
20,-0.004108275084782287,-0.047272903208952166,0.043565839467903045,0.06767944185792218,,,,
21,0.004322408639785058,-0.08537112196155383,0.021043661216217924,,,,,
22,0.008607896530832937,,0.0395618473026178,,,,,
23,-0.004907137476974022,,0.0427438840812,,,,,
24,0.013208823442404594,,0.06034992410654283,,,,,
25,0.02896058531212775,,0.05048781015644943,,,,,
26,0.000227856111125746,,0.05097690925538245,,,,,
27,0.02431159983109521,,0.052751267299278926,,,,,
28,0.051390475996592855,,0.03586785423949168,,,,,
29,0.03281749452092586,,0.025751438266232718,,,,,
30,0.02475558779020126,,0.042403579742575026,,,,,
31,0.014653199934193228,,0.019147017618971862,,,,,
32,-0.01841319111986439,,0.047517714748187334,,,,,
33,0.014302755712386483,,0.02349197580997786,,,,,
34,-0.0109235240085086,,0.03245837784441452,,,,,
35,-0.04274210788002719,,0.05825627611807138,,,,,
