,2012-04-01,2012-05-01,2012-07-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-11-01,2013-12-01,2014-02-01,2014-03-01,2014-05-01,2014-06-01,2014-07-01
0,-0.01123063989369566,0.036934347813045054,-0.07578846014173712,0.07440694352656152,-0.02414291563043669,0.062225784807755424,-0.09652657039008705,0.00561437366656703,-0.037043081204533035,0.030433527055719445,0.0003285200620859463,-0.038048498406341835,-0.00686931781817135,0.0428268550572275,0.009642787271196163,-0.0031706388142103137,0.06337205761178755,-0.05532754883252,0.039662809728585824,0.08796244121221175,0.05031291775085833,-0.03338682929318537,-0.036838253156107115
1,-0.023459073299603617,0.012090226300905504,-0.09595610816336109,0.07187716848629933,-0.06205280594679641,0.05147721957453566,,-0.0012189230890622405,-0.024503924403706634,0.008910252084735948,-0.02680397865484485,-0.09460726863344293,-0.007041711716906374,0.02927479407580913,0.02698506046050797,0.0064250898276569934,0.03893766549093014,-0.07512035569913467,,,0.06745660066771553,-0.037270995068207746,
2,-0.038162167542387326,0.017928719326839815,,0.07821629658345852,,0.03762927652286541,,-0.02209109755664107,0.011003425066483441,-0.005120641909988066,0.007570716588476856,,0.005587034728105067,0.04143141106304338,0.020640820115148006,0.013634547880455816,0.06533184261103742,,,,,-0.02526539545620743,
3,-0.05142575853578757,0.006887382888713045,,0.08343051677384405,,0.05209576283350259,,0.005760837428931964,0.000932456293908146,-0.01971619314815598,-0.02850091372280783,,-0.003992820257057161,0.06161218755096787,0.054281211148900166,0.028064479192821956,0.03562436184098461,,,,,-0.027642394520283275,
4,-0.059638266214690816,0.03196940447042396,,0.1038714269043357,,0.05537161386093592,,-0.027708406763999882,0.0010102315916995508,0.015115399156379272,-0.004696215636260437,,-0.00818205134371297,0.07341094674648074,0.05016251570948915,0.004836584467775573,0.01876623153675716,,,,,-0.022112649527212813,
5,-0.04146621495381275,0.016759238666031573,,,,0.06140429032484773,,-0.031600662414016156,0.014207104793283687,0.004894024626154181,-0.03628952521443907,,-0.035341196388628315,0.055558990012511966,0.051606282731427644,-0.008773370576173445,0.02239326620004789,,,,,-0.051201285468065905,
6,-0.0005268011285810559,0.009406011862514774,,,,0.08620685226010139,,-0.018158664546657377,0.026202832124872177,0.015077851141164,-0.003918446967106082,,-0.017296196324304347,0.025540979271457598,0.060838857609391894,0.018517054655879495,0.03971432554583565,,,,,,
7,-0.030473177280697428,0.007094109431623252,,,,,,-0.04691901393447795,0.030461997208105718,0.014454587455685175,-0.0432824562116072,,-0.03120115615072594,0.009113797872788876,0.06093110842761451,0.0037206084968355313,0.0707473771247944,,,,,,
8,-0.001987887481166961,-0.003291102614086938,,,,,,-0.037405808172917165,-0.03542022608426265,0.0008399022791549804,-0.02282958055123574,,0.02108214584062784,0.029557689751394722,0.04282781818730497,0.003704473580716794,0.05829737028413273,,,,,,
9,0.0037674845058446316,-0.0022151046409728536,,,,,,-0.09636624986944842,-0.054279288462433684,-0.004728234477520132,-0.02296018969586555,,0.027424081842097436,-0.005771313739959094,0.056387663757918816,0.01659698286024014,0.05009877219702785,,,,,,
10,0.025980150300731975,-0.03538993604348528,,,,,,,-0.06871497520677305,0.012996056999453831,-0.0639598638158061,,0.04798756181667052,0.015522264355020354,0.07135942379169258,0.020934978788217595,0.0752993635556769,,,,,,
11,0.06358055301732701,-0.012994829258939022,,,,,,,,-0.051246216978365844,,,0.09485780246097475,0.019230209287534272,,0.09929177705703252,0.030362008641281246,,,,,,
12,0.032609449225001974,-0.006341887793197998,,,,,,,,-0.04740387376674393,,,,0.025340915792429364,,,0.01955464772366655,,,,,,
13,0.05819037911305491,-0.021858207166530974,,,,,,,,-0.02609188390241357,,,,0.026907691275043,,,0.03515812303257704,,,,,,
14,0.0510814241327493,-0.04103089410808014,,,,,,,,-0.011518673447187489,,,,-0.0007605274982847021,,,0.03141074979428682,,,,,,
15,0.05718687431632308,-0.048059253855568196,,,,,,,,-0.04325921132475985,,,,0.031131637039393478,,,0.019656851749709325,,,,,,
16,0.04882544377957343,-0.06284860652986923,,,,,,,,-0.04472831462764937,,,,0.03247984348964161,,,-0.006558163657915728,,,,,,
17,0.016684971701213414,-0.10260717777944195,,,,,,,,-0.05342679243924753,,,,0.0493324537022688,,,-0.028950843849782082,,,,,,
18,0.06631181935694119,,,,,,,,,-0.08694263961585236,,,,-0.02574591440383367,,,-0.03418946897280595,,,,,,
19,0.061571076849803674,,,,,,,,,,,,,0.02704334017315535,,,-0.03355729109904937,,,,,,
20,0.05921936901761615,,,,,,,,,,,,,0.04389758539760935,,,-0.040673554095150166,,,,,,
21,0.03798172070063455,,,,,,,,,,,,,0.03646668207576775,,,-0.017794317668477166,,,,,,
22,0.04949839832412728,,,,,,,,,,,,,0.073289790515219,,,-0.03959819353005489,,,,,,
23,0.0450510230354042,,,,,,,,,,,,,0.0692962283680667,,,-0.01081701431185289,,,,,,
24,0.06971760716711639,,,,,,,,,,,,,0.07181193738862612,,,-0.005424171002619271,,,,,,
25,0.06120891429566333,,,,,,,,,,,,,0.08232530121498449,,,-0.0448969522195628,,,,,,
26,0.05007174739660236,,,,,,,,,,,,,,,,-0.013180128557820137,,,,,,
27,0.03907259992975254,,,,,,,,,,,,,,,,-0.050805867794759596,,,,,,
28,0.015026005651352037,,,,,,,,,,,,,,,,-0.037699671143316404,,,,,,
29,0.011783857921838337,,,,,,,,,,,,,,,,-0.004826104461784109,,,,,,
30,-0.008692388386950967,,,,,,,,,,,,,,,,-0.015116109916478493,,,,,,
31,0.0006139889539040766,,,,,,,,,,,,,,,,0.020835806690049807,,,,,,
32,0.00571029979743809,,,,,,,,,,,,,,,,-0.04958129974462011,,,,,,
33,-0.013670245860851526,,,,,,,,,,,,,,,,-0.032676116771189534,,,,,,
34,-0.028978706517444053,,,,,,,,,,,,,,,,-0.015007360825735727,,,,,,
35,-0.030136918562055026,,,,,,,,,,,,,,,,0.0025372672226509074,,,,,,
36,-0.046892961849763104,,,,,,,,,,,,,,,,0.028022731660329203,,,,,,
37,-0.08586606360134308,,,,,,,,,,,,,,,,,,,,,,
