,2019-11-01,2019-12-01,2020-05-01,2020-06-01,2020-09-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-05-01,2021-10-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-08-01,2022-12-01
0,-0.0054272469469647255,0.0646761037085688,0.012632308037509254,0.005081293161128375,0.03751037532317625,-0.004516752515709932,-0.06315969405861921,-0.033819381875995536,-0.024151942213160638,-0.03745674319882175,-0.012014983927580936,0.00939431579844463,0.0041048234896603475,-0.13500297982207243,0.03682186058517889,0.009861166579765879,0.03471074553011544,-0.09108359623387141,-0.0599085654699989
1,-0.02502046380571521,,0.08668105288726302,0.01859663638357567,0.042584346564441766,0.03240792717913621,,0.0059025198172730775,0.0011869736543186349,-0.012670425618427128,-0.010237261028575695,0.03701234509320539,0.08048605592960545,,0.003065154676226811,-0.043762814747043244,0.02536564259688756,,-0.02725237356711041
2,0.018301973643254588,,,0.006517277007603184,0.044082989230888714,0.03233622281526394,,-0.04912801275076317,-0.027046479251051636,0.013008197649104325,-0.02420816274343096,-0.02066745900481326,,,0.003506174252023264,-0.017653574305847464,0.05224318600131905,,-0.020255272493372445
3,0.026836865686627576,,,0.014167621734753055,0.07343744194869828,-0.0012419811666788405,,-0.04947946399410208,-0.03306700699621423,-0.01901005870203587,-0.01655288673123856,-0.009607048441985011,,,0.004440790930345884,-0.04059946634869149,,,-0.04034099792640333
4,0.0060558692961127925,,,0.014148020290636332,,-0.02361258730909732,,-0.06577007591382378,-0.003372471262020227,-0.001990195816682583,-0.01862635804610857,-0.076183114380592,,,0.010167153639571325,-0.07515932722771002,,,-0.057689862717085205
5,0.011238537601096166,,,0.0004023969910535996,,0.039615677433360474,,-0.01278182300555164,-0.047108128574524955,0.018250565591679813,-0.041292981072074575,,,,0.05132589174464286,,,,-0.06571502030996701
6,0.015072137032205557,,,-0.035765106586732376,,0.03166565435905344,,-0.03645258066243828,-0.039506882518067776,0.02596272500339536,-0.06630636114287469,,,,0.01231891204610669,,,,-0.05952206674823213
7,0.009411013777516963,,,-0.012577847143087961,,0.004500373255256207,,-0.005958999047402713,-0.016298464047115324,0.02049394653734371,,,,,0.02519508675615878,,,,-0.06291237332598332
8,-0.0018671274974226826,,,0.007640334367722268,,0.028635855618023065,,-0.01048255275817267,-0.03244112311676073,0.007949326087051123,,,,,0.001828916093075783,,,,-0.07005807106620754
9,-0.006505514762500386,,,0.06907250953977684,,0.02994416768457775,,0.006326015237295035,-0.02751020892187217,0.051079907099844224,,,,,0.04528670634237297,,,,-0.0539434872786444
10,-0.010112361659820657,,,,,0.02879753573250543,,-0.034935826756749666,-0.027509868161952333,,,,,,0.03149449366662349,,,,-0.06495098495140006
11,0.03635488649699603,,,,,0.049186454366400234,,-0.007148678893412086,-0.0618441289120506,,,,,,-0.006012287904732183,,,,-0.03815802497271559
12,,,,,,,,-0.016087290087127837,,,,,,,-0.0240350165997123,,,,-0.0705356644979318
13,,,,,,,,0.02493759708012222,,,,,,,0.007475985679088026,,,,-0.04004402123021489
14,,,,,,,,-0.03186395452584412,,,,,,,0.023899209294082624,,,,-0.018115611329148962
15,,,,,,,,-0.04229471421170272,,,,,,,0.03750768400123494,,,,-0.026600566810945914
16,,,,,,,,-0.029550125347023393,,,,,,,-0.028290114647405495,,,,-0.034044296329938994
17,,,,,,,,-0.07554495754573898,,,,,,,0.038038754694006194,,,,-0.04267985903825533
18,,,,,,,,,,,,,,,0.018402438514373287,,,,0.0032767872562953215
19,,,,,,,,,,,,,,,0.026842759201972655,,,,-0.030249264164648793
20,,,,,,,,,,,,,,,0.029972123201408962,,,,-0.018759656755246823
21,,,,,,,,,,,,,,,0.039271224926944015,,,,-0.005311179190969462
22,,,,,,,,,,,,,,,0.0024249447933550883,,,,0.012643842743001343
23,,,,,,,,,,,,,,,0.036338679770606674,,,,0.0009107058210124919
24,,,,,,,,,,,,,,,0.010869502068377557,,,,0.0181439422916565
25,,,,,,,,,,,,,,,-0.02546175439698839,,,,0.02155934875556298
26,,,,,,,,,,,,,,,0.014000005828457951,,,,-0.018273168188556177
27,,,,,,,,,,,,,,,-0.029098495361230547,,,,-0.014477552897344204
28,,,,,,,,,,,,,,,0.03138977155622236,,,,-0.02326127547375556
29,,,,,,,,,,,,,,,0.027695762161791926,,,,-0.07100410083026443
30,,,,,,,,,,,,,,,0.0121170224564624,,,,-0.09849185356955648
31,,,,,,,,,,,,,,,-0.0397426321858001,,,,
32,,,,,,,,,,,,,,,0.02724683956306695,,,,
33,,,,,,,,,,,,,,,0.010910810817091665,,,,
34,,,,,,,,,,,,,,,0.030097139988551014,,,,
35,,,,,,,,,,,,,,,0.036202854193567724,,,,
36,,,,,,,,,,,,,,,0.05067432645889003,,,,
37,,,,,,,,,,,,,,,0.008086184501061133,,,,
38,,,,,,,,,,,,,,,0.0795687649079202,,,,
39,,,,,,,,,,,,,,,0.04059555217718369,,,,
40,,,,,,,,,,,,,,,0.03225386789044471,,,,
41,,,,,,,,,,,,,,,0.0636859478137648,,,,
