,2002-08-01,2002-10-01,2002-12-01,2003-04-01,2003-07-01,2003-08-01,2003-09-01,2003-11-01,2003-12-01,2004-04-01,2004-05-01,2004-06-01,2004-11-01,2005-01-01,2005-06-01,2005-09-01,2005-11-01,2005-12-01,2006-03-01,2006-06-01,2006-07-01,2007-03-01,2007-04-01,2007-09-01,2007-10-01,2008-01-01,2008-10-01,2009-04-01,2009-08-01,2009-10-01,2010-02-01,2010-04-01,2010-12-01,2011-01-01,2011-08-01,2012-01-01,2012-02-01,2012-09-01,2012-12-01,2013-02-01,2013-04-01,2013-07-01,2013-09-01
0,-0.012576215262093626,0.028076058628160205,-0.03978897027221423,-0.054027182499763654,0.0077348747425093345,0.03350549978944284,0.07478328508718513,0.04724623194967981,0.06564965025516517,-0.10568164632199317,0.1200249565982161,0.022813321783954482,0.010479546982988475,0.01919533643691973,-0.0020041103247721015,-0.026957564235020937,0.018352684608213377,0.09505924905765673,-0.024394913470859203,0.021395656241062988,-0.029614040374123296,0.03618212691349054,0.09568358116827458,0.009082170289524072,0.04528292606273676,0.17413169396322958,0.3020651846646989,-0.0571142715559918,-0.0006507324933261449,-0.021120570012611917,0.015326416904939633,0.007151350142796109,0.0029983417058312423,0.057176953110985584,0.02330950491206618,0.03617712503730741,0.026612785213429913,0.06009583998340351,0.01419235162204413,-0.01544042019187053,-0.03809276102853465,0.011184750578724922,0.07143236549639376
1,-0.019786941663772595,0.03125668347648913,-0.02697774955251403,-0.03515956630505579,0.03161472834106216,-0.004813922755735167,,0.0732440116225519,0.17647944021313694,,0.09480239997100481,0.024863507930113743,0.020908424544175186,0.0014839916627903404,-0.0004208194822389322,-0.022285856239863622,0.049017424250991426,,-0.01790092983593783,0.018070415420404884,,0.02885163473066732,,-0.022510600112701562,-0.022132418899143524,,,0.006944918943894818,-0.04099922042351045,0.01442362783462936,0.0009721972231906406,-0.033570084292872115,-0.01152088672889473,0.05078449408074159,-0.04234055538097836,0.07574327430005035,-0.009028792952289422,,0.0666235561424422,0.03974072353203639,-0.06299718710192392,0.016372022299415034,
2,-0.06833986291205196,0.03484704454402854,-0.008098433338589145,-0.01843279539339568,0.06412387376682915,-0.009415768686633186,,,,,0.09383959313039902,0.03442282202020144,-0.0008129454573413408,-0.0037585717476486535,0.005823949826866792,-0.02658629120855016,0.08418675238838957,,0.03063785148274012,0.029282140410869628,,0.027197878677686083,,-0.008218184247543947,-0.04348934021753503,,,-0.03185403378352003,0.0093793940664334,0.09152036203734826,-0.014540622137240278,,0.048069438733843395,0.015523624255321167,-0.01763877476936404,,-0.028954320600302896,,,0.03212042239392243,,0.03855786124862359,
3,0.00578955375512491,0.048450967312454796,-0.0005528707870498806,-0.015562113611251704,0.056491364015064494,-0.006972882444012396,,,,,0.04799706711759777,0.04729052722121499,-0.0059964082116799045,-0.033823586949569384,0.010255938814806298,-0.019801355637834805,,,0.014727995335325428,0.01330579299415613,,0.016611344671216388,,-0.017270530625101088,-0.11093918100288191,,,-0.0029593877623341758,0.02074450149968421,,-0.01377210757364944,,0.04147415524542697,-0.014462513136912714,0.007842461057291583,,-0.05090481299699112,,,0.027510698959305246,,,
4,0.03169659648367684,0.0267709286573391,0.017001596666819274,-0.017262554454891138,0.024174252862206758,-0.02338152503344587,,,,,0.07127718113916659,0.0602545051297774,-0.007915806718330143,-0.007895953842526393,0.0008393448975360651,-0.030287389561392375,,,-0.050877829210922876,0.045480091449405236,,-0.018648034822355886,,0.028551765564591047,,,,-0.011265305049935614,0.026478884771854116,,0.003102943542393488,,0.03523228676476231,0.01088215491844613,0.0021588844645079597,,0.01314503256046251,,,0.05022012025082412,,,
5,0.047843607999215276,0.02864147868238598,0.030729031891033792,-0.0269796951884127,0.01631779875019268,-0.02465827344858479,,,,,0.06581188435564211,0.012452120118597781,-0.018912790774394894,0.01832705359651804,-0.023098980699726268,-0.02141495901491891,,,,0.020090390868135577,,-0.02251343795565064,,0.08764518639623531,,,,0.00045120629742667617,-0.007729954565114383,,0.024431764500294384,,-0.017141733405884096,0.02421336487358583,-0.027930054239598157,,-0.014715752954808536,,,,,,
6,0.06442126779695467,0.030021370066254383,0.1153892244540271,-0.015240517970979195,-0.017483872668564104,-0.003282091278341226,,,,,0.04134460338604473,0.020596946904417074,-0.03194845816277603,0.07140303345032956,-0.017204610470114012,-0.02035516731699749,,,,0.02484983034752286,,0.047055763455672084,,,,,,0.002533717957322601,-0.017681115445511653,,0.02275801747440709,,0.015465605599296106,0.028152809701619486,-0.04515048841460789,,-0.040399008229058175,,,,,,
7,0.1159567817358571,0.01485321069336143,,-0.02370633116461443,0.040408405918566315,-0.04841782465832267,,,,,-0.0074869901515777215,-0.008617739566677746,,0.11157018460544249,-0.039365167693927006,-0.029151561887299837,,,,0.012870653186256242,,0.02002672955495144,,,,,,-0.05897033662322437,-0.015228834704602012,,0.05917915484305025,,0.01735123775926306,0.03256499074846664,-0.1141316259143288,,-0.041157373764366234,,,,,,
8,,-0.00019775174896119463,,0.018252309039847897,0.055978349191717625,,,,,,0.03308658184227342,-0.0026338215880686577,,,-0.03395941997473062,-0.05829552671927468,,,,0.018684371529476107,,-0.0360512033704985,,,,,,-0.034708178630945996,-0.010918269391558488,,,,0.027730323597781714,0.030418961703842173,,,-0.03526969329644469,,,,,,
9,,0.011031535652961444,,0.06935934052868489,0.031860159692743806,,,,,,0.03810095719377182,-0.030565881006110213,,,-0.03203507544726347,,,,,0.03271364102133156,,-0.02456948080165189,,,,,,-0.03095791549089011,-0.06910888259166648,,,,0.06268230062347113,0.018564724226109997,,,-0.06017607252672086,,,,,,
