,tf,tt,annualYieldRate,annualExcessYieldRate,MonthlyYieldRate,MonthlyExcessYieldRate,annualYieldRate(non-compounding),annualExcessYieldRate(non-compounding),originalYieldRate,originalYieldExcessYieldRate,openingTimes,closingTimes,ATF,HTF,TF,SharpeRate(annual),SharpeRate(original)
0,1,1,0.928149526,0.085384181,0.002605934,0.000682872,0.031271211,0.008194465,0.002605934,0.000682872,2.10413662,1.235057417,526.8640135,4605.354814,5132.218827,5.840087038,0.268277172
1,1,2,0.04400426,0.008425869,0.002303796,0.000569313,0.027645555,0.006831759,0.004607592,0.001138627,2.262922499,1.391433468,558.1141894,4899.049635,5457.163824,1.299427455,0.442535378
2,1,3,0.01407484,0.002914106,0.002238048,0.000497824,0.026856581,0.005973893,0.006714145,0.001493473,2.31523839,1.442888176,569.0676604,4996.646948,5565.714608,0.973967037,0.637780157
3,1,4,0.006724389,0.001582936,0.001750606,0.000436347,0.02100727,0.005236162,0.007002423,0.001745387,2.350500143,1.47215981,574.192224,5067.218,5641.410224,0.818362752,0.649256647
4,1,5,0.003969225,0.001000702,0.001423758,0.000376481,0.017085097,0.004517776,0.00711879,0.001882407,2.338825706,1.464096861,572.2699597,5038.999586,5611.269545,0.786237427,0.68295481
5,1,6,0.003094641,0.000596243,0.001429886,0.000277159,0.01715863,0.003325911,0.008579315,0.001662955,2.312094428,1.44596421,565.7692,5025.073481,5590.842681,0.804060717,0.747019182
6,1,7,0.002312039,0.00034664,0.001285983,0.000191206,0.015431802,0.002294468,0.009001884,0.00133844,2.311179475,1.449611878,562.7655596,5011.277521,5574.043081,0.819983941,0.784487916
7,1,8,0.00178618,0.000325326,0.001143745,0.000210724,0.013724937,0.002528686,0.009149958,0.00168579,2.297531786,1.440423304,559.742216,5003.66503,5563.407246,0.817335618,0.786618023
8,1,9,0.001736687,0.000149228,0.001279425,0.000108891,0.015353099,0.001306693,0.011514825,0.000980019,2.196641048,1.358141926,546.7512744,4851.157127,5397.908401,0.897374609,0.882137476
9,1,10,0.00095712,2.94E-05,0.000785423,2.29E-05,0.00942507,0.000274271,0.007854225,0.000228559,2.236523268,1.405759143,552.12864,4936.897557,5489.026197,0.677788787,0.667900753
10,1,11,0.000568121,0.00011833,0.000516411,0.00010772,0.006196927,0.001292646,0.005680516,0.001184925,2.376422143,1.498519946,570.5722141,5238.900715,5809.472929,0.339068764,0.33630814
11,1,12,0.00078865,3.94E-05,0.00078865,3.94E-05,0.009463806,0.000472432,0.009463806,0.000472432,2.388417581,1.495976119,576.3028806,5298.570962,5874.873843,0.511543619,0.511543619
12,2,1,1.101488238,0.084662476,0.003089916,-0.000568817,0.037078994,-0.006825801,0.003089916,-0.000568817,2.219596794,1.367923757,559.6355595,4816.91143,5376.546989,6.8482889,0.294587053
13,2,2,0.046091974,0.004197645,0.00144762,-0.000274957,0.017371443,-0.003299485,0.00289524,-0.000549914,2.469329689,1.619952071,604.0580355,5325.540844,5929.598879,1.30081207,0.250829523
14,2,3,0.010752405,0.000577802,0.001101035,-0.000126605,0.013212422,-0.001519255,0.003303106,-0.000379814,2.590391882,1.743458098,625.9915815,5525.861094,6151.852675,0.666310347,0.276707076
15,2,4,0.003331628,-0.000267642,0.000513437,-0.000194296,0.006161248,-0.002331556,0.002053749,-0.000777185,2.687963094,1.83871131,641.4176547,5719.645899,6361.063554,0.316454722,0.147014827
16,2,5,0.002872347,-0.00016818,0.000895602,-0.000120099,0.010747224,-0.001441188,0.00447801,-0.000600495,2.678241254,1.832171203,640.0443417,5732.351608,6372.39595,0.370550155,0.277845294
17,2,6,0.000565069,-0.000813039,0.000119864,-0.000434823,0.001438369,-0.005217878,0.000719185,-0.002608939,2.816509057,1.954779308,659.5142434,5975.025519,6634.539763,0.0774124,0.032759528
18,2,7,0.000284685,-0.000697265,8.03E-05,-0.000422123,0.000963633,-0.005065472,0.000562119,-0.002954859,2.694073295,1.833487329,637.571647,5761.755863,6399.32751,0.051979487,0.025100183
19,2,8,-0.001739966,-0.000966833,-0.001198071,-0.000652722,-0.014376853,-0.007832668,-0.009584569,-0.005221778,2.696555885,1.841683041,632.0026517,5799.351344,6431.353995,-0.473574992,-0.488497789
20,2,9,-0.001239224,-0.000710371,-0.00094971,-0.000537256,-0.011396525,-0.006447069,-0.008547394,-0.004835302,2.677561874,1.823623354,628.8194479,5770.125057,6398.944504,-0.418377184,-0.427284271
21,2,10,-0.001394884,-0.000690813,-0.001171842,-0.000577796,-0.014062105,-0.006933547,-0.01171842,-0.005777956,2.721573988,1.852391118,632.0638029,5851.531154,6483.594957,-0.562676569,-0.567080371
22,2,11,-0.001059891,-0.000487642,-0.000975165,-0.000447799,-0.011701986,-0.00537359,-0.01072682,-0.004925791,2.759065697,1.89283643,640.4379052,5922.86641,6563.304315,-0.50903309,-0.510856391
23,2,12,-0.000330398,-0.000149166,-0.000330398,-0.000149166,-0.003964774,-0.001789992,-0.003964774,-0.001789992,2.563716706,1.705107442,613.0884949,5567.291324,6180.379819,-0.309578248,-0.309578248
24,3,1,1.021057107,0.075902184,-0.001265883,-0.002464156,-0.015190593,-0.029569875,-0.001265883,-0.002464156,2.425970644,1.58750398,590.4607508,5239.811188,5830.271939,4.29543557,-0.10267288
25,3,2,0.055036165,0.00155838,0.001346303,-0.000910353,0.016155633,-0.010924238,0.002692606,-0.001820706,2.784453,1.947141903,657.5864974,5952.030758,6609.617255,1.102400136,0.17649329
26,3,3,0.013587572,-0.00210009,0.001255275,-0.000844407,0.015063294,-0.010132885,0.003765824,-0.002533221,2.934015184,2.086482041,683.4311038,6237.998112,6921.429216,0.624481672,0.236616543
27,3,4,0.005466024,-0.001292828,0.001033507,-0.000554397,0.012402081,-0.006652765,0.004134027,-0.002217588,2.963988999,2.113181504,691.5964196,6350.810864,7042.407284,0.472603608,0.273279657
28,3,5,0.002042962,-0.000734527,0.000487347,-0.000361218,0.005848159,-0.00433462,0.002436733,-0.001806092,2.986171677,2.14436383,695.0059968,6422.74569,7117.751687,0.281729128,0.163012725
29,3,6,0.001477086,-0.000521391,0.000551895,-0.000289993,0.006622737,-0.003479914,0.003311368,-0.001739957,2.950876407,2.109567103,688.7386077,6356.103188,7044.841795,0.27099454,0.203921693
30,3,7,0.002229403,-6.29E-05,0.00120851,-5.19E-05,0.014502115,-0.000622523,0.008459567,-0.000363139,2.845074618,2.022294308,673.8394492,6223.088038,6896.927487,0.574671646,0.536383017
31,3,8,0.001552541,-0.000103281,0.000985133,-7.71E-05,0.011821594,-0.000925035,0.007881063,-0.00061669,2.850090295,2.022720753,674.3899896,6223.424646,6897.814636,0.522309135,0.498441219
