,2021-11-01,2021-12-01,2022-01-01,2022-05-01,2022-06-01,2022-08-01,2022-09-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01
0,-0.02701601373635487,0.01683127491507669,-0.03702435361885725,0.05595947801806167,0.02019030759329521,0.060044715305112906,-0.09750914239725983,-0.06751981921479855,0.05862292139853398,-0.006806493127507918,-0.029067853688152567,-0.044144310361907024
1,0.005633863430783759,0.017084516529401073,-0.04296595903963785,0.02842616108811713,0.05349865654406383,-0.11325553706807368,-0.07384002257595856,-0.07111907985070554,0.04760885369870349,0.010902911585283337,0.015149874965326937,-0.04763782823073193
2,0.10664721640775277,-0.021973353556159092,-0.0673008313694623,0.015841215357230265,0.028821742876559586,,-0.06762155492039001,-0.04282262111476376,0.029680987149490412,0.01182032825387569,-0.0256764793163482,0.008577151098599245
3,0.11352228836592637,-0.01835968511631242,,0.00673721301351371,0.06600215268681842,,-0.027159215912468504,0.0013160495837736264,0.014997511995073931,0.0014720509391258352,-0.07172142292252692,-0.027272500816938994
4,0.10764542726009818,0.0030024912173924334,,0.002633922436336089,,,0.010759349760235626,0.023888355751561896,0.0029365644484998787,0.02627885204067526,,-0.015699187918391644
5,0.11711445082309924,0.02728263977155837,,0.018806162260795567,,,0.03493544154840933,-0.009155459764121243,0.01234461801405995,0.014136938698907087,,-0.01184241629289673
6,0.10845768052091431,0.014252053579280444,,0.004277275769658306,,,0.04344474244068364,0.010786997587890479,0.03441002156599804,0.014210549438988251,,-0.03513186687028336
7,0.11636338107332334,-0.004678738643000779,,-0.0031238591266866678,,,0.014564582079248378,-0.02254630161583604,-0.007570589811099926,0.004078310833443566,,-0.049338019482664475
8,0.11940533221613592,-0.004755479903187754,,-0.058553458751103626,,,0.025114144125064186,-0.011700896858674259,-0.02202562905811256,0.025699343183479217,,-0.08382253106354609
9,,-0.007143059096912874,,0.0007615643583802623,,,0.010837794740777174,-0.00941728442152412,-0.028298036612249722,0.011779155573654942,,
10,,-0.04820379564520355,,-0.035079431160038865,,,-0.01642880131657698,0.001155621684988617,-0.02477538028743942,-0.001660712925967478,,
11,,-0.06463277237107384,,0.011214904948175786,,,-0.002540490434645548,0.007642146806098538,-0.04449429940007266,0.03919263039038989,,
12,,-0.05451537226012265,,-0.016024476022650447,,,0.03219886046385767,0.01645339037401783,-0.03960175096298857,0.005241717461272333,,
13,,-0.0375922999073835,,0.0021890616140733954,,,0.08921299966832086,0.009009405206065857,-0.03129331310686434,0.017943951133457925,,
14,,-0.10851967098453891,,0.04470568826325083,,,0.038306298479579226,0.04411879644170558,-0.009645108119536006,-0.004970940480871655,,
15,,,,0.04362642402733119,,,0.05156729295070095,0.035540902466749014,0.004318676305105185,0.005928433923161669,,
16,,,,0.0573221975597602,,,0.08506854721552015,0.04143606191369553,-0.01999385923488639,-0.033440974573052284,,
17,,,,0.06671600339414052,,,0.12712301799450243,0.03241898598621207,-0.0023401220834681213,-0.061422716895321305,,
18,,,,0.06116386006736407,,,,0.014836517431683127,0.04228817766495252,,,
19,,,,0.045128274390775935,,,,-0.0001923557174174917,0.012805085904675884,,,
20,,,,0.031153811138223908,,,,-0.01325963828576393,-0.006602840085438211,,,
21,,,,0.06580665448117884,,,,-0.004304659228195007,0.011522088515876105,,,
22,,,,0.04362240014048124,,,,0.016455382393658624,0.01336838187242717,,,
23,,,,0.08229190760199723,,,,-0.020254271590308015,0.0017986775402881738,,,
24,,,,0.1692887403731973,,,,-0.03627230179348251,0.020793878368065566,,,
25,,,,,,,,-0.042340105187966603,0.011699713691857627,,,
26,,,,,,,,-0.04093138825847831,0.011324258869647053,,,
27,,,,,,,,-0.060080972187321446,0.0034250859679846313,,,
28,,,,,,,,-0.05756667532889326,0.02735616379762973,,,
29,,,,,,,,-0.051401860381175,0.012660619804896078,,,
30,,,,,,,,-0.028909226838699453,-0.0016411891619948493,,,
31,,,,,,,,-0.016130525764982195,0.04320863492600935,,,
32,,,,,,,,-0.0368860816722707,0.0072571336998529246,,,
33,,,,,,,,-0.018046261261886798,0.019678683174262246,,,
34,,,,,,,,0.027924330196689606,0.001617741310699361,,,
35,,,,,,,,7.373470894478373e-05,0.011674324167464056,,,
36,,,,,,,,-0.019420174508790744,-0.020285819038498354,,,
37,,,,,,,,,-0.061433826217114906,,,
38,,,,,,,,,-0.045617207106034674,,,
39,,,,,,,,,-0.013258300840003234,,,
40,,,,,,,,,-0.00928771414290186,,,
41,,,,,,,,,0.006560812936606264,,,
42,,,,,,,,,-0.038275055633196886,,,
