,2017-09-01,2018-01-01,2018-02-01,2018-03-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-12-01,2019-02-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-08-01,2020-09-01,2020-11-01,2020-12-01,2021-01-01,2021-06-01,2021-07-01,2021-08-01,2021-11-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-06-01,2022-11-01,2022-12-01,2023-01-01
0,-0.020901083993535075,-0.04885185794620561,-0.026599956702522576,-0.04969259042865737,-0.009813744632356292,-0.024355646444747858,-0.007999744322572333,0.01199276312384967,-0.00275365198635269,0.06187307942696252,-0.017542207336389115,0.03558029826273401,0.006885026243772074,0.01566767782110795,0.0026374709965768517,0.004552435771755903,-0.018631283569979118,0.011965920419014786,-0.03565327885865743,0.012253235141205465,0.029489687057586256,-0.032690315601231035,0.016287060152958333,0.010612905853151666,-0.03847963428495338,0.04962817365435068,-0.0209199927588668,-0.04170104312346634,0.041050741092732324,0.020031559165311297,-0.011542343737185767,0.07832114002135704,-0.010297086697733882,-0.0007606864908162869
1,-0.03927961630069721,-0.06986613817032872,-0.010199829770767721,-0.035191410925558664,0.019540004182926785,0.023168240157358078,-0.05674224205224565,0.04946040808702623,0.009218400925590675,,-0.0016724721005867416,,-0.01733825037065584,-0.0029994437712333455,-0.034727386977544406,0.02416590072435376,-0.014887464673471129,-0.015518618615739221,,0.010354041767357103,0.056278619150510245,-0.028476923733693038,0.008635953355150328,-2.256661740052124e-05,-0.031015404455610573,,-0.014204761225956819,-0.0019825742073145136,0.060511998995260274,0.030330812368600135,-0.010670680393498166,0.032317022156253206,0.011828937388903782,-0.007954567323867678
2,,,0.010947795174840458,-0.04050736707817926,-0.022470905170726363,0.025539673812446484,-0.031985610447725854,0.06752263647630086,0.00014683302333251547,,-0.034590739274035,,-0.02176140381377234,0.04376860905220664,0.0010434501521512374,-0.022908276175539477,-0.05407955855244406,-0.040532584969393604,,0.004331216535246263,,-0.02575500592851654,-0.017923545003655228,-0.012887987490810993,-0.05862418995426233,,-0.015364140428185014,-0.002012808433937252,,0.02063198095503571,-0.005314957879442694,0.046045219428890505,0.019154674863453014,0.024729011044769766
3,,,0.04286421173804378,-0.04472658266579632,0.006446015262377758,-0.005172371870838521,-0.04489411619343908,0.06347027166514208,0.009956213643334877,,0.008135099414133595,,-0.004343825750649621,,-0.0044898672696565,-0.03365619058176428,-0.019837056847914702,-0.044090564448866054,,-0.013402369956793336,,-0.02822615545311935,-0.04937187303336632,-0.006102731464453726,-0.06666257946015297,,-0.033939347514951645,-0.013316143761207933,,0.015449481411431432,-0.023409150215719876,0.05047564049104203,0.02062645315463829,0.005362834764173208
4,,,0.02219356144724305,-0.04182213170152593,-0.008434523154147167,-0.009895212126302066,-0.07831485831231877,0.1047922065315503,0.001316445358314322,,0.030178252165493635,,-0.0007788336074185942,,-0.04503858324134136,-0.014524984181040423,-0.0166090278376263,-0.04401841761303604,,-0.022995007849673677,,-0.04090451854482957,,0.028318473750976736,,,-0.039728137670548946,-0.00042342876044010325,,0.017657149640539327,-0.00992714149978191,0.038460937014419105,0.02503414516085556,0.0225243100706094
5,,,0.003097969321284033,-0.06590449485793659,0.013959040215220542,0.036431869685638496,,,0.0483408384567916,,0.020898648133226505,,-0.00690527265293106,,,0.00910824758326001,-0.0026106433146004804,-0.04602908705517894,,0.0054267097850475565,,-0.047752431789344296,,0.03889213636502831,,,,-0.0112838435836764,,0.03481918052610755,-0.02412545654425724,0.039620458328552655,0.01792579273191297,0.002750829577475855
6,,,0.01829607710902792,,-0.008130725070920386,,,,,,0.03458360730609167,,-0.02444192098076181,,,0.010579084461454613,-0.0010302535605042351,0.00046104578742145463,,-0.002373157050760355,,-0.05319785942810995,,0.030520760474206377,,,,0.04731571026390036,,,-0.02156856204890989,0.03287916883040687,0.03964855601839945,-0.013506732890506079
7,,,0.03213224960604766,,-0.0024185980508766303,,,,,,0.05712188484795755,,-0.022230285173763242,,,0.003221046382846815,-0.028497776055732338,-0.0167920372681154,,-0.042028153591695094,,,,0.05878345138074703,,,,,,,-0.05025751315669602,0.035797958243274586,0.0353631670211727,-0.034871924668256504
8,,,-0.0038240397408149107,,0.024313621123612128,,,,,,,,-0.024030803492741004,,,-0.0012927939081270878,-0.028207458171249478,-0.010624707386579502,,-0.036047018326940794,,,,,,,,,,,,0.028594584593010453,0.036822563389286245,-0.03899731966164399
9,,,-0.0036629526146088054,,0.03979822294509616,,,,,,,,-0.016814486989098487,,,-0.0331924049498209,-0.0053532562352422985,-0.0025735362154790664,,-0.03665931045082704,,,,,,,,,,,,0.055324167297384985,0.04202099530210113,-0.030342743428152463
