,2002-05-01,2002-06-01,2002-07-01,2002-08-01,2002-09-01,2002-10-01,2002-11-01,2002-12-01,2003-01-01,2003-02-01,2003-03-01,2003-05-01,2003-06-01,2003-07-01,2003-08-01,2003-10-01,2003-11-01,2003-12-01,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-05-01,2007-07-01,2007-09-01,2007-10-01,2007-11-01,2008-01-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-11-01,2008-12-01,2009-01-01,2009-03-01,2009-04-01,2009-05-01,2009-07-01,2009-08-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2012-02-01,2012-04-01,2012-08-01,2012-12-01,2013-01-01,2013-04-01,2013-06-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-07-01,2014-08-01
0,-0.01814008278884066,-0.0022245274170054063,-0.0008412746117536507,-0.016217982496741445,-0.04773319659539865,-0.02012231043632884,0.005780348990574169,-0.03352772862210962,0.042076137571032235,-0.03012796169822063,0.010706011308486696,0.05539862761826786,-0.024440172886627476,0.05929884826416876,0.02666854597111401,0.004241419880422259,0.005022309819825432,0.06758484481246985,-0.03264935780529843,0.08818494023681656,0.0010320947769206779,-0.0031692228810831224,0.04676989738541604,0.03890412221923545,0.018775854395307157,0.023259341064159722,0.04319331962647566,-0.024171253496950817,0.013125592211536752,0.0033701139186277373,-0.005920177223248446,-0.012057684674813052,0.022236333644010564,-0.008687852898814574,-0.029393666889165893,-0.04445743151147097,0.031073609559652438,0.015006735156081308,-0.007729188109201424,0.03111593547205893,0.061537177927278475,-0.01818651392721904,-0.012487369848221963,0.01655085554007929,-0.016855432708135387,0.010433947501717222,0.038805548564918135,-0.0035495837679007103,0.027192872802020762,-0.012028041045466953,0.058759305964431796,0.09731082404869085,-0.07329580638291588,0.08422011263964135,0.06788422612484757,-0.05592714569673651,-0.02948243692798802,-0.0019502681674563593,-0.02269327888658501,0.007002470441248243,0.05203425892987967,0.09364134617703967,0.020314340835789757,0.030387921557198716,0.029188684724203107,0.01479357230490086,0.04182501924453286,0.0226770081898251,-0.05187864991417479,-0.03707568768665004,0.06508373154655711,0.012166526386507837,-0.010265210890767706,-0.032495553963142854,-0.03165371959234431,-0.02389086161527665,0.044382058800396806,0.011889765532910879,0.03506283006576205,0.005910809254241034,0.02930161129080666,0.003359882011094495,-0.021855370688371845,0.057576968187793565,0.0023479538194521865,0.003931250081407267,-0.0007500846389443261,-0.02104741653253983,-0.009483443085605892,0.07464996674250202,-0.014978316894230126,0.006557044071918483,-0.012739045975363794,0.010956178109609693,0.0009511960663575181,0.06841712398556354,-0.003560134439030027,-0.016680382911775093,0.01963227195152295,0.024009100838585873,0.014522965098602736,0.01512158633795524,-0.00953763371962979,-0.002778072889283223,-0.0007320711160601068,0.026812925811609212,0.026137449321941952,-0.0030012493853524003,0.005715681372005843
1,-0.011585760375561194,-0.00037315430290263407,-0.01727962515719561,-0.022233435237234977,,-0.06225869820772356,0.03144691067765676,0.0454571079421795,0.008172430336861214,-0.022426445245812054,-0.015593956500192796,0.08908151244256768,-0.05929156706561134,0.06068526276196273,-0.01599548139376994,-0.005456372967591938,0.03614805952373601,0.11104020499645617,-0.05627094253388143,,-0.009527416604931505,-0.017996560079856394,0.025965509114517005,0.058104910122047215,,0.015044897935798218,,-0.017528732451243756,0.0072782559006312475,-0.008216758340080954,-0.01569087599623109,-0.030082594506186888,0.0402426179415275,-0.013292285534225012,,,0.01744514817520193,0.018446920128275535,0.008354628485862214,,,-0.02077399133313662,-0.011481721111087362,-0.003730509001280913,-0.011846348171629995,0.0026505459427967892,0.016353220771100796,-0.03950424757973936,,0.02217106549124681,0.07915318788976622,,,0.0530718493682123,0.08819513260539358,-0.07440028574606794,-0.028669131800400427,-0.023292578324032753,0.003759153045360897,-2.3819982961525987e-05,0.011205496065465947,,0.0244998697084573,-0.043469335936766385,0.11497423672509188,0.054356977538405626,0.0872027812490892,0.019716050909759142,,-0.019107083931929836,,0.03540668873887043,-0.0014335129263565172,-0.024033272456465582,,-0.018378437805999015,,0.009309641617633702,,0.014734865434422817,0.038439320324318516,0.015571069640702762,0.021526265256874733,,-0.0025795838616158306,0.0008744201797965534,-0.06646380252378803,-0.011397263560918969,0.003784637246125655,0.06662789538245484,-0.006204290068470675,0.010292512950681676,-0.02004299650608732,0.008919258874440006,0.024977039518328414,,0.02677279913118802,0.016241268482679927,0.051138842526517125,0.06133279580965434,0.03847783228799018,0.03036653739226125,0.0038994373826071183,-0.0034574221657668325,0.013491042767366013,0.010197885152552821,0.03700782783836054,0.015518699084431153,-0.004198373503142339
2,-0.017338762448846412,0.01681444972682211,-0.03819762614945965,-0.009435583843393491,,,0.05692179432280586,0.08242080669354479,0.0023077046443058524,-0.03406157109399188,-0.007262527716749956,0.05929264637484888,-0.007032744064014551,0.07318529551240704,-0.015278143148150347,-0.019328132045111523,0.025190818504466472,,-0.02741009788661497,,0.001930164629660558,0.008738687744801243,0.07312686921788547,,,0.00406404134263294,,-0.010784195171632871,0.006968221714087619,0.006284489132847515,-0.02899950778755489,-0.02965230413448494,,-0.009812023126538838,,,0.027666047217908107,0.010512130769554262,0.03121195727966164,,,0.021996298707442463,0.04149048264429944,0.011298104853552093,-0.01679805542378654,-0.019769836289379672,0.057931257925180946,0.00030687618166513886,,-0.006291798453945674,,,,0.046249461406273173,0.04971888150203396,-0.11369259255059538,-0.04291450320107448,-0.06808799361409923,-0.019431421978134855,-0.02338250796467367,0.06321799706975506,,-0.02316215926208054,-0.031386586716884324,,0.06134944825438016,,0.010032408130134618,,-0.003137404163305213,,-0.02984274552653199,0.0017233828064004975,-0.01660274540105,,-0.008392211755451351,,0.04101545430618625,,0.022639008206658984,0.02738819922264768,0.030569280100832374,-0.02089222038192784,,-0.03185334415491692,0.00036933784556913984,-0.04877610569299895,-0.02027013254962773,-0.019377476238479963,0.14880882712791976,-0.007920369722665743,0.013208908874758452,-0.02246376554178875,0.022350225393397816,0.012211502107305039,,,-0.009725144353820547,,,,,-0.016280531160276723,-0.019684594391852883,0.022530519743874988,0.00841226217544877,0.042923399418552055,0.01052568340896265,-0.019982802939030098
3,-0.01911109642242864,0.014320905734464873,,-0.009822377947753091,,,,0.05058494764352961,0.037020546640286756,-0.03517905391401677,-0.01896058700062797,0.040224540973897494,-0.006478427250714347,,0.014282298757376077,-0.043492514157150386,0.005704903492188551,,-0.0469965160433754,,0.0011824835502352027,0.0005962366579677081,0.020479018574619978,,,0.0005747361741579304,,-0.019549356821896735,-0.00251049658418534,-0.006907033561951881,-0.014165063675021683,-0.05860333835040965,,-0.01119106059813979,,,0.023073472444915644,0.009324083878948675,0.02935688562239558,,,0.03391096616537359,,0.0068958820011386646,-0.005075065097422282,0.05212528307226405,,0.0072347085726993665,,-0.0006990859275388672,,,,0.055041065836215486,0.04369878183343667,,,,-0.03296686432724294,-0.08834664584890883,0.12853001426531874,,-0.05759107295628696,0.028434445960882293,,0.11946806776095431,,-0.01682023447223635,,-0.004252203320220804,,-0.0584933320686698,0.008940013871110208,-0.010026596070307647,,-0.0254605919271349,,,,0.04938521061863321,0.04593716913992707,0.034785799168167264,-0.03592553258003994,,-0.030364271268699117,-0.00990087297072706,-0.0633225616470523,-0.04361666414007814,-0.03337863698402521,,0.02020651143169383,0.013790278650982923,-0.03769675158847363,,0.00047855815478814456,,,0.0196523764377311,,,,,-0.005666076612816484,0.046991963841357176,0.028678402338147224,0.018735476131311213,,0.01695449843592245,-0.003236919318998943
4,-0.015881046422063616,0.00409072399034871,,-0.010005321738658868,,,,0.09048994861276416,0.009920101693749128,-0.04708403869384736,-0.02225047232054811,0.0208735866044778,0.023456215845255812,,-0.02738861449059593,-0.03570238512294921,0.016855848731714307,,-0.06609011234563389,,0.0010138957004641735,0.03530311343499659,0.06275324974988328,,,0.01178148848257532,,-0.029502609894972665,-0.021989733555203728,0.08239956082500521,0.006239625738216015,,,-0.007012077613238743,,,0.015321202013293678,-0.018654984561443988,0.02258389436586139,,,0.05026726259331227,,0.03178863872656312,0.0025931675689485623,,,-0.007422098263068833,,-0.00930414492931364,,,,0.04358922776087337,0.028120977119299173,,,,-0.06702906910208295,,0.0686443132097736,,-0.05436965282427075,0.0018210685429371765,,,,0.013736339589950575,,-0.01758569206465177,,,-0.002272165747993604,0.01477333743984044,,-0.019299746978482135,,,,,0.06691035308843851,0.05998104537988391,-0.1522679227754905,,-0.02520716040169768,-0.0007123911221957879,-0.1019403004582724,-0.09256530119348594,-0.027163944435961485,,-0.001772481512409163,-0.0011517562613168053,,,-0.005411267977062151,,,0.03451496442732804,,,,,-0.007090294131627539,,0.014277977322164848,0.02090754632679781,,0.002988339162776743,0.036727522880756425
5,-9.318373509187294e-05,0.010275958908268379,,-0.010389234109332124,,,,,0.0025569211980080997,,-0.01081035725216406,0.022555920663090312,0.030382197480774753,,-0.005343355089396207,0.0049584678367848856,0.004179174690891463,,,,0.018684967120993212,-0.018624001783884347,0.06542214945943892,,,0.027268265010738757,,-0.0209603068339832,,,-0.0036040352472801462,,,0.012073535534572022,,,-0.007962987697037183,-0.021554889156818913,-0.04053440262651531,,,,,0.06710668739694192,0.0018227757804076816,,,-0.002816391644652194,,0.0008574461489594398,,,,0.0112533309298406,0.04399031901615258,,,,,,0.10881884767430394,,-0.047818809877019364,0.11828444614305056,,,,-0.0038793518603001953,,-0.010157098309788282,,,0.01934240222271333,-0.01685346909250196,,-0.02247011604392002,,,,,,,,,-0.015041419683556434,-0.010345141252071643,,,-0.047064523182076545,,-0.0004505073973846141,-0.001359084405938571,,,-0.001574356104737884,,,0.024362652619539626,,,,,-0.0015603882936878755,,0.01671749883772411,0.02686141969950695,,-0.027705601169372374,
6,0.0010301064127237747,0.01005865256433669,,-0.004175199574962818,,,,,0.01697705330546606,,0.024521379730044313,0.04614721485435469,0.10055925662340437,,-0.026392328838542145,-0.031240830060634717,0.007596587599408622,,,,-0.03438593014490765,-0.07868508658956186,0.07181098778989625,,,0.03477382160847986,,-0.020869802953567662,,,-0.004597970282083308,,,0.005058332949890998,,,-0.0006710644071560301,-0.009377828868424531,-0.04701580153204521,,,,,,-0.026152293016045602,,,-0.037403580747626064,,0.008799531138375283,,,,-0.010522488080964454,0.035882486437800676,,,,,,0.21178482103902851,,-0.052801666864283225,,,,,6.888391141091077e-05,,-0.011677028725224137,,,0.010145086150268101,-0.026945940741017083,,-0.011641833969360471,,,,,,,,,-0.029641718183503585,-0.04140085413506145,,,-0.03706523093432046,,-0.006034094680452462,-0.011351013449848235,,,0.014966404556221446,,,4.347390667469586e-05,,,,,-0.019433323961838944,,0.01710121288153532,0.033659228429213206,,-0.006987124883313767,
7,-0.0006210946826762931,-0.002637196649197371,,0.002165212733686972,,,,,0.011631317888163739,,-0.003400595837930176,0.07302692501608998,0.1060327518073012,,-0.04799728986307206,-0.01434085282383879,0.02735125201053834,,,,,,0.037496998263106374,,,,,-0.011094233007123755,,,-0.020805628709148483,,,-0.0016906237432967597,,,0.004589140073667841,-0.02490741274389252,,,,,,,-0.05203558323423585,,,-0.0160737759696874,,0.00591502807516342,,,,-0.008805624035140625,0.04444706073468385,,,,,,,,-0.06337090340654394,,,,,0.004026521332345823,,0.013729130341274765,,,0.026668667830566095,-0.03338553940304134,,-0.019717225500354374,,,,,,,,,-0.01230954305457388,,,,-0.025435712607717376,,-0.010461754740639817,-0.026918276078129022,,,0.03241764914507561,,,-0.011636632428840943,,,,,-0.024901577696342603,,0.06410685430223495,0.04402199353294245,,-0.026217216306922753,
8,0.0058320396924705364,-0.015485151881980741,,-0.016770401129034496,,,,,0.002642754424102556,,-0.00620490697163012,0.12413293594958619,0.11304813320104756,,-0.04848471215769212,-0.00932795453444868,0.04688756648530701,,,,,,0.04832692260792104,,,,,0.006185722791693049,,,0.005349652306696928,,,0.0010114488719874526,,,0.017556111830227206,-0.032903122206083935,,,,,,,,,,-0.023499044312154327,,-0.024907165896519423,,,,0.02845816827633163,0.04023130241831918,,,,,,,,-0.06696116042691247,,,,,0.0006315743585805222,,0.04430377904236105,,,0.03656542783563177,-0.047997955167675244,,-0.006385453689802034,,,,,,,,,-0.03411315096838363,,,,-0.03804028017186223,,0.005288477489007848,,,,0.027223598328391274,,,-0.03195116413470778,,,,,0.0030894337914058045,,,,,-0.002981056920796865,
9,0.014925592007761057,-0.010801853368036296,,0.002141150424865068,,,,,-0.006495886050598476,,-0.039830117068671456,,,,-0.025222706169822695,0.024270837715580695,,,,,,,0.03918629606735813,,,,,0.03395324058495719,,,-0.004739432598407367,,,0.0017794971225739697,,,0.03097301858760737,-0.022043013612553786,,,,,,,,,,-0.04517419816956503,,-0.03304078074489558,,,,0.032068510221350044,0.08131271948621954,,,,,,,,,,,,,-0.026258462231306012,,,,,,-0.08632548342287283,,-0.00870334733900524,,,,,,,,,-0.049605115320733084,,,,0.017982766317097942,,0.008126669200424486,,,,0.015193583708057679,,,-0.04220534912716778,,,,,-0.003378813778939449,,,,,0.004351059381408895,
