,2002-06-01,2002-07-01,2002-08-01,2002-10-01,2002-11-01,2003-02-01,2003-03-01,2003-05-01,2003-06-01,2003-07-01,2003-08-01,2003-09-01,2003-10-01,2003-11-01,2004-01-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-11-01,2005-12-01,2006-01-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2007-01-01,2007-03-01,2007-05-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-05-01,2008-09-01,2008-10-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-11-01,2012-03-01,2012-04-01,2012-05-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-12-01,2013-01-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-11-01,2013-12-01,2014-02-01,2014-03-01,2014-05-01,2014-07-01,2014-08-01
0,-0.013657641644062135,0.11109546883602484,-0.0290485507891578,0.0386050669840845,-0.049427547962969554,-0.01833621154467302,-0.03929227958703674,0.0291563861825872,-0.0017339657370238903,-0.006726656965741373,-0.016699410641242807,0.12138486937540405,0.15105844647998312,-0.011938620540330902,-0.09407776292463343,-0.013516005259782027,-0.02506497309850353,0.04059097420300972,-0.04803783026569308,0.03404392338752249,-0.01622592562564229,0.003588364338898309,0.021805600221275867,0.0005838302094391956,-0.020978689932456884,0.0006726185318792766,0.0992501753197148,-0.03321531686633672,0.0241280899930727,-0.0006380872647229197,0.019217935691909105,-0.025363132929149046,-0.002791966072120289,0.02495976719029125,0.09310185051497988,0.0521793618114168,-0.05259269871828054,-0.03908644000533501,-0.01408197487826146,-0.03830196247334916,0.030319171787769328,-0.03613357704955522,0.04687734556187362,-0.0077365287606787625,0.06804448510254302,-0.005653648597810701,-0.02618608426446034,-0.060385774338828746,0.024417240250242944,0.09395303518678855,0.0077815281646209655,0.04752961772583397,-0.029125826252484277,-0.00672969562305914,-0.06466721993253266,-0.038892269644329236,-0.01993149724186516,0.0827144363754817,0.09858690341386067,0.027636579222737545,0.040992572661164406,0.06042132614418483,-0.0019320006729244277,0.010299753873501238,0.05662929346377732,0.023598831266244513,-0.045760025610857874,-0.0011425910408107143,-0.030833757438063714,0.00758159544182746,-0.04585556657262568,0.0021790245996382573,-0.010364165091013344,0.04656610199519351,-0.004637569553055609,-0.06661919649300363,0.031232343895187586,-0.009568728341510013,-0.0663845864153505,0.02358258962867632,-0.00012935413331527368,0.03722952314187733,-0.027732297681023255,0.026760908540008455,0.04977765479972884,0.0455528371571563,0.018310372468580027,0.012432629531907047,-0.024932211511711877,0.03173216861045258,-0.022650080182105015,0.0029700451775545034,-0.011168799164647858,-0.05130751435954428,0.03088981890500886,-0.017199125615116495,-0.011014605937329724,0.02020497428362633,-0.01109662242917997,-0.024720366231699487,-0.007603804454206629,0.018403169966473953,0.019383115661971928,0.01569710529562851,0.01653092129421152,0.004163748054377248,-0.025878149804995587
1,0.032844427415812394,,0.016298695487637183,0.08629441080718614,-0.02016323486825411,-0.0950747645615273,-0.035620270170217516,0.047277603916143995,0.0059296023224053584,-0.001030338530234154,-0.03876565227179052,,,0.041680851300827104,,-0.012249797138110807,-0.047173508355042415,0.13439396355602895,-0.03919116275400614,0.06476203364390676,-0.01719949047620295,0.02220452624389435,0.04202903799078328,0.0007570991801348903,-0.00893393017102051,0.01973332237942893,,-0.03081310131883641,0.02001854852098406,0.004749712419663155,0.007322258596772269,,-0.015580681388037476,,,,-0.08882734483387567,-0.0593441309323528,0.001788710609954336,,,-0.04610908056429919,-0.021444108460887623,-0.02344001179045696,0.06327021987840675,-0.04580518305145098,-0.05777557829828517,,0.004958528344494617,,0.05870637815843516,0.034618438053676925,-0.1466626746024544,0.017718937961365366,-0.08418392654920437,0.01011166162310495,-0.07799929621323942,0.09364074502919673,,0.027569522037719896,0.00637507240076296,0.044383043663368316,0.015559885374980098,0.0016700625022512128,0.03320598655783735,0.053861042509583346,-0.05555542534544464,0.07296099668117684,-0.05251127656429233,-0.009239347232751438,-0.06055479078452297,0.018282019067032973,-0.03183883157072165,,-0.021302928755601247,,-0.013010067955576243,0.011644538759884693,,0.04676324726083392,0.001788009684392855,0.05687156765348478,-0.03135227332187984,0.05092506282950282,0.025432237178803163,,-0.004788219066460542,0.0051579165836805885,-0.014690506440447226,,,-0.00021345355853119585,-0.0202280893312885,,0.06675399982656405,-0.012115778715958259,0.03075937535557105,0.008079493111154079,-0.02825179861382887,-0.020025364428922554,0.02946536092656269,0.014029042303251416,0.01081476477650778,0.019654247227611332,0.013871616242054685,0.007630701413853913,
2,0.09185889507320533,,-0.006778814673989331,,-0.029998721796867356,,-0.009316488592730598,0.05967651573009869,-0.003566374221025903,0.029965707404398856,-0.008323333296778479,,,0.018604962803081104,,0.054047436628576584,-0.046174599986735565,,-0.03909928336095814,,-0.02081232727607074,0.03839401808349319,,-0.012904052132966637,-0.021673927010632976,,,-0.025415516463331844,0.020570208558765124,0.021892405379147828,0.0014565753880178,,-0.014966825931312044,,,,-0.14257070983233855,,0.0037250658336400733,,,,0.03472815048740574,-0.005388546592286492,0.17780484958107934,0.019768802181189926,0.06853353706705079,,-0.017360429183228998,,,-0.046621776517638214,,0.017954981785759827,-0.14207868194277795,-0.0029681145415922927,,,,0.03701280876079105,-0.007329129223346165,0.03544693898659501,0.043752902776680536,0.03267144901018337,0.047300960599997666,,-0.045292529140374044,,,-0.016051887502885,-0.05319680966859108,0.0002879635114805268,-0.018030051166995076,,0.012270997076203383,,0.00937027612914676,0.01014482837865005,,,-0.007527541482817202,0.06699108701849088,-0.018460297632714173,,0.0043025681935877635,,0.049795301532790326,0.010231516417554154,-0.031498357335693505,,,-0.01088275483718082,-0.014434530384740185,,,0.0010835728009552792,0.022966868541672847,0.008118826511369637,,-0.015713241465358685,-0.013539238168533328,0.04163754840169176,0.027062687312527256,0.007322155151231691,0.02427574578483771,-0.0032698450895884967,
3,,,-0.01036178998493753,,-0.021307600901467216,,0.04666786053854777,0.044169647170609894,0.008453416468783281,0.05803202013603803,-0.0005411271306159371,,,-0.00593659497217347,,,-0.015354106743963314,,-0.0452675308480216,,-0.007021623862747184,0.0303300782156537,,-0.012904052132966637,-0.03960392801940671,,,-0.03740728670183957,0.02622185180035075,-0.007676823680094813,-0.004520247638422958,,-0.021911624879260128,,,,,,-0.05354883649476183,,,,-0.01576308598610665,-0.014281125711186338,,0.023646856295627572,0.029878884089332924,,-0.02685900934910368,,,-0.06597604950732672,,0.023455574661603862,,0.038141152676588685,,,,0.046553358213085705,0.014479970582675694,0.020579676116028178,,0.07492178581335729,0.05700420800015715,,-0.023435946920246722,,,-0.005396454032407405,-0.037160580244107067,0.0009479298494525779,-0.027314195079275905,,-0.014955381312500293,,0.06769651542485766,0.011986276211402913,,,-0.008458204792163637,,-0.007823402563505777,,0.008579057324621164,,,0.014298460087031728,,,,0.006585803295112491,-0.010028736344159128,,,-0.004548991693445137,0.039885898725345426,-0.00026892112738474694,,0.0032957047178179266,-0.009922970144095954,,0.023692249263292275,0.026163827216956648,0.014983050473225124,-0.006467152338896387,
4,,,-0.024234034149368977,,0.01615883228121806,,0.042541109264007115,0.05824554930381809,0.027259487275531846,0.07624797510938164,0.02975731179812291,,,0.008222037798581106,,,-0.04265476232184229,,-0.02500940362265125,,-0.0523238184470427,0.020540302869739957,,-0.01301294164468425,,,,,0.0016323561344480098,0.004579177024650161,-0.023390397729555534,,-0.041360628894246965,,,,,,,,,,-0.027757944860518968,0.006756623093159053,,0.02533805614807072,0.04016099864911027,,-0.04418059869659441,,,0.012682703989120192,,0.04244241253415071,,0.01611044090756142,,,,0.04872473600803362,0.011375513724789066,0.024754042219316208,,,0.1047500096779399,,-0.11516786231530182,,,-0.038787921380484036,-0.012615747458070814,-0.01711873405457398,0.007512686837817917,,-0.02734613352361226,,,0.08355939189175476,,,-0.0384328937650954,,-0.03934157580444131,,0.013669248266466205,,,0.0008575167585029853,,,,-0.011891837691813123,-0.021995911776237165,,,-0.008434375717555787,,0.0020366697498435116,,0.017132957402738125,-0.04154602722767977,,0.02320418446748196,,0.004046184596662172,-0.02339565197313087,
5,,,-0.010768392417966233,,-0.02234183619689656,,0.0660587390764833,0.0860696871887563,0.04034614357118471,0.09551511378282962,0.02918593469096642,,,-0.027362527773137302,,,-0.03885762329102427,,-0.018434821627587472,,,0.023083099330949874,,-0.019528592284802304,,,,,0.008410368578656069,-0.0017089877869076453,-0.01078617824470518,,,,,,,,,,,,-0.013654127891966628,0.007382954894809224,,0.023753145357558125,-0.01935924707627823,,-0.10391234047621634,,,-0.01066107433163399,,0.005548689463060974,,0.034600076954598435,,,,0.05107713049426099,0.037237879379143024,-0.003593371635400633,,,,,,,,-0.06483921868288567,-0.03739541200317076,0.007220857085150634,0.015007234190264285,,-0.010332784051260369,,,,,,,,,,0.04298954317715342,,,0.02091097977371481,,,,-0.009059947328147189,-0.013336880500815163,,,0.008030295900095963,,0.008085412206643383,,0.030396118215428647,-0.0410700832170219,,0.009526103661221086,,0.025498038177537374,,
6,,,-0.029465407329158477,,0.016252541576311508,,,,0.0959617920160758,,0.003921494362062461,,,-0.06006814008998651,,,-0.0505110506588724,,-0.02530646887566468,,,-0.002386688439713236,,-0.012275517297180905,,,,,0.0010746976230686656,-0.0002928048215005141,-0.016779537135928724,,,,,,,,,,,,0.043155273993151555,-0.021033183865712957,,0.003745279625533726,0.006336281869354643,,,,,0.030928109205317966,,0.06759241855147469,,0.04147812313410304,,,,0.030814689491577507,-0.027472471098187956,-0.006654039233655595,,,,,,,,-0.07884785635921476,0.003430647860837688,0.0186633503296445,-0.005895069478747406,,0.003536823158943214,,,,,,,,,,0.04939738293484419,,,,,,,-0.00499612066688826,-0.003240361266435343,,,0.011274661262307584,,0.016692631674235514,,,-0.04391765586366938,,0.008902150029154843,,0.018117457400152137,,
7,,,-0.010579798177913435,,0.009937708154216907,,,,,,-0.007292649250898453,,,-0.031053933573704562,,,0.06506878259046323,,-0.03536634701286856,,,0.010563245918265629,,0.006505788940568635,,,,,-0.029891848219186112,-0.006240940401871065,-0.004326431824664745,,,,,,,,,,,,0.002240925115667425,-0.04465012859694939,,0.026001248971350144,0.12258590930637148,,,,,-0.028402050518687272,,,,0.06273486357757863,,,,0.03363940276551336,-0.011962596481560173,-0.017033010286886974,,,,,,,,,0.0014085085625925586,0.01587465989526482,0.00027093875713335436,,-0.011661726571332576,,,,,,,,,,0.06337954159417558,,,,,,,-0.022356885848835883,-0.011568061636797466,,,0.007582719081594691,,-0.00016313989314120647,,,,,0.025084668056639003,,0.011867127519848975,,
8,,,-0.009729769588507242,,-0.015595612957054694,,,,,,-0.021843771505386744,,,-0.029699062976531465,,,0.12500998934505292,,-0.024962596794003145,,,0.016503125528243512,,0.013559657247285806,,,,,,-0.013488569245091231,-0.003818703542143087,,,,,,,,,,,,-0.0023698597437695756,-0.028929547390627697,,0.053304708571594084,,,,,,-0.09132714790863972,,,,0.026130950299259492,,,,0.08129428615838563,-0.022396376228513315,0.012346031847899841,,,,,,,,,-0.005782199583600267,0.030920720972321902,-0.04110919238418109,,-0.04140290347226605,,,,,,,,,,,,,,,,,-0.04630270089931354,0.012506540804660737,,,0.03117454359438887,,-0.0013838878612002503,,,,,0.03936305985941413,,0.015887261442177003,,
9,,,-0.014937225371656204,,-0.028022425980538168,,,,,,0.02118133217557938,,,-0.022171272157484267,,,0.07158140200838314,,-0.02338359817386959,,,0.024007711931759212,,0.02510648181753794,,,,,,-0.005494561612928717,0.001824642700192669,,,,,,,,,,,,-0.01015548731903504,-0.04334261701020026,,0.027460200298885518,,,,,,-0.06898509426055188,,,,0.03981609033041211,,,,0.10997136456964451,0.027664613406111815,0.032189574452063496,,,,,,,,,-0.02145064464039592,,-0.046877077799478695,,,,,,,,,,,,,,,,,,,,0.01862879087687208,,,,,-0.014973012839257116,,,,,0.000845202689562452,,0.024254465743096976,,
