,2009-10-01,2009-11-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-11-01,2012-12-01,2013-01-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01
0,0.004239254347447652,-0.01933538045023564,-0.021796463838268165,0.035626060759980094,-0.03505391488820364,-0.016423824763889816,0.04640051077210816,-0.0537356909175406,0.003992470503746071,-0.003885170779094338,0.1004461193143329,0.010964240177144036,0.011439115012455647,-0.01195650561010364,-0.04225156251996154,0.032573614596372646,-0.029293259927713367,0.030224765803083642,-0.019056165081269505,-0.29974990610357155,0.0763728193602704,0.09535227008785552,0.062973810337379,-0.016742471464830544,-0.02543348654952693,0.0029234295794139387,0.025698342871049773,-0.002063934778945953,0.009344887999963858,0.06980430794944009,-0.005132553615322721,-0.0600472471492966,0.07869004992096246,-0.05189078548384286,-0.008412766496058044,0.0660109745953299,-0.05619156841291828,0.008659274238656985,0.009022037486835444,-0.022559253881454466,0.037389317409685874,-0.005683404961988658,-0.03376570789976431,-0.014630671446865195,0.0347341306073988,0.02842683370843402,0.0011884641896003911,-0.01679740651117484,-0.014238436855862346,0.04233066629870841
1,0.03237185353841143,-0.005262037015265175,0.018096220662244367,0.025874691989118404,-0.024500475240809116,,0.010233311341119267,,-0.00311850889720533,0.013458118168595545,0.12351076493506419,0.004476511563620722,0.02675397870112428,-0.01801706496198796,-0.048489839045288474,0.08930966903119497,-0.006531208695611634,0.009068246225587662,-0.007640153782007442,,0.06293645331238151,,0.03437760922514388,-0.02542344410588715,0.0061740730147938905,0.0032736064222960715,0.02513007929943578,0.007914134165943332,-0.007048250190904992,,-0.015169994087343541,,,-0.031028574533749978,0.028275810327379913,,,-0.027452884360849715,0.09020705286057812,-0.02223197520073908,,-0.016877536533424387,,-0.02447071252225383,,0.012644162368919631,0.0128163804258897,-0.016233822099493977,-0.022533325435841967,0.017664269995612658
2,0.029099015608960777,-0.01244704498009197,0.035365572523666344,0.042234492030578163,-0.03661746748112682,,0.024105585164745813,,0.009104758539384084,0.019104213104186973,,0.008884399048437075,,-0.025974117991911738,-0.032540699756010816,,-0.033707710132724555,-0.009830345257560102,0.02261411765797039,,0.04567690220367293,,0.023420965340942068,-0.051364456825485405,-0.06646343171691149,0.0035536596342364835,0.11085725437735139,-0.007540599678104165,0.0023126218505100105,,-0.028890608170909327,,,-0.03095582874388049,,,,-0.01861167119010764,,-0.02087957469579274,,-0.03891437414243565,,,,0.0035326124970939954,0.029873287780085828,0.005064794887214064,-0.007215978583867022,0.018344387428310016
3,0.006930014758451675,-0.0179064821703645,0.027295332924070825,,-0.026360293963493264,,0.038895950395611,,0.001887702586226614,0.03877856400464097,,0.009481749023341979,,-0.044521925141008056,-0.04865650837022262,,-0.04292245182325727,-0.008499208131479419,0.01800964927942461,,0.03000387776263036,,-0.024684501780172563,-0.01570923562295201,,0.03368659758801418,,0.008120300730455887,-0.0013076195757624753,,-0.04347594704243485,,,-0.043174729124616354,,,,-0.01488383245587662,,-0.004729471015359643,,,,,,-0.007194628973954953,,0.01805600759954501,-0.005230592511943799,0.014485019643910357
4,0.006579411398159873,-0.005763882600231085,0.01835167515675007,,-0.011902904893555943,,0.004797039212513843,,0.05038645841138123,,,-0.0036687123166671,,,-0.04939498713650414,,,-0.039320629684611474,0.013770703372029569,,0.05188196115011534,,-0.003006925160248114,-0.026490606330683564,,,,0.002902141332351116,0.0018945273466619006,,-0.02479305061448106,,,-0.049517392938961305,,,,-0.027452884360849715,,-0.0222356942269889,,,,,,-0.01740994828630857,,0.03613744869305413,-0.023854936043123942,0.016943535831389966
5,0.010779547629735653,-0.008303419754473573,0.052149926178369554,,-0.01761879515034548,,0.0050032574289309295,,,,,-0.0020331054002743487,,,-0.053560996495924273,,,-0.07852460887961554,-0.041976289495887276,,0.04663403634387864,,0.0164297289745704,-0.024720990501786222,,,,-0.00521615010185833,0.018559420818149763,,-0.01682091222022747,,,-0.06547992041347685,,,,-0.03520041436665689,,-0.02332709351740997,,,,,,0.014153441929943639,,,-0.01902508275546555,-0.04228116560696771
6,0.004257356680227753,-0.031160223744933546,0.013507073661441327,,-0.03397161331158438,,-0.0029989840062172313,,,,,-0.010512538035679864,,,-0.04461789436829611,,,,-0.02031732197061409,,0.0683990049969081,,0.006638857511307883,-0.05147726144838538,,,,-0.014368849452590315,0.02117723693674456,,-0.0031561056360184248,,,,,,,,,-0.014643979320092149,,,,,,0.009209012246481324,,,-0.01772008418419535,-0.0577269193581007
7,-0.008423582502560922,,0.017961781341229388,,-0.027643336829032306,,-0.02240182959665149,,,,,-0.010238280477188333,,,-0.05679553075292876,,,,-0.08893565772117595,,0.04472399786923997,,0.005512584458812059,-0.014054526689036173,,,,0.002589530911593696,0.013404010961048096,,-0.007830188538044514,,,,,,,,,-0.006093125820988254,,,,,,0.008438699401737748,,,-0.024419130779179232,-0.03846286094286833
8,-0.015268031448176789,,0.022549376075049032,,-0.02516757504557332,,-0.0035125072710278094,,,,,-0.018366975666619823,,,,,,,-0.13302231624452032,,0.06327345254778827,,0.023633499130182423,0.01751474389816199,,,,-0.0342418276195498,0.030784659084695465,,0.0055071609086351225,,,,,,,,,-0.018567303695434384,,,,,,-0.0032114830384753212,,,0.03830506559265745,-0.10769626218593209
9,-0.02075321924198059,,0.007906268004597816,,-0.027286564099936017,,0.011199880180530863,,,,,-0.02490508056831431,,,,,,,,,0.07594884731278384,,0.01840733086065216,0.0028463891908230288,,,,,,,0.057972625624874985,,,,,,,,,-0.03109186559288793,,,,,,0.0015686306698613484,,,,
10,0.0036144314444013226,,-0.01911742145372708,,-0.021094028292949485,,0.00616622752664453,,,,,-0.017972032054087372,,,,,,,,,0.061944682238239235,,0.05174881741980511,0.04496150040895275,,,,,,,0.036011824465007836,,,,,,,,,-0.03215634880497001,,,,,,-0.017023167777199977,,,,
11,-0.005699350446214613,,0.005897794981619464,,0.00033565419123160467,,0.05629582564874491,,,,,-0.027235094926076675,,,,,,,,,0.06803709959419502,,0.05267306074823136,0.06709868694173071,,,,,,,0.07792422087451356,,,,,,,,,-0.028265800950129316,,,,,,-0.005677452208701528,,,,
12,-0.0015046790973396451,,0.02977822428961252,,-0.012188749803240029,,,,,,,-0.0352280748273901,,,,,,,,,0.12012087299220608,,0.06726543508320529,0.037016566379239446,,,,,,,,,,,,,,,,-0.016179023047088903,,,,,,-0.012437900274424235,,,,
13,-0.006696787409296245,,0.026186456011372483,,0.0032317501380587643,,,,,,,,,,,,,,,,,,0.12042236109905646,0.001104210075293377,,,,,,,,,,,,,,,,-0.014143554664779456,,,,,,-0.012102976047899006,,,,
14,-0.01486604441701167,,-0.001855973139652134,,-0.0021478960993119856,,,,,,,,,,,,,,,,,,,-0.0014630806437654353,,,,,,,,,,,,,,,,-0.01072004256096179,,,,,,-0.0002155931159016078,,,,
15,-0.026525666403209636,,0.04058741122949616,,-0.00497957670224114,,,,,,,,,,,,,,,,,,,-0.02159130534785314,,,,,,,,,,,,,,,,0.015512316328458814,,,,,,-0.012019262515557433,,,,
16,-0.015754681330143017,,0.025895466781528986,,0.004648105201159769,,,,,,,,,,,,,,,,,,,-0.04842247471751615,,,,,,,,,,,,,,,,0.03080763072575085,,,,,,0.0018634992089933966,,,,
