,2012-04-01,2012-07-01,2012-09-01,2012-10-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-08-01,2013-09-01,2013-10-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-08-01
0,-0.01860329511901182,-0.013992554342668662,0.02433343045502967,-0.017862704890390102,0.007126898074824695,-0.011393240974002072,-0.006376576544079304,-0.035952254002859396,0.046093951274384426,-0.06240739835934406,-0.035200369757786176,-0.051235308680380176,-0.03256634201001618,0.017603070948137844,-0.001775565254526379,0.012889979957671605,1.1638653882872774e-06,-0.00564881241376014,-0.027715813807678513,0.01884551833880832,-0.033434073222742056
1,-0.025347297434805238,-0.002726028882118925,-0.009285729592152125,-0.02446867448790746,0.015118577544811274,-0.0010196593391360587,0.00635582752531394,-0.05687185571908926,,,,-0.04664495880163677,,0.0035094890155971115,-0.018272584428479566,-0.007717745339751669,0.004624876026984248,-0.020752418439560882,-0.01229291802643706,0.011313111158853806,
2,-0.029578697939519172,-0.02344730238647652,-0.007787573710240414,-0.02893806597788373,0.020794700172571456,-0.046178549988091566,0.01649841440805233,-0.04793003018162678,,,,-0.04654670133445926,,0.028902608144469655,-0.022689769989357234,-0.03396702630729331,0.016339470341590223,-0.020123742877969475,-0.021844335066140586,0.021810312046908198,
3,-0.07694808255453611,-0.012651663636408239,-0.026474217438069547,-0.043642251459977244,0.001416040140490793,-0.04932318105833167,0.01869840441412529,-0.041416475557058074,,,,-0.015791152295398736,,-0.006609416422812098,,,0.021043326061723544,0.035273459369262516,-0.021351208014293688,,
4,,-0.01336985893578646,0.034516955581482045,-0.03952021799364003,0.01828343191866333,-0.02478270536093241,0.02606617918881049,-0.029062652392034538,,,,-0.01131229042353954,,-0.00833641194413004,,,0.027834402841453665,0.0223367126054832,-0.011113600759366626,,
5,,-0.0061367883014786795,0.06713491152076045,-0.039661923914001695,0.029930349885870733,-0.05815696363328926,0.016167698718267842,-0.04846309915787583,,,,-0.003327853967672323,,-0.0268000793454084,,,,-0.0005110274689028582,-0.003679112110612559,,
6,,-0.011386653853583839,0.09207862871191552,-0.01570042993940257,,,0.001850728314824912,-0.07658895697254109,,,,-0.045230820263551075,,-0.002130361982531692,,,,0.0018355449777267552,0.000523372821631396,,
7,,0.013923463141387815,,-0.03404495348302827,,,-0.02114836306764345,,,,,-0.04250579073071836,,0.006164717818740284,,,,-0.06613614963796732,0.015240414584927642,,
8,,0.03103565823668819,,-0.050773322741498594,,,0.005518495780468258,,,,,-0.05890413740625566,,-0.0018194122819732428,,,,,0.013471816849405682,,
9,,0.0016268906227931978,,,,,-0.02094026579052488,,,,,-0.08015844730959032,,-0.0005701775626747452,,,,,0.0060738517528500235,,
10,,-0.0006540916734567581,,,,,-0.016025972653185838,,,,,,,0.02393469339417842,,,,,-0.0016400154341063011,,
11,,0.01518496424938598,,,,,-0.1099193439140953,,,,,,,0.019841325403523236,,,,,-0.018508170778323674,,
12,,-0.0012048952125245371,,,,,,,,,,,,0.026559641399831024,,,,,-0.00706281555696564,,
13,,0.027772582050714645,,,,,,,,,,,,0.010091502249401474,,,,,-0.010643219766123257,,
14,,0.013677238715892326,,,,,,,,,,,,0.01261365649613122,,,,,-0.0066694853443824975,,
15,,0.009728361091468685,,,,,,,,,,,,0.015866237115322868,,,,,-0.006726726343666778,,
16,,0.007855952837219515,,,,,,,,,,,,0.03539352698458065,,,,,-0.004485242151166968,,
17,,0.014289848977695918,,,,,,,,,,,,,,,,,-0.012037699683218994,,
18,,0.0026841390232936746,,,,,,,,,,,,,,,,,-0.015813301645060562,,
19,,-0.012842005333402629,,,,,,,,,,,,,,,,,0.007183167075197172,,
20,,-0.02181540324623188,,,,,,,,,,,,,,,,,-0.002387122076086712,,
21,,-0.032974358680964544,,,,,,,,,,,,,,,,,0.001925385082997888,,
22,,,,,,,,,,,,,,,,,,,0.00985624764597648,,
23,,,,,,,,,,,,,,,,,,,0.01350755737254472,,
24,,,,,,,,,,,,,,,,,,,0.029674985210197624,,
25,,,,,,,,,,,,,,,,,,,0.03212228437796494,,
26,,,,,,,,,,,,,,,,,,,0.032278050650987655,,
27,,,,,,,,,,,,,,,,,,,0.02655722241974967,,
28,,,,,,,,,,,,,,,,,,,0.032200748684703795,,
29,,,,,,,,,,,,,,,,,,,0.00789909029399083,,
30,,,,,,,,,,,,,,,,,,,0.01600495671624169,,
31,,,,,,,,,,,,,,,,,,,0.006485559839626731,,
32,,,,,,,,,,,,,,,,,,,0.025607998597510173,,
33,,,,,,,,,,,,,,,,,,,0.02704468074498667,,
34,,,,,,,,,,,,,,,,,,,0.019179270802479387,,
35,,,,,,,,,,,,,,,,,,,0.0172504375663467,,
36,,,,,,,,,,,,,,,,,,,0.026711246070575623,,
37,,,,,,,,,,,,,,,,,,,0.028630653908033654,,
38,,,,,,,,,,,,,,,,,,,0.014775160306876645,,
