,2002-06-01,2002-07-01,2002-08-01,2002-10-01,2002-12-01,2003-02-01,2003-03-01,2003-04-01,2003-05-01,2003-07-01,2003-08-01,2003-10-01,2003-11-01,2003-12-01,2004-01-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-08-01,2005-11-01,2006-01-01,2006-03-01,2006-04-01,2006-06-01,2006-07-01,2006-09-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-06-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-07-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-05-01,2012-07-01,2012-08-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01
0,0.005643486908947448,0.021219394062138797,-0.04366782888477472,0.02922950115882106,-0.047816550051787754,-0.01438306533279321,-0.006006596859574276,0.012098876983524742,0.0831918389601416,-0.0029503716977055117,0.019727827797617392,0.04188021627741345,-0.001734828563370483,0.012066156797490735,-0.019530652236523283,-0.13431262468986271,0.0131843570495771,0.013435726992931274,0.03312900536224794,-0.03677175439477291,-0.012633441140136092,0.01486256188447145,-0.00025509645938764924,-0.004542281153878447,-0.018081830808899746,0.008922209059416097,-0.10628126780198033,0.03765196939563936,0.010402225113293667,0.004154142858573517,-0.022144405547525392,0.024456728125397675,-0.024382973896420523,0.00954108242432139,0.031586801070343756,0.03287816113508263,0.0069382474537377226,0.011372574735010521,0.015197896650887666,0.14143187732221374,-0.021226586383774004,-0.07098297261300424,0.020495867736479045,0.03001279370731047,-0.008110821775716204,-0.021072812695907217,0.011049636305344501,-0.02602475213726918,0.0737763934129756,0.022181820332076052,-0.006397013064793677,0.12278444362209284,0.12693492339078805,-0.04448878166288028,-0.013316704989507488,-0.04918371183431636,-0.09106541153579184,-0.02385354068578538,0.035006007131429095,0.11446703916248502,-0.008848980080902347,-0.008900194546693663,0.08951095121122254,-0.025129271532349673,0.0687472746832376,-0.0013335026679653916,0.0015203839253663531,0.008096542449345323,0.01515940521909187,-0.04213679973909523,0.019820720783441992,0.003183703630877277,0.22976466646150362,-0.030094065041534446,0.008569056318025403,-0.012171348768789503,-0.0019646500481496076,0.022402985331305914,-0.025015693193215727,-0.013540174122825599,-0.002127586698784434,-0.0022944675973253226,0.005212849047171841,-0.00802378501136991,0.009729657997509689,-0.05578711447450635,0.030994948085300456,-0.0523561921455129,-0.0019921374810554227,0.03282246600774874,0.0007053880412498104,-0.021286657305305434,0.04967492410887786,-0.0026638012210726814,-0.0075547072186707975,0.015597140484046257,0.021474282814870405,0.05734024442275132,-0.025959774685195225,-0.004448865226829302,-0.020260156236477256,0.030710455020157124,0.025611412427537616,-0.03220430380815864,0.05250353185072831,0.0231750228171701,0.0103119469695781,0.014596951187114793,0.029900769950563344,-0.0046931573943924665,0.03890165079556285,-0.012294273050428295,-0.1298644860125373,-0.020352451164183938,0.0010256313462362332,-0.07562442172831352,-0.15627394164454156,-0.022865095599571394,-0.07335699323331735,0.01796022557465804,-0.0404712395857274,0.026004966182748945,0.052877601285035714,-0.07603844340897714,0.01099553256721153,0.005243269151155805,-0.00376613379004187,0.018402019247868884,0.04097050592810492,0.009798156183124851,0.004295305741464528,0.04722312119943073,-0.00047644710247007893,0.05749161045726581,0.004590980013942758,0.010825546819767329
1,-0.0038431387164612474,-0.007374726621710792,-0.047189417368800335,0.04298563755020535,-0.05498103002564103,-0.029453033542994778,-0.013403260905377468,-0.003208809896015241,,0.02367372632899445,-0.00998232072639782,0.035254263938338526,0.05678742974286877,0.0230583521169061,-0.010812294760915053,,-0.03161989305745472,0.01608458646254385,0.14014956402367817,-0.06364311760972856,-0.006754465071642679,-0.005035110944426532,-0.005493709788368051,0.013878291848970492,-0.05321702979666354,-0.0006673111205548476,,0.02546241655305098,-0.020277163769576695,0.018693013354207588,-0.02041558299802171,0.007522666493116503,-0.04200141637245869,0.009419064243461062,0.015814144241927536,0.049330628509078156,0.02809610310836247,0.0004072307225156946,-0.003955680170443676,,-0.01841505079020006,0.043026656536040875,-0.066263553609896,0.05569514523883057,0.025849662352200653,-0.13818547582902418,0.015177636643071146,-0.018120600145625998,0.03688645100363619,0.02558159010831562,0.0061835753366579205,0.2350374671088734,,-0.060592868670443056,-0.011871027069044082,0.0017001465585532172,-0.06722610250258798,-0.01890999457505349,0.01758695391223697,0.224621093499197,0.00491339216626302,-0.021087023678259098,0.11139877795723685,-0.03613088926531416,0.19249286751451855,0.009000778624710937,0.06669253765724181,0.05709332616000684,0.0269245863167612,0.006319817914593018,0.007654792392708387,0.009244176464207943,,-0.009746920703118445,-0.004310457266836321,-0.004047726398284046,-0.009082497211529095,0.023326307742431496,-0.003686993898415425,0.015098766332143354,-0.007176356779805992,-0.021969728451799675,-0.0012252204532762767,-0.009861644326842445,-0.023820230411752075,-0.01410581151369339,-0.011773171473552502,,-0.03608784635311535,0.10644000330072201,-0.03288753570251174,-0.02673906686147065,0.0021575766083994363,-0.004409136386177015,-0.03302989974170589,0.028634545605944695,0.051424011599262576,,-0.048558073507907806,-0.04058799374090194,-0.034156614316824596,0.07196340721013772,0.011362386490853305,-0.009271431080702719,0.04755819813420936,0.022517113886976525,0.016724583371928836,-0.015010354382662738,0.006033554395364238,0.07226818967091697,0.07682565987500922,-0.016791891301922712,,-0.032847014318583945,0.0053920021838367305,-0.07098339930183406,,0.05029222629517538,-0.05786532676057732,0.03636771042974907,-0.08174984502598281,-0.0018927178638677988,0.012628368673781254,-0.07593626009201793,0.008935024888065968,-0.011770946828270623,0.011745567214302755,0.037681841746700084,-0.0016247808602778413,0.002473874475744653,0.017291511898736456,,-0.01680732149818942,0.08847845611985194,0.05013760972947301,-0.016494498341437236
2,0.005722743570418354,-0.07598698615480792,-0.07064786481370167,0.05256788460837569,,-0.02677429922055441,-0.010504353864146942,-0.018754206856447908,,0.048486928780829164,-0.0022296786871646157,-0.0013457336803699427,,0.06992021177262675,-0.01016332922534735,,-0.05143269832503505,-0.003023772121638846,,-0.09005672311799333,-0.013287609056157113,-0.004106326765331056,-0.015595706957551358,-0.029389221933028287,-0.02457623287369559,-0.01614153357539916,,0.0183400817317238,-0.042824824923753474,-0.027724670461593992,-0.02729059846091908,0.005698511402525197,-0.0020277707351898933,0.0002865806801886084,0.007659331981700795,,0.027922157666554648,0.008801935048171727,0.003814125968507942,,-0.004796244352295809,-0.13580749162551586,-0.028244888008923885,,-0.013045035852595532,-0.02640935574112735,0.006152339842038446,-0.058694631807034825,0.03813029723805417,0.05666553925515316,0.01448761212296934,,,-0.0660228547823215,-0.023249313851345765,-0.021660608819369376,-0.17244029670742655,0.07349181947132899,0.011863686119149786,,0.15710924606262033,-0.0012322021989695786,0.09629321357501497,-0.033621549128371675,,0.026034721931370908,,,0.038462651170155904,0.01890316000105885,0.008156682375764723,0.008292869823891769,,-0.031436133983997694,-0.014718466223702764,0.01682681363658839,0.024834430812590735,0.0033795958803406467,-0.0038057633133365965,0.0028506305540749732,0.0011999555397892436,-0.03201783149607529,0.002078162161889996,-0.021226836247327796,,-0.01243786893365506,-0.010885331089693251,,,,-0.00928460386854596,-0.10469183719550301,0.07322279237078944,0.008702683321182514,-0.047909183791233434,0.04754408911619823,,,-0.04162607675537383,,-0.017030183662925413,,-0.004545324038575105,-0.04868965655290547,0.016463291691068638,0.04662854731759869,0.02114493054613059,0.004740991959246377,0.02276402472745387,0.050279594183083365,0.0877696567793742,-0.03900183241678978,,-0.0222681380568146,0.02299327238310722,-0.0640385989866783,,0.13320606886033637,-0.03738165526216797,0.031663581630499316,-0.11661521513351047,-0.052344515315008056,-0.046275509285396255,-0.07593626009201793,0.008345527744793246,0.005904013567005206,-0.007688808685842652,0.04535292710774508,-0.05344680858752837,0.017407663237375415,-0.005861771262022586,,-0.027042618910240623,,0.034049065860256356,0.01945798749044636
3,0.04171598315035241,,,0.05729144506373496,,-0.02684828799378014,-0.019651450714274987,-0.011184914495153575,,0.027966175419315786,0.006323902881437582,0.019035912680793743,,,-0.008152061983407233,,,0.02626578840069227,,,0.00280292755781697,-0.010652534031775115,0.010405064029408384,-0.035825504266272734,-0.04989476728563419,-0.028089930328322743,,-0.020232400096810654,-0.024523697006262085,-0.028937520113584303,-0.027438622807203272,0.012288280915158989,-0.008792993382397363,0.0007790399083620336,-0.01602188747727104,,0.0014588408254122553,0.01778478897340452,0.03321462834004563,,-0.007376348221113105,,-0.10151706422551587,,0.0049311937971923125,-0.11889736341057455,0.009527245962055675,,0.08013581181967755,,-0.03756059160040426,,,-0.024752388813490844,-0.08610484942630325,-0.01835390975407547,,0.11001764920650703,-0.04630197910190015,,,0.06345738142230173,0.1107094595037258,-0.027536706841552405,,0.034729764181014366,,,0.04118099252501051,0.09767430580138081,0.006434635182514414,0.011181169870060126,,-0.007194213752619527,0.005958309770498715,0.003123701360017883,0.06937434939697296,0.010876670469558203,-0.013237516196115129,-0.033406592949451364,0.0008856767949962929,-0.04497188489785442,0.0025483450614006142,,,-0.057150692115572,-0.003258313184671291,,,,0.03798676699789205,,0.041426076866906136,-0.002373791321252816,-0.03630488973445445,,,,-0.04833664812603161,,-0.09166205129896898,,-0.04463459302970385,,0.005528666395606119,0.010693655202695052,0.007614513904408482,0.00263966624530243,0.07238014298255102,0.10770966941883242,,-0.07150380693698066,,-0.02403576864133905,-0.010964492245996382,-0.052773482693292184,,,-0.05842682594858806,-0.023541868081520256,0.020546011659215768,-0.07183513553739795,-0.15286021622603518,-0.07576597776350646,0.009229643195814319,0.00012677377561909342,-0.029555190916073837,,-0.06898219697881203,0.027678638823709578,0.007811577138271408,,-0.019794798707913674,,0.03735977522105971,-0.013585647921508848
4,0.07261918855897997,,,0.07302759496840228,,-0.09483640337656485,-0.003958593977268388,0.027179250417489254,,0.027414807254986906,0.0018213462731911934,0.05285878983224601,,,-0.004984644171231567,,,0.004781944148881001,,,0.006164946800804039,-0.02333671769172195,0.018565961408185894,,-0.01033319109213865,-0.0065380003970957334,,2.7227654802675083e-05,0.025605986851298362,-0.04390944251254325,-0.004475378330245583,0.0029820689589182825,0.08857368544452271,-0.10640210267326577,0.023674421666188966,,0.017955672674613565,0.02581343399400493,,,-0.025187858861474344,,,,-0.00898204865397112,-0.10050588753982082,0.061467144784988825,,0.04494908772233264,,-0.06394910550553079,,,-0.04138080416360623,,-0.032765232268109346,,0.04520175608982302,-0.021947227540361602,,,0.07936409376634379,0.10813579146026286,-0.07023002520269206,,0.053418295433555474,,,0.04720785786714654,,0.016203235949500572,0.06650142234270895,,-0.03359017358138283,-0.009374910648295653,-0.028888873293556994,,0.030351990440141252,-0.026528924696926026,,0.015308691940177255,-0.07650085556781416,-0.005125876924705841,,,-0.07752193154769493,-0.00254407245519217,,,,,,0.08327876916170185,0.02242548509393305,-0.007151860992267611,,,,-0.04505952284908882,,,,-0.028609904435736078,,0.009618189024706791,0.037345757800470114,0.033496959781626146,-0.037519142642572834,,,,-0.059100108436834775,,0.03319879309003504,-0.04667849059199369,-0.06125245415227698,,,-0.06985567960245076,-0.06668870239389069,0.05718670569634554,-0.06744885435086989,,-0.07580003190960194,0.009033240635403006,0.018769057503687736,-0.02365554050117935,,-0.0842619830302338,0.03745765496121489,0.05757301362043332,,-0.043857951818914165,,0.05151004084303956,-0.013536703309675602
5,-0.027184680287792196,,,0.0778044317419293,,,0.011134503395233586,0.009808881651106494,,0.027493146463800855,0.008811346619164273,,,,-0.025037543824400155,,,0.008700393613011226,,,0.03098786074524984,-0.002710198557019247,0.009154458814687683,,-0.03346898299514983,-0.01650915699344202,,-0.008753289010742848,0.037076233067617564,-0.0039628783986424,-0.01925122162654619,-0.0140433193539925,,,0.014546132544651896,,0.01912034731168477,0.026313090490565627,,,-0.02940942195022417,,,,0.02794944219630935,-0.0062852591522433165,0.06147572887768171,,0.0973969294366408,,-0.10383146461997117,,,-0.032042132144912916,,-0.013216074355731244,,-0.0115994657967049,-0.01475693966261682,,,0.06862700129852084,0.09241830446543764,-0.055215483787845354,,0.06219224841013771,,,0.021089396344680655,,-0.003714886794625949,,,0.013168745554928973,-0.012393237865424123,,,0.04034698036507889,0.003393863688306631,,0.006539824281314832,,0.004991785758302003,,,-0.0330750189392619,0.025102256719455873,,,,,,0.08903284536263945,-0.0899552935026604,-0.01640706397325825,,,,-0.022305652284890842,,,,-0.06859231145913791,,0.007357673183549296,0.026917230926562508,,-0.007635289966324121,,,,-0.06651940238966692,,-0.004919560427257608,-0.04236621071062041,-0.024736293328010195,,,-0.11849898801909298,,0.11048932686411872,-0.0849653914384273,,-0.07614063716843389,0.011158883216076942,0.05821632334417581,-0.0508186536247055,,-0.063327816246876,0.029027416086092606,,,-0.04278985820908776,,0.040355126607018565,-0.010619500507088375
6,-0.01771062940130541,,,0.06770268485269826,,,0.011276123439016517,0.0034728063264767295,,0.001583625160903157,0.023634095063302385,,,,-0.015328330041170846,,,0.002052478946587666,,,-0.0024428805156220257,0.011634004595024741,0.01670322614204034,,-0.024749088741142122,-0.03070675757934027,,0.016022439374695163,0.008871212795208944,-0.021840643608792232,-0.03687072928343604,0.014875461219430952,,,0.008820098217663191,,0.020173447776269837,0.030125428554542588,,,0.07622176597047942,,,,-0.007916795246325048,-0.031370234873771,0.047488291056627885,,0.09971434348877306,,,,,-0.10455168844366453,,-0.06443604952475201,,-0.04991493370372324,0.0486948737720978,,,0.05285427907904772,0.26571338623228324,-0.08733926948051673,,0.06210870868809748,,,0.0816106662510544,,0.010100727456209713,,,-0.035902759851672794,-0.003971829273996197,,,0.08301646758350967,0.01268832966726774,,0.0046980869467976305,,-0.00683074415403867,,,-0.06852764013848178,0.004267756618190344,,,,,,0.12373349261313193,,-0.006400755477696141,,,,0.00462612247132993,,,,,,0.008187272308173621,0.025048609685748846,,0.04220214820710588,,,,-0.0934971313180315,,0.0018443161293508759,-0.04770804144963536,0.07016180872504174,,,,,-0.01712886684765147,,,-0.05772801326943555,0.010505320458960243,0.015712335672633748,,,-0.0650603854953371,0.07110199076460044,,,-0.018960065130237957,,0.04168509588795355,-0.0104935072664456
7,-0.043059807748936585,,,0.07145849285785966,,,0.006980625480143887,0.03246561203961307,,0.011897973231978498,-0.012041424711092041,,,,-0.004211422034833934,,,0.023852707699371756,,,0.00327800880312501,0.0168120310361808,0.03004793864050337,,-0.023385996169475953,,,-0.050354812733544085,-0.012970032948431826,-0.043264982388148465,-0.052861283336521736,-0.029925143298771384,,,-0.008144333191424574,,0.019191250030027862,,,,,,,,-0.0062778766618409865,0.09421147385783435,0.031077585650490125,,0.09898223945660489,,,,,,,-0.010392225531377974,,0.024791829011992172,0.09571007588928648,,,0.04337510555805435,,-0.06030688949456464,,0.04815140086585612,,,,,0.026272207781782964,,,-0.01302680853417737,0.021759238683886628,,,,0.004469929753067481,,-0.0038443062380806303,,-0.00048779348944744116,,,-0.05876062654710523,-0.003787875759432513,,,,,,,,-0.007262176094094741,,,,0.013426694782672832,,,,,,-0.01409357236073494,0.04248560183189376,,0.086682656286592,,,,,,-0.005111581921945385,-0.053379794938152036,0.021201019486491557,,,,,-0.027559520918416958,,,-0.04262524508367904,0.010325515791727469,0.027581302914408634,,,-0.09970049297787464,,,,-0.05999915924590438,,0.06337050950663814,-0.0093319174535198
8,-0.02853338214700707,,,0.04772906573437563,,,-0.03419209367645748,0.07244544821819698,,0.04728148929384812,-0.0241139364249503,,,,0.016956015667956015,,,-0.0823819467568665,,,0.019283793577062003,0.012978713948562884,0.01899365846668677,,0.008559141407044946,,,0.002602862159239827,-0.0039389878553217905,-0.060958432174327504,,-0.0026366715756210857,,,-0.014773930102411653,,0.003092508158449636,,,,,,,,0.012134947185988842,-0.03536349218931445,0.11741814668661821,,0.09714232013086876,,,,,,,-0.03962410883051426,,-0.005116710078721942,0.11770784353964192,,,0.04697926805576769,,-0.06985862365003104,,0.036670319707808874,,,,,0.02707874036017155,,,0.02284565987035503,0.020243507994977095,,,,0.021467491322306076,,-0.004914915842299639,,0.0035038281180839737,,,-0.04730173217078759,-0.01347922102951915,,,,,,,,-0.041133631644333035,,,,0.0005332029206253641,,,,,,0.04028813647177032,0.042118935840130156,,,,,,,,-0.012384145512504219,,0.048619869014735695,,,,,-0.020510502043441292,,,-0.03080280219777931,0.009655049792759662,0.08398562428666922,,,-0.10420569806312896,,,,,,0.04895771068479071,-0.011638504884975642
9,-0.019111617652125323,,,0.00793316563017843,,,-0.009322483832985506,,,0.022579591388283138,0.0037722629789167517,,,,0.026560640455329354,,,-0.06748028567481557,,,0.007730168529426651,0.01741267954587168,0.05849063815799643,,-0.030287225015474817,,,0.03672500937568851,0.023776964743416756,-0.07382273160119623,,-0.02259943053778357,,,-0.031422018060770246,,-3.907095653449266e-05,,,,,,,,-0.02636420844259857,-0.061068499537712206,,,0.059589681773756675,,,,,,,-0.11872331298710237,,0.1224978724910466,,,,0.04144793184611839,,-0.058432608272203646,,0.01618153239332254,,,,,0.02171932583115932,,,0.016298945328889758,0.0013771962387872927,,,,0.013251793244646537,,-0.013327159862994264,,0.004693031171944584,,,-0.051093485280581774,-0.023833439006788026,,,,,,,,-0.022244835057719348,,,,-0.009744248078864481,,,,,,0.040633061868163955,0.02686654678210798,,,,,,,,-0.06999519348266814,,0.09056926480080563,,,,,-0.02115305049473193,,,-0.03119355440073246,0.010374556634585863,,,,-0.10382412556114651,,,,,,-0.004444569802372622,-0.0036924945496570327
