,2002-05-01,2002-07-01,2002-08-01,2002-10-01,2002-11-01,2003-01-01,2003-03-01,2003-04-01,2003-05-01,2003-07-01,2003-08-01,2003-10-01,2003-11-01,2003-12-01,2004-01-01,2004-02-01,2004-05-01,2004-06-01,2004-07-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-03-01,2006-04-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-05-01,2007-07-01,2007-09-01,2007-10-01,2007-11-01,2008-01-01,2008-03-01,2008-05-01,2008-07-01,2008-08-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-03-01,2009-05-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-06-01,2010-08-01,2010-09-01,2010-10-01,2010-12-01,2011-01-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2012-02-01,2012-03-01,2012-04-01,2012-06-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-04-01,2013-05-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-03-01,2014-04-01,2014-05-01,2014-07-01,2014-08-01,2014-09-01
0,-0.037121316107609825,0.06341869126754363,-0.02350831148404997,0.06399666018890549,0.09692523979049478,0.08756470484324469,-0.039384796346591866,-0.056523212321757055,0.12692452903528206,0.028482446554087826,0.03465818786423758,0.07612301292701407,0.09096298742819275,0.11651374463610692,-0.06869197641940294,-0.00256519905017627,0.09352691932717971,0.05154741469684776,0.037781429750934015,0.06288893576668356,-0.01986376237955323,0.006328371732333804,0.03980937872746926,0.017416025837543758,0.017001790495694058,-0.02409805938523335,0.0299355171540725,0.024141586982389773,-0.030748756794648613,-0.016928454703496243,-0.0033807183419156672,-0.0260433822330417,0.02344072097309491,-0.04319204927130116,-0.03919969662915501,0.04265646877167961,0.0006042640265621069,-0.01548395221522636,-0.15169058652298384,-0.002330823076791555,0.0035290666953236016,0.024376604447625017,-0.04591257028650264,-0.009563419756398517,0.030441261174813272,-0.022934061387175797,0.03233639832238344,0.04979563505316276,0.0005248812025016036,0.06175074073250464,0.006212347258251816,0.017984494000316875,0.02857589342784672,0.011998248463151562,0.0509813222107145,0.22240321996431778,0.05270379963458993,0.06769512507012965,-0.05189031752184092,0.007073698893220071,-0.02084312955057488,0.09615946741821646,-0.08129572728573908,-0.013061683910712052,-0.06457907167972854,0.003713263655881871,-0.0527822090999166,0.002656767104175284,0.02552148172607982,-0.001296132310910636,0.027072864237445593,-0.04425209029646515,0.01161040395213453,0.04621100261766453,0.028035231559653262,0.051373861429425904,-0.07643249415972386,-0.015365925964637817,0.041234252684741374,0.07132838843821909,-0.024557441978856953,0.10856173830525684,0.040163564390346185,-0.027466933087121115,0.02159075976088687,-0.007998669450460127,0.029015308258926176,-0.04114216231284629,0.08610267055025722,-0.017194705600734217,0.024501748952815317,0.06353714028307333,0.03298810164028643,-0.08050266879396673,0.0352608669259753,-0.03771524806113602,0.035418848534270575,0.021754051755442427,-0.2163258832338748,0.04945662350422353,-0.008598637633572048,-0.011782939261846802,-0.06449595521336748,-0.008536165399725015,-0.022532693285804317,-0.03934660875421914,-0.017113431155612036,0.010211832051351788
1,-0.08038081138819742,0.05866095322708054,0.005028690954536952,0.08175612260984222,,,-0.04701431970857595,-0.04782737606831189,0.13634344327797554,0.09084444923504953,0.013479927096392785,0.020511157825002124,,,-0.06829024090711822,-0.019834956505969448,0.06589948265310452,0.11725540434726334,0.03944301240536685,,0.00465568434275454,0.0174847743046066,0.011411977156114639,0.03609774248342723,0.01990672179794406,-0.0188858417929314,,0.030574671488427407,-0.05463221741775015,0.005085085707957182,0.0208090859344221,-0.02857615351889642,0.07719606316973104,-0.03314805890222128,,0.034321450526784925,-0.014397994317989604,0.02446398812578754,,-0.014010714051152506,-0.010559193196497674,0.0059480458772811495,-0.0480860588617853,-0.02808015350812698,0.01905923148108246,0.002132678294108681,-0.019599998593133883,0.03171456437052167,-0.046173056515613986,0.042843520946675095,0.06755985435652878,0.09112609309508413,0.002095195602803135,0.011930366480085386,0.05730443865964241,,-0.040746106393307224,0.10080619411854608,-0.09844459994214927,0.09433881544280487,0.022056081777063197,,-0.11623030498098608,0.013139312381893031,,0.00689833398487294,0.03950317088249644,-0.010690765529436819,0.06290339534545275,-0.025950603476975864,0.002484338064141056,,-0.0004504820581487934,0.03961756757655066,,0.04293307386939871,,-0.023640569625175245,0.018648517733032915,0.05278727223104063,-0.03232768835306027,,-0.0067553213362145925,-0.03543857365052894,-0.002067028175234631,-0.026083679791390146,0.040241802435926566,,,0.01353971115717889,,,0.036790698282834544,-0.10774753619613597,0.051760873076035496,-0.02065938975925863,0.019563573583227356,0.03022168804860126,-0.138853015265207,0.08225723792211603,-0.02473008562788015,-0.005402995624557027,,-0.04485539305021807,-0.03516032168142602,-0.030364887060421397,-0.0005336267851552279,0.02133433962592468
2,-0.0710650865480058,-0.001391887336957609,-0.02726822549848018,0.09794902643310732,,,-0.020927797019271388,-0.02924587106895893,0.1327789917925417,0.10168900751534493,-0.002620848531327713,-0.013823894939636316,,,0.022133504830259998,0.0308497544279267,0.09035783492392024,,0.0064055525421771176,,0.02204738917626492,-0.0050673148979946125,-0.010181386975403495,,0.00301369057631784,-0.005457809570775907,,0.07841882182107596,,-0.03364643401098899,0.06786350627489379,-0.026827473439907212,,-0.01185945812014566,,0.03625206451475094,-0.015828760032917333,0.024453507240267403,,-0.020393173657951236,0.014880754448860056,0.017552967789925544,-0.06229392039797066,,0.03634544129935802,0.012672627007837445,-0.026113824073231484,0.05521857139253861,-0.07829712377438236,0.028806337114617886,0.04865021666523295,0.16559422495177922,0.02309739042192427,0.033861551404075874,0.05536756131702936,,-0.053073444524528335,,-0.07829247045475274,,-0.008013508457545004,,,-0.004066438229188174,,0.02340204122502154,0.03121512450942987,-0.018489349755053563,0.07139825936712985,-0.055196968922061496,0.0011292521628722962,,0.009346555220664854,0.09670438746769339,,-0.012845289161828699,,-0.027887992593027433,0.023833196138585172,0.041227591391381435,-0.0418737521928782,,-0.022487621494918564,-0.013493953454833063,-0.01576315487489599,,0.07278639663996,,,0.008728615036106557,,,0.03668808217250996,,0.059258935039884886,-0.033850765472469124,0.023980102960228455,0.038929369275726655,-0.11996448163409568,,-0.002297189933592403,-0.010323517080409782,,-0.05423240478674024,,0.00158368630362693,0.011903717986389006,-0.003025490023531585
3,-0.057750248915795055,-0.056735658064294814,-0.0030143938456159702,0.12118787739244641,,,-0.029341631569410165,-0.034195895327015724,0.10060502370058588,0.09806391909484602,0.02942088948639232,-0.045800523112743186,,,-0.03044700889220575,0.031505988727310585,-0.004533124668967714,,0.019073140188935245,,0.04262192081522198,-0.028641982355748108,0.0019876451847729015,,0.0007589343702776308,8.018650767604996e-05,,,,,,-0.04492019026732996,,-0.024191633833201998,,0.05184362642224227,-0.011883703951953262,-0.008241059201840262,,-0.04428574750171266,0.02868137135497939,0.0741604690504214,,,0.010714794242301595,0.028277479129740213,-0.075453200003607,0.054286621409505686,,0.09258990814598445,-0.0028928083583248387,,0.012557460046721203,0.03350744175106657,0.03060340940910411,,0.0015260535918312224,,-0.04501858961573568,,-0.03108222432347807,,,-0.008798536973280369,,0.024703804625588965,0.04288461889442008,-0.022324767180589955,0.040439050150866684,,-0.0018263782074623425,,0.09385509152084337,,,-0.047078646642759736,,-0.041697928623630864,0.006110995961738502,0.07060227963713583,,,-0.04141271709410432,-0.021073112623365642,-0.028293418437556284,,,,,0.008668243145240728,,,0.013730781605188813,,0.03450550381220663,-0.02593260333611358,0.06340581978700555,0.05322400606729483,-0.22583093589478587,,0.0002979886652584307,-0.006836336736749759,,-0.06260028423685948,,0.0009252145248743737,0.0019271926636466041,-0.022439235471086505
4,0.017789328445694697,-0.04780060798249863,0.010393468193228061,0.09047883297325154,,,-0.0177548207682916,-0.02028922743528927,0.13279376947518584,0.0711838742914519,0.008031510000558129,-0.02986914573284727,,,-0.03428479587301947,0.02045566664605991,0.04743747860835734,,0.03360261203281234,,,-0.014441630091923674,-0.012166522703674909,,0.03412961416807958,0.017261805868819646,,,,,,-0.05727236789601009,,-0.05732409890168344,,0.08507942459583473,-0.003948843029634608,-0.06942386917759036,,,-0.0020102205631888914,,,,-0.025250299378556162,0.009465888001537914,,0.10260674236349265,,0.12324966822471284,-0.004006624952198612,,0.0817867837085946,0.0030964847978499632,-0.023968767281378645,,-0.025027790418658102,,0.0012289770060167626,,-0.04417544182558175,,,0.014391087165701144,,0.051216778428016196,0.008766405310331571,0.005565414352622922,0.040241331472143926,,-0.0075716545506434585,,,,,-0.02137218201891722,,0.031226691219289004,-0.03641113740383159,0.06107524441032186,,,-0.03458299336354287,-0.018767912355880156,0.00030737836595351453,,,,,0.010541652052644013,,,0.007377396617224807,,0.02162728694149041,-0.022200602969810967,0.0728173537141199,,-0.32983860840441004,,-0.05950707754362872,-0.004511323437278546,,-0.07209244603900122,,0.0012485850675816312,0.0021516146724227525,-0.039017716595945995
5,0.04811535144125911,-0.06835700464461336,0.0103241849285729,0.08563130878010972,,,-0.04605726396583698,-0.037454696657474584,0.14907265924280666,0.05391933733195664,0.0028901544436324977,0.015550919498676707,,,0.05550209665564987,0.016344559439032236,0.0782847867589831,,0.030919078285230883,,,-0.03364895383390876,-0.010600571854524454,,-0.0013359797779695093,0.02158144625400249,,,,,,,,,,0.07064843226533168,-0.006770654841624424,,,,-0.023395632580417214,,,,-0.022062046684414582,-0.03722522006383855,,,,,-0.03615847309063236,,,-0.0006756368803553237,-0.03065133720106361,,-0.029631601001165797,,0.012673056849692,,-0.0805179255578734,,,-0.008938925026030775,,,0.022215627396182658,0.049393243665650344,0.00017786424518373423,,-0.02159278797505526,,,,,0.03914931355242013,,0.02148929845279024,-0.05167691216863976,0.04962959594344951,,,-0.008294083668292984,-0.012105072044110932,-0.02184117775268235,,,,,0.006965983453044666,,,-0.04670728437838445,,-0.12937303512226306,-0.022608112799347824,0.08210488952661033,,-0.19453576119834182,,,-0.03138621986237965,,-0.06668708343278235,,-0.007652389712117902,-0.0010810914549750361,
6,0.04468360149024986,-0.006943345369469611,0.010393468193228061,0.09668965771226601,,,-0.12360905849696469,-0.006087145842545105,0.11434632747326612,0.04555630519142695,0.0031723020646015065,-0.07227219080915215,,,0.1310051518552402,0.013110906939300504,0.08526729403112987,,0.01583317179648369,,,-0.042192240745028364,-0.003914171931603372,,0.013197387960515172,0.0145234412557258,,,,,,,,,,0.07114364005780527,0.0035548548202658514,,,,0.01303978170743969,,,,0.03833748955761518,-0.006715637214758541,,,,,0.03292367186177447,,,0.001342944116239364,-0.02688878448422516,,0.02367553327799532,,0.016166143450014103,,,,,-0.04603504597340713,,,-0.016199305013017806,,0.01024301115376236,,-0.016577731868515633,,,,,-0.004635253921492666,,-0.010747214405363414,,0.026922272385291213,,,-0.007002251259487391,-0.024564396965032653,-0.022809740546570145,,,,,-0.0022152546611011736,,,,,,0.017090623875747557,0.09216968890404953,,-0.13578586037418283,,,-0.03481495168548375,,-0.05732455190586072,,-0.019407518487939868,-0.042275323981186386,
7,0.04411074874344867,-0.023479672889060943,0.011936721447286303,0.058399414623445445,,,,0.039101031544423015,0.1345508776824299,0.07486328610215831,-0.05223172717818303,-0.07898598132293211,,,,0.010202814096336943,0.055261955369541704,,-0.03961863029104573,,,,0.01947854269268301,,0.03007039847195303,-0.008588782490476565,,,,,,,,,,0.07532736093241277,0.012072214012863292,,,,-0.003135352471157482,,,,0.035179083533751765,-0.007306851660900282,,,,,0.009602461723515754,,,0.01845516006876391,-0.05561459958953985,,0.05413823932143125,,-0.03214834791019472,,,,,,,,0.014186020721558279,,0.005263666703559267,,-0.014939133660835546,,,,,0.021236933719096296,,-0.011834162106423851,,0.001937176228367421,,,0.014400629797389541,-0.011452119570920294,-0.016232241212124743,,,,,0.0020414204158443194,,,,,,0.048137811464395774,0.08789769301867922,,-0.15093889361273938,,,-0.049885791446285896,,-0.04731799576970025,,-0.022951482565844117,-0.05144891273081886,
8,0.05359378864475839,-0.03924175203661573,0.027224426056762896,0.04831481811487692,,,,0.11177040827235318,0.17355796998758832,0.08821684123699369,-0.12338502998481604,0.02849313118840957,,,,-0.03322642133260201,0.08674617596926071,,-0.10329157702599479,,,,0.008814416474607567,,0.061441841156054,-0.012647192185847977,,,,,,,,,,0.08107654058264768,0.046760082890646704,,,,0.016116924847368486,,,,0.023459158194401253,-0.01977013983262088,,,,,0.007182168274327827,,,-0.015515290844923202,-0.05928768331479517,,0.05149969987150593,,-0.03861911236118265,,,,,,,,0.032789849475413746,,-0.025564635898123633,,-0.016742898274044515,,,,,0.05153985366570124,,-0.03794387547690803,,0.025298368163538476,,,-0.0011943199062844911,0.001971894651509487,-0.02996992796939235,,,,,-0.0029710491098213776,,,,,,0.056376981754417965,0.12067436492809547,,-0.10717815483695681,,,,,-0.050458054001946084,,0.016838078456558936,,
9,0.10566529313709894,-0.06367954033515133,0.007992410649637405,0.02798100051156771,,,,,,0.06845984813123662,,0.002694405487566165,,,,-0.0725101170862773,0.13998554422506992,,,,,,0.01627658346879679,,,-0.01478989880000392,,,,,,,,,,0.05429114565293003,,,,,-0.001054080215423081,,,,0.02710517752177033,-0.021854756304271472,,,,,0.023414331727070525,,,-0.012658534727567172,,,0.053933255519758805,,-0.07889684341960712,,,,,,,,0.011357369931710437,,-0.0666060516705329,,-0.02914202697235191,,,,,0.042653987850875374,,-0.048200396795520795,,0.029334277798988118,,,0.05595056446689517,0.018597347132105257,-0.03549739093976223,,,,,-0.0012907719322707845,,,,,,,,,-0.019285613435242155,,,,,-0.03675277759057316,,0.042546754135329934,,
