,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-03-01,2007-05-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-04-01,2008-05-01,2008-10-01,2008-11-01,2008-12-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-05-01,2010-07-01,2010-08-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-08-01,2012-09-01,2012-11-01,2012-12-01,2013-01-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-10-01,2013-11-01,2014-03-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01
0,0.036913583197684674,-0.0019093904569807973,-0.05349282081606366,0.06289285171725534,0.004065649198652155,-0.037436865082501436,-0.007443813631984542,0.0026721052996814265,0.03102393918106472,0.09409391643519394,0.018543257683183434,0.032831507043194375,0.10727982038151973,0.040648300956076744,0.038467704925194274,0.07614001122527392,0.2954711001937165,0.024360060260781635,0.1435802887394675,-0.07621360797076537,0.1286370516396288,0.03868985313784945,0.08492920751734134,0.0014514722284566517,0.028485105597637284,0.05550371498592166,-0.09141451715771742,0.06599158482526302,-0.0012155816434695765,0.018772511207591686,0.006610971979519764,0.06689921526377485,-0.00547553571698095,0.007545633580603006,-0.03097014220165395,0.0072704593419539165,0.10181114333701657,-0.048907950651362775,0.019616084315823068,0.014960975851872504,0.005696945495565986,0.03851376719389954,0.035336392398348515,0.03912879645568035,0.03807686560014112,-0.012441576403780519,0.06168220948901659,0.021501553217198932,-0.019439649674394488,0.04804989886577582,0.08751269593117228,-0.0582645225373577,0.08468470735866318,0.018500600233555486,-0.05091941511383946,-0.05012274921146265,-0.019628843220820924,-0.047136521566808545,0.06858802948395881,-0.009649979436328726,-0.02462879668468876,-0.009183945948817662,-0.000514311926936184,-0.0067545550848908675,-0.0020743216208445325,0.013484004004209904,-0.01656933806377947,-0.01295469403311511
1,0.03344358514867718,0.01890967107492414,,,0.041341944500470795,-0.04132001434734023,0.006358261979098501,-0.004994147450856357,-0.0003613717618295986,,-0.056007727088466464,0.062380508882447394,0.06383788366758258,0.06260748820549589,0.04298772596889358,,,-0.05100327131213278,0.19111390289776553,-0.01153607082127539,0.20490680955675378,0.1014653387152431,0.014709468214938903,-0.010856377067916423,-0.015448131979611701,,,0.10225651776784694,-0.005953393341159519,0.08623036570777196,0.006269439144323652,0.08260898200735967,0.025579974269642036,0.06514017708086861,-0.02719072287092228,0.04234454814465893,0.12984397396593916,-0.0728189532018142,0.07099682206429692,0.026253092036406578,-0.011841726366310423,0.004507385088671434,0.007178485766350384,0.07740938738254943,-0.025157428167938534,-0.01425429533252831,0.09990961562097311,0.023688844616908122,-0.0199849885554233,0.04524446839379581,,,,0.00337138929566283,-0.010143385807502181,-0.02871048156758027,0.0588648645707921,,,0.011042425187345328,-0.03084385133948242,0.005921538591939557,0.032875830863448474,-0.0005295416557078436,0.022673692005571677,-0.02145841783450475,0.012207778409048742,0.026101636136360407
2,0.05882555289537528,0.02477553725547621,,,0.06072475880833239,-0.03318076271987791,0.026519967800842537,-0.05088718884147503,0.0029541719433598956,,-0.08292266851711094,0.05409370661860202,-0.013173928058760165,0.0174477850311221,0.03025323033531782,,,0.013287657304511091,,0.0498028866677509,,,0.010671645628784976,-0.04768541051241115,-0.022904123504509877,,,0.08456848542750883,0.023896319011109668,,0.006497140661148926,0.06894558717003996,0.04431359942049923,,-0.03388552727787264,,0.06622546670814167,,,0.044751498529956635,-0.00788583031346568,-0.006349250106215454,-0.08113933390950834,,0.05041476273392398,-0.023325247258816684,,0.025324192173034277,0.01893372448395514,0.02355208586014701,,,,0.016600504553766715,0.05764525685245414,-0.040519292866492584,0.04642085890218306,,,-0.0029462070638912596,-0.03255680136475991,0.004977644490275157,0.012184128325461563,-0.025001941229447766,,-0.045431448943655584,0.041212815684048776,
3,,0.022992913192252606,,,,-0.010204689877847395,-0.004362529227080136,-0.11204854625436833,0.005318531333909693,,-0.04623691507088301,0.12608906202405112,-0.024867469964126254,-0.06482747686322332,-0.015788602235343924,,,0.05416962661048519,,0.13034828474765847,,,0.05567440683269087,-0.055697385934084576,0.002696897652889829,,,0.06910012509319285,0.02391086081612981,,0.006497140661148926,0.0868954552889456,0.05472613886653893,,0.001786915250377774,,0.034288805834671976,,,0.08367719408742413,-0.039979468093248816,-0.042862875334299,,,0.027003867135298343,-0.013190572262006373,,0.027026456384151132,-0.02056673777076945,0.013939686118145556,,,,0.007320604069121384,0.04226342970075936,-0.020873021396811353,0.05183329259665226,,,-0.0039058762107115896,-0.017722750364782547,0.0007738913129469172,-0.06358302037173602,-0.0060001908585984864,,,,
4,,0.0012993229368656323,,,,-0.0030373405539960707,-0.027625776940431113,,0.0053625389526961165,,-0.05068794084170669,0.12376555325733718,0.026554096699825003,-0.03342751513631903,-0.04827158957560693,,,-0.014335745686429147,,,,,0.06872609160872223,-0.046615156743353925,-0.004233241415389832,,,0.08980652259630295,-0.006947203092210863,,0.006448351843536315,0.0755695892336119,,,-0.017830100521373682,,0.057454351950720906,,,,-0.022224211282610762,-0.05350700609636028,,,-0.0015493139770255127,0.017518658865560144,,0.05689238562045329,-0.08664279491126337,0.016813614844649383,,,,0.040523957446399805,0.03390435924159463,-0.04460770644421608,0.0755352647613956,,,-0.027947528832156898,-0.018696908109677723,-0.006243694692450452,,-0.010552947164544024,,,,
5,,0.010877447637827498,,,,-0.022880219013706737,-0.045586484104529035,,-0.03343943118918169,,-0.17807841719347484,0.08961016358143703,-0.05743699995697904,0.004695311896706134,-0.02575553860724497,,,0.053286964303847606,,,,,0.10258396481355558,-0.03544840318472153,0.03153898902086971,,,0.08061814730877703,-0.01404081437597382,,0.006610971979519764,0.08662018590632581,,,-0.013699940477521988,,-0.04295974012954851,,,,-0.06481082375498004,-0.08768760174355927,,,0.016248896591839035,0.03495752682332143,,,,0.01733870432775686,,,,,0.095878347660036,-0.020765043802269734,,,,-0.038749136538362317,0.009613921592464436,-0.03210847644319004,,-0.02512558577626267,,,,
6,,0.01207032171662581,,,,-0.036099568340725474,-0.02914525094283138,,-0.026678305936488123,,,0.06814638014605578,-0.013767774906628727,0.12345348729858285,-0.011679093738578866,,,0.22184239895651814,,,,,,-0.0406612988298749,0.018137206538361594,,,0.09996699127346154,-0.027838142534324817,,0.007033660610611836,0.05689220486138735,,,0.03153822532313244,,-0.010189966073676615,,,,,,,,0.04694379033456286,0.08453351698089573,,,,0.006210821276368517,,,,,,-0.0015760213708153614,,,,-0.035300780045757874,0.02871244335814005,-0.048122004386558004,,-0.004517786804250523,,,,
7,,0.016813770917850746,,,,-0.023215914859437525,-0.03309144528110419,,0.0054660032025184435,,,0.05717504695915254,-0.008386218465267659,0.06707352167559244,-0.02813052430613469,,,,,,,,,-0.027334848875848028,0.02780696198322119,,,0.11948242982138635,-0.0584217608067954,,0.006838595750927823,0.06776929274955745,,,-0.004342106450502925,,0.05287148867966174,,,,,,,,0.08838527163572252,,,,,0.010047333816230353,,,,,,-0.014624262137497901,,,,-0.02879161693398502,0.08226863145608831,,,-0.007390440247170282,,,,
8,,0.027958455366858703,,,,-0.01798620871151546,-0.03073722368604148,,-0.06894743073652476,,,0.023395441918680815,0.013353717439990032,0.06166491592635781,-0.04550308704197678,,,,,,,,,0.01621430149249159,0.04040649627093673,,,0.10462378302401532,-0.021032281998668356,,0.007001152442931868,0.09953484742535634,,,0.012515337935181226,,0.03474032642170144,,,,,,,,0.0815449947542719,,,,,-0.014340114138195581,,,,,,-0.03355497277692976,,,,-0.03086044115446418,,,,-0.03191878110784696,,,,
9,,0.029688434668747155,,,,-0.04212690533700192,-0.039035536612530564,,-0.05867599521350453,,,-0.037212448888839456,-0.013170807002527596,0.0973078421318383,-0.03291654323754753,,,,,,,,,0.06715526130934157,0.01928914205698573,,,0.09685026557952758,0.04901398534045498,,0.09204971308437981,,,,-0.007178975493188577,,-0.003800051960164197,,,,,,,,0.12588835806315757,,,,,-0.014498807362238297,,,,,,-0.01623555842310953,,,,-0.02166246453599996,,,,,,,,
