,2002-05-01,2002-06-01,2002-07-01,2002-08-01,2002-09-01,2002-10-01,2002-11-01,2002-12-01,2003-01-01,2003-02-01,2003-03-01,2003-04-01,2003-06-01,2003-07-01,2003-08-01,2003-09-01,2003-10-01,2003-11-01,2004-01-01,2004-02-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2006-01-01,2006-04-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-03-01,2008-04-01,2008-05-01,2008-09-01,2008-10-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-03-01,2010-04-01,2010-05-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-02-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-07-01,2012-08-01,2012-09-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01
0,-0.005151872663214929,0.12468153946566041,0.008875142474206621,-0.03881786970443546,0.0497321773486219,-0.004015186563899986,0.029672158168264184,0.15499763812182832,-0.028274599578602677,-0.07302945982519438,-0.06120134285235923,0.03307249132708456,0.004752863534954521,0.03254643666578749,0.12406828141394266,0.15069251025242725,0.02849305256130652,-0.01768205226486419,0.024816677052151626,-0.046915919010176665,-0.00499249061192053,-0.044015022387693836,0.037470359542582266,-0.02405508166885717,-0.019055150599142312,0.034289216714117554,0.032007142677563216,0.008494961630342024,0.0018521793679775467,0.10528553991499123,9.902825800944814e-05,0.0014480925192088545,0.001779260700561558,0.018874208766653577,-0.028734665211200383,-0.012330374863523064,0.00794204510289731,0.024508927160475036,-0.0037713500004037392,-0.04008993940665517,0.014891288696095462,0.03156967248840736,-0.03178665071819031,0.034138426807603706,0.0794792908842265,-0.08000990845360945,-0.027860064752883495,0.024787855254428726,0.05585083917985312,0.022925846926807436,-0.05602012708628479,-0.26468653452209656,0.018766646009605648,0.09020096799790922,-0.049670808594344695,0.014112606402795658,-0.03774663987914417,0.0834520364162259,-0.0469465213864142,-0.12824053138391234,-0.05003538791920947,0.10379750039389046,-0.04911738589843573,-0.04753555295645384,0.1302430496413527,0.07284512025096268,0.04705132517808597,0.07746707383123796,0.008628804198319573,0.04639969818911671,0.010022357337608367,0.07998721436910472,-0.00013813889851954642,-0.04352601021622693,-0.051426352985818546,-0.02045139145268937,-0.025742907430757356,-0.0004101358127250876,0.024419839057138848,-0.05162862789799538,-0.020713845145512444,0.0403502491151162,0.0022263398082720265,-0.07131602152148941,0.05158508571451481,0.03897010456608996,0.028479200066349852,-0.0033908619816100938,-0.0022153364538590736,-0.03208169999331334,-0.06882828392411922,0.02866251822997068,0.05851594321165976,-0.013202169840170086,0.039147523904244474,0.0661562479435231,0.002325022315186498,-0.04320245462325922,-0.03538446273224061,0.03180044177454766,-0.021208925128686218,-0.007962139160031967,0.05793220387531539,-0.04474426070714976,0.01767765284571965,-0.01063752016619901,-0.011393183714747401,0.018578469961684885,-0.0048696552731355425,-0.04082669465321409,0.027903356317856787,0.026006828710828156,-0.022946042469974337,-0.02127409362983837,0.030868341764526352,0.011184973076512783,-0.01200390805785334,0.02285666176843959,0.03890892840908711,0.025960906449585153,-0.04282502935286425
1,0.04121106253755347,,0.034343941753366636,-0.0712971975111043,,0.06841824577056976,0.01831119048944263,,-0.049891647275649875,-0.06838346573102827,0.0026788935965580407,0.05147454413889907,0.006316082945505119,0.007293800705042042,,0.0720682494116831,0.08667838949190854,-0.0077345703502360585,0.032367664186130796,-0.04241525452107808,-0.00790996978223335,-0.048314423483403424,0.07180997798834188,-0.02549870369103102,-0.0036260870411519708,0.054073134107353926,0.01183637332623455,0.0205397213917784,0.018226293461208964,,0.004731027807777344,0.008290527292123873,0.007239559542456142,0.006885568759976479,,-0.0015187984185898173,-0.004611356033293212,0.07118474634632177,0.025680126263645242,-0.053474117832237766,-0.0028513899280828703,0.05715450115327192,-0.04176215423293428,0.04364295605367263,0.007622044645472614,-0.09857881967634086,-0.03890082126798422,0.06274204063049793,0.05413260914983731,0.029677601699220846,-0.07476188329756628,,0.0019043954354316384,,-0.030262662337309898,0.006145210804975543,-0.15723119656333173,0.14169269778157734,-0.01803410470903466,,-0.003040553155022163,-0.05696910909686581,-0.04220563161981161,-0.10528316302167529,,0.07942662114831178,0.01012556320657465,0.056891462297911755,0.02493903422063881,0.07934284539682934,-0.01732514115952477,0.07039811669740415,0.05280676639051585,-0.05388813203560394,-0.014681556803123108,-0.04666946496652269,-0.03748685128199325,0.0021646978829306107,0.05141141517108583,-0.01920628132650748,-0.04242206860788711,0.024225976211717182,-0.014575197220553004,,0.07711665950613478,0.034827226841384284,0.05703789877642218,0.001991608240393017,0.003182660568935791,-0.025022860719435158,,0.04162458662680857,0.0048084210671106575,0.012772338592713428,0.02734203749037012,,-0.0141324611279261,-0.03942585383676378,,0.01949122914392598,-0.009063566433560766,-0.01989696037596911,,,0.05079093916162192,-0.002179870172598797,0.031151354860709635,0.0034644083544934645,-0.026210577944167923,,0.01119092207625938,0.043118676493025365,-0.015212674728718234,-0.027683018045275426,0.0199172435552315,0.016912003035227663,0.021829135844666503,0.01975487222754202,,0.029181915186857754,
2,0.10019095277106649,,0.013057605026316033,,,0.0314072787182782,0.03079870311230848,,-0.04680320432887175,-0.04012955787027783,0.05765100203864759,0.06378525707710603,0.0390055784196357,0.038798877620895844,,0.10203784623737455,0.05846305192517587,-0.0476620184961547,0.023075210023230763,-0.008387331214861682,-0.00781809038918535,-0.04068645489983669,,-0.023910097166824906,0.006743612587797987,,-0.0034750807653800564,0.01509405907228567,0.024291798068176274,,0.010954193084460218,0.012105923239685179,0.024442355698204743,0.0010729346295761388,,-0.006987532297428434,-0.004700684056706095,,0.011917235733923004,-0.05200384024158433,0.018038504773588926,,-0.04301973420801275,0.017541954500707613,0.09043030652286838,-0.10268357262684158,-0.02107994956395154,,0.2052900846497856,0.03892055867813293,,,-0.018004758773413787,,0.06500583821726469,-0.049063917072161845,,,-0.018563742822688356,,-0.015732972873666373,-0.06334016624067296,-0.08984646791303996,-0.059095500747777585,,0.07193791843415343,-0.013060284284999835,0.05294888123485819,0.05148294781936347,,0.02923399554870465,0.08890160333827124,0.07248171034814543,-0.04472421859457043,0.008273145462833309,-0.053857261522993305,-0.044614046155882825,0.02116403588917981,0.0465174408064839,0.012942499372174066,-0.02821897797038808,0.044142288594980705,0.019464984854752565,,,0.029070769833976495,,-0.004199875877197723,-0.0023017919283452315,-0.03176332091710243,,0.07812789543876697,-0.024285564490289957,-0.02648760300808073,0.009865268270373262,,0.030168553381039853,-0.044914811054694415,,0.031157822954157588,0.0050031794684040065,-0.019541587604246402,,,,0.01056692151150962,,0.002534315367050066,-0.016251608480223112,,0.036000591900497536,0.016727996992198957,0.01208973291633697,-0.06209202038840925,0.042275258862998655,0.006517804584719844,0.028531569608464924,0.029806268827818005,,0.020969597008060337,
3,,,0.03666734745893052,,,0.053602287966740825,0.026976303633999166,,-0.02440680039894927,0.025744760714438986,0.00847561275449582,0.048598556453483654,0.06658586660286847,0.04551832584621662,,0.08598768869456652,0.03162076181844986,-0.0312123240015727,0.003124825455575131,-0.0011242746815196547,-0.005574367011305981,-0.045615600679060675,,-0.005783985486684795,0.007686563277613079,,-0.0034750807653800564,-0.007221697977827457,0.024065600131535803,,-0.0010375771540475087,0.017106568658618038,-0.005067207308653288,-0.004890670771596106,,0.03254756672389281,-0.010863441452198863,,0.008721128524425303,-0.052163812870200665,0.02790421174709623,,-0.0315506878276226,-0.002392532679322157,0.030219089644643427,,-0.015184542463436701,,,0.05514821873335962,,,-0.027515637292801376,,0.14346013036814753,-0.06975608095360353,,,-0.02018219925261211,,0.025293562355155785,-0.12408634986709322,-0.11890173705856233,-0.036056922092728705,,0.1357127005074693,0.01151885041398737,0.02637361359581636,0.03511759251598856,,0.03045860059660943,,0.08314579305632197,-0.022612151066723207,0.003552232334475658,,-0.03632977309094487,0.012313894407385728,0.06919878073462815,0.02466360467152917,-0.03799589557023886,0.034210735611511556,-0.008023089310494669,,,0.013396915029427081,,-0.008378304389522917,0.01032547186134547,-0.01439472465866709,,,-0.05013945070752168,-0.03454997677237692,0.017761525425443958,,-0.00936115026553841,-0.04481496754639691,,0.02496394085186049,-0.011498625846626087,-0.023501072489956254,,,,0.0035826148225437393,,-0.01063945456408888,-0.006046912297002827,,,0.019699660379579154,-0.007287971914732516,-0.016737556941151227,0.05298021490498206,0.01999118509280784,0.003244007070439814,0.02072719086461916,,0.013850648033477242,
4,,,0.05419223364455927,,,0.0910687211494261,0.03422363473039858,,-0.03508554857223012,0.015658493799846074,-0.01530434128303515,0.06289147732438694,0.0889572694266012,0.0737029083387053,,0.1666615219858958,0.040564935073069464,-0.08391476403575204,-0.002794167024795513,-0.03744637440488319,0.006271789349121537,-0.03501437889371517,,-0.04962506002645628,-0.008511792371297844,,-0.01022708059105959,0.011910751444205392,0.03732360721040684,,-0.009041007228750897,-0.012040629565147842,0.007081091790321459,-0.023505445428439575,,0.03311523574488495,-0.030155059990480737,,0.03577037424017959,-0.06146915674383813,0.029621289367286696,,-0.02203005919615686,0.032714247466379076,0.007097445394979418,,9.016610427248217e-05,,,0.031809063604825605,,,-0.04393919962741277,,,-0.0032932043270526012,,,-0.007967829606352117,,0.0037019295329812074,,,-0.06676559968604057,,,0.006493990525702653,0.026863196665667832,0.04360041360229183,,0.084135398358544,,0.09329742071873826,-0.11466788048771015,0.0089882184964436,,-0.07251330073137652,0.03716945259499749,,0.06893874249133791,-0.0031739495584917066,0.024744596935375007,-0.020672687067477824,,,0.023172988677881978,,-0.03430357332000922,0.02756895915331814,-0.033552951227869166,,,-0.030906415053040703,-0.053772246423125836,0.028814971114037524,,0.03342834138873796,-0.03174523004970142,,0.03267323027318181,-0.003201369629549866,-0.02898041036924104,,,,0.0004472307891845162,,-0.0053681899211661666,-0.0061861853868872,,,0.002863738043616504,-0.03301332065618379,0.0003807231868166727,0.05112300033104811,0.03408057638409634,0.002849688722657895,0.009775600089471315,,-0.0015984935779229659,
5,,,0.08076088223127642,,,0.039064164318248995,0.05125768096129635,,-0.021353798032771376,0.04065851988384095,-0.0002130151953663173,0.09086182082913075,0.10921349153477555,0.07524538766779898,,,0.009618039686277502,,-0.028670711590671694,-0.06923482439825612,0.02293532715326485,-0.06037154753304241,,-0.07387086669112697,0.005790526489742875,,-0.02008205948729458,0.008733171420477026,,,-0.017833539705447765,-0.0007049145630761977,0.0008768220515222858,-0.011022852394184213,,0.051473311032959046,-0.011082208308363928,,0.048551456545461225,-0.09298655522996135,0.052934934789587995,,-0.019561559588931132,0.04931833273024666,0.025375263609205445,,-0.0015019323157892117,,,0.015117748989178947,,,-0.10312517231725904,,,-0.02966382664655076,,,-0.04201289480170711,,0.023853162313617116,,,-0.060612454906287194,,,0.031719532893421665,-0.0029500672428235397,0.030434938039518133,,0.08071180001810374,,0.07010701914657114,,0.05020298516781452,,-0.08756212658656759,0.014730748125420412,,0.07745609432487299,0.00426669673105895,0.018978589866831097,-0.0027759199034758097,,,0.007955670670688697,,-0.03482591673249624,0.014582474774148757,-0.055942370002275865,,,-0.0021318459787504906,,0.054687371888803904,,0.031679872117083896,-0.05123332901689537,,0.02146567625735596,-0.014322267589558457,-0.02183979251200352,,,,0.023985542111429226,,0.0028233069589140847,0.005459949415114185,,,0.003842468285734757,-0.0160001156591969,0.021355759405390556,0.025808505560613426,0.02496947673573091,0.034253608677575986,0.03138129416302471,,-0.008240382157236326,
6,,,0.07338639618512466,,,0.09116243044451955,0.12704349151042482,,-0.062440690397295384,0.0308349268309831,-0.003412774141427821,,,0.06014984559643399,,,-0.014497888594815045,,-0.007099652355253561,,0.016063679905187644,-0.03850860199925776,,,-0.025030203377753857,,-0.026337548352389994,-0.010975899060015282,,,-0.050200128266291055,-0.01583228183567087,0.0021970423012924734,-0.01698921608361026,,,-0.017374142430046202,,,,0.04591771939194045,,-0.011477395685965064,0.036602651973497435,0.07148227661522893,,-0.024200145680325802,,,0.006135316226872023,,,,,,0.00525890527339512,,,-0.02102093240723457,,0.030678629997266338,,,-0.025918884957036425,,,-0.0463735807797625,-0.00965092436532311,0.08933507060371415,,0.10401658944169534,,0.12032413801367259,,0.06721761234321377,,-0.09782133369526491,0.04000503013816914,,,-0.0167624087237499,0.008401669582561944,0.011058533602404719,,,0.011093639764143237,,-0.09027201619903602,-0.006906592692237812,-0.044920827282686204,,,0.002788054000618878,,0.0638317384075926,,0.039903277082801836,-0.02996825697967731,,0.011026441257233177,-0.019006171120145243,-0.018591354199696486,,,,0.028464333760344296,,0.006901501163866008,-0.0038446650338923583,,,0.0016237252622031129,-0.03683186853074849,0.010438095042787338,0.018268637446717584,0.04352088452932801,,0.023861597791546174,,-0.004241458702263223,
7,,,0.080949476471329,,,0.0999041682573012,,,-0.06651434067305684,-0.08083865499893284,0.02193375719693136,,,0.060439057733504775,,,0.009950686707487222,,-0.02238735354273036,,-0.038206964675573385,-0.06027697445162339,,,-0.012080269019774992,,-0.0016171255013297525,0.005123143079971193,,,-0.033913617179461064,-0.04421525806104931,-0.0037150294675849516,-0.004373299534978781,,,-0.017525135044952567,,,,0.06499365244329214,,0.0055107323733216695,0.02885077842114625,0.029279344773663618,,-0.045339247894852,,,-0.00971531687799998,,,,,,-0.04369284803472229,,,-0.03681808458752878,,0.050842372834530636,,,-0.018742010962249367,,,-0.030356134625229902,-0.03133049928459508,,,,,,,0.05724102388343422,,,0.03752854044598486,,,-0.010909605272824141,0.032375289656830564,-0.0038930070692160257,,,-0.019385278356339075,,,-0.026700181162463643,-0.02114771650976266,,,-0.003908963822633282,,,,,-0.04248545689956584,,0.023667443268970523,-0.026113982437667715,-0.027785876323688452,,,,0.02047460830512282,,-0.014446236291232317,-0.014790715804593457,,,0.028778928180503538,-0.05132256928079837,0.022946067822288557,0.022298054138727874,,,0.017903452750783977,,-0.007389502783056834,
8,,,0.11025855912009219,,,0.06749923532234203,,,0.007745215547064532,-0.06291152122431631,0.09565856415255225,,,0.04367484037579339,,,0.01982907170732151,,-0.028470912219197064,,-0.041656994959659244,-0.060018021099587315,,,-0.0014139394426917473,,-0.0005023738079232842,0.015014083360513908,,,-0.021505346594998698,-0.02727129737970757,-0.010807757139935426,-0.004068852595370931,,,-0.017135136461997824,,,,,,-0.012129302185007074,0.019419914696763074,0.013830133662651123,,-0.025589694849603273,,,0.034128573562158815,,,,,,-0.09846580758433432,,,-0.07750163930307097,,0.014775003422489608,,,-0.030389782095463946,,,-0.04682499109735616,0.026362256903298853,,,,,,,0.0629664949337112,,,0.04260444518939144,,,-0.05232313508868014,-0.017933345396398348,-0.0336908415781223,,,-0.01236573616861314,,,-0.02566676526943379,-0.03942172746745376,,,-0.022448692185356833,,,,,-0.049099868882324316,,0.03685556695639702,-0.03629732950890885,-0.008325762121269786,,,,0.046054091796237984,,-0.018340044727835902,0.012671583247298557,,,0.009093766883947918,-0.06312245636117453,0.03411047087459648,0.03593031263158908,,,0.021432549252098365,,0.0004197722927941072,
9,,,,,,0.05918783607380873,,,0.0013149613527794202,-0.08971952467749533,,,,0.09225467132128329,,,0.026793305665425926,,-0.038904609849717,,-0.05230142226846146,0.006990483862197694,,,0.0010482130989608596,,0.01951718073518105,0.004287271395336134,,,-0.03509603511884374,0.0009657629196457851,-0.002283175060142195,0.0015744936469648252,,,-0.011180337247444605,,,,,,0.014925454624161283,0.006876328735457848,0.006399795210959736,,-0.042218918034174324,,,0.027388333717587754,,,,,,-0.09200536006434024,,,-0.0718919160251601,,0.029305309138180746,,,0.0016337997474735744,,,0.0032359985372689692,0.041999108076682834,,,,,,,0.05321984398487212,,,0.025540169973655935,,,-0.05768112731246555,-0.007095946527189589,-0.060820094342580955,,,-0.028167941265111462,,,-0.02135189656884684,-0.04339933265182827,,,-0.037424033626475506,,,,,-0.03258608095715321,,,,-0.0019420341178317813,,,,0.03407696841569585,,-0.027021105620100627,-0.010472214364942722,,,0.007821861902597593,,0.026021017057743484,0.0032516146635361842,,,0.029405712017755103,,0.0032885406443252663,
