,2017-06-01,2017-12-01,2018-01-01,2018-02-01,2018-05-01,2018-11-01,2018-12-01,2019-01-01,2019-10-01,2019-11-01,2019-12-01,2020-11-01,2021-04-01,2021-05-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-02-01,2022-03-01,2022-05-01,2022-07-01,2022-09-01,2022-11-01,2022-12-01,2023-01-01
0,0.011208200933577217,0.027292787797985163,0.027376031102129605,-0.009230699687152288,-0.0031961872353540866,-0.014492954376962963,0.06537487651128493,-0.045910368680382785,0.0005018475288296464,-0.011103301217120443,0.13449711954182808,0.050981416177472205,-0.002090485564650635,-0.005496796415843441,0.001764504206401174,0.005504808351981277,-0.007979924406949834,-0.01340116505268854,0.033878942160177505,0.020774624628313365,-0.01594032577165594,0.010517108523734997,0.013962491342687677,-0.011116986572907717,-0.0015910983933946632,0.019019411466652425,-0.004760659422418323,-0.013117143594819525
1,-0.001015282986674304,0.020855676901921694,0.024003576498057733,0.026451317136618524,0.010869173915656116,-0.031542528936057135,,-0.0481615559831452,-0.008259719627464968,0.021301748854132274,,,-0.005772959274683576,-0.003953084592980716,0.0007494539757604279,-0.015630410644375897,-0.011304391531337998,-0.00659149644590476,,0.0238961094762411,0.010545940580958924,0.01851875858097385,0.00850395993668851,-0.006858562773889965,-0.0010130693237941912,0.016531279581558422,-0.0068482062872925464,-0.025039662403175122
2,-0.006103103086801287,-0.012712595010690109,-0.01726127483833606,0.0568302579498412,-0.03683564840177245,-0.036910026999407375,,-0.04800299482282333,0.012657708945123858,0.012882814175723567,,,-0.012700157947574287,-0.015421567571612727,-0.00776929787714753,-0.024708309857299576,-0.005869158448295053,0.01379037603815933,,-0.014703635575182616,-0.007985286361062105,0.022289670234378445,0.0025186402888266457,-0.010588394066846973,0.004203909070339851,0.036306004824796734,0.005361550310057472,
3,0.0017235542610589683,0.035016010455119595,-0.008655957830802308,,-0.02587656692638518,-0.04567864504671748,,-0.05259321624202573,-0.0063652727445515644,-0.01258025979761257,,,-0.001195244560284081,-0.016064581539069867,0.012952437545715068,,-0.018194692596424034,0.011226002120400785,,-0.0009931408811127973,-0.005567067572105788,0.024775423541604003,-0.0073783834079677035,-0.019691176393493492,0.013661676104447462,,0.008173118657532674,
4,0.016209421414672853,0.010345186169192111,-0.012897908501180666,,-0.031097168547606913,-0.04171314046641683,,-0.06291895606973208,-0.018373115611387547,0.009087988924986412,,,-0.0033049332585015634,-0.018643638726460576,0.003785940421301426,,0.0006619136441003981,0.02293595111812094,,0.0010616160866914193,0.011359511657470733,0.02519959671555938,-0.002307469260558026,-0.027525651735705647,0.020613630628682156,,-0.004658019919113743,
5,0.025121412429076173,-0.012637541160327004,0.001177988167074595,,-0.0312591613616553,-0.05912472942089364,,,0.00885422778522349,-0.002391911629206156,,,-0.014084897210246528,,0.006674891014568196,,-0.004679706654092453,,,0.014097937392740345,-0.0001079851438539059,0.03492482898031213,-0.012371734451923633,,0.02953216573204953,,0.0063912511879171685,
6,,0.05456869748384863,-0.01691899665773544,,-0.017681305336094466,,,,0.002991424966864109,0.02360792648927923,,,-0.004868984977150159,,0.012952117448089329,,-0.0054193325883113985,,,0.03096111112971789,-0.019682137835813407,,-0.005065746151749373,,,,0.00655777311090433,
7,,0.023873654883124207,-0.0038016215756124794,,-0.0462002804997701,,,,-0.016971464768428923,0.03894769683732591,,,-0.007484372743994605,,0.004784403954261052,,-0.008248743979199169,,,0.04042104090909637,-0.02264728429163121,,-0.0057107262350437615,,,,0.008297382157679278,
8,,0.04832230275733407,-0.020478929946427638,,-0.024832588272455824,,,,0.012557226392706955,,,,-0.014501671440997121,,-0.002728139486009251,,-0.0011857396868775183,,,,-0.013411352641259366,,-0.02720862978776495,,,,0.003896308933503123,
9,,0.043582536448363296,-0.0032533089033233153,,-0.030479525805677365,,,,0.015114342495561761,,,,-0.004671935294147778,,0.0090218424289783,,0.0018233717614184464,,,,-0.012231382394486623,,-0.035218072339401996,,,,-0.005558850105087609,
