,2015-06-01,2015-07-01,2015-08-01,2015-12-01,2016-03-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2018-02-01,2018-05-01,2018-06-01,2018-08-01,2018-11-01,2019-03-01,2020-03-01,2020-05-01,2020-07-01,2020-09-01,2021-07-01,2022-02-01,2022-06-01,2023-01-01
0,-0.008253437423892951,-0.0003879950727192494,0.04571515482375599,0.03915672763736522,-0.009218071412270379,-0.011173740107469354,0.013277521217147648,-0.008657655483579552,-0.012181115587525965,0.005620144648607606,0.009452210989278509,-0.008163597546606116,-0.006350405267420145,0.036085057859122305,0.012471135936752198,-0.015356279067998191,-0.018947417426592228,-0.006590626201709249,-0.03635066940623877,0.007783163818847916,-0.020134351990487964,-0.033309932295143896,0.02091429169886383,-0.030829684928165735,-0.03346018353621538,-0.017205604598776514,-0.03780031359636504
1,-0.05695462205130841,-0.06762764645010644,0.038677291696449734,0.04336991030871773,-0.03701569477056854,-0.0077292269593498,0.012461677833179863,-0.0013744587973305578,-0.006628365570596068,0.014545402234877325,-0.007964191664495468,-0.011664886174462374,-0.008724123654226146,0.05012514455478834,0.0048082412256320595,-0.04976463725323921,-0.03985199024515218,-0.009893659507751895,-0.03388600861087432,-0.013256537682419633,-0.043613684040279654,,0.02376666604172084,-0.01574577733819127,0.01660108504407143,-0.025358054841488453,
2,-0.045869814662769404,-0.10484707915395797,0.04861186521243832,0.006069781634625793,-0.043481049867050925,-0.002892664396357547,0.008137159024912632,-0.013527396171232331,-0.02454252610794036,0.006822514577387362,-0.02372029297562528,-0.04767161280382615,-0.014380431692378792,,0.0015130038957171799,,-0.05107427881245785,-0.0374043564246227,-0.05816085194945164,-0.03385636240006784,,,0.008827212691494557,-0.03854274402838409,0.0039574653704606,-0.003307624825348965,
3,0.021192140717760655,,0.04228570057987202,-0.010024451422078196,-0.03459122746876975,-0.020596171722762013,-0.0038811478209967998,-0.007212650565439072,-0.04604862350960379,0.015991239622883735,-0.046582128244029075,,-0.01678712635171653,,-0.029063091483004344,,-0.061801145910278965,-0.007883568298703736,-0.07795818124642073,-0.03286506554825008,,,0.014343773650677738,-0.016969039350078763,0.011740469376005258,-0.03473088539613123,
4,-0.05284306575589626,,0.03449896677956521,-0.00836511287298447,0.0052670660917985,-0.007659620087849095,0.004624586931505803,-0.002339745591403153,,0.011832449213429963,-0.04263411747468382,,-0.0016764022157729208,,,,-0.0989541670858256,-0.015405555505355828,,-0.03197467022790401,,,0.007746676433553201,-0.01255562571847113,0.059559681680637855,-0.05910467627942606,
5,-0.05920803642057204,,0.013640472005570947,-0.014214950165036155,0.006894605402270382,-0.0030843435950999587,4.496337024928465e-05,0.02885559331393628,,0.02623899044875111,-0.0595169096002548,,0.011556285054367565,,,,,0.005232005660983141,,-0.01623486953178821,,,0.02133020793003193,-0.03284759965442663,0.11497294486727982,,
6,-0.060779645221277656,,0.014244746214556958,0.012170504418733907,0.011552030486227438,0.008149101279810556,0.0029342365235973666,,,0.01684072808364767,,,0.013047265180671674,,,,,-0.0035595845372142776,,0.01166639130549263,,,0.01223992143094832,-0.03817011321417341,,,
7,-0.059393036292644474,,0.009338249208632021,0.013954487462616294,0.007889474552319808,0.007428494276709385,0.011384872016868552,,,0.023195698637309525,,,0.019547008751489514,,,,,0.0033883940694323655,,0.011386181146040952,,,0.01857551875383634,-0.04566979681975547,,,
8,-0.0583014774085866,,0.00949883338195745,0.008694053861222573,-0.0021693880115897235,0.01157450911177077,-0.0037110036037089067,,,0.04492394807538991,,,0.015637857275783817,,,,,-0.0027179531857561834,,-0.014165435746544608,,,0.03276919138715151,,,,
9,-0.07934234500409154,,0.009095621047959135,0.015593714197563058,-0.014294983649822401,0.010056033827183397,0.0018156491637546512,,,0.06556883505285327,,,0.006711988562112303,,,,,-0.00016739613244265428,,-0.03483670367483893,,,,,,,
10,-0.0674162114229171,,0.019544088059132214,0.030102811715867706,-0.022645572945910186,0.009871435674187634,-0.005184679950163806,,,0.055130675291989006,,,0.010532777245279235,,,,,0.02468270884814716,,-0.017619715261996127,,,,,,,
11,-0.026943426161798012,,0.017011281937168388,0.025960475630931068,-0.014534676764823673,-0.0010852959128366257,-0.008412103541952876,,,0.07963688592317453,,,0.018561700651669177,,,,,0.042077797978975706,,-0.010492304595412838,,,,,,,
12,0.055254394803148976,,-0.02270175373430794,0.02526521104174928,-0.008782936566345989,0.0032458529035717665,-0.004312396830907783,,,0.07346094272926729,,,0.037856474122144546,,,,,,,-0.029480759621535846,,,,,,,
13,-0.00862463667039215,,-0.04890894541194224,0.0002060724871977282,-0.007570443307667651,0.009275330278039562,-0.0104199984843516,,,0.03744943357609942,,,0.048737012960397896,,,,,,,-0.04738948244262908,,,,,,,
14,-0.05662896806257467,,-0.040379704088017165,0.02838928777523897,-0.01643050650846456,0.005785125755553067,-0.008656055374016036,,,0.04206136115151915,,,,,,,,,,-0.05412142936386921,,,,,,,
15,-0.035282817632702024,,-0.06468954708434005,0.038483818425881555,-0.02438174113740088,-0.0002862468730845946,-0.008467422204609498,,,0.0358985235355721,,,,,,,,,,-0.03690410887881734,,,,,,,
16,0.005661790617613294,,,0.051326096223324624,-0.012791691836120722,-0.0019969119577371575,0.01010092089380854,,,0.01837227332489,,,,,,,,,,-0.01609162215466453,,,,,,,
17,0.04798642208673831,,,,0.0001547999755185936,0.0027058959444168917,-0.0012690343403956028,,,0.0137340908643514,,,,,,,,,,-0.03537459713378399,,,,,,,
18,0.04371470064993099,,,,-0.016010871618467815,0.006967453654482647,,,,0.04621371059712487,,,,,,,,,,-0.023832350943129743,,,,,,,
19,0.08170898699122198,,,,-0.016683140551349784,0.015388376975444651,,,,0.03351402819164517,,,,,,,,,,,,,,,,,
20,0.02153274868211863,,,,0.009748466175793946,,,,,0.02909945915051748,,,,,,,,,,,,,,,,,
21,0.022048103739665592,,,,-0.003214151829273315,,,,,0.03360637274967215,,,,,,,,,,,,,,,,,
