,2011-10-01,2011-11-01,2012-06-01,2012-08-01,2012-11-01,2013-03-01,2013-08-01,2013-10-01,2014-03-01,2014-09-01,2014-10-01,2015-01-01,2015-03-01,2015-04-01,2015-05-01,2015-07-01,2015-09-01,2015-11-01,2015-12-01,2016-03-01
0,0.049391404619058665,0.018944312631937965,0.04373694650192883,0.00482114758095431,0.022906121263099433,-0.0008197663204201899,0.10822395099697113,0.029055575095072506,-0.09537942274845257,-0.0069444356619903225,0.00790939979193972,-0.02369616725804624,0.016527653073951543,6.422995169952372e-05,0.034210092259042035,-0.06271625338392717,-0.002140638343955281,-0.005057414717701825,0.03141383850433721,0.016048125193522722
1,0.06611285952551782,0.045748320485208716,0.03493778889849741,-0.01237717496420121,0.024573866813211165,-0.015553507333945948,,0.019129472395957414,,-0.024733103834514658,-0.046774132568563775,0.017799363402765334,0.015441449238408511,0.00014025819237151183,0.031211114025508024,-0.06110614805551151,0.05628260032461618,0.11593343587459781,0.030085229570672833,-0.011436053916500377
2,0.07439857612145939,0.034295589570427776,0.04804809687131506,-0.060335158877460326,0.03969146416877356,-0.04669962947262701,,0.020084094507626826,,-0.020085011011632847,-0.04257673959471875,0.013238248887903925,0.004109330670385214,-0.0007719110063248991,-0.027730921352411286,-0.07817498398798683,0.0104890273977567,,-0.007930246644961336,-0.022421129015440133
3,0.12374511274278577,-0.009133046334599992,,-0.04058204001834964,0.06134948811966767,-0.1575233923810016,,0.03160417457505904,,-0.026410851431958093,-0.11605886848246127,-0.000830212206733183,0.028891634848839276,-0.07766306547358415,-0.11349884283907219,-0.06922819251425594,-0.025208504242479002,,-0.0003499270394740073,-0.013886756210943929
4,,0.058642899495537026,,-0.004134025974924516,0.11559755218335122,,,0.05872741735017506,,-0.015963973074068605,,-0.006382313234044368,0.0005651012155836188,,,0.006330554918351883,0.0035646973544238847,,0.018680481436566865,-0.011784710271382615
5,,0.0481633965846604,,-0.01215033547845934,,,,,,-0.012547085116503265,,0.06773587562935068,-0.0001880057837000404,,,-0.025740763098020203,-0.006509209895893875,,-0.03847136452105149,-0.031812874527902046
6,,0.0695376212601464,,0.019298683658746096,,,,,,-0.014998755084098647,,0.055038510806624696,-0.033928756493513346,,,0.011086309059199717,-0.07712626301711101,,-0.03169780123235588,-0.01526509534100473
7,,0.10653074548112196,,0.017258753991448383,,,,,,0.00770922862244916,,0.020870458601903064,-0.10879635951600597,,,-0.001711526196533697,-0.12673587766821015,,0.006758893804525101,-0.020373413976169985
8,,,,0.026955213862316363,,,,,,0.04690536979155624,,0.033355247844004676,,,,0.02939724909286401,-0.07541483593059972,,0.01393788729766321,-0.025527937664174605
9,,,,0.06883706291572,,,,,,0.0384600610758552,,0.04009270169275947,,,,0.03816008449722297,-0.12588365005915225,,0.027642117548492884,-0.04017767784942894
10,,,,0.0711440438949289,,,,,,0.04458430471731578,,0.032600992022767006,,,,0.04647211528493855,-0.07041698876340874,,-0.007964400082943968,-0.025993462612622142
11,,,,0.07056356784017215,,,,,,0.008633874311069878,,0.04089806067820678,,,,0.03804074796782064,-0.1105073904762186,,0.038349030298638453,-0.014809708971358582
12,,,,0.0924891195483859,,,,,,-0.0024743770170672086,,0.040629755850810856,,,,0.03824141082397592,-0.07117968664365293,,0.010921552449306482,-0.017519578797907442
13,,,,0.0879258488481538,,,,,,0.019361528142816553,,0.05993632364896895,,,,0.05916830259636674,-0.03795183142317793,,0.007830360001200631,0.006120746170501956
14,,,,0.11306412612025252,,,,,,0.004188574130907785,,0.09850030019262945,,,,0.04594867286533777,-0.0702291886236921,,0.028242442178828764,-0.02578972161126991
15,,,,,,,,,,0.017304986112423926,,,,,,0.04171200352415827,-0.005641208347417326,,0.08026469464120112,-0.02129716328460418
16,,,,,,,,,,0.02489633341785913,,,,,,0.0739632765866367,-0.01870549124659604,,,0.0060466945974253505
17,,,,,,,,,,0.011104997300837915,,,,,,0.042631721191090044,-0.024076570328118052,,,0.01310246738963805
18,,,,,,,,,,0.008991931559819477,,,,,,0.07800732273336042,-0.056386507883480874,,,0.026419144803757177
19,,,,,,,,,,0.031519348719619256,,,,,,,-0.07070012531316827,,,0.050945108447916
20,,,,,,,,,,0.030595597760000537,,,,,,,-0.04119067018991984,,,
21,,,,,,,,,,,,,,,,,-0.04504649907049352,,,
