,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-07-01,2007-08-01,2007-09-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-08-01,2009-09-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-12-01,2012-02-01,2012-03-01,2012-04-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-06-01,2013-07-01,2013-09-01,2013-10-01,2013-11-01,2014-02-01,2014-03-01,2014-04-01,2014-06-01,2014-07-01
0,-0.04336243453918387,-0.043920884429042406,0.052416276824581054,-0.008269891705740884,-0.037368850158469025,0.07744718953744067,0.18569903412450106,0.2055026811362346,-0.03064475030319791,-0.0204815902635751,0.07454522730103852,0.24010595779333854,0.1378383406588255,-0.17341374078126837,-0.0004747998443881407,0.05615377204277605,-0.20858812761371048,-0.0038383950292395497,0.09952630247934469,-0.09830555649198214,-0.04509623349597369,0.04429450377091104,0.06366078023605426,0.03546978295229408,-0.002261907460546997,0.031192678965280773,-0.093278823004603,-0.03307557539681838,-0.018349266819188248,0.01965192235551738,-0.004770315820869175,-0.06219022627160853,0.04143803706432747,0.013284854472234375,-0.04910667290304449,-0.009009650132524305,-0.04633788965545271,-0.011505295787616943,0.042977159185461966,-0.0287347078875011,-0.024329015603235415,0.0825841877910447,0.04012818801318807,-0.0034606702167137016,-0.0016817254504022383,0.029756414636437745,-0.09596936575903303,-0.10665780037960815,0.02616585055598164,0.02428143930755744,-0.0046953178044508714,-0.012483288012478333,0.022242382806134664,0.0001003970500739193,0.029034859063542418,0.0047982281940663896,-0.008993167005085567,0.08348865345666434,0.046524729037017654,0.03918187248504523,-0.04279382761108508,-0.028870994079104317,0.08267003515609117,0.004294028140082062,0.012313719914775145,-0.024657562097337715,0.034888635007436,-0.0166052037460791,0.006959838761353421,0.03987720180733989,-0.03965416935855659,0.08447426048113726
1,-0.06080727994217483,-0.05041414903655106,0.1877713152203273,-0.011385111393818814,-0.01636320774914557,0.12155765205807212,0.2198295752503885,0.16544175390413596,-0.1430230823139036,-0.036190966086062204,0.19199573141093884,,0.16533941140113928,,0.02058144430441411,0.03886887863104471,,-0.06230809773759782,0.016075924738747416,-0.18909747505274144,0.01610385700400907,0.09950522696684416,0.13946522436545994,-0.029010669934091737,-0.020949040631360827,-0.025804559355512957,,-0.019445585134604038,0.07669601059668896,0.030207956309520334,0.007329107467765272,-0.09920859911299296,0.05323602834721619,0.030906412529861926,-0.009610381469321139,-0.011284934235969324,-0.03816584848156168,-0.02368097690383597,0.051591787033772984,-0.025332459839967125,-0.0067562061154760045,,0.035561493196964555,-0.0054662908583351655,-0.020392525172045595,0.06330909745124158,-0.09099850559795808,-0.12731448100304021,0.03803522359725875,0.03058820383279559,-0.013886864767999052,-0.01798504654617794,0.041530689099392504,0.006337883811304401,0.01718105911819212,0.028375742351319566,-0.021965398473966502,,0.04629727061276556,0.08570179333308481,-0.000565432661180143,-0.02992413456980203,0.07637430224588648,0.017772337042663233,0.02947248327243024,-0.028583402791654278,0.02026226995985425,0.006678802138919249,-0.0004565241063043679,0.04524591496408359,-0.03735992709059621,0.10019217583605355
2,-0.05422563943318526,-0.08925164620535675,,0.0413853102454429,0.0667217028522209,,0.21678797957432128,0.18957695498429494,,-0.0610946840672244,,,0.17140319841198481,,0.032654882069348634,0.0593348141132517,,0.016354582990286026,0.029342339177297116,,0.03006410638332202,,,-0.10072464819752991,-0.019610137728271138,-0.012201750384774446,,-0.017307258100123235,,0.05787703146847045,0.000437338013902,,0.05466242476605432,0.023044415957421238,-0.028593968708908735,-0.01236905583737502,-0.05055091805973011,0.03169017972881383,,-0.04975873805886488,-7.49292158390702e-05,,0.02865760680693219,0.00036866390111645053,-0.02713550960594091,,-0.08365953026947603,-0.13076699719707308,0.014282195225483907,-0.0036408082963779176,-0.02375888142563176,-0.024584338592381627,0.019682125684255425,-0.0110739080585458,0.0049147553917812115,0.029684385794313428,-0.00046964038688379617,,0.03973618959144787,,-0.023435768541532953,-0.016676409900775235,0.047722173951310065,0.017783884053430787,0.02121556468528185,-0.047278709250802686,0.015250502864962545,0.012261639492689547,0.004796830416202491,0.07248010362376567,-0.05780449427502132,0.08246695870334886
3,-0.047208066774538704,,,-0.0037849589856835397,0.02968173569514243,,0.1584880919185565,0.22408327349140755,,-0.03732079614778416,,,0.21532277342922157,,0.06059738107355361,0.054942597233819335,,-0.16587732240576525,0.143963368564628,,0.08367671199662174,,,-0.12684051375840966,-0.026372278750526945,-0.02892753805742876,,0.007766516793576539,,0.07127060006499697,0.016440403114629465,,0.07122386004508785,0.019904718564205393,-8.132054824350199e-05,-0.014313982615192344,,0.04421951892486842,,,0.0007050497082623508,,0.007714061403356842,0.0019452709760936493,-0.04222879740162133,,-0.05717044990652442,-0.1398374951936392,0.032747654086293654,-0.013029056001007788,-0.038153301529079364,0.026139454795945483,0.029446961375223735,-0.004538455410561415,0.009692873828028747,0.03032632061797491,0.022344171191516438,,0.03339281418753348,,-0.03963225324519737,-0.01645530170484233,0.04421596372220371,0.018415613311435042,0.04124433768515123,,0.030035588505949562,-0.0020643533713777806,0.009016762233736708,,-0.03594751414888897,0.0906661010677361
4,-0.033275845646771884,,,0.060589017201974515,0.002879381464197861,,0.18069309616200657,0.20253354009209623,,-0.07886848941218694,,,,,-0.009956052091921741,-0.02320343632924793,,-0.09818459769155297,0.10212549802330462,,0.044539141705471685,,,,-0.025389140596772553,-0.011018851794541096,,0.044513504417002636,,,0.021820218945228786,,0.04446584919401353,0.029006979078398665,-0.018196006610010862,-0.004605485328088799,,0.02917300389112709,,,0.005929944208278304,,0.016003839898812267,-0.01075710734034896,,,-0.05862593002984995,-0.11716123711835591,0.06001289811654775,-0.010301437717158413,-0.04348050903181222,0.09937974796905635,0.012889095634504466,-0.004742496523059581,0.009642892772778078,0.03369881552374743,0.022241248033184835,,0.05876409671493921,,-0.027461353721604187,-0.02207462372360669,0.025607057693302515,0.027370256091881373,0.03509011506750559,,0.0104794158206305,0.0005394866582815183,-0.006066522965152865,,-0.058559169428289426,0.05389238453458711
5,-0.028810916175883605,,,0.11407706947380136,-0.05951924724710378,,0.18399885491717605,0.17831983017914155,,-0.10623943677630732,,,,,0.03385705335301825,0.05696431896207743,,-0.14189067905192676,0.15979073960817836,,0.0795170691353162,,,,-0.019193113218086477,-0.05143888449125367,,0.06710253355695528,,,-0.005026419254579917,,0.05484392677633343,0.016996310374192358,-0.03480542579069512,-0.017593954335510364,,0.0236150100204795,,,0.00954862382828825,,0.00044401353793865894,0.012561740437526225,,,-0.10138543294864322,-0.06780145830907136,,-0.004453668806261968,-0.06382493369809561,,-0.007732159257971771,-0.03671094010260445,0.0073020363225055895,0.024246821033881538,0.026177384402993997,,,,-0.01244516294354936,-0.023985432327197076,0.022920467789917964,0.03190382666040148,0.019192698828909283,,0.02673477015584247,-0.010555268729210088,0.0026696804478583136,,-0.0382055884804271,0.03562639559031133
6,-0.025925624221150745,,,,-0.053069738913755105,,0.20376708342062377,0.18596207983433288,,-0.08907542319312167,,,,,0.11294817431744653,0.049487810870508575,,-0.3310528363166485,0.16988905747209504,,0.0742782805045119,,,,-0.04126459618151879,-0.06274785289393492,,0.07606178441924483,,,0.0007736307262455888,,0.05960156933103811,0.021553859890465876,-0.017226957493167827,-0.010111382838438931,,0.013691576624498936,,,0.006557260094843809,,-0.007224098274284163,-0.010830797983465423,,,-0.09244623046773137,0.07162728503456828,,-0.018649998357002984,,,0.002430035316137724,-0.034724508222727435,0.0121125830673392,0.01764888993815239,0.026415205506175266,,,,-0.013459727783792452,0.022050287944803237,0.015680117454294873,0.026805400708848515,0.023218463401554423,,0.0420912503842521,-0.0023543109763017878,0.007615978598604967,,-0.003569445145221728,0.04495000885989242
7,-0.02390957861034293,,,,-0.08153594276150833,,0.22446705452591065,0.15793042980448924,,-0.05665342675189988,,,,,0.09373932418798891,0.006216200245047876,,,0.14099335925545775,,0.08151582212648822,,,,-0.04153243201075263,-0.06779004564483859,,0.051580510633340015,,,-0.0023836916883395176,,0.046679820089631896,0.016374941474634586,-0.01888794166807073,0.005193552729256812,,0.019138011525215548,,,-0.006777762331325654,,-0.014364887518375058,-0.027122575337402477,,,-0.09557169193461212,0.002265337828840863,,-0.0212887789659848,,,0.027008571799110204,-0.010569692655212126,0.03892788528437474,0.0016670922739305816,0.043330603836903236,,,,-0.026660819688936632,0.058253760994271486,0.027187368214883545,0.026593530453182135,0.0166893122557914,,,0.1411847027891009,0.01919470652961386,,-0.026170158580603342,0.038476483594476196
8,-0.021317009415025456,,,,-0.1281931330060937,,0.22152933523256646,0.20332540857859627,,-0.11193980632673295,,,,,0.1512842659761211,0.03994513149059031,,,0.144614976563052,,0.09948302542887943,,,,0.014308791332571014,-0.03429395952889713,,0.021531950677612155,,,-0.014242065679069382,,0.07169202932737884,-0.0072398246099179,-0.0171972191031855,0.0007957696220002308,,0.008699838265797677,,,-0.012593553984352468,,0.014494604277542233,-0.022498814414662283,,,-0.09583053646378281,0.007822255242087461,,-0.003991365693453819,,,0.003963459573984807,0.011201559778908798,,-0.003943786928686244,0.060271750001793745,,,,-0.048371053976088874,0.03217883718995007,0.04262557913281695,0.07387413044630664,0.00562006094854306,,,,0.008175806841694833,,-0.003605335649141672,0.03427363819441176
9,-0.04219768016752079,,,,,,0.2395367077976056,0.027626472393452062,,-0.14844407315947628,,,,,0.16232917498847987,0.06922208537414543,,,0.12164351301387022,,0.0663305220923085,,,,-0.0005194408438966569,-0.05270683015145039,,0.035858711920559116,,,-0.023289889500277994,,0.12472897010196604,-0.015938321036335745,-0.024650987624996512,0.001459861109788907,,-0.0048806421335994,,,0.028736286797113486,,0.02789227128715499,-0.031760456977252716,,,-0.11096998282194503,0.033877611640476424,,-0.007895396391236265,,,0.027581637054946206,0.024496879731442878,,-0.027020816130350678,,,,,,0.042718812797811756,0.020519705993589987,,-0.011952311532338555,,,,-0.004031228966956846,,-0.018728211335798495,-0.028758327022162522
