,2002-06-01,2002-08-01,2002-09-01,2002-10-01,2002-12-01,2003-01-01,2003-02-01,2003-05-01,2003-06-01,2003-07-01,2003-08-01,2003-10-01,2003-11-01,2003-12-01,2004-01-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-05-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-07-01,2007-08-01,2007-09-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-12-01,2009-01-01,2009-02-01,2009-06-01,2009-11-01,2010-01-01,2010-02-01,2010-03-01,2010-05-01,2010-06-01,2010-07-01,2010-09-01,2010-10-01,2010-11-01,2011-01-01,2011-02-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-03-01,2012-04-01,2012-06-01,2012-07-01,2012-08-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-11-01,2014-02-01,2014-03-01,2014-05-01,2014-06-01,2014-07-01
0,-0.015474789875640438,-0.11721414602485725,0.02018084122771513,0.030580386713483843,-0.030471934032646808,-0.0579436793469027,-0.13594113323608958,0.07996406785502885,0.021310978474947367,0.05404167903197887,-0.01744297190306021,0.040972671110858894,-0.004430915530378478,-0.03881802167291726,0.11709274733223363,0.05260361175201278,0.08447895748287504,0.0011011455725038477,0.02049773368319696,-0.010689232817243599,-0.016561082158016216,0.026115906695902746,0.08960509522295101,-0.025926586035824428,-0.028095846273741176,-0.015288772852936228,0.07095338190072875,-0.020928824045242322,0.006958453974351103,-0.0033993297445794046,-0.04577673545851349,-0.04686731541593936,0.00484451460638502,0.04711346849669473,0.013335209878573354,-0.01786576431167436,-0.002541366211980034,-0.0038383981692891034,-0.016111639266382927,-0.026481547561392094,-0.04083581221438265,0.02744588987982255,-0.023962483447359517,-0.022094549014320786,0.2446237424303283,0.11543177712781727,-0.06391001938020735,0.009380226604613462,0.10966091948774181,0.021318518114118168,-0.005861034611277072,0.5071945876373727,0.1064894061317978,0.11803918240325384,0.0634296609469327,-0.15665432742423302,-0.07498037230517163,-0.015567260877734412,0.06690760959943987,0.04850721585168316,-0.030078542535114106,-0.027871387450347118,0.050936984715894806,-0.04008376081093723,0.35385562617671695,-0.060842324685066895,-0.055743352515202835,0.04646302313380357,0.16333180158622285,0.012595663522017908,0.11910447640463806,0.016790943916342727,0.1395327923311479,0.040359223109592834,0.17281681862952536,0.025460170118609016,-0.0246832255971976,0.007631842803219935,0.02303620146916152,-0.08642924138107255,-0.03021759527000878,0.06895982173059811,0.07445893775225776,-0.008560996110985819,-0.13069761661211654,0.16006557417363998,0.004361664049272351,-0.05413371352917473,-0.002793239893247229,-0.05547232503873478,-0.12938756955186848,0.10478043201323761,-0.07957426415676339,0.05984332669955772,0.028217530210593145,0.054380026058607506,-0.05854225185040296,-0.01240374695827473,0.04800917958822026,-0.023248310270658934,0.009893715881831189,-0.035173245017100174,-0.0359711873387375,0.046599673167678546,0.04120673096805616,0.0016318705424898106,-0.021411707916793365,-0.014605276819476654,-0.003921812459571239,-0.007733447627062295
1,-0.07621719173786312,,0.0366392618439082,0.04979204465122622,0.0018333933351272202,-0.045323953358885394,,0.0690240349417095,0.030859195644100418,0.11258258239091568,-0.01907264446256396,0.07429756006353827,0.07287185473175026,-0.10151629692639497,0.14351027348275547,-0.06803495808262783,0.04172397295864805,-0.009734984482009601,0.020414305720318104,0.018276248444225096,-0.03468003910359441,0.026688221316809313,0.09556963966756005,-0.03189191918657874,-0.020220312012440456,-0.023505965186213007,,-0.03125499196026038,0.012119937607310477,-0.014213898692372995,-0.06879467371644701,-0.04721159992180862,0.03191906648455767,0.08321951638943226,0.01800938222508909,-0.030453890459531285,0.023978647354724325,-0.00757436236608422,-0.03461829643943415,-0.024904195715311883,0.02144745635289358,0.023731488079817176,0.044178368212771546,-0.050098978061068,,0.2072219960220658,-0.041586611653476546,0.014522487704054399,,0.021713665706883656,-0.004401509626509981,,0.09387997763509581,0.07896542914230409,0.04356628344808344,-0.09429351896647697,-0.12783939298986025,0.0076379360340106395,0.043610755732627515,0.039239166466589315,-0.07386292079098422,-0.03988019919971386,0.08288317766617492,-0.15303944956118398,,-0.11045758117675364,-0.1386910585730041,0.08788599102531802,,0.05092354296441792,,-0.03981550873750761,,0.055467326419307295,,0.08614622363329794,-0.05170371835594434,0.013513817816443785,0.04823053619564266,-0.10968144428386872,-0.04680249266279102,0.048334294489586815,0.0671095689483332,-0.028885053796258164,-0.11605718019065403,,-0.002296735950204687,-0.028623235179778495,-0.001173855827651421,-0.08305940946827772,,0.0891909308055564,-0.07628817944893751,,0.0019302779506052414,0.08261306764135315,-0.023337972484189007,0.0035380263144448865,,-0.0001793782436053104,0.01634542375108483,-0.013493311290298515,0.0011667267058318442,0.07475535824379848,0.05004187847704722,-0.01905665602845108,-0.03211604357377906,0.0028136868106251045,0.01805574288609546,-0.002533492586707431
2,-0.07646751079672398,,0.055013387611756226,0.08945177838676166,-0.021396013289213478,-0.05869761572984822,,0.024336918058947443,0.06799238805934743,0.08196719621958959,0.07802333817436269,,,,0.09515227054715503,-0.010932379789116764,0.07922894085135057,-0.0013639051285601056,0.001296246586531935,-0.019964712609571944,,0.028318017464044665,0.09864125331550833,-0.056588512527599555,-0.022048652060034812,0.02571776242227264,,-0.037236699988878685,0.012187934751456603,-0.008822242087288046,,-0.08277070119718827,0.05468986969085604,0.11907006744677684,0.038995807009690645,,0.08135766982525394,-0.0036031379865225643,-0.034945307560726335,-0.02701450653966475,0.11810052953330918,0.04221417740400213,0.04782007349410411,0.03285690235807259,,0.3477088336717369,-0.1078034068057161,0.06558635330037599,,0.02100228757942485,-0.004083350703445454,,0.11125548099749061,0.05379248863049435,-0.04468982650686182,-0.11594398972805064,,0.023057439537941704,0.09637768414044778,-0.0140966487282278,-0.16416875269504205,-0.043372685393729515,0.09106480389053306,,,-0.13512695622260296,,,,0.0003608520188329578,,-0.07081218206992368,,0.02259999517226352,,,-0.049052188235024996,0.02776872582779888,0.044304840426865666,-0.09372080062595356,-0.03895677388296148,0.03950122425657587,0.05133837775291927,-0.007307212904078764,-0.043042676083461906,,-0.029491727308082305,-0.010377192362851506,-0.0029988409345483025,-0.07947773149019,,0.12312145782236528,-0.0801328012210617,,-0.009558440762515608,0.10511221366135806,-0.06526545283557728,-0.008820803079805595,,-0.01465331588637947,0.032884696026440396,-0.02613795456979351,0.021619234212191252,0.07386957462470745,0.05684775139301135,-0.01401491298712565,-0.030407904691751142,0.021633789531611658,0.045727047033336965,0.028645134962892227
3,-0.09630136975062908,,0.0472066612967339,0.060360426900337716,0.020437347114591775,-0.08543287174938108,,0.023434843778802783,0.03199242392123014,0.10463686014789886,0.061973793708606006,,,,0.10007374112755385,-0.06517427884824656,0.07186676044940121,-0.010447130839547292,0.02017529486444991,-0.023383879723972878,,0.04270086574313353,0.0869316711176289,-0.0547137070689776,-0.016020537073273222,0.02941511181181511,,-0.04434346763405883,-0.01572522252736125,0.015930274867869826,,,0.05565861596839661,,0.03329733088472471,,,0.00041634160795411823,-0.04901139298911894,-0.04081119069450556,,0.07131550692754929,-0.008731333105503225,-0.012556449559806948,,,-0.1776804853365691,0.1075849026422,,0.02042227174455097,-0.0033943534321778657,,0.06882760914193087,0.05392280386322623,-0.046168190768675954,-0.14783481291921852,,0.05267130659346542,0.023991669913986602,-0.01838720420640738,,-0.059186993841191526,0.0873260133936189,,,-0.12865817781115707,,,,-0.009447087461591508,,-0.11488304611393096,,0.0359589291163509,,,-0.01372593090368901,0.020931473979559856,0.023684861797153567,-0.03766184948931017,-0.045528168611732145,0.024503260574356922,0.06681770149601074,-0.05016201758660532,-0.040645344563455144,,-0.031912200539322255,0.0006766840344761826,-0.027968928164189638,-0.09946743733749197,,,-0.07937958187316851,,0.009282034896059943,,-0.09022369465955482,0.002169002070648629,,-0.03437857673634831,0.00684080214893279,-0.026723661910304397,0.0456817279154354,0.07021325923190802,0.08941873348026141,0.006307835295380593,-0.012648231855200143,0.03671188772342138,,0.01586694898824359
4,-0.10165726886346538,,0.04503981107043864,0.06873499466418465,0.002018441815746619,,,0.08046855501049022,0.014325352480233644,0.1193372118983329,0.07297529778034484,,,,0.11542242182475693,-0.10162644701976364,0.11419250058453889,0.013382630997895495,0.026449659011882565,-0.013608010804470438,,0.03417500840464727,0.08441785563738158,-0.06309269088971914,-0.04451392981342117,0.02386248350122,,-0.026645622601368157,-0.05351771340246872,-0.008484534836180169,,,0.0171860733128546,,0.06305646514630843,,,-0.03399096948308644,-0.06839353453707386,-0.04510640391453574,,,-0.009216854183187295,-0.0035201628425340914,,,,,,0.021450251328203718,-0.004189392430964389,,0.05927968959903973,0.05263193430300417,-0.11390933195913999,-0.12638829595008538,,-0.03600457171195459,-0.0038539967197461777,-0.050464515299377566,,-0.14720446689282796,0.0266345693089034,,,-0.15235934621580327,,,,-0.05035532080566352,,,,0.03491452300908793,,,-0.05135562892847645,-0.018251573734583526,0.01882709464426424,-0.08812926125359777,-0.04340766204796376,0.023848449530916804,0.008486978145873625,-0.04717389729204502,-0.020472796444866326,,-0.039165415501381806,-0.018461973307879576,-0.04219058403756107,-0.0821417175839847,,,-0.0797347225379702,,0.017110826530983947,,,-0.012734676369811515,,-0.017083543017523628,0.010693980714684193,-0.026177482577177225,0.032195554534703685,0.05993093046450665,,-0.030116014709548722,-0.011975406221040319,0.04672389380499409,,0.004273048901243692
5,-0.07781728683206024,,0.03732338228584009,0.09643461017784916,-0.004805362534194502,,,0.13609721657214569,0.03305388437647805,,0.04921280049186327,,,,0.14608208672856016,-0.13300459043495816,,-0.02066483119705964,0.03292605373825952,-0.008719839111990757,,0.05687925143394462,0.11590801475067458,-0.09035847570239319,,-0.00707697103874122,,-0.02541807846974342,,-0.009524560657448777,,,0.014200526384159251,,0.0526570909860727,,,-0.057469947836103485,,-0.046254355162536176,,,5.136828161766971e-05,-0.015205574141106126,,,,,,0.02292447894212185,-0.007189726576835476,,0.05686484165701611,0.049482531196710866,-0.11032209591140552,-0.11679747458785339,,-0.10762061181665161,0.06461183640535961,-0.04174088260905917,,-0.11503165594527986,0.1074127471440035,,,-0.17301582153540407,,,,0.018944588001462925,,,,0.06030281166175566,,,-0.04549643096000833,-0.0517540135213459,-0.003763474775299369,-0.12001934193918862,-0.03843763539969336,0.036800580192589805,-0.07812554961290785,-0.058376582993545645,-0.050480219064515275,,-0.02612449484619278,0.009637083955959969,-0.03143220907205871,-0.08369934218971653,,,-0.08029305567431799,,0.05006282892195024,,,0.01071268759758004,,-0.024103525300853856,-0.014378574603895522,0.018011459769273652,0.04973694516788818,0.04946946052930068,,-0.030583456385419483,-0.03913471077040742,,,-0.031311844468570826
6,-0.07075371526793028,,0.07645918407809282,0.06836412016605398,-0.002721739782823973,,,0.15811147070812415,0.014540062428703732,,0.0482959520702233,,,,0.1436921844141188,,,-0.016076542802056615,0.03938580731961461,-0.01758835427411226,,,,,,-0.008040195811879258,,0.01309945749232122,,-0.016315277847123888,,,-0.0068063190243571325,,0.05526999147585705,,,-0.06567708882177525,,-0.0470513181614724,,,-0.0074553435243397415,-0.014502627594674466,,,,,,0.02468543609604129,-0.009052866239053436,,0.1445298992510251,0.04741238122322944,-0.08228983496719788,-0.07296142777828252,,-0.034840463139618416,0.05460734155732383,0.017970357795893954,,-0.1182677945271623,0.15548094817070446,,,-0.20937975503393336,,,,-0.012433367097484549,,,,0.055510979994698895,,,-0.019679588773933387,,0.009487760318783844,-0.08368280186446309,-0.019277785958755622,0.05682013867713098,-0.018082461953391693,-0.05657957944029124,-0.0447344415828681,,-0.03256795725038547,0.011192076388866101,-0.019199575156643195,-0.09257092598839689,,,-0.07993771670258498,,0.09314348215428925,,,0.017679426635034856,,-0.010074743892052151,-0.010543180662091423,0.041653530794172666,0.09060024427679153,0.044360275981207786,,0.0042212259421287035,-0.015549001486995784,,,-0.042394760069621396
7,-0.09635553980453815,,0.05401681920055157,0.08786921592658026,0.014566333963572986,,,,0.04281813672141682,,0.06606270473894105,,,,0.12466140724969155,,,-0.0192222207879027,0.026615816603741016,-0.001424518235823402,,,,,,-0.02053529974683893,,-0.003278125090662831,,-0.0323325674221463,,,-0.02279897623553917,,0.03247304177422823,,,,,-0.057084547539316965,,,0.0033030120685816344,0.02087740350630396,,,,,,0.02063322552008756,-0.008253952718889845,,0.10155438048410748,-0.06905397839933891,-0.02664141583878643,-0.11583239322698058,,-0.11617381109704872,0.07816666039777154,-0.008069974560539817,,-0.20931280179313316,,,,-0.21352515159603813,,,,-0.02709004465360909,,,,0.07129156941927128,,,-0.04108459263099706,,-0.0016405697140221553,-0.09511436160017617,0.016961490668555346,0.02720341962384476,0.00955151241564689,-0.11482060164320029,0.003993437628122987,,-0.0035292484279860203,0.033550930930535516,-0.019834540046290955,-0.07576721509613482,,,-0.021916339316296884,,,,,0.008472727963002136,,-0.004518488346530292,-0.01130516707524909,0.09139675814978576,,0.03705590369328726,,0.011618596140631432,0.001078837235405472,,,-0.03988862577702168
8,-0.13765705465886685,,0.04276250989145913,0.05737624762435378,-0.0022791294053018385,,,,0.14681685004725212,,0.08343317032616215,,,,0.04590484118109961,,,-0.017855275868787768,0.007488002713437192,0.010199724186714276,,,,,,-0.026721877650814185,,-0.012225256665462703,,-0.04503615996359994,,,0.024898513359998098,,0.03508123600178521,,,,,-0.059506746034036995,,,0.0444549497623119,0.014185380573874973,,,,,,0.017834469930717967,-0.008786490807948022,,0.26055762949859984,-0.17165532766726344,-0.08055212974580694,-0.1216418343690101,,-0.09505792718538464,0.07277769988365357,-0.01845164908144248,,,,,,-0.19737487189393343,,,,-0.03832725748258525,,,,0.11043376198174615,,,-0.0078097627616739995,,-0.03173641552541351,-0.10075816755960454,0.02967794277999536,0.05416757892070323,-0.006350494905065673,,0.007115423159568479,,-0.013119255478055647,0.04074885031660813,-0.007467135950344345,-0.10085992500852092,,,-0.03670887065054251,,,,,0.011951766917870588,,-0.021028723426996854,0.014763603355844923,,,0.01738838351629335,,-0.028033804641962812,0.023610058915422782,,,-0.05672721079862797
9,,,0.014310840001718894,0.06689056894788858,0.010404000277078107,,,,,,0.08434323321762172,,,,-0.038853171752661675,,,-0.01584450057941611,0.0012325747078857363,0.025139790027066955,,,,,,-0.02574072899324792,,-0.027532367631525556,,,,,0.05523388639013638,,0.03785694616667891,,,,,,,,0.0668250782014701,-0.01041192530306223,,,,,,0.017649370439213052,-0.009959073822591646,,,-0.12931059509004683,-0.073132552601052,-0.15665776516931074,,-0.032761162595674964,0.08650201519369238,0.0214717113067997,,,,,,-0.23350855682673188,,,,-0.05128119464103653,,,,0.08382185045122115,,,0.007522258707725937,,-0.010217932738091906,-0.1146461529228402,0.08416065459808131,0.0699121868195387,-0.046129617780697796,,0.09079712334961698,,-0.04861266758648958,0.025366831876701412,-0.014683802527438311,-0.08522288737210615,,,-0.04221465267275848,,,,,0.03515596926357922,,-0.04322564961642078,0.0529291574339239,,,0.04508626463264376,,-0.054694487513430534,0.030021394632677723,,,
