,2017-11-01,2018-01-01,2018-06-01,2018-10-01,2019-02-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-03-01,2020-04-01,2020-05-01,2020-10-01,2020-11-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2022-05-01,2022-06-01
0,-0.046008013375542944,0.0037928122315236124,0.009256475977281298,0.019106708124394522,-0.0049604138125145525,0.013356935962346661,0.06187662157375229,0.036948210760203715,-0.02756242248810814,-0.021428499033048,0.06342388370528429,0.0036974279043984204,0.008097423078266885,0.016178093715167208,-0.10850061088942642,-0.028743015518920334,0.003613303283092506,-0.03897769387601624,0.0015444304603806636,-0.0008989224982545174,-0.0026880154053712246,0.035820115636402416,0.04707618313969242,-0.07883549444056204,-0.04824856679207912,-0.05655456734037756,-0.024442064881292858,-0.035277359417344556
1,-0.06462253396703055,-0.010649752351113762,0.04487886907882732,-0.016626622927526924,-0.023033935320547094,0.044165434328244935,,0.024869162293207125,-0.04129500676734521,0.023458550836205738,,-0.001657127506143219,-0.008438108739328598,-0.015674277877418152,,-0.029268125260215605,0.030747508373395682,-0.042035729797466725,0.030893430644787223,-0.04923630008772717,-0.0226870539828834,0.0038089714291063004,,,-0.07825668794303109,-0.09704471380251789,-0.008558985555447762,-0.0650814190494815
2,,-0.011283510551216125,,-0.03616561376071914,0.004230145346443059,,,0.004180242685069224,,0.019527731119618252,,-0.004967254746071514,-0.02850137093930094,-0.004334979502051972,,-0.05026276904025062,0.02162014967282566,-0.04846829802909092,0.011744058615027253,,0.01616470680043669,-0.008651804483985615,,,,,-0.020066515612299884,
3,,-0.013551328670743601,,,-0.05753065667849011,,,0.0229571220967415,,0.0374540662542735,,-0.002796215625358478,-0.027606125970880413,0.02312829047351661,,,0.00293625043335366,-0.056882140682735116,0.032574365781322445,,0.06284165123568286,-0.008303599744894807,,,,,-0.03699738454181656,
4,,-0.018253206732801175,,,,,,0.03281926042464711,,0.0322842361837159,,-0.005987431181134983,-0.04254357244380458,-0.004532373802661915,,,-0.004614196671911763,-0.027359666980695252,0.022205743705513203,,,0.023707378933155887,,,,,-0.00211565822156512,
5,,-0.03817518476114046,,,,,,0.00967421015260328,,0.03706751594588287,,-0.024696059367912415,,0.011883579392917287,,,0.00467610637088578,-0.0490898088097147,0.009040313951397483,,,-0.0056970386213821556,,,,,0.011731602135130359,
6,,-0.049606178801928635,,,,,,0.016353162135150257,,0.02306254746975611,,-0.017052442043947735,,-0.014779260897057167,,,0.013280966759837032,-0.025195651447804668,-0.04190812730393079,,,-0.012670041449951874,,,,,0.0066386883099411875,
7,,,,,,,,-0.0017931263565893474,,0.00435622493527088,,-0.017470742201844303,,0.006193252323523968,,,-0.019938649877205172,-0.01970899593057629,0.013773516486442539,,,-0.0030555065465249776,,,,,-0.01282685865408828,
8,,,,,,,,-0.013756314343240206,,0.023548132789442455,,-0.028372514784006597,,-0.0080981117349741,,,0.03555488908766424,-0.02641901128762747,0.006827734368317184,,,-0.031328410896903414,,,,,-0.005999601454294012,
9,,,,,,,,-0.025534176790770857,,0.042624049223603855,,-0.0005064972050221606,,-0.016369912431355882,,,,-0.0012728105673831536,0.012260790674233135,,,-0.012680043691404741,,,,,-0.011964026306571007,
10,,,,,,,,-0.03303875598760975,,,,-0.04111181476477066,,-0.0009754347143271502,,,,-0.003047092844176813,0.01615247999878422,,,-0.04505381388853058,,,,,-0.06539127781929532,
11,,,,,,,,0.027795883196345628,,,,,,-0.016555991370152956,,,,0.004847898143523377,0.02337592115570475,,,-0.04871417680495993,,,,,,
12,,,,,,,,-0.011650490387051349,,,,,,-0.01891322831548381,,,,0.04640667553743816,0.026104051769218373,,,-0.04632624332768431,,,,,,
13,,,,,,,,-0.001968029392658721,,,,,,0.002602381143337773,,,,0.013934055069957818,0.009407483426662644,,,-0.07581072104926134,,,,,,
14,,,,,,,,3.0943750878975607e-05,,,,,,0.005932398690160046,,,,0.024478960206395062,0.03731540462948946,,,,,,,,,
