,name,yieldRate,excessYieldRate,openingTimes,closingTimes,ATF,HTF,TF,slope,intercept,std
0,2021-09-01,0.35968314,-0.14716021999999995,2,1,218.55,3741.15,3959.70,0.8719767528995681,0.12388628377541533,0.04934624773419154
1,2021-10-01,-0.06977158,-0.026429719999999997,1,0,205.49,3656.76,3862.25,0.6700873561000265,0.9066354595050022,0.03552704438255948
2,2021-11-01,-0.18487419,0.0015102600000000133,1,0,132.94,3497.80,3630.74,0.2920412179962244,2.4958916909677695,0.05221705110145965
3,2021-12-01,-0.12970611,-0.04262635000000001,1,0,367.61,1931.45,2299.06,0.5620710539258059,1.2791205472727785,0.02813913456628709
4,2022-02-01,-0.09397569,-0.0006428700000000037,1,0,35.74,3658.72,3694.46,-0.04826149559729265,3.7005523418661053,0.10755173431267429
5,2022-03-01,-0.00424472,4.720000000000592e-06,0,0,183.55,1905.94,2089.49,0.6127621204501534,0.8830888729954518,0.0690198290025177
6,2022-05-01,-0.00383261,5.1939999999999886e-05,0,0,208.95,1658.85,1867.80,0.7678406455180533,0.3743463142432546,0.035165263894370496
7,2022-06-01,0.16304479,0.054817729999999995,4,3,812.48,6086.93,6899.41,0.8358432063922558,0.12056435105787422,0.037104124335209564
8,2022-07-01,-0.00391826,4.6720000000000095e-05,0,0,203.61,1712.93,1916.54,0.7454487452467928,0.5187999065219655,0.023603833203678263
9,2022-08-01,-0.08729866,-0.010452139999999999,2,1,367.71,5203.93,5571.64,0.7050273436409726,0.7046188990858147,0.027660702237255447
10,2022-09-01,-0.03032927,-0.02585585,1,0,222.22,3666.90,3889.12,0.8719789608901634,0.02479590355969563,0.028318762769062592
11,2022-10-01,0.01982862,-0.005593789999999998,1,0,367.47,2142.64,2510.11,0.502021254557401,1.5430012624690477,0.044501595926770866
12,2022-11-01,0.00615434,-0.030072750000000002,3,2,741.08,5944.36,6685.44,-0.4125613378100015,5.3181918627507905,0.02889562992996976
13,2022-12-01,-0.13121012,-0.029109540000000017,3,2,372.41,5664.07,6036.48,0.519613441098725,1.593976099415918,0.0368992601195665
14,2023-01-01,0.03790006,-0.006984990000000003,2,1,230.33,3753.29,3983.62,1.0777173295902913,-0.6293577707362947,0.020443063986998838
15,2023-02-01,0.00136144,-0.00354566,5,4,755.58,5365.15,6120.73,1.1407632629526319,-0.9003257061648711,0.028248839133107276
16,2023-03-01,0.06046504,0.007436739999999997,2,1,609.78,3662.26,4272.04,1.0058567184682827,-0.3859758167590446,0.020716848828464064
17,2023-04-01,-0.00422002,0.01988534,5,4,731.01,9318.55,10049.56,0.5097140408000218,1.5582997099848226,0.026709798406259828
