,2002-05-01,2002-07-01,2002-08-01,2002-11-01,2002-12-01,2003-02-01,2003-03-01,2003-05-01,2003-07-01,2003-08-01,2003-11-01,2004-01-01,2004-03-01,2004-04-01,2004-05-01,2004-07-01,2004-08-01,2004-09-01,2004-11-01,2004-12-01,2005-01-01,2005-03-01,2005-05-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-05-01,2007-07-01,2007-08-01,2007-10-01,2007-11-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-04-01,2010-05-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-12-01,2011-01-01,2011-02-01,2011-05-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-04-01,2012-05-01,2012-07-01,2012-08-01,2012-11-01,2012-12-01,2013-02-01,2013-04-01,2013-07-01,2013-10-01,2013-11-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-08-01
0,-0.021761339878126673,0.005934319789017373,0.011155052404502985,0.02281301418417714,0.011440450267093727,0.01565635060794701,-0.010552536377086419,0.049853060289561046,0.06670687582068435,0.04946463215654773,0.035663644650426596,-0.05166163170971405,0.026433518917863275,-0.025681228684300894,0.01919037298573878,0.013531528052956016,0.0027494056415289236,0.0310515160270306,0.008577077338488781,-0.02688878663201799,-0.00851166481955623,-0.025018363049158276,0.004182109288202174,-0.018836965321755272,-0.03133295791908086,-0.005269292235918321,-0.011764315022897875,-0.003210233960492914,0.028244717457122093,0.037183490140975106,-0.07129411632031024,0.0195278872347735,0.01460545681972203,0.006794020644909526,0.010415224403160561,0.009146563318191525,0.019002577169771717,-0.05407339898014962,0.0245576255557598,-0.027818895306802816,0.044676095408902494,-0.03742679275630234,0.02416996371227853,-0.003107983919633295,-0.030608323146161798,0.13888441967169185,0.12248161400406543,0.02786860363268362,-0.06461040470964785,0.03613577606724361,-0.1985302244740932,-0.012656748255581274,0.098459819245441,0.09257821628510765,0.0760418844960522,-0.05554508810938019,-0.026789405806356914,-0.017991422464242568,0.05901723051963925,0.010178150898958016,0.039167444357251835,-0.014025600500034319,-0.04699540775498279,-0.04286283851531092,-0.04553538746907826,0.004591067862726589,0.010325477274449879,0.0005422153712075772,-0.013551074486506387,-0.015533081151504646,0.01839156026992672,0.011203937755353444,-0.058944035062663325,0.003386136807941975,0.011996537930734963,0.02280244155041644,0.021967851139601535,0.034887418109205814,-0.0066073488970661565,0.027173893537643323,0.015243551378250952,0.05847551247400706,0.008366076498091957,0.03916732198894701,0.04743344924039916,0.004729589078607432,-0.018067915779860666,0.05949846341764431,0.006875944911890031,0.004789781181645747,0.0781182471580808,0.03418627692600262,-0.0206050181128834,-0.021735893378866722,-0.07504221405632938,0.007201648204726796,0.005827681043404809,-0.006141904070893878,0.02823135094785556,0.02888620214502402
1,-0.016334838525613016,-0.032148460379745725,0.01553480489664083,0.0032797438872722573,0.0417844132147045,0.011509468652961097,0.003305851431602669,0.08225296642227331,0.04486545366838701,,0.023285472186301837,-0.039859009622588815,0.05180390464913698,-0.05082625332425117,-0.010389853453594444,0.03094076927618919,0.06928775534346032,0.03382073708676758,0.00832435388576691,-0.010956239614770658,-0.02181279552097881,-0.022297223015482093,0.0027418770150551275,-0.016707549696149293,,0.01312401272485264,-0.001930487149744975,0.020880147629056545,,,-0.08161928475683178,0.020317887482730557,0.0008465287915719877,0.012961882229056254,0.01914923284820258,-0.0035846665613030737,0.06110567181196669,-0.08289846639417231,-0.0011176570440021294,-0.05758733933764315,0.04995349213436029,-0.040814475140517725,0.04080463650937016,0.09281541694658735,-0.06061912251098733,,,0.010451524976558657,-0.08441871593979844,-0.0016182020226551685,,-0.0693587652678076,-0.007233901981325341,0.13009216183513228,0.0864638471892949,-0.07796933520202565,0.0036563323521576763,0.03751716756445633,,0.0033206046079117257,1.454144299062321e-05,-0.04289363846639693,-0.05419387212878646,-0.03060643768217708,-0.01607743846189491,0.08834548192132943,0.0066209893024571365,-0.01144687465436478,-0.021920296694866614,0.013248828438034543,0.01744912493717221,-0.005837013436871263,-0.053100221799720515,0.012675084294083261,0.01096541105031612,,-0.0023081258274149086,-0.03937280878460836,-0.009850896871122838,0.07883778645590933,0.01965855964635055,0.07809867266010095,0.019493929868430016,,0.048192855441224536,0.007804865283038698,-0.00788045333029519,,-0.004133027209685336,0.022513994259658165,,0.028721835578871202,0.012378558248371085,-0.04830304548137776,,-0.014096920075758579,-0.006819403919658296,-0.009328203659101808,,0.020183462555098952
2,-0.026397313990537796,-0.09329487453941554,0.013392480307175214,0.0025963895331919673,,-0.0002568714674464623,0.027671724876634052,0.07117332097578055,0.0855879505464836,,0.01716722238397872,0.005396471603117181,0.11151006261805829,-0.03608803331903365,-0.0008815484654141059,0.003531080592944963,0.07749385303459366,0.05185194021704165,-0.008194228552338423,-0.02797217217699366,-0.006243556234845515,-0.016978880715551092,0.016007993193075887,-0.008248896788477289,,0.012139288873261878,-0.015640782288532495,,,,,0.03173338429384143,0.022421692033106178,0.008438125248895423,0.003993358447028861,0.0029047689903740626,,,-0.1898091572107541,,0.040109086448093745,-0.038203148583495494,0.03256235914252459,,,,,0.011542428625475054,-0.14348182361906114,0.0005487363026679404,,0.053203358999106776,0.03965489044928072,,0.0895850407751615,,0.006474349332920237,0.0007704811788555865,,-0.0011971015076071012,0.00052908987181155,-0.03162179099206952,,-0.03585096816468991,-0.012835073722344159,,-0.0003273665728835695,-0.01737123260972062,-0.01320932891295623,-0.0004737979875955034,0.016870552523757354,-0.04692023351462593,-0.061882751178671924,0.016526498083147212,-0.0098298120735274,,-0.0026149386901250793,-0.010129617706953198,-0.02227886420959546,0.15263063389818088,0.02832698082544849,,0.027405887148941765,,0.05277093953647727,0.00046938362084114615,-0.01059902683888847,,-0.010427307165696842,0.037575066463078066,,0.004936064794684114,0.016525539518157384,-0.05129951371442565,,,-0.009743227995416603,0.011201641833022302,,0.012760413604154808
3,-0.017740324419612374,,0.0574630435910819,0.013494023994363946,,-0.029080250299011734,0.008174737003140642,0.05929096900089936,,,0.005848741813964997,-0.03500273907254581,,-0.09548036563193474,-0.03402611487248697,-0.032340187657301706,,,-0.007610909174764036,-0.018296087461734833,0.02290122117278659,0.009314917735666395,0.015844209459750846,-0.01628370121925471,,0.010104430430512235,-0.027820610872287155,,,,,,,0.008003846696370776,0.006643183162918342,0.0035812321589161478,,,,,0.024384791168407194,-0.0861126812710058,0.04606152226867577,,,,,0.0657455921649277,,0.009760061841277423,,-0.11958153378370584,0.11549978678618411,,0.07534318787795669,,-0.003216024792347838,0.018987807764449194,,-0.027037550926222398,0.005932930086315569,-0.05305129656485441,,-0.05423361776253599,0.03148622136850987,,-0.014505779928690066,,-0.03576003521568971,0.005758803037488214,0.02166750911932791,-0.05026267734064005,-0.05360122891819241,0.017896003479296985,-0.011064121597021082,,-0.011680535702037087,-0.018947856179703848,0.013236267115732447,,0.022578134903548985,,-0.027057433761667582,,0.05113211168031384,-0.013340585580998265,0.04529989785483313,,-0.004831602801401491,,,-0.004896821718382016,-0.002390069441775111,-0.05579289193107129,,,-0.006348493132778632,0.004526332444142023,,0.01944754277558891
4,0.016410506750515363,,0.04799320766144777,-0.00543362861378327,,,-0.008024245577263667,0.03216630618506766,,,0.005825596048295578,-0.04585292061772028,,,0.0091586873500753,-0.044742853383393094,,,0.00014062465644304467,-0.026310283363706777,0.0313336681093046,0.026624560883728998,0.014810671794955876,-0.010007372000180759,,0.0022715218829398864,,,,,,,,-0.002130902093436582,-0.0005953405006873247,0.020616764206550453,,,,,0.025958973866408108,,0.07211043803095718,,,,,0.06310423713078728,,-0.00526819529272915,,-0.25289112801546487,0.048669511026628975,,0.10078587886788237,,-0.01888048158883837,-0.01346468237069498,,-0.03686997094156652,0.03569919478607675,,,,0.06383518497410545,,-0.009563275566274454,,,0.006034691983998641,0.004429267411757198,-0.032503200018171974,-0.06212850552674354,0.01878997053226139,0.009485023848496699,,-0.02105143184115743,-0.015762670416468172,-0.007237253841265279,,0.032681527166824154,,-0.06734026580203256,,0.05960888768529671,-0.08866369654415918,0.041247259916001866,,0.015539423245235495,,,-0.011435265213329826,0.0025825585241352478,,,,0.013387373397189428,-0.00018770371785281625,,0.01961470348605099
5,0.04533118644689482,,0.04000789979342145,-0.012809042839397211,,,0.00579124841678702,0.019430851661475623,,,-0.011829202470569067,-0.007089642785070183,,,0.05272627102070526,-0.04964150731314507,,,-0.007484748271792796,-0.005079313030219135,0.01611700223748791,,0.024980608152260775,0.000263512978686542,,-0.005644126094179747,,,,,,,,-0.0020076250528415773,0.006899491089306542,0.04588852360511231,,,,,0.0035401406973587513,,0.0553148549255118,,,,,0.050051076894289226,,0.03512235635439698,,,0.13423726515559908,,0.10768541721389058,,-0.002737715273597452,0.005263296415321417,,-0.03873726102733599,0.008165308065522847,,,,,,0.02453973194901482,,,0.02428421221730881,-0.011628455097560497,-0.048190254291003765,-0.06620936767713248,0.019611833021926373,0.015533820019509648,,-0.016613131994523744,-0.05009763837262682,0.012734660219050564,,0.07213062741895793,,,,0.06809530041222778,,0.019545649193030368,,0.01661856921900773,,,-0.03858154696544358,-0.021128304793346153,,,,-0.01748817031942096,0.0046587069353742905,,0.01869659445226124
6,0.07163052914596113,,0.07302099842781562,-0.006077546236800568,,,-0.022037498431077385,0.05609499731108425,,,-0.0044473871043229085,0.03315518750322344,,,0.06916255507592028,-0.05440967681437134,,,-0.01623344454530784,-0.02933536730699693,0.0012381606437787962,,,-0.00023656455663711995,,-0.009734268320948924,,,,,,,,0.008190435326044465,-0.003944381218007997,,,,,,-0.007616089863228481,,0.03417352978313204,,,,,0.006192526377434282,,0.0526941255993143,,,0.17594319869355257,,0.056697522612827456,,0.031837083609114636,-0.0019503923494452735,,-0.060163110633192574,0.037346424579337345,,,,,,0.008068212248470763,,,0.02937422350799679,-0.010259456664059474,-0.07381380917972047,-0.06568333704208218,0.021432766906219092,0.006830941743122931,,-0.04695138453567971,-0.03120110039703583,0.09505429668089938,,,,,,0.1087126687510378,,0.03264343125775637,,0.009950656315929285,,,-0.029405925576952097,-0.03697722502419731,,,,-0.009375180867071009,0.007850526909295219,,0.005367688981078755
7,,,,-0.02313338675586607,,,-0.04434676042461794,0.04764977758956812,,,0.03718763895423227,0.02088114364012217,,,0.035414794295082874,,,,-0.022856710659921564,-0.041396832166059605,0.03519374499935801,,,0.010247818066277947,,-0.0020017502093807593,,,,,,,,0.0064168601556915394,0.017690819361216636,,,,,,-0.01401085166491356,,0.03154784785128717,,,,,-0.003042052379541582,,0.07069239564863405,,,0.1908857088273278,,0.04313987317025969,,-0.03518210303094094,-0.03551457727088847,,-0.07166030825127834,0.027064876296386764,,,,,,0.011516935619861002,,,,-0.011330965971859897,,-0.06368647510712444,0.03133720964156095,0.01897035522903412,,,-0.008905852736128761,,,,,,,,,0.04337355126592346,,-0.010148466309115811,,,-0.05394761948646409,-0.0510533726805833,,,,-0.11442627715800935,0.0025184659778714202,,0.019736057050162348
8,,,,-0.03502118343561378,,,-0.037688539243702746,0.09123725280664408,,,0.020910147945898627,0.023146175223941245,,,0.032256453211002345,,,,-0.032676769167381714,,0.020767520631032488,,,0.00920412984287422,,0.013432546246832766,,,,,,,,0.008750229440531943,0.016666497055020102,,,,,,-0.02173062651091051,,0.02384990293647249,,,,,0.04522825536066355,,0.08299740521036103,,,,,0.011981787153338974,,-0.030645368239277104,-0.06023220889341019,,,0.03592973977139602,,,,,,0.010099972097545207,,,,-0.007924750885297538,,-0.04194461866316157,0.01975580336428484,0.020556414068640727,,,0.04442142531612303,,,,,,,,,0.05476847480911573,,-0.0016346705377769943,,,-0.03044823464773061,,,,,,-0.004494712843103654,,0.020377983252560794
9,,,,-0.03651519174896878,,,-0.03842856061684197,0.11612345257191636,,,0.006941886846243639,0.033596842392595416,,,0.0441036031582982,,,,-0.04161132147858426,,0.03902454109328235,,,0.017287448483284784,,0.017074459104659656,,,,,,,,0.006079931166342645,0.04115962663633632,,,,,,-0.018708778454778585,,-0.010813586068810999,,,,,0.09081142437081291,,0.0881202525046656,,,,,0.030926823543903303,,-0.035478101365568726,,,,-0.013024517003070724,,,,,,0.004916126907850371,,,,0.00039766457007717193,,-0.03964127054362576,0.02166035946659073,0.00470625437057981,,,0.10949220663851023,,,,,,,,,0.06837545100967901,,-0.0114004357554367,,,-0.0341878561105764,,,,,,0.0186686042987525,,-0.0022692624928717375
