,2002-05-01,2002-08-01,2002-10-01,2002-11-01,2002-12-01,2003-01-01,2003-02-01,2003-03-01,2003-05-01,2003-06-01,2003-07-01,2003-08-01,2003-09-01,2003-10-01,2003-11-01,2003-12-01,2004-01-01,2004-02-01,2004-03-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2005-01-01,2005-03-01,2005-05-01,2005-07-01,2005-11-01,2006-01-01,2006-02-01,2006-04-01,2006-06-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-02-01,2007-03-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-10-01,2007-11-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-03-01,2009-04-01,2009-06-01,2009-08-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-06-01,2012-08-01,2012-09-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-09-01,2013-11-01,2013-12-01,2014-01-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01
0,-0.0016270742699644458,-0.051257243220937276,0.022968353674391873,0.008465377453260842,0.005846471745869275,-0.053898259472639265,-0.04746237275120131,-0.0898224703982945,0.018194868034743905,-0.03176498595107902,0.025459543474993906,0.04403500026081009,-0.00887919882083521,0.05027458565149101,0.020708101758596165,-0.008085015810162965,-0.041985874193436454,0.1184015085384158,-0.08838226052467313,0.08975054728050058,-0.01185710672933471,0.02156494013020882,-0.013051070523652564,-0.013518150121716033,0.036908219450327184,0.04739212013377814,0.037357607653915964,-0.0037239962757383283,-0.03818600542377981,-0.012358382373222787,0.030032380153046212,-0.004590401676875633,0.0025126858749398573,-0.029789414651593765,-0.02446759886487443,0.01699310507447127,-0.023927267840263233,-0.027915339596044475,0.2443457996892523,-0.07787259859990014,0.0180072481203174,0.0009205949170376648,-0.0054538633326706165,-0.002582973127311705,0.5072802830710958,0.02604961148528373,-0.06397657924159494,-0.0005120904740270049,-0.07875154404403961,0.012971557483420937,0.07959129055076053,0.017688336290755835,0.043727761243394614,0.05989657556456163,-0.04596240499473603,0.2865356721344856,-0.13628437139536165,0.2835520829542997,0.016893671326253745,0.014739738062942431,-0.00387496930727238,0.012174747877460645,-0.09484900219000159,-0.01710984381386904,-0.0189907584474458,-0.07688190335305282,0.05949086211833232,-0.008099690673142312,0.1224075057097056,0.09195053912659623,0.05745914408176522,-0.014768643384790225,0.09625687274104,-0.007984306137128083,0.013020000173594837,0.037626156589577464,-0.10786961428966313,-0.012767050252919798,-0.006822668744284499,0.017869488775531295,-0.00431390674066634,0.07043998495173132,-0.0027431492420646464,-0.046889179878752074,0.06915136418246104,0.1308561447815021,0.002937366633257721,-0.020632242830586955,-0.004156210379955172,-0.0004832378672595672,0.07666904303288735,0.03146336995126897,-0.02931974597123599,0.058903324341615604,0.01892190101717317,-0.03421216059461818,-0.04979671890139992,0.015334913531655392,-0.0243409933852482,-0.14406949809707115,0.02938027518787384,-0.005846392720279203,-0.01806059147388428,-0.001641589389461684,0.012241685389251411,-0.09033951221996475,0.0014355260203643416,-0.0015142000958432433,-0.024132230722478776,0.0018301536684589559,-0.010383217702603531
1,0.011797999879758603,-0.05116952007512943,0.045560312384199775,0.028166154674288804,0.08399770540132301,-0.01943798034587607,,,-0.032836967829243946,-0.0498879032152294,0.03394382599456092,0.09146089106966793,0.01399815431972451,0.10234083661854565,0.050640149921454825,0.06561560701097291,-0.09778809806532744,0.1443199116520808,-0.09325601521552462,0.049459387427219004,-0.01866549295304154,0.02244642422748533,0.011054814341825037,-0.031436552830795106,0.037403420499734774,,0.01911740643373469,-0.010713705640740645,-0.04830560209127999,-0.018244252252638593,0.061722669724849855,-0.025640456913594067,0.03274472007608059,-0.041016756161998874,-0.029145309160785338,0.014896271403692873,0.031851395827501836,-0.059216537262963054,,-0.055341876219923924,0.019272229896125204,0.0013157425098031528,,-0.0019959150717590024,,-0.03640855970599555,-0.06270186245830622,0.08052827427592657,,0.03098150690660295,0.050907744856570014,0.009331909523335291,0.03397326762320063,0.09013416760999937,-0.1647165991453332,,-0.13599405349522414,,0.058531808598678126,0.06591657167843001,-0.003498486903377618,-0.016136308374261388,-0.12400513906931376,0.09658284596278843,0.00918411573354816,,0.02591888697746314,-0.07595054955688507,,0.11391572487106894,0.049950796747471604,0.03943267177837306,,-0.03288895985014795,0.019276317605937954,0.07407306448862094,,-0.03610849031710939,-0.023407566137066738,0.06874503302925561,-0.02448035954265837,,-0.012317330344296717,-0.032248743457288676,0.016738636241653726,,0.02498769516572874,0.0006890181588533606,0.002891804238134954,-0.010866133429275227,0.07820951039180479,0.06380921470366174,-0.029444368339651694,,-0.005667290151539772,0.009719320608200355,-0.013255555090520232,0.032028086541938894,-0.0011020151363293484,,0.03141022025040169,0.0034978603867303892,0.020304265906043062,0.06667948770169985,0.008637675404551293,,-0.0098760012601109,-0.005875040635773043,-0.019245656493533658,0.022035908815934868,-0.004405864095665513
2,0.004781807693274853,-0.05860333998916101,0.06444173585965951,0.0656473272306843,,-0.04339280064315176,,,-0.017936536756416377,-0.06148858371722582,0.07001063807045482,0.06558379757690735,0.07037582713661594,,0.07012292316267121,,,0.09546383891359422,-0.06666553126834796,0.08250779635124994,-0.011909561911967681,0.005276072541869514,-0.02089439363194967,,0.039052471233961605,,0.012817538654179977,0.03221998301016904,,-0.015327386593970316,,,0.08547948612234885,,-0.02288708421548935,0.03317337597788783,0.02795539224913789,0.02045140259344269,,-0.1218924866184532,0.06964046135728363,0.0006043643823443468,,-0.002422832202956249,,-0.06646708998234852,-0.09902194594047087,0.013194363997134806,,0.021486848454579488,0.1099449749384207,-0.05002349744121748,0.030480781429184978,0.09948788765572347,-0.21352328614801053,,-0.13657477360445924,,,0.08007606900471542,-0.003561224128530771,-0.04537725851567431,,0.03755287281802522,-0.03933470326781907,,0.0176209998382586,,,,0.02245066105417226,,,-0.051823910956177444,0.0330314011019569,0.06159337816431165,,,-0.009105616661591931,0.09721335262754138,-0.03817984094775273,,0.018722714404588725,0.05126069043500703,0.08775628929430301,,-0.00024158930199547068,0.02623403417176029,0.008189142399874116,-0.05040704990431033,0.09610932524755389,0.04078205384731404,-0.01603183996222013,,-0.01842961675908128,0.04099219841758417,-0.0551830354419085,,-0.01583018699967298,,0.03529599036353509,0.019073891144149924,0.01709118810734267,0.04145076760476685,0.005337558760772021,,-0.006344509453374059,-0.019225485466951575,-0.004580831875437175,0.052646559489707756,0.029868245897146983
3,0.021314398256021327,-0.0011796110920752056,0.060151066407592824,,,-0.0022777110606737594,,,0.00829333893734363,-0.06939215409881427,0.029741805764060048,0.08351516882665111,,,,,,0.10590762234625384,0.052530812827322304,0.07212711023545204,-0.018563180433661897,0.016945914504444604,-0.025745717430381843,,,,0.021660668397619015,0.037527137437274094,,0.00332280954629649,,,,,-0.01958718624058753,0.06227470550143499,-0.01857906643565761,-0.025145986678447807,,,,2.434854747046522e-05,,-0.0037314008425017864,,-0.06633677474961663,-0.060640498495506456,-0.028840774507550737,,0.026855356111428974,,-0.05366033947305371,0.014889231397896774,0.09547733468500286,,,-0.13657477360445924,,,0.1009574263471586,-0.0036239652898903962,-0.040930161012053046,,0.0799829927507334,-0.04406707247770547,,-0.04435262475932755,,,,0.03912256160449956,,,,0.026131585542476854,0.039966867834846376,,,-0.016330549007819606,0.12943931392011265,-0.03982676830921439,,-0.024132090277937834,0.020855096195025347,0.13319634390173085,,-0.008523947795857412,0.04243388420289107,-0.023001399050336047,,,0.015223559137940601,-0.00999130876815335,,-0.0033423944400635675,0.034116776022134476,-0.072233869419835,,-0.03555544784964182,,0.01565804197939813,-0.006006761215421652,0.052783319832272024,-0.06480940928187207,0.009338555875348264,,0.01141516338317694,-0.008692365214422182,0.014652544419262725,,0.018620389958307892
4,0.0713096404548077,0.04600649565609505,0.05446815931834187,,,-0.020696616359518916,,,0.045332317858861604,-0.02412802458012392,0.00558604298465204,0.09351119686520315,,,,,,0.12074752914026865,0.11642085554878223,0.10881829472905413,0.006893185652735778,0.026551476166756127,,,,,0.022673884251130677,0.03387339394417521,,-0.03058774434327649,,,,,-0.04517787889378533,,-0.019064587513341624,-0.014705488501979835,,,,0.0010523281311232147,,-0.002449520576168096,,-0.0676276443098387,-0.046187898071653244,-0.00948504125497629,,-0.018290703277229592,,-0.08105615597414673,-0.08067057429576308,0.033674467270204955,,,-0.13686526017149825,,,0.022149358628587912,-0.003435753613937109,-0.030307629885391707,,0.13582310248618912,-0.07096603166155835,,-0.020923023626408188,,,,0.06405913924889373,,,,-0.013240926475788006,0.03878232808818782,,,-0.016800837228653,,-0.04050138283827609,,-0.02674544537007728,0.044420093906471614,0.09948245107297549,,-0.059115484654032935,,-0.048131458810028116,,,0.03753353763687173,-0.01034644943295504,,0.004486397194860436,0.05207012308227377,-0.015493004349711015,,-0.018260414130817137,,0.01905218711932316,-0.0021535826496702493,0.027667508429855103,-0.04005462604077947,0.0055512611917237775,,0.012087989017336764,-0.010197345290405835,0.028837710625154667,,0.008545442716818563
5,,0.039444965197415804,0.050267787396699126,,,-0.027090021591596902,,,0.02578590073501985,0.0338513945164956,0.025395150336036787,0.036722179824792534,,,,,,0.15446622333348947,,0.15957641485079554,-0.025519957145437644,0.034958172245426744,,,,,0.0185217617789398,0.005409090978881925,,-0.032787500321675433,,,,,-0.042126932838360776,,-0.02742871971271933,-0.02733363250584253,,,,0.002526555745041348,,-0.0015691801210255818,,-0.070777047416132,-0.07016823093996472,0.007825750139858867,,-0.07540614861336936,,,-0.0687582554020435,0.11300510828884447,,,-0.13628437139536165,,,0.06177912141237962,-0.0036867103879503205,-0.012537717041684271,,0.10948894893126049,,,0.008526051737951734,,,,,,,,-0.0465539019584289,0.0067171224069053626,,,-0.00924001579578082,,-0.09207624636193379,,-0.04399074484443055,0.012723092555377846,0.11676942603532092,,,,-0.03737308384452587,,,0.039595693670786636,-0.010904782569302829,,0.03419550543317956,0.0886546458683164,-0.03891495249636634,,-0.025280396414147366,,0.03297762595935455,-0.02818937948618605,0.04407225255079106,-0.035178723134043244,0.006064178057822778,,-0.01689466845673926,-0.006446897429707388,0.01846593790418999,,-0.017428764561993715
6,,0.13145528924900773,0.08027733030228595,,,-0.02471852713676237,,,0.03968137644854908,0.0535148911175099,0.0047068108301671074,0.08109043470444544,,,,,,0.15831594844103747,,,-0.025007051273088665,,,,,,0.00690014767041211,0.003524580765318641,,-0.039578217511350544,,,,,-0.04082376129810339,,-0.0400479079934581,-0.02663068595941087,,,,0.004287512898960788,,-0.0028232326087060944,,-0.07284719738961343,-0.17788521656440048,0.058336276071433435,,-0.0565266404636523,,,-0.09910153548039369,0.15963245160003625,,,-0.13672000634017312,,,0.043040419439387856,-0.003812212396146819,-0.0023957400511130933,,0.14399842840330423,,,0.01925062896983265,,,,,,,,,0.022376251274202286,,,-0.006627692394478135,,,,-0.0361511275183235,0.03386670462560559,0.10763657703834406,,,,-0.020562545643351138,,,0.04103577454006491,-0.010549443597569819,,0.07767895101318506,,-0.035414966115003166,,-0.011251615005345661,,0.0315754289546622,-0.02435398554438195,0.09534520472179908,-0.034851281168560844,0.019468951181738303,,0.007298232450161923,0.04495241217947865,0.023403439732638975,,-0.02493722750612226
7,,,0.05053033690437525,,,-0.007575247340820712,,,0.009075888802225318,0.026591689892512094,0.032984885122880225,-0.03788697789491513,,,,,,0.13770973263200892,,,-0.03138346961137206,,,,,,0.02863020881775538,-0.00927749516177262,,-0.07254482921724142,,,,,-0.050856990675947955,,-0.021621537983339167,0.008749345141567555,,,,0.00023530232300705833,,-0.0014891875869527116,,-0.171082304258396,-0.21091265846209062,0.011161146850701131,,-0.10339832036602259,,,-0.19045341870685967,,,,-0.13672000634017312,,,0.02863130765525651,0.017906771513023667,-0.014416824481832236,,0.1194922938226366,,,0.004633489479552333,,,,,,,,,0.016317601803050863,,,0.030238594741656133,,,,-0.08991960316391912,0.10358504489224885,0.05786428781238129,,,,-0.018469270491632273,,,0.05193684687105571,0.009830246738084192,,,,-0.029191763991252895,,-0.0057801027258231885,,0.03578379627785333,-0.02415273043960353,,-0.06166993616484251,0.028941265527662963,,0.022720172105008207,,0.009019131309931205,,-0.023138193182739464
8,,,0.039800685095257804,,,-0.025705454845294295,,,0.06339333297870864,0.04246204549359356,0.1434875021558626,-0.056898090852127936,,,,,,0.04921073821498334,,,-0.02516302942455384,,,,,,0.015071907905799237,-0.01453992297882839,,,,,,,-0.04260289908856174,,-0.008948822152297874,0.002057322209138568,,,,-0.0025634532663625365,,-0.00010366606291745128,,,-0.22226187222991944,-0.0007806450737544157,,-0.0985993897273526,,,,,,,0.2639213111755418,,,0.020768267069707247,-0.13580714578891362,0.016184943135366003,,0.07164896776785001,,,0.07342188953809226,,,,,,,,,-0.012775864467694742,,,0.04988031821811978,,,,,0.12101509985293468,0.08130343962425579,,,,-0.012491735135747306,,,0.0679743467402063,0.0033729534755611024,,,,-0.06058834078030695,,-0.02212140654158612,,0.029700913175046195,0.006644113339263069,,-0.05531243590199897,0.011436327110842082,,0.04706108439742629,,0.024083051409282408,,-0.037149109952697046
9,,,0.015020637226555555,,,-0.01245443452299877,,,0.13744437823603795,0.08855941436600884,,-0.02213566061984995,,,,,,-0.03854160338622248,,,-0.03119857329866038,,,,,,-0.008651131381654437,-0.014793941085607332,,,,,,,-0.04072369745566362,,0.013421306286860269,-0.022539983667798635,,,,-0.0027485527578674507,,0.0004021037161416885,,,-0.3717664903600877,-0.02942755084770443,,-0.06737307042250251,,,,,,,,,,0.027696362856407863,,-0.0012180848267472344,,0.07227912028399741,,,0.0543199561534935,,,,,,,,,0.0023266963953831876,,,0.1050020111259573,,,,,0.24339772537242776,0.08189363019669127,,,,-0.014228800552109733,,,0.1360046380975719,0.01147069311675697,,,,-0.05984539273318057,,-0.04414828650914482,,0.0645789187212048,0.047607186566237636,,-0.02033708152476499,0.010740437153359594,,0.054084789871054806,,0.024180101098799478,,-0.041948957093402295
