,2007-05-01,2007-06-01,2007-07-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2009-01-01,2009-03-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-03-01,2010-04-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-08-01,2012-09-01,2012-10-01,2012-12-01,2013-02-01,2013-03-01,2013-06-01,2013-07-01,2013-09-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-06-01,2014-07-01,2014-08-01
0,-0.020130311254749955,-0.022588761436632687,0.017131563867362587,0.08582991395149131,-0.0975468732158169,-0.010985167506241122,0.07043737657667126,-0.008062625889871056,0.014876740666695198,-0.13319348633233297,-0.06445643828168879,0.022546256191324554,-0.3030069045760768,0.11976551127813306,0.09070324730326096,-0.007874000279524118,0.07610464284451712,-0.05479495585011285,-0.02205061148341958,0.007489743417353978,0.024726471799867866,-0.07112591565126314,-0.007657346827280698,-0.003131586674004705,-0.028393926865901253,0.015243857202905664,0.005439542105052375,-0.008739967646014923,-0.00730509534195526,0.0013523638296879525,0.062378824473726,-0.028183181892140752,-0.011690594075236982,0.051593320275474586,0.0035662247984618034,-0.003884102625372421,0.010341799150447528,-0.002608913475205643,0.03230878868679565,0.06332983260342373,0.00499832781656373,0.0507558510775139,0.03664175813667114,0.11300453424475698,0.04057607146850106,-0.004093194108354847,-0.006593834700440615,-0.03826143939338178,-0.00768263576507322,0.017296534193629753,0.021869725635033976,0.05092289885567847,0.005784402967829783,0.038576321939393976,-0.020241387076261885,-0.012376224492919197,0.10676423414959246,-0.029469817346844174,-0.039956737547954146,0.020059810199471173,0.015001398559504775,0.010874125973072024,-0.017062092030796616,-0.010846027701469363,-0.012951118345730595,-0.020387844474320183,-0.03335259240941857
1,0.00789418583108814,0.11386112941602766,-0.003201595375547317,0.04788325788985315,-0.13792123011187196,0.1464669883352312,0.07095565602343568,-0.003847339320027565,0.029373378453212418,,-0.10604100916902715,0.05607079474537224,,0.07714766110319426,0.06407230994214608,0.027667957488483053,0.10986930053776867,-0.10423394039354505,0.07581625467646491,0.0034393395037579655,0.025897489103698712,,0.007687364530985397,0.040682962886497975,0.07035021158882726,0.021782230363207145,-0.0386157086292207,-0.02757265034241374,-0.015102125312438743,0.028866253567578548,0.05393984508951588,-0.034803748187138606,0.007446758635009099,,0.007137891382692052,-0.05595008694199821,0.03312468336643848,-0.01373350429390685,0.012985419138117127,0.05184198675874785,0.02594470460465015,-0.007026612008942834,0.03792187824184445,,0.041298759008473684,0.019884986015359596,-0.012391422089810478,-0.022337849272434207,-0.04153508876801881,-0.023648132226431917,0.020078925740736997,0.05710411331920895,0.020858966229666764,0.05929157899102844,-0.06211088568539247,-0.010997475195958395,,-0.001532011382134324,-0.049202273438113786,0.029585449661236163,-0.0005825269068724381,0.012233176605132456,-0.025819843177079416,-0.0017204546671675258,0.021775526481669694,-0.0016700343474291834,-0.02336298756172217
2,0.052636754784970874,0.25917271089370875,-0.002964984095294998,0.038975553219315895,,0.08912286611453402,0.014895218312747538,0.04615149215075376,-0.014789806799517802,,,0.02805917140983971,,0.16246742339224385,0.4920057575549297,0.027367820798531284,,,,-0.006785623001450691,0.025165749900586176,,0.00780761902954108,,,0.049663196755912686,-0.045744283306641265,-0.031269398510323954,-0.044895618428001306,0.026881819895491654,0.0845097176366707,-0.0288075138559849,0.012442540190011009,,-0.01849307065808592,,,-0.028727418956540518,-0.004514703998881542,0.01872631014375581,-0.019924802202844205,0.020743399877844126,-0.0009248246890320999,,0.038522995093458245,0.030156178449092463,-0.023633213114633955,-0.02825667832229173,,0.0032847465794265673,0.0338525682069899,0.05211430031442488,0.02286634926275366,,,-0.0601405753738381,,-0.015266833518590706,,0.00786088441644367,-0.0026411485901156606,0.007593540950161515,-0.02075868395381314,0.002349198547085374,,-0.06407366874656883,0.0036566829893239783
3,0.02734376667766769,,-0.07035337885753234,0.04718235238535895,,-0.0008890002093799865,0.059498853275712804,-0.0016565975821902779,-0.01080974327025519,,,-0.009887720567613112,,0.08734637997257932,,0.12439275094363156,,,,0.01214148686288663,0.012465111452424127,,0.024485528735283868,,,,0.013913851606341954,-0.0019726501697784338,-0.01383141327496832,0.032362525359372896,,-0.047870442055462537,0.02261742753335394,,-0.029302733458037578,,,,-0.02636070415707903,0.011046799175672195,0.010058444446180648,0.06665964559825088,0.0017345328017004391,,0.014110005459142316,0.04135790188856303,-0.04314304747632458,-0.03164862105427946,,0.003170020725216771,0.04597692860294522,0.029409739404881563,0.018475665850374856,,,,,-0.014015426689625632,,0.010645984554438603,-0.002939018880956934,0.04737843254707297,-0.04135539982594627,0.03604746288612837,,,0.0615324561273376
4,-0.021924914483722358,,,0.11783606523631462,,0.0723302600184823,0.022260896944119146,-0.05229447815928978,-0.014032760572442404,,,-0.054204104661209174,,-0.018141211871887775,,,,,,0.032623435428706715,0.0412581905067142,,,,,,0.029833281348666585,0.016667665628689043,-0.011825243268153963,0.05308066114887788,,0.0017697665968521292,0.010081145781054346,,-0.024054006803803096,,,,-0.005104777093183577,-0.04133612511526019,-0.009678222273968196,0.017558059915558033,0.04365828329300214,,0.04229584973809142,0.04458892946749127,,-0.003666254489973042,,0.010537365341928062,,0.043107042946431307,0.02853367165111753,,,,,-0.02257650289295765,,-0.0069980946869726,-0.017520302527178233,0.039409590600943734,,0.03365585460600273,,,
5,-0.045394319154956175,,,,,0.10651504004519996,-2.8646972939583293e-05,-0.00015447507192445364,-0.05280924108406482,,,0.004711807202058882,,0.2034442135392136,,,,,,0.013723469516981446,,,,,,,0.017736288714468973,0.009375343779195133,-0.027718481249215866,,,-0.0077783261685060445,0.029160114681609617,,-0.009407714541238121,,,,-0.02544081797893294,-0.07351713554964623,-0.032399888769997,-0.013501664712777028,0.027003170367243534,,0.033545528675505754,0.0524781315380749,,-0.012953876883449622,,0.0068348504975617175,,0.07684892296295098,0.03582337003771818,,,,,-0.00016125102567710048,,-0.006048014752923658,0.008325247351922471,0.02520641078701713,,0.03253570914956572,,,
6,-0.019489916386250083,,,,,0.16042887386626736,-0.0391602700383924,0.00018547527067269698,-0.07359905465018679,,,-0.024999216477291197,,,,,,,,0.05238924739442674,,,,,,,0.01245005361003404,0.027423643780982276,-0.060518888759463575,,,-0.006141721027065117,0.016997961834078534,,-0.015434949736335302,,,,-0.046316768521248,,-0.0675668276900323,0.014443014896567519,0.007878661022321154,,0.045899955136095905,,,-0.01866667113736442,,0.053021457845110476,,0.07633649763431727,0.01907148673619563,,,,,-0.00871691468898661,,-0.007932485438409576,-0.003901416498448995,0.04876187861728809,,0.0576641559196428,,,
7,-0.02700626386956939,,,,,,0.030331413633506,0.02146828303534587,,,,-0.10273435311136747,,,,,,,,0.0475092399379744,,,,,,,0.01821353475961951,0.035461430505148384,,,,-0.017296793974013625,0.005490221588558386,,-0.016464635244414882,,,,,,,0.04860039452705678,-0.024277008895636776,,0.056911518344459955,,,-0.01692196809952118,,0.03049890202057215,,0.08101486874041774,0.008660750718356924,,,,,0.008279418921431136,,-0.0015360306960996994,0.021311341102181414,0.061383548582095715,,,,,
8,0.014877440922017371,,,,,,-0.0025692704748174755,0.02345306666220348,,,,,,,,,,,,0.03789046582281008,,,,,,,-0.008420246992728142,0.056268190323911726,,,,-0.01839749820462311,0.009182142226374257,,-0.017814945833382057,,,,,,,0.02631250603473223,-0.0033014787729248596,,,,,-0.031184607337551462,,0.03341002010974048,,0.14097576278296686,-0.014412363566218112,,,,,0.03824973821645361,,-0.03187339827623198,0.037224313656748886,0.06701039737571768,,,,,
9,0.07992184087160714,,,,,,-0.04350374482650432,0.026963450982183668,,,,,,,,,,,,0.005017728583138981,,,,,,,-0.042819562340433936,0.02959019588198064,,,,-0.037482190523268066,0.007056206684400879,,-0.015037546840842797,,,,,,,0.055871370878076476,0.03685218756993436,,,,,-0.02243825798611665,,0.029681155450175245,,,-0.011632542257308476,,,,,0.05381898271292229,,-0.03405380868464697,0.04169459847445561,0.06546884667696795,,,,,
