,2008-05-01,2008-06-01,2009-08-01,2010-01-01,2010-07-01,2010-09-01,2011-02-01,2011-03-01,2011-09-01,2011-12-01,2012-02-01,2012-04-01,2012-08-01,2012-09-01,2012-10-01,2013-03-01,2013-12-01,2014-01-01,2014-03-01,2014-08-01
0,0.014876740666695198,-0.13319348633233297,0.007489743417353978,-0.028393926865901253,-0.00730509534195526,0.062378824473726,-0.003884102625372421,0.010341799150447528,0.0507558510775139,0.04057607146850106,-0.006593834700440615,-0.00768263576507322,0.021869725635033976,0.05092289885567847,0.005784402967829783,-0.012376224492919197,0.015001398559504775,0.010874125973072024,-0.010846027701469363,-0.03335259240941857
1,0.029373378453212418,,0.0034393395037579655,0.07035021158882726,-0.015102125312438743,0.05393984508951588,-0.05595008694199821,0.03312468336643848,-0.007026612008942834,0.041298759008473684,-0.012391422089810478,-0.04153508876801881,0.020078925740736997,0.05710411331920895,0.020858966229666764,-0.010997475195958395,-0.0005825269068724381,0.012233176605132456,-0.0017204546671675258,-0.02336298756172217
2,-0.014789806799517802,,-0.006785623001450691,,-0.044895618428001306,0.0845097176366707,,,0.020743399877844126,0.038522995093458245,-0.023633213114633955,,0.0338525682069899,0.05211430031442488,0.02286634926275366,-0.0601405753738381,-0.0026411485901156606,0.007593540950161515,0.002349198547085374,0.0036566829893239783
3,-0.01080974327025519,,0.01214148686288663,,-0.01383141327496832,,,,0.06665964559825088,0.014110005459142316,-0.04314304747632458,,0.04597692860294522,0.029409739404881563,0.018475665850374856,,-0.002939018880956934,0.04737843254707297,0.03604746288612837,0.0615324561273376
4,-0.014032760572442404,,0.032623435428706715,,-0.011825243268153963,,,,0.017558059915558033,0.04229584973809142,,,,0.043107042946431307,0.02853367165111753,,-0.017520302527178233,0.039409590600943734,0.03365585460600273,
5,-0.05280924108406482,,0.013723469516981446,,-0.027718481249215866,,,,-0.013501664712777028,0.033545528675505754,,,,0.07684892296295098,0.03582337003771818,,0.008325247351922471,0.02520641078701713,0.03253570914956572,
6,-0.07359905465018679,,0.05238924739442674,,-0.060518888759463575,,,,0.014443014896567519,0.045899955136095905,,,,0.07633649763431727,0.01907148673619563,,-0.003901416498448995,0.04876187861728809,0.0576641559196428,
7,,,0.0475092399379744,,,,,,0.04860039452705678,0.056911518344459955,,,,0.08101486874041774,0.008660750718356924,,0.021311341102181414,0.061383548582095715,,
8,,,0.03789046582281008,,,,,,0.02631250603473223,,,,,0.14097576278296686,-0.014412363566218112,,0.037224313656748886,0.06701039737571768,,
9,,,0.005017728583138981,,,,,,0.055871370878076476,,,,,,-0.011632542257308476,,0.04169459847445561,0.06546884667696795,,
10,,,0.04055804560319465,,,,,,0.13315824618968541,,,,,,-0.02914896530398048,,0.05721475170862966,0.07236404998307377,,
11,,,0.026815892617449544,,,,,,,,,,,,-0.018273900029924794,,,0.07246638320728804,,
12,,,0.05018110355887084,,,,,,,,,,,,-0.0026263731787021793,,,0.05176801710954604,,
13,,,0.052259545476218916,,,,,,,,,,,,-0.004965893160476131,,,0.00955264553104107,,
14,,,0.07807072180673114,,,,,,,,,,,,-0.002033430889555765,,,0.011924263682871361,,
15,,,,,,,,,,,,,,,-0.0034164709248172276,,,0.01571584122641778,,
16,,,,,,,,,,,,,,,-0.0020745113563445106,,,,,
17,,,,,,,,,,,,,,,0.005126182443227156,,,,,
18,,,,,,,,,,,,,,,0.015234787546619444,,,,,
19,,,,,,,,,,,,,,,0.014694129256964894,,,,,
20,,,,,,,,,,,,,,,0.02280153825561526,,,,,
21,,,,,,,,,,,,,,,0.014921922126001075,,,,,
