,2002-05-01,2002-07-01,2002-08-01,2002-09-01,2002-10-01,2002-11-01,2003-01-01,2003-03-01,2003-05-01,2003-06-01,2003-08-01,2003-09-01,2003-11-01,2003-12-01,2004-01-01,2004-02-01,2004-04-01,2004-05-01,2004-07-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-07-01,2006-08-01,2006-10-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-11-01,2013-01-01,2013-03-01,2013-04-01,2013-06-01,2013-08-01,2013-09-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-06-01,2014-07-01
0,0.0416576370195082,0.034537678128880867,-0.08003692584536459,-0.03521969427508176,-0.013766623590728222,0.018070437463585942,0.013846291543642586,0.08246340442905253,0.1643179820379892,0.11027856472412467,0.2557336317088543,0.05794366036108212,-0.00925233671282788,-0.10150361853447998,0.03257723231879428,-0.02482390972254489,0.03908105267108519,0.09635192716240071,0.06824404447872823,-0.07202920035110671,0.04548893430885537,-0.014033635423261526,0.035994002656820845,0.05889903330033164,-0.043769061836820056,0.01665963610257082,0.007702288908354449,0.01653939479215727,-0.020365168263752897,0.011012963336663795,0.012581661132321287,-0.016569282584687373,0.01793568000783674,0.0571056122307807,0.02340302392776472,-0.003663503186876582,0.01869178299798957,-0.015641723585057665,0.005530789612232967,0.04578991001089261,0.033040576266107013,-0.019238519708092205,0.04416904386005194,-0.05707833066172863,-0.00030435289505426066,-0.08747613656584452,-0.030389292204378027,0.09684939804833048,0.012662774318199954,0.03658595384946306,0.08478770034571637,0.061834682865197,-0.09004100499406587,0.008391005233415072,0.11868511633060574,0.12900967791331208,0.15030257224556776,0.06904805549649029,0.030844118913558205,0.012575503960575274,0.011318095641460246,-0.3636642876656302,0.2997350860344514,-0.003542654379881771,-0.1430706492518814,-0.04542496494403325,0.09018375460537198,0.163045853993391,-0.0053863032469219085,-0.010145141606308306,0.08737412511752973,0.1290430955390791,-0.002752140536054659,-0.0040045896520304325,0.05378426398086722,0.058129301351939944,-0.006195297705594349,0.048642596563822194,0.03704984983799209,0.04626391846461919,0.015393566356998623,-0.022760693507779095,-0.019024321035796543,0.032975439045284105,-0.06171148005891958,0.018934386899049915,-0.06340883421122756,0.03732687889001651,-0.014458984045721435,-0.040615424388209975,0.0471796023140445,-0.09828944771438941,0.004268711549658022,0.06247157935293668,0.12768667305073578,-0.0463561897830429,0.009700551940017066,-0.03217418241633235,-0.10471654206883763,0.08040726207316284,-0.01086076920280532,-0.06491354120017201,0.04175154870359565,-0.06971776178548206,0.03287470498229439,-0.05901195867450415,0.020276828446527784,-0.0012042608234414942,0.04939735795300915,-0.007134845901233922,-0.009037116261645313,-0.013795331232739683,-0.06636457905248627,0.017382247360103964,-0.051673945530998466
1,0.04215193406262052,0.01558288223137927,,-0.007397541508384342,0.01626737449017146,0.035982810058325154,-0.022157692141977048,0.060658391463080386,0.16160473789411778,0.12611886178187603,,-0.05170080921728726,0.022697495971931048,,0.02623869755846986,-0.0035490217427081028,-0.07704332537240965,0.13999116811721368,0.14337716359470387,-0.06703426534406787,0.0429556604028658,-0.07449271388991052,0.012452323900760787,0.03491243840549263,-0.054802801696839154,0.007866764958899708,0.00576605559575416,-0.02723864718470148,-0.022350618363202734,0.007017934926003777,0.028215646856602383,0.013309138932724118,0.021217078337695483,,0.06060410936328453,-0.030147211675747076,-0.011326112572435987,-0.02236513614254676,0.04876846498020493,0.0630658603050277,0.03068055943951764,-0.06083223354655276,-0.034484830461017246,-0.047298688581616455,0.01318237241690412,,0.039578790669449804,0.1283822801063883,0.03061176899599305,-0.005979715134251329,0.03141284701003266,0.0003740652352810514,-0.11651610619783082,0.07597408917093418,0.13605465322651122,,0.12603157486966055,0.05407798986685264,0.018684892794183172,0.07315068044367834,0.012313985585208354,,,-0.038896890024605835,-0.32925102174257836,-0.024652397025630712,0.10347922840285351,0.20093263547561335,-0.06515824520299329,0.05491505630803628,0.05885720172929787,,-0.0024924763562104157,0.05798905016784239,0.08937991867708472,0.0575417797871518,-0.047780942062943144,0.04559999334307285,0.01235103970454876,0.04239433918336766,0.020223011939785707,-0.03095089842716492,0.007394525740873847,0.030667691660126728,-0.10408881922260527,0.054907594506814705,,0.046993356995202795,-0.029332188706227447,-0.06922278378713287,0.04412344266387569,-0.049636941926371136,0.0780043482873638,0.08831901401192321,,-0.07159851944377316,0.018965524224202612,-0.02124048648317428,-0.08931549599683297,0.038803950968134604,0.01854684856972244,-0.07364224224427596,0.06966161819770489,-0.07127768981604587,0.03478087348777592,,0.06787304801237348,0.0013867100978791624,0.06329170278869278,-0.01873124639588719,-0.019439821099082637,0.0040854223277670965,-0.05951686675016221,0.04406725350706986,-0.01643053480919887
2,0.07227532351576171,0.00669663988551239,,0.012151732752798905,0.03756036522095313,0.07165241252410948,-0.0353878962398233,0.10330310314128177,0.1622816843896271,0.15356131850865795,,-0.08306249993179193,0.020058175828000513,,0.010763917264632106,0.04803226546907702,-0.03559012434733333,0.13891231283984795,,0.0011926206961778707,0.052774142489540043,,-0.01672911523200571,0.03363515420549801,-0.10271671917904124,0.0012502487362722192,0.023594802980410723,-0.02105591156557729,-0.007911977677295345,0.0016288805561728292,0.021957342263865476,-0.0031469912184672877,0.016566480823385632,,,-0.01069964079962471,-0.06179924239514101,-0.025765743957332443,0.08216224663694893,0.07817840328170134,0.047049648289422485,,-0.0005236609677166104,-0.0724104871808473,0.04583628778761606,,0.12379102040246526,,0.02100645550362934,0.018721717071001898,0.059066421678184766,-0.012476739784225366,-0.13510951145552186,0.03157191295335293,0.1297867662749721,,0.1627641289802928,0.030920815828182402,0.041783830862709426,0.0263089381042656,-0.030132558960723976,,,-0.08332529754517148,,-0.021672769818055215,,,-0.10596414823717692,0.02165456419409373,0.05400302503196586,,0.022076297330635652,0.09996494655098642,0.12684833872867474,0.08545816822647945,-0.07662584459312072,0.01721133810903397,-0.007017912618983324,0.05497910748781454,0.021134163446765886,0.01392309457622698,0.014445838965897018,0.01532913120301238,-0.10157825923203401,0.05615988459912247,,0.055286489094152014,-0.008169008735293248,-0.12193384439161314,0.09686291069414898,-0.09086943331965003,0.14805387599904485,0.08915734309355972,,-0.06832908182081043,-0.03285570816706551,-0.04459597727322556,-0.06748027043837546,0.10197996676233467,-0.009525172838211526,-0.06516797539648733,,-0.10987258431360125,0.03838204212649554,,0.04076248077484812,-0.020971522868761028,0.08447536485636342,-0.0018093342926799316,0.016295696974866953,0.015273504408074068,-0.04054479527185206,0.07286624883003379,-0.02217298247638322
3,,0.028469364582933476,,-0.005601836195793464,0.015047274490256113,,-0.0385846878788777,,0.14323789173997814,0.13901317474454178,,-0.19509324269083095,-0.00837472656063043,,0.04514921598922106,0.06823170401685807,0.0027085016091810132,0.1598475178019858,,0.03671430309317336,0.030059847746649382,,-0.006241368373678169,0.0349517267200814,,-0.01548086633910728,0.011411813842323593,-0.06153377438450747,0.03209774677418609,-0.021965582663690197,0.03904302423290629,-0.018696941294538916,0.04289471970461323,,,0.007707035223759817,,-0.01170566968281328,,,0.06310821489680474,,0.017979252274145763,-0.1188266567308145,0.021749020657227836,,,,-0.013342027291392,0.007120756684844576,-0.010557943605673636,0.015456434748901682,-0.07324543604247702,-0.006448013171854505,0.1504900975002026,,0.1256296475889389,0.04667934637526594,0.029358323972382916,0.04946880956543498,-0.08745627180176019,,,-0.0731871066157006,,0.09322804231288062,,,,0.04466720071767094,0.06861442705555909,,0.05749179590312825,,,,,0.0352714243948149,0.027906798782002085,0.03648103958375426,0.009390036830012605,0.07147130600828122,-0.006247083390180208,0.014069349447467516,-0.07194093298574344,0.06857650923249503,,0.0360726440157646,-0.008129201538807473,-0.1436407516224687,0.11266121040053934,-0.11800876806883487,0.10962970568366348,0.010197869521640035,,-0.052208802467482496,-0.057784301782397574,-0.08187253417325285,-0.07400405821266887,,0.018629709873609457,-0.05678807968988542,,-0.08163560495287481,0.028917270152248875,,0.08335565895384867,-0.012638683238686443,,-0.004084171645020174,0.021691979286348657,0.049911744805241964,-0.07160313908763083,,-0.05603763678006701
4,,0.05893323545762996,,-0.012282268771410587,-0.002629929099114081,,-0.05798459249862642,,0.18640042677061686,0.13251906596261542,,,-0.005035316344611518,,-0.0028462499049308754,0.1067531534408186,0.019398612742880683,,,0.06942955560178876,0.02547080991325057,,0.04478764059758045,0.04991673184268963,,-0.007604745326732942,0.028984680260488727,,0.05672848681485343,0.00416809328646095,-0.0006636777117980941,-0.044995886257401696,,,,0.007582553773672451,,-0.018676174629019826,,,0.06961411116226501,,0.02837023582715692,,0.0739088203302064,,,,-0.04000891723068922,-0.019405453961045538,0.08223541196615203,0.0628705538157095,-0.018495401204986495,0.0726429038472296,,,0.08803709327222276,0.018354186147743645,0.017388478165425214,-0.07156294678682351,,,,-0.11485135438257799,,0.014316812374620014,,,,0.02548697385559473,0.08375922367436184,,0.05685626449015069,,,,,-0.013728829859806169,0.04033000311813484,0.0631019434019604,0.01413023731662122,,-0.037651993198965394,0.009836786506692174,-0.015880150531362602,,,-0.01255969923843736,-0.004486235503498248,,0.20270431782325815,-0.10302005164355421,0.07676483366527176,0.032507120796271494,,-0.06461445619160777,-0.030587724463838173,,-0.07029069025706569,,0.04705773345822095,-0.05558465099777887,,-0.042951162510168395,0.06377917358798513,,,-0.03136714435445287,,0.011256796977106909,0.0052073312357164446,0.02387922551712718,-0.09498487250337151,,-0.06134564007800081
5,,0.12156588582429473,,-0.004635257647606306,0.010616243315692553,,-0.07784742814130086,,0.18468120903367713,0.14763501858837635,,,0.0019579969998630986,,-0.02200620902460626,,0.0675539649257848,,,0.05805972173391827,0.010668384676058906,,0.03566832868368408,0.05775414384612754,,-0.038021151031559786,0.05980192419453112,,0.000699071439154153,-0.013244496258288718,0.00501859835512386,-0.03548331163271923,,,,0.02149355492889171,,-0.030752887051624267,,,,,0.011250384919786027,,0.06378446373815694,,,,-0.04577765072235529,-0.03471973186852928,0.0007662122702009055,0.0614397075167199,-0.015863835237679202,0.11385200584207933,,,0.0788135244324244,0.029479009036635917,0.025178509568013707,-0.0790628714932502,,,,-0.07377925494484527,,0.05654513362326119,,,,0.0032070211313832697,0.10031264894107128,,0.05156454796192156,,,,,-0.01786664225928658,0.015912602534980724,0.032228719221125246,0.02043689812017302,,-0.04729987571987482,0.010513117797287475,-0.005251326108557386,,,-0.015025029396744216,-0.031769063857221225,,,-0.11290465760749324,0.11558107394264949,-0.002616359405209101,,-0.07107701978177117,-0.04591495897798037,,-0.07378239179096102,,0.07049383212220506,-0.06956599056905444,,-0.025895908084210717,0.07048582626389077,,,-0.026732971345692635,,0.017205227901617492,-0.01916078795330926,-0.014508109950737147,,,
6,,,,0.0036268678804785015,-0.023128150940264713,,,,0.22758184206476628,0.13440777727385544,,,0.02275644654371156,,-0.047996973982540325,,0.08697572678048404,,,0.05236178597594621,-0.0025989701519795183,,0.030195668501039608,0.03410977782803171,,-0.09137451798737883,0.04282517655257845,,-0.00454632711389058,-0.009452380007728634,0.00375303779796754,-0.044995886257401696,,,,0.013641723560077867,,-0.06530917343841125,,,,,0.0020565343212519682,,0.05350129713192475,,,,-0.0060060707580147366,-0.008869420573862197,0.09002581705187429,-0.06173818273426912,-0.014085972966537241,0.1386979356071043,,,0.11396000132955963,0.042291125242307714,0.029768580337971917,-0.08802787736589912,,,,0.0021181789590039024,,-0.05798743481081603,,,,-0.023740802637581382,,,0.06617983828095642,,,,,-0.024983396638080357,0.06227987261884249,0.049674660624643874,0.031618911828351415,,,-0.0163815677422412,0.024872210721012422,,,-0.025604106152775863,-0.030753088198966383,,,-0.09621651153606159,0.08906279547970808,0.011426117114307965,,-0.09202093545819956,-0.05583639163379028,,0.004855771568008649,,0.12297502182941789,-0.05454423666137109,,-0.01632573166581519,0.1128020623620003,,,0.0006323702211732396,,0.029000162442989863,-0.008782502800416632,-0.04546496253479759,,,
7,,,,-0.008853641028771397,0.0056409433921672525,,,,,0.1786751937221518,,,-0.058577302553152855,,-0.021821448892474393,,0.13818973944809354,,,0.07179680548017475,0.003695174591210826,,0.045855578084713855,0.03210840629740419,,,0.017221791672641817,,-0.027535961563585953,0.002435207565031794,0.0024909247682280977,-0.06415921970099359,,,,-0.01371470473877423,,,,,,,-0.018247416732416255,,0.07289859330217185,,,,-0.0700004874331499,0.03415391599519779,0.02530506832060453,-0.09871388907642409,-0.05099727042610591,0.07638828775774043,,,0.11124120289180617,-0.023106512629314846,0.06335939422883863,,,,,0.07065972412249466,,-0.00030621254486495886,,,,-0.026285532852422078,,,0.0790864688434827,,,,,-0.05839483550263047,0.062304108763325816,0.04246599358784042,0.003914476838624115,,,0.01065284601648031,0.017460901352372105,,,-0.06638184152688709,-0.06097372707822735,,,-0.15579832422632833,0.1304019677864119,-0.00952843045350904,,-0.06878362786865644,-0.063898339589332,,0.04562405875433839,,,-0.06556190264714123,,-0.023290576142411812,,,,-0.021161002715739397,,0.017576052715269075,-0.04424027608025087,-0.05561799077594953,,,
8,,,,-0.03519236656148217,0.043622931461600845,,,,,,,,-0.04704569379772283,,-0.03793625329950201,,0.1448650178477786,,,0.05414490062584565,-0.023077944358321112,,0.0573735366111785,0.040836614899166346,,,0.030576114201968485,,-0.0037605227916666095,0.027099344524368574,-0.0017127091146154072,,,,,0.014283518794699024,,,,,,,-0.019205564663374197,,0.047141903253014594,,,,-0.031053626000835388,0.06275990639639062,-0.04502440749207415,-0.11291812790478906,-0.033507699393026114,0.09923057395993329,,,0.16545254299197643,-0.011829755841612943,0.08536042214246486,,,,,0.13393313236872584,,0.079715669272582,,,,0.015595325327417031,,,,,,,,-0.04189702605917156,0.07291835734119911,0.028594922122440414,-0.0212994979467811,,,-0.00247031260856323,-0.029687429617396788,,,,-0.06412696292597064,,,,0.0822270467007633,0.0033021698036692637,,-0.10154913393738418,-0.06091029840623463,,0.09519738298862146,,,-0.03976361676064699,,-0.08933314944380522,,,,-0.005644269713575678,,0.009635568458957078,-0.07416605075030384,-0.05537465159957189,,,
9,,,,-0.02869828721211487,0.04482431894243616,,,,,,,,0.024639611121316962,,-0.11904583688965298,,0.1832860364143567,,,0.06689907281172469,-0.040443258138492144,,0.04076443761759174,0.019878469911663643,,,0.028635907497638557,,-0.0017902693455469354,-0.0008994667951738311,-0.03456860248448357,,,,,0.046501080305557,,,,,,,-0.044224548335840996,,0.022831623881667373,,,,-0.050189166415306685,-0.05121252710747548,0.011557709408659966,-0.1443389408348792,-0.02764768971111664,0.0692115145592771,,,0.12148932444568983,0.004526560023326409,,,,,,0.1327360601350358,,0.06157573105466119,,,,0.008478218506707824,,,,,,,,0.006265869611843833,0.05095098059075398,0.005204668010903912,-0.011633941182397134,,,0.010121509895615777,-0.05695801513567833,,,,-0.08794287784851007,,,,0.1014772019401664,-0.011891139805267015,,-0.10256479396233509,-0.09133753380212051,,0.10140430835650971,,,-0.03142494064267809,,-0.11771995214061848,,,,0.010506261250528004,,0.00937255281776228,,-0.08133261256679747,,,
10,,,,-0.019644458155129496,0.04190649236317828,,,,,,,,-0.0007221820343898955,,,,,,,0.07810920286894896,-0.04797674904825122,,0.05717721494576811,-0.04396701170171813,,,0.022896585880574083,,0.00457493749663529,-0.02363108176184414,-0.036606793142538896,,,,,0.02524820627609392,,,,,,,-0.03815093585177154,,-0.024102647003081734,,,,-0.05458220741084063,-0.02009357934452405,0.02585201451015029,,-0.18653659249788035,0.08433202676295615,,,0.11859627933785033,0.044596939067979235,,,,,,0.07857389222557165,,0.005324009572061694,,,,-0.009255843589492274,,,,,,,,0.07479020219773314,0.059536431393972356,0.00017634140469824366,0.04156576225288067,,,0.020937571383455644,-0.0428259153613233,,,,,,,,0.1482077904392387,-0.046360440602480235,,-0.021095088974947274,-0.10497707539880174,,0.07553603529978936,,,0.033497274346061534,,-0.09090694869395533,,,,0.038956942278028484,,0.002997295413878942,,,,,
