,2007-01-01,2007-03-01,2007-05-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2008-01-01,2008-03-01,2008-04-01,2008-05-01,2008-07-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2010-01-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-10-01,2010-11-01,2011-02-01,2011-03-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-07-01,2012-08-01,2012-09-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-08-01
0,-0.06690419711564477,0.026560567172569716,-0.02655464076102998,0.04878634616305533,-0.013215578559267804,0.07534200346006381,0.006005280069385055,-0.022114012001576366,0.025019987539784072,0.008303512121113243,-0.019889513000387105,0.02156980217788229,-0.0717179797303431,0.08780303952444779,-0.02180126397610449,0.13725434827711402,0.021480287249314056,-0.042956665176789866,0.037041532520995624,0.04789773106675366,0.024702911873503375,0.007737290351508719,0.030022892101644327,0.01364713528985062,-0.004194139679528419,0.02306586766467822,0.011162172046934314,0.007525687409301263,0.009624626101262024,0.011199779322500714,-0.03651795186503248,0.020519055548563703,-0.005909039296620566,-0.012184379545294277,-0.0011689855707981422,0.006696294614798148,0.015231401853140536,0.028722333880600193,0.013337717477717604,0.0194431011943359,-0.05766140424517996,0.033963149724738795,-0.017663519226552182,-0.03244913095367741,0.035475120292704165,0.03307027900536186,0.008029613053078366,0.0008765994807720112,0.01094214490887957,-0.03162579577411284,0.002468426288873893,0.010528892930940614,0.04310570343952724,-0.011458110526915144,-0.010349719553133241,-0.06403449978558651,0.02668326050426595,0.02090709149514769,-0.03707145107851595,0.008495530868289247,-0.007609203407814569,0.007218662194925507,0.000521387863624545,-0.027922417615005635,0.029727674403604354,0.03728804372820438,-0.054657713285431786,0.036663759097319115,-0.0118438220374677,-0.029378125636083663
1,-0.08602057279950825,0.01648918659444165,-0.011853663838362394,0.041355057811095275,0.02532438637059986,,-0.024602774216354817,0.045911842284147575,0.0852555925402192,9.992196174923862e-05,-0.010695722840908806,0.01698517090176166,,0.025807236368657893,-0.03129617860184464,,-0.039672701473377536,-0.04504049296270862,,,0.0015299405282567236,0.04488151775710847,-0.023107554345101367,0.014502803421058807,0.012380939503598531,0.03273121582183913,0.03489434868963287,0.02999206185428749,-0.01855305069651836,0.004529212465709698,,0.034980864526525046,-0.03223618584758592,-0.014641417157572167,0.012430135574881263,-0.0015374264781629066,0.026403787205552476,0.01704418168100119,0.019092743534673485,0.016123991098294876,-0.08322652349669868,0.07825432072249394,-0.07896111366449032,-0.06529831641701156,0.04226209563391503,0.03562172133869668,0.0002059358670873923,-0.014723815289222841,0.015018859475149249,,0.003500769929047909,-0.03187845410825574,,-0.02256488366094933,0.016514661682826226,,-0.005764690992950738,0.03301425993777496,,-0.004601750037058316,-0.010442037781450697,-0.032559617141834085,-0.029288273461379744,-0.03049029808432485,0.014737284123848227,0.03199417666857274,-0.05834537356611191,,-0.0021453401749385037,
2,-0.07649789435348486,0.033034960848769224,0.010641865866913403,0.0181217000751972,0.0816522292241122,,-0.023376313069014554,0.02460898012921664,,0.03154961793243061,-0.021176014961309164,0.008347382892698985,,0.0360695739755057,-0.008649792786709298,,-0.042346264146813306,-0.0691697924763286,,,0.04028544477574947,,-0.003008070171895305,0.00696252379340212,-0.011352514317312767,0.02479137104746032,0.0377346187685525,,-0.020130881281251067,0.01333660889694066,,,1.0497252317609451e-05,-0.006734754150299338,0.006471657444227841,-0.013884488629773983,0.01401566143690225,0.017304996400501427,0.0144092189450311,-0.01143911622702265,-0.0729303902285321,,,-0.06302934201515242,0.02320397256614859,-0.021422987084551703,0.009296782074349252,-0.0018062096337767564,0.0028953403186608995,,-0.00887215571264921,,,,0.04885586348715165,,-0.008083051762642679,0.01460865157340141,,0.00041847560340579903,0.02834051278629346,-0.022901360827023876,,-0.049247142561341384,0.006078262774575016,0.012611479225047795,-0.05856828386694346,,0.006138030719592624,
3,-0.05977525050173771,0.02612278404305668,-0.008075857890023297,-0.04992940346647412,0.04036657559500556,,-0.04282192229376447,-0.03562834111483104,,0.03919767210754044,-0.029361559385487457,0.018437263625907807,,-0.012448932262923318,0.023407008088849324,,-0.00038110011131653465,-0.02315684016552577,,,0.04272244493731758,,0.005064020361303712,0.004417039732251382,-0.009186024014000704,0.03768394925377461,0.002078683662614265,,0.003208689881234239,0.0021832226459692627,,,0.013249591921761894,0.0163211843368547,-0.005214312684774125,0.0002809008178705774,0.01697339987375024,-0.007753569252157533,-0.014688860102825007,-0.007171530562474437,-0.08789887463643575,,,-0.06944087264506038,0.011123073895475066,-0.02561042910912903,-0.008642848058611374,0.021481481901985067,0.03153203677699068,,-0.0017516564079014252,,,,,,-0.004475651107087364,0.006905201286007134,,0.02371235997331489,,-0.03205419875502313,,,0.021773491911503573,0.014170143897838994,-0.053914734153282406,,-0.0022228583271028945,
4,-0.04373610997560595,0.028027211510214478,-0.017290959285214846,-0.03591102018355796,0.036839000418093626,,-0.041891649834566724,0.013145593456676874,,-0.023461076172642148,-0.019822692585824253,-0.009123493237614078,,-0.023329845819440642,0.021242125746080198,,-0.025648056780017026,-0.05283521121055079,,,0.0038241531269367357,,0.033091080306003384,0.019411461375886896,0.0042661834901918105,0.032840836634531634,-0.013643813847240173,,0.028212047779399452,-0.009954366757182864,,,-0.019415610187187404,0.017639415676611758,-0.02426901413462801,0.001022490141938448,0.01701552777277371,-0.0031609240757624057,0.011822535405174407,-0.05255914673759432,-0.06771731384070545,,,-0.003535979641914544,-0.03267095988746016,-0.015356277310097255,-0.022895811165994706,0.01997359464885262,0.02547441240852688,,0.022790175570658988,,,,,,0.009546186750126306,-0.002484348786116808,,0.015697320429908235,,-0.04544719288457788,,,0.018437189949775945,0.023109360425009218,-0.053101513177177484,,-0.010665677681095165,
5,-0.025923525021416705,0.03508931085208511,-0.025995279488790768,-0.04253478991365256,0.061420128158706344,,-0.10032506020066556,-0.016435596077651216,,0.04046522119401752,-0.03829879968494465,0.025940387604544313,,-0.0007117013168982389,0.09157313941548217,,-0.02791936610554857,0.03394475748597303,,,0.03233717413649195,,,0.01606161458828259,0.022194259875625733,0.03274120769397948,-0.01482216368154471,,,-0.0011710733690790676,,,-0.003997898098961894,-0.0036581544715823533,-0.021522358603928815,0.002385119787127188,0.010419408136741914,-0.0068979575305228025,0.010349225805672092,,-0.09419677138633542,,,-0.007616751128433741,-0.03143003575874914,-0.04279141522489427,-0.040413177620924445,0.04274911421510996,0.023683725262030997,,0.03420528668470224,,,,,,0.012905061584734812,-0.0024061587537138607,,0.014212950449708384,,,,,0.02612542870449719,0.008926954394589792,-0.039793711015008615,,-0.02851252258543724,
6,-0.004079391736530269,0.0892710305744977,-0.004622716269945926,0.0005514692531041199,0.057672231777364136,,,0.03824419713242877,,0.05633442184669901,-0.0293411612827692,0.03310989851210877,,-0.06999123287617248,0.1155752194558759,,-0.03037646459224952,-0.1132087742301362,,,0.09079108129211555,,,0.013704320539358994,,0.02218414181662176,-0.028614690580955948,,,0.00034989078477032365,,,0.0006403362290190451,0.028784867338846443,-0.0258128769886925,0.026904028377693123,0.00042859949164553157,0.016375915489832416,-0.0038785314149212373,,,,,-0.03645824273380738,-0.030077958409067573,,,0.07586636322238727,0.022251549451547614,,0.0328460345430126,,,,,,0.009279402611124032,-0.0005394454720271114,,0.021688867130563505,,,,,0.05402090270015725,0.00641608493212642,-0.04512555052931244,,,
7,-0.023235937073879498,,-0.010044968039771174,-0.0640161906654586,0.09643809740776899,,,0.021097100623114873,,0.037602664498169514,-0.06129257289665069,-0.016226793613209445,,-0.03588490210697026,,,0.0004054737205925196,,,,,,,0.01137403606552656,,0.02014823643325947,-0.02334344141337824,,,0.012058268477717071,,,0.018092838348897633,,-0.024731180128138686,0.023699250309180186,-0.02331723861713275,0.002242201720940251,-0.003393945467404357,,,,,-0.037931619813174944,-0.047336486670669586,,,,0.04535770600172029,,0.048819050398002606,,,,,,0.008120195603887215,0.005516717610993371,,0.011029521436833667,,,,,0.04209541879772871,-0.08308126697659945,-0.05315282184575576,,,
8,-0.030222442677976247,,-0.03260806410660111,,0.07710425078969907,,,0.02136080723024847,,0.04946357816175384,,0.0013539274250544686,,-0.10860181490747589,,,0.025063521672114897,,,,,,,-0.00457823533805235,,0.022118242746305583,-0.015617050112044785,,,0.03336589321400085,,,0.009195220935990456,,-0.023289162641349836,0.020218880584975008,-0.017005855245187274,-0.0047041305123980415,-0.01116163740401711,,,,,-0.08932537368783411,-0.02471155361526911,,,,,,0.03727505620537386,,,,,,0.04191114568778764,0.04577822024053102,,0.01320620479589274,,,,,0.02477359920797184,,-0.07035535654982938,,,
9,-0.03568571330058301,,-0.01561574214310335,,0.06674380651122336,,,0.03057731311460854,,0.035446770350543666,,0.004409626917528442,,-0.12717527366293302,,,0.05479358580420901,,,,,,,0.0011720654812679143,,0.005485116582741867,-0.009750199561490648,,,,,,0.012097318207628494,,-0.03653734235959316,0.011693599536951815,-0.026071427964878158,-0.0022091072957279856,-0.02486182102762281,,,,,-0.10608644950690449,-0.022102568139516166,,,,,,0.046071830244667655,,,,,,,,,-0.003449693370195739,,,,,0.012547375593879195,,,,,
