,2006-11-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-06-01,2007-07-01,2007-08-01,2007-09-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-04-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-08-01,2009-09-01,2009-10-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-06-01,2010-07-01,2010-08-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-10-01,2011-11-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-07-01,2012-09-01,2012-10-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-11-01,2013-12-01,2014-01-01,2014-03-01,2014-06-01,2014-07-01,2014-08-01
0,-0.018252814570169695,0.0014454067979779994,-0.05907992656872896,-0.0162794541228235,-0.008032205720751806,0.03493987124674014,-0.036804010296070055,-0.013596991972629313,0.18244260524663725,-0.009506731519347555,-0.08501704963061751,-0.009966874896634836,0.01955749376991678,0.014009947218404761,-0.019906993780124393,0.04705843887257899,-0.019445880001049853,-0.15649344108073332,0.1662039286439756,0.021456556132339877,0.08131128114615782,-0.06861859230498224,-0.07128558038186639,0.04839881918666267,0.03953902751525429,0.050027161001502396,0.029027614010715963,0.013258329912681166,0.06396583897597163,-0.007760090839886491,0.012701904138625653,-0.0027287021877457907,0.021171386523050284,-0.0008852392984401991,0.034103319300667234,0.014542176763164438,0.015474526587201609,-0.0323605641936473,-0.004130893751132625,-0.02370891480618975,0.03430367600887041,0.01634516235421901,-0.004608675869462786,0.014211386929532388,0.025360860307647837,0.02198717371563097,0.008437648964204847,0.05670959088534744,0.01915506053819871,-0.02428808770673463,0.0007243821330549238,0.0029203669612634098,0.061486445013875235,0.07400372955949663,0.03227736535724457,0.014055500020132339,-0.007717920576963078,-0.008800577087016759,0.0006142601311904805,0.051780442476326405,-0.015042960945032657,-0.010430956429359872,0.025529182947553686,0.0213792604738563,0.03698291486180472,0.005610642537968724,-0.01318869590773239,0.01182245102123547,0.01676170610121408,-0.005004312715872983,-0.016477058903146435
1,-0.016398360086772756,-0.011739924242071487,-0.07727485362225694,-0.029349438686002705,-0.01444270548906701,0.06098280278703805,-0.026509468943107573,0.05790973734498639,,-0.03618711635227645,,0.07303814825220079,0.028316749634369698,-0.0020505734415580124,,0.018573431915851923,0.02506890753705171,,,0.02007514748102146,0.06990103051249785,-0.06875968198168902,,0.02432077144269229,0.03794851727212478,0.041702390022528624,-0.022381569071685314,-0.0009670509508736824,,-0.014266487796811944,0.057227034090083395,0.042331062848471435,0.049804414980176626,-0.022530251024000858,,0.023474428282571902,0.022846136899141056,-0.01931759926577592,0.01676144035957905,-0.018949973779708973,,0.04198075008964364,-0.010897691797069342,0.020651143559448304,0.015703212191816585,-0.006354996118782985,-0.0020738133292690364,0.07549375465573682,0.015302433993080733,-0.0036044911383630307,-0.02015491239862488,-0.007695137897895998,,,0.03187575546328336,-0.0002474577316846638,-0.002312080050131282,0.013434191577713417,0.0033895874392738667,,-0.018646412609654384,-0.08567946648666025,0.04894381374337975,0.03511538891899901,0.02623702491967872,-0.01610613772220204,-0.02173261862600126,0.005374325832237847,,0.0003537086242237919,-0.027531369096140512
2,-0.0355333462347287,0.010952579588378253,,-0.03260979804533093,-0.021109672517262368,0.0580367128905499,-0.028878188277873473,0.06851764783592729,,-0.04242700059166071,,0.027927637922975368,0.01133705273355301,0.030357126420737734,,0.02455814623010122,0.024110050856939513,,,0.05009274667050723,0.03975967725711538,-0.06981372525451446,,-0.006701315265341012,0.016516255716800154,0.0314179446839451,-0.020831180039561303,0.005459235852977251,,-0.02837522744466625,,,,-0.033239751341731516,,,0.026223023770682197,-0.03360613365915066,0.03374345090740305,-0.038707949332700164,,,-0.04598213533292217,0.029909389962935906,-0.0053798382319132365,-0.04417796723317968,-0.007313929179367129,0.069720173456985,0.004532299238215742,-0.010107227069745761,-0.003364250148426784,0.022598586472380555,,,0.013885856427312326,-0.015311321048537163,-0.03266313702972812,-0.00796147952309667,-0.022126763998869592,,-0.01996629589733656,,0.038561575681027804,,0.012844371738400029,-0.028959690254613424,-0.03253031531833947,0.003776024950794099,,-0.0012205880067848174,
3,,0.034268425754911735,,-0.03705537973252704,,0.0655060901030664,-0.07849117627188562,0.04772881598199441,,-0.03385795936413705,,-0.013149546881181307,0.0012933957262613038,-0.0038188225570778833,,0.02718711446671085,0.015313990465892213,,,0.09710637412917467,-0.05371535109012182,-0.07271426628675615,,-0.0584142324687047,0.05398355159086132,-0.009762395250205502,-0.026000592777090548,0.023099837532084333,,,,,,,,,0.03153312002543518,-0.036986895025479916,,,,,,,-0.013394313901924138,-0.04342540435407516,0.025813139478398472,0.06904353175658962,-0.016421781591943407,-0.015395648800121009,-0.03810925159585721,0.030207900146207667,,,0.0002985339835195333,0.011204996601957395,,-0.019939584946732758,-0.037373840910260525,,-0.0302499741779374,,0.01289389679362074,,-0.0035481368463065044,-0.039407974244165755,-0.010053081460275809,0.011659049585265313,,-0.007170394798846846,
4,,0.023381102668209697,,,,0.0954042347457873,,0.06454603161154382,,-0.02137383221021083,,0.035120223252740335,-0.02119320689241233,-0.013801116050217388,,0.008623815467770024,0.006972055150237133,,,0.0984199361342768,-0.08049521422288985,-0.012753280201620587,,-0.05776266046119005,,-0.015819165352547238,-0.030999639226486297,0.06918625294605274,,,,,,,,,,-0.0579533444333169,,,,,,,-0.010173284801659133,-0.09465975967305162,0.04241512602175401,0.1478921296680955,-0.0522785325753925,-0.027081930795498366,,0.03227127108991801,,,0.024546219491349497,0.005509479910190018,,-0.0004605140471953817,,,,,-0.005196591784057958,,0.004334937764863489,,-0.006543398726358424,0.021365884399131563,,-0.009506709114231793,
5,,0.04545443155164586,,,,,,0.05076882337253652,,-0.00161846626119444,,0.03942137332652351,-0.03678324773455621,-0.004207052828192448,,0.03499679871118211,0.08469050753643803,,,0.13972728722255257,-0.1236686636124591,0.005040325615080166,,0.0643096008746169,,-0.003263215877181702,-0.013560514924642386,,,,,,,,,,,-0.035901174067044295,,,,,,,-0.01320016214392905,,0.04877684337152122,,,-0.0194341816665915,,0.02243008315911199,,,0.012849503582454957,0.0005996915143240411,,0.01720618484022518,,,,,-0.009287737202035906,,0.03867240228614388,,-0.013355750787564652,0.027315368663818784,,-0.00488883035718346,
6,,0.0544829463773,,,,,,0.07393682223607301,,-0.03824761944698141,,0.08779920980228051,-0.04013732040095319,0.022369354263838348,,0.0765604690235735,,,,,,-0.021637630660243934,,-0.030945408009562136,,-0.030899155713645987,-0.03429787674662299,,,,,,,,,,,-0.05158218055599928,,,,,,,-0.03830641676612867,,0.05384103236714921,,,-0.02811847816491575,,0.0018063837570789776,,,-0.005096434832119634,0.015831377865107132,,0.014664590444978476,,,,,-0.002385516141649724,,0.031613380469650454,,-0.0020733802130786516,,,0.011595777796230111,
7,,,,,,,,0.06567690951632588,,-0.052674722004687036,,,0.013114173866206835,0.018583908968184182,,,,,,,,-0.020863328260638858,,-0.024313562259631993,,-0.06136372026075443,-0.04813370654273896,,,,,,,,,,,-0.056438427599317054,,,,,,,-0.06097303154955025,,0.01550257096563179,,,-0.03137210068702867,,-0.015035483834500152,,,-0.015471544851762609,-0.0042705169144443555,,0.00904052241249853,,,,,-0.004367334097528541,,0.029741481556277427,,-0.0016530481445609924,,,-0.008247860363332915,
8,,,,,,,,0.06355428351368109,,-0.052871075099407916,,,-0.015165906830165943,0.01582217514491735,,,,,,,,-0.04285115521989158,,0.0005014059470340726,,,,,,,,,,,,,,-0.0542709696675745,,,,,,,,,0.03528190391946584,,,-0.04996765858782126,,-0.005894055500713202,,,-0.024319964937277838,5.580161738016898e-05,,-0.0027005072710841738,,,,,0.08335924086068225,,-0.0011121381977313716,,-0.004226134075514171,,,0.010232587954210448,
9,,,,,,,,0.06615057305000538,,-0.039126940738666294,,,-0.033483005352114015,-0.00019571888412828198,,,,,,,,-0.057668106586996726,,0.007580384218339731,,,,,,,,,,,,,,-0.0497494848214044,,,,,,,,,0.03708808198725322,,,-0.009969346424080427,,-0.01169843043987262,,,-0.01706520751050089,0.004715395747360018,,-0.0020119555063229377,,,,,,,-0.0004412745858571876,,-0.02253367877504084,,,0.023558911625015222,
