,2002-05-01,2002-06-01,2002-07-01,2002-10-01,2002-11-01,2003-01-01,2003-02-01,2003-03-01,2003-04-01,2003-05-01,2003-06-01,2003-07-01,2003-08-01,2003-09-01,2003-10-01,2003-11-01,2003-12-01,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-05-01,2007-08-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-04-01,2008-05-01,2008-07-01,2008-09-01,2008-10-01,2008-12-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-06-01,2010-07-01,2010-08-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-04-01,2011-06-01,2011-07-01,2011-08-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-07-01,2012-08-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2014-02-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01
0,0.008156844926373974,0.006841880181441606,-0.003435815778113138,-0.024359551488268405,-0.008793764628195588,0.10085560004905658,-0.046929373362334825,0.018672810993662914,0.0013590039164852463,0.0507351918176937,-0.010768341719640251,-0.012062526570677967,0.02016881045690777,0.1486789251724263,0.007524983382976025,0.017957310148096983,0.048167608339134416,-0.0700176486141973,0.03689894713510844,0.039558358397729254,-0.08695070232991631,0.04710912123345956,0.031949662962708514,0.008154081325527418,0.06992541784253184,-0.02251700956736402,0.0026685055330601948,0.00972826398027904,0.031741074143129655,0.009679125623576201,0.033364940111521246,0.0014997615412981613,0.0747888254159923,0.0012967102877381453,-0.01825551720915697,-0.00842360398020281,0.03596488997758884,-0.0058643838230771905,0.0054170867752789675,-0.020557559651452895,0.05218022665841443,-0.03717565327050232,0.03374585480151793,0.029765567396172976,0.016266527989394985,-0.023024242341309176,0.03475257556190359,0.009616248881604061,0.001008934583246468,0.06458465280109582,0.024891294600247083,-0.01840285444606815,0.02068629347918227,0.011327717781337121,0.020658347813057976,0.05359589584281377,0.029769187063130476,0.002031455727801834,0.057852137575489904,0.0007360581766677754,0.010866180343346965,-0.03280191457603765,0.053306091936439204,0.12309804252906242,-0.0029602356971460964,0.019651378822519883,0.025765973894421368,0.06754086923332792,0.11486344241107838,0.033428708272864815,0.009232016597376269,0.001168455127735335,0.005823834083356516,0.0343723108807259,0.012115540271416148,0.008942773270725013,0.035851181431965085,0.004774031979705828,0.026489809145130216,0.02167976958649076,0.023094249620692786,-0.02180415324873497,0.012540569397127221,-0.046441198077231016,0.022421860153909456,-0.010132824821775577,0.019130289551310575,0.033035897824381655,-0.05995501195741415,0.031295011504889114,0.041550977628074026,0.0045485473143629385,-0.005509323297123503,-0.018030132550815647,0.025353788952330092,0.06400304496344944,0.02157923195175604,0.010253276141784617,-0.019357467866506273,0.024067709885093436,0.004566804304666494,0.002709604694228651,-0.022165463293503995,-0.028372495447178014,0.05553396669391952,0.006528742539812282,0.04380640436639238,0.020931188496960296,-0.014221050735108154,0.07834139298352794,-0.0017838946315116289,0.03870986353488415,0.0445810950968919,-0.00424996444922332,0.02620394961527195,0.01093728337393518,-0.026928121296218688,-0.022405486623763515
1,0.008927179083241532,0.02031712710667888,-0.0191724301332048,-0.0042482785457702565,0.029661380396224457,,-0.12899067041908818,0.016607530698177442,-0.03934466000209902,0.0741800922091378,0.021296722061620033,0.019626957757679087,0.022843712707301123,,0.047814833508421195,0.05335158657913519,,,0.01987843639037523,0.04750105096377588,-0.09490600407619532,0.044309590167099344,0.0602927444095922,0.023295700593360502,,0.006283596478837916,0.02836825114880015,0.004274949418691332,0.051810746298329935,0.03676810900925931,,0.00714468605064611,,0.005908047712846587,0.014858825831752576,0.004701066642671892,-0.012126802536107206,-0.01248407550161712,0.024828482841336097,-0.01076830947248153,0.0684818033795434,-0.05939077418648919,0.011194426600362073,,0.021014708148445083,-0.028049368956269305,,0.018884208072245112,0.00774674692303301,,0.02118473116628561,0.056851894738560116,0.015487808630965993,-0.03013169720577258,0.00912913964610862,0.02739852108768437,0.0714929520046681,-0.011723292309604005,0.02947105640780001,0.002801359291103367,0.01149176089567061,-0.12305472151820673,0.10864092052166074,,-0.011726145754593631,0.0635734972810511,0.05803562563781117,,,0.005879987701035594,-0.0521585777792235,0.038164350171289385,-0.010760226041396148,0.05991457884322182,0.0026202147914751173,0.020807297281779435,,-0.02247170349182559,0.03448184810640331,0.03471332604664834,0.008132792153321688,-0.020992811713938186,0.053720040689622106,,0.02693355278082743,-0.013095653374146643,0.04024965471780839,0.05381293583909197,-0.04242970616853681,-0.009625138358310137,,0.005147542515088421,0.011827490928451923,-0.023789175311834665,,0.0545719096518642,0.0305642465985283,-0.002561782065165996,,-0.004366885876092574,-0.02109943917494128,-0.005304746172830277,-0.0015046823598963144,-0.022258167009884477,,0.026969095380764085,,-0.04916860139546175,0.023619504842848027,,-0.0046992838546775495,,,-0.009623508819657012,0.008572085762716508,0.007473815058412381,-0.005282284608730148,-0.03135998243649185
2,0.0050406524546315334,0.04191519059534221,-0.05268177541080021,0.020560513563279814,,,,0.005470978401787896,-0.0023498537046680035,0.0639101764685055,-0.006372563040645929,0.042547633217198566,0.046677848477278294,,0.05535710711189035,0.046790478087872955,,,0.05623942976693064,0.05261367562476371,,0.05905064987869757,,0.0194655559832122,,0.024732602437568807,0.040096412131295,-0.012852657717780658,,0.007147043451335655,,0.02075762333656006,,0.011628009800649819,0.007565515046186633,-0.009593707546835528,0.0009020071706313804,-0.025751822012209935,0.01497774548538544,0.03638952175190502,0.08240339278525705,,0.014165878387551789,,,,,0.025470674313185837,0.003391306257964688,,-0.04950735660409089,,0.04792013993687805,-0.05897854093242616,0.02443332313605273,0.03099895748770276,0.06654514729001448,-0.0630644339419506,0.035966241065916504,-0.00442566421400814,-0.016283521462238104,,0.15413513317857164,,-0.022139001274541936,,,,,0.007367348251362094,,0.015688694724379726,0.030758434729633244,,-0.033902881052100486,0.02062314097990825,,,0.024289773005823356,0.01886184988817119,0.03136844057407978,-0.0007131020547137545,,,,-0.018631330360181497,0.022623567164599345,,-0.0351170524295068,0.019028002137470246,,-0.023853777567175438,0.006029125067781749,-0.049527530224011684,,0.09145784728679907,,0.0101766500720748,,-0.00543545681034896,-0.047484879027728244,0.03475298094584767,-0.004235715078707791,-0.004779370086406054,,0.00437672884843876,,,0.017513960847173937,,-0.009055288272493467,,,-0.006286448850176818,0.019374166222430933,0.025033940866241444,-0.01081645872032766,-0.03820712598292886
3,0.00965973679661486,0.029720163170516845,-0.11031071873632214,0.021707254440049395,,,,-0.04355095450715751,0.029410761608466895,0.046431819497418925,-0.01371317200208333,0.031070173703775072,0.044740257868743916,,0.025477710241657903,0.02308539100179896,,,,0.046583644765095134,,0.04206734565747716,,0.010082592882148855,,0.0196993097055993,,0.005479980616008184,,0.047253305640313936,,,,0.030442633282730114,0.03222402898914911,-0.01421300511473289,-0.009117093161975731,-0.021230926716484078,0.024539749982843695,,,,0.006577374825158744,,,,,0.04986175324064823,0.015537096974834963,,-0.06351891387150843,,-0.0005700498064946657,,0.0167774846193538,0.057332311584139095,0.045543259625259847,,-0.0015709386241906653,-0.019495464146759733,0.03095382604080088,,0.08708144029574649,,-0.01887446907607826,,,,,0.027773773404780933,,0.007475125874406352,0.048809548033716066,,-0.003243535337997372,0.013666668551020944,,,0.037183248725716656,0.03251400999287002,0.07746042565698669,0.034242221250885274,,,,-0.03294552624288882,0.028616805418874458,,-0.051510397938056895,0.026339341667906746,,-0.013010836363385625,0.023990486805001376,,,,,0.006692459327355849,,-0.015384825587885231,,,-0.006626136268653937,-0.009074551122286278,,-0.027804578092255006,,,0.010560752538491425,,-0.014305731267862942,,,-0.016377488936931694,0.0420682238644301,0.03091545742998303,-0.030665769100177265,
4,0.04627043760965627,0.005986610640666745,,-0.0023411266437032285,,,,0.03225924634412536,-0.005096370312634324,0.03626614583874277,0.008496621986445518,0.0026779545125670268,0.0290065395151633,,0.011847755377393021,0.034266109546339685,,,,0.040760404842050235,,0.021737754935710285,,0.020258805419721693,,0.023472244600589387,,-0.007325208312504494,,0.05051477191587406,,,,,0.07190327602905189,-0.006905147090328523,-0.002376986585090446,-0.04667428687929709,0.015361986316363208,,,,0.010953843100406147,,,,,,0.004874602691197882,,0.006761880461724434,,0.01842959096099528,,0.05496987769754291,0.03413427129870694,0.06563335827250216,,-0.0457077354978761,0.033852640817364055,-0.032790723527258425,,0.07108458841230791,,-0.009429607330205592,,,,,0.010555387891003187,,0.01901776921652587,,,-0.01718207222631074,0.03409927241388888,,,0.03437987966516198,0.05526244805315228,,-0.009624858775823641,,,,-0.023833843119186016,0.018754889720549395,,-0.06370084740542525,0.006272624496420631,,-0.029030700050798774,-0.003956987894966568,,,,,0.025750470620919064,,-0.00020224814071001518,,,-0.012476096257277192,0.0037302831096281963,,0.014923670561185376,,,0.017086502705307094,,0.02617068638443998,,,-0.020494906513155886,,,-0.024294950495696632,
5,0.022820216081858857,0.02822604786195637,,-0.01849006690835897,,,,0.02673751502406052,-0.00020516769873646368,0.011336069173206287,0.019297571226531307,-0.02469929772349655,0.035425251241835376,,0.02224956801624245,0.017859119796201917,,,,0.042440428921650675,,0.021833898612895197,,0.016538328124587665,,0.00924784854897398,,-0.0027120528575844682,,0.066461387994726,,,,,,-0.020736657865172425,-0.010787887434500654,,-0.003857671897350201,,,,0.011543343480548751,,,,,,0.005407796311752255,,-0.07006261227309585,,-0.04072320243573735,,-0.046298227040312945,0.008110169704077741,0.06070468351078495,,-0.041750644021119276,0.0469867057964497,-0.0072054524866489444,,0.17281883904691786,,0.00074041230346511,,,,,0.037090754792999725,,-0.022687696773948218,,,0.03278648495097469,,,,0.06219048242734537,,,-0.028522697258785312,,,,-0.007340231784392914,-0.00014456049283850803,,-0.06628459706127088,0.0296084064455282,,-0.015534826699047155,-0.02782887218581287,,,,,-0.019201793452880533,,0.026346137225139454,,,0.01958645311867424,0.0016771191563083043,,-0.014771410468709223,,,0.014559107090084789,,0.020939120565038216,,,-0.017197304834291494,,,-0.03816421957727201,
6,0.061753611202443104,0.005317509509765617,,0.003914579241858229,,,,0.07273948378443063,0.036213877361678914,0.03540875219348205,0.08514182831109585,-0.013176745532809342,0.06252259191668696,,-0.015671136944169106,-0.002937965200670689,,,,0.03759161810110756,,0.009356499885282421,,0.018915729664533476,,-0.015100517949397485,,-0.010941112851224344,,,,,,,,-0.025261538847071607,0.009067344671740196,,-0.013805571996291732,,,,0.018946817973674923,,,,,,0.018200345687724884,,-0.035857881385541246,,0.0010747483050921325,,-0.15181144510099642,0.11694018847849996,0.06930470939762601,,-0.0023537897004073383,,-0.02410770067393897,,,,-0.011613533653907826,,,,,0.054089566972878034,,-0.011185691430156908,,,-0.002736835234131263,,,,,,,-0.021279011239662804,,,,-0.024967191424602353,-0.0001246016259295324,,-0.08078292119292674,0.003954982808252572,,0.021599835425727854,-0.011804267988111627,,,,,0.014384356615404492,,0.0071519236644821405,,,0.02681157504512721,-0.028919286975208625,,-0.033725373108181134,,,0.004808614735886785,,0.006609556601671063,,,-0.017080189450229266,,,,
7,,0.01946701763893821,,-0.007037665754423994,,,,0.05159075767539356,0.05146469516011942,0.0666721316500416,,0.01837432581388576,,,-0.010584660748456098,0.0143335443385606,,,,0.011948831475176558,,-0.05699741128980129,,-0.009984266097343042,,-0.01455333476348386,,-0.009768320405724285,,,,,,,,-0.015933781184963802,0.025442328483516796,,-0.013710102045386918,,,,0.022335052819874468,,,,,,0.04015113182288266,,-0.04128419186750931,,0.05835364984514824,,,,0.02501122799776434,,0.014642912967876898,,-0.05191128597776107,,,,-0.00045232603263523075,,,,,,,-0.029830926983323458,,,-0.0175298005280633,,,,,,,-0.024597334817025862,,,,-0.006626830037869791,0.021507973110594047,,-0.1516296225087692,0.04183640488263296,,-0.006920475993588582,-0.015780934056792706,,,,,0.019595789105420813,,-0.013140381413722757,,,0.02978786282026813,0.00182086345481558,,,,,-0.006222048762338783,,0.002813922005961089,,,-0.00345220752296882,,,,
8,,0.020590187274436733,,-0.047758172323366876,,,,0.0719804793982135,0.10161841634405144,0.08329100250298982,,0.03971223062913243,,,-0.022725930280561357,0.05442888824241665,,,,0.035101449518888383,,-0.08569431241827097,,-0.011435846402662264,,0.011870900276880314,,-0.001153186351004143,,,,,,,,0.010513108638747104,0.0648271698273124,,-0.003668630874885892,,,,0.021108565424036163,,,,,,,,0.004461568907144775,,0.07136785810450563,,,,0.021990753279908404,,-0.003963532436906503,,-0.04555225496425308,,,,0.03418889551505089,,,,,,,-0.0475661965068932,,,-0.010069435924533465,,,,,,,-0.038269247590811295,,,,-0.028763215564208133,-0.012933745175706779,,,0.027203886343282635,,-0.02376115575606308,0.00393911284338988,,,,,0.00864498236360367,,0.03161592215115849,,,0.009694083389589103,0.0007432786372034705,,,,,0.009881149058025285,,0.03376589938329788,,,-0.006513714350027566,,,,
9,,0.00561383194283005,,,,,,0.09578481820285845,,0.14540842760542994,,0.03971223062913243,,,-0.05095376923233719,0.04467507386420211,,,,-0.03650395348584823,,-0.0981884532215549,,0.00578383876586086,,0.008050807348979339,,-0.017300599426286367,,,,,,,,-0.010524321116920365,,,0.006192798998206683,,,,0.05605090346894115,,,,,,,,-0.029477626226406484,,0.08191893958102048,,,,0.050604391242128566,,-0.012492082476369015,,-0.03590827395477558,,,,0.007996711065894502,,,,,,,,,,-0.009647035873974863,,,,,,,-0.01198783898625222,,,,-0.03737881500787399,-0.01710364121581165,,,0.018965956791233696,,-0.02618146737782201,-0.02060224771684327,,,,,0.05075677093667208,,0.050508578172511864,,,-0.0046855420144660265,-0.002629757607909955,,,,,-0.004257356446619731,,,,,0.004069433267672284,,,,
