,2002-05-01,2002-07-01,2002-08-01,2002-10-01,2002-11-01,2002-12-01,2003-02-01,2003-03-01,2003-05-01,2003-06-01,2003-07-01,2003-08-01,2003-09-01,2003-10-01,2003-11-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-07-01,2004-08-01,2004-09-01,2004-11-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-10-01,2007-12-01,2008-02-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-09-01,2010-10-01,2010-12-01,2011-01-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-12-01,2014-01-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01
0,-0.000411922634795725,0.034627812290994875,-0.06967807320759578,0.09571529900590336,-0.007644702469711051,0.06633162151120264,-0.05456199165673237,-0.015253947414337443,0.11063677827589746,0.1706106764292512,0.10530458700048673,0.1227012665720768,-0.022165534332108106,0.06703439059431926,0.02408800782042264,-0.04159101569233836,-0.08219569512925862,0.06409955418799695,0.022210895896609628,-0.007035769159570382,0.05688042118570036,-0.016497461700003047,0.027180224433561495,0.06372467772561197,-0.009116975526682225,0.04394854582735097,-0.047812593183587326,-0.01658055321288776,0.012287602767029782,0.006675217741262562,0.06863122028392077,-0.048456024568158895,0.02727133208801824,0.08638387036813411,-0.025937098655688384,0.013278879721664527,0.024891550497075143,-0.013689021164292825,0.002928214068085744,0.02801838693904335,-0.032406890914105535,-0.006257315203834324,-0.03824237585515844,0.006397959412062115,0.002296303053708648,-0.0021743056058982635,-0.01603683085706442,0.05972690650483603,0.03167538574374218,-0.03440313144746732,0.007243553463786245,0.09357364176876337,0.24641610937584524,0.13912186121311665,-0.13790940189799195,0.07834579678029363,0.09584631021030754,0.06530427846927545,0.15007256849782924,0.05865018176818326,-0.16511091344793405,0.3482137302240442,0.05687549527825442,0.3433804214833206,-0.07279785439545994,-0.18317520037939472,0.050180794881777846,0.08610038865379543,0.0893298716184101,-0.05451148422780294,0.014507760774779221,-0.07950314917315615,-0.007949005032403367,0.009189115044767604,-0.030614156934066106,0.03619992901077773,0.0039010908941428113,-0.04072056796313683,0.03293143179655278,0.00597548668273884,-0.03219221117301263,-0.000996241979671797,-0.06059534433180813,0.009922317197201602,-0.02589986730347449,-0.07690088253748018,-0.031286139253840384,-0.013165705259557736,0.03632738984552497,0.03382705823854981,-0.026524588054073206,0.17251992962692775,0.060222960978181916,-0.006787285471123283,-0.06428936381041073,0.014796635393480972,-0.0013587708963314071,0.036401230264832884,0.026302181115586354,0.02719666745477145,0.06038934254740713,-0.013031282696846058,-0.04928739639715607,0.02372223610939095,-0.03387694659102514,-0.018924309325286326,-0.09813773497190237,0.04106294551976064,0.010178852123790882,-0.04281940228807701,-0.01071586919805445,0.014068417083945128,-0.009792419484350567,0.03338967799138892,-0.005947283180124163,-0.03734460472469503,-0.025089587534966373,0.005825336782535828,-0.05528347750139129,0.008538362868090621,-0.027952463051701626,-0.01716282853226092,0.051636055266948144,-0.003729257565492583,-0.1444498196874271,-0.05652163207082839,-0.07206893981990148,0.070371263544736,-0.0650466445893203,-0.015599996660804694,-0.001377986291477562,0.03125759917629933,0.007535322332320904,-0.011842584821708968,-0.043365649897223246,0.05289334048261052,0.01063967918124864,-0.024779752059081783,0.02162889539091606,0.020226480544031755
1,0.0012861384134151832,0.03470443183667893,,0.08237279799052111,0.0029579759059323862,0.06642634428278982,-0.06940920742495793,-0.012493911920247236,0.05084054310575947,0.253065087065532,0.09884132958239622,0.17372083691362905,-0.13360042809550743,0.11435586782611673,0.040769735159434495,-0.026613356276777744,-0.14442599571228798,0.04717702081139752,0.08261803187806205,0.025900231308481292,0.004555827895316389,0.002138302525698299,0.024022235428673655,,0.007295163934800897,0.04770708773149068,-0.060519028145936016,-0.01294578217115494,0.028505707923957013,0.017377876545737525,,0.03950484006454458,0.05710159146221039,0.13942545325362277,-0.005094486162346978,0.029294442018254152,-0.009601213059748592,-0.0820734566709822,-0.014613331736107682,0.008741862249727284,-0.02001874372050927,0.01601969145748905,,-0.010346202854003672,-0.02738463550153103,0.0026135036090073616,-0.029283777061805738,-0.005014696417032116,0.06442165363130803,-0.0168526172989254,0.01221195240906603,0.05779262847994637,,,-0.04813854784659999,0.13029389485050835,,0.08901448386713406,,0.07408908269316328,-0.14815242425451025,,0.09545136165613566,,-0.10327171945008073,-0.2877948153400882,0.061608240036234996,0.04615940861797663,,-0.11437377431433182,0.010930564021165878,,0.025925257605851737,0.03452331113785334,0.026413504942352617,0.03652278257278607,0.025585932383386023,-0.08044294544861685,0.03371742178402881,-0.029925039423470245,-0.01207062491030264,0.007246598295008788,-0.05362179597791972,0.025375538764685013,-0.03934219897187874,-0.1145729937605906,-0.0708422701020377,-0.00781047622574782,0.013715439013743724,0.039784305195275316,-0.02714187003184687,,0.07178174082184441,0.015301076651010881,-0.08364329377636537,0.0156178978198942,0.02000373866643912,0.06500356533352925,0.07162324685220822,0.03514586503971895,0.026599044045422016,-0.023333339448275647,-0.07674234242812839,0.03541494154655522,0.01144413585554993,0.031445127095478864,,-0.009620976219931077,0.03383639525186721,-0.024141614549177737,-0.01676632890735097,0.027569238146429864,-0.011064437779192814,0.06614484668285359,-0.009449973757513996,-0.00042993347175279695,0.018749494033538205,0.0037750178377988775,,0.033609516501380554,-0.07713047813100249,-0.015791248828653792,0.04765271647374991,0.007667537180273909,,-0.15910762599445438,-0.07153794596460039,0.03802468563943684,-0.07748579392998867,0.006737699593979407,0.013319714296222251,0.05148789328964787,0.10683060692220625,-0.05168015401557047,-0.028030152220327897,0.12499864811778483,-0.005459357726909753,0.003403480754365251,-0.003719690790679575,0.014016007561734822
2,0.01984606625291807,-0.02595883644313446,,0.09794749002011272,0.03648058902988316,0.08071431655769978,-0.054672391303565604,0.004302665480291179,0.09860473063280484,,0.05263702807987691,,-0.2145636694390598,,-0.006766095528578431,0.031651166599263925,,0.11924641123258906,0.13440941305321763,-0.0015021336792249151,0.0035646748535491657,0.005462665994659555,0.0393798741873701,,0.017115198805877974,0.023050531013799613,-0.0740194384683297,-0.0022388448118684234,0.07727397288967452,-0.01929466919748557,,0.03358741301690715,,,0.06469819099021334,0.025812295956881837,-0.04828106742767202,,-0.011288307148668686,0.015400935471436394,-0.01367887769410503,-0.014188279638095658,,-0.024376821544238703,0.0018096862831855631,0.005387975588006189,0.0036424856518944004,0.05618325069618724,0.1321427107964812,-0.0020871885640025845,-0.03928917633015416,0.034850470901783615,,,-0.14840031328947412,0.11662524030949584,,0.004662854645306247,,-0.017265006872593247,-0.165494079528004,,0.09279533150291841,,-0.06037339034932243,,0.08003403553438515,0.09878746362509316,,,-0.01777483095456045,,0.03588530576718307,0.07447942294942189,0.0301158667111161,0.0477346622617707,0.04496895928961342,,0.013345556675260273,-0.003016096724333117,-0.00942434928495528,0.024170243130874625,-0.0620754987115979,0.014290649917167997,-0.06673780543926999,,,-0.024191459758712064,0.011244263005596222,0.04010647423161329,-0.09524814285960481,,0.027826173087688755,0.006141418533359921,,0.015074373714505818,0.1119433065404456,0.09377519600907691,0.03390884129729721,0.03399390254737322,0.04334479656719248,-0.0047774662627805276,,0.057585858736048046,-0.0013055857173318586,0.03532431975147088,,-0.0055060834790983115,-0.010093339186857175,-0.004155904568052371,-0.007423623297902138,-0.027439201555949033,-0.03132576979461517,,-0.015104892246557977,0.02523391960324317,0.0010757547034638826,0.00497285654031665,,0.02897408952679248,-0.0697030866299222,0.010833702611591667,0.08453767764110465,-0.03518434622138389,,,-0.27151480822074525,0.03819435968867313,-0.07735074262070185,-0.01984080344949124,0.006091510692251223,-0.01794970588912248,0.13936032102773832,-0.06312410362950849,0.014567112252753311,,0.011520781343505204,0.017376686893364246,-0.019471899201218834,0.027901524939363043
3,0.03477587344628408,0.030678691970617677,,0.05992893008134348,0.0674300783163877,,-0.0667928074185089,0.030993202084302507,0.11438505833033474,,0.07195608668318254,,,,-0.060899918351273286,0.059260697422019004,,0.06252681930323045,0.16004161446878973,-0.026408961968909628,-0.006481386708179437,0.029247489637857005,0.04364544601112397,,0.02055084534053253,0.025382353022444848,,-0.024955084300436692,,-0.027428697204298302,,0.039535168072514004,,,,0.028610449643085012,-0.023409739668423968,,-0.03206632302808998,0.04166268655391914,0.007661974970453622,-0.008870462206555185,,-0.06561926245255922,-0.027822536588930635,-0.05362836643114166,0.027997014578258872,0.029750178891050805,,0.04911299162806548,-0.09271833183854872,0.02991531530485192,,,-0.19952475322258423,0.11725610711789125,,0.0028134112321778204,,-0.03122766028814361,-0.04907004858311792,,0.08656329839381827,,0.02239984724579913,,0.14211170264577166,,,,-0.021625551218879657,,0.016692338075654067,,0.026697630791595373,0.06040918788139904,0.08622782971951937,,0.014808097782184948,0.03150502627748919,0.014079837155512642,0.0642295759274612,-0.03927459941463063,0.028249527452587797,,,,-0.038672710004498345,0.022859372515039,0.0427475748510977,-0.08571000047985411,,0.004184041615900025,0.03347975224409394,,-0.014308983263735309,,0.10976797616874712,0.002613163432733323,0.03626317781188004,0.12549695519239812,-0.007051807539670274,,0.04518669393360586,-0.017376125601106462,0.021743587148627896,,0.01330151025538373,0.0010167757917929343,0.009863204024909145,-0.008530163027470339,-0.07858380088314876,-0.023406592737724007,,-0.042277471229283936,0.0006562833696590609,0.014984566387083564,-0.042554047015633145,,0.04739049232055903,-0.003850306447841234,0.002550801681432846,,-0.05325492176701596,,,,0.0558555653723789,-0.02828657950466207,-0.02827477431814529,0.029470748909516953,0.0010901363663973207,,-0.05952875416156833,-0.0031799816130371195,,0.01252625486445691,0.030637563530143908,-0.010232188767286488,0.0061543337930429765
4,0.0434294243655966,0.08753324198620938,,0.06374024459286431,0.072160343655155,,-0.09581025071736571,0.02117016038740044,0.1345135743786221,,0.07195608668318254,,,,-0.13572117530486216,0.09426898009832374,,0.10252856839702384,,-0.002063295492960693,-0.07651437968664032,0.020617034907581433,0.042726680010529705,,0.013367597104542606,0.028975421399318746,,-0.051889419596326425,,-0.041772100604103635,,0.04325617840045637,,,,0.041815746151266264,-0.0028565931127652044,,-0.01877277088636875,0.03155564681689427,-0.007759890667758285,-0.030974055321784988,,,0.0016258904946211405,-0.038057417650253944,-0.017791880946495198,0.09168205922244299,,0.02766958003314679,-0.12146790899861237,0.024176936798068205,,,-0.16572847175399386,0.13461014683845063,,-0.036273247694100785,,-0.08647171292970102,-0.008398604782829722,,5.729802908871484e-05,,0.04536757474435671,,,,,,0.008213513706537334,,0.013229370846028488,,0.008957394651458728,,,,-0.039443353661039904,0.04534923859886941,0.022273067697173854,,-0.019326043350283317,0.012749292143302338,,,,-0.05634081926126777,0.03992679714728742,-0.004112890179216899,-0.06310983428068262,,0.018028861070110924,0.07635317656329166,,-0.03402820178149124,,,0.02094442352299475,0.058244634615945756,,0.008519850017437158,,0.04858041701378957,-0.007055382797350074,0.06615756281217344,,0.017382437496876735,0.004275705555136788,-0.019884846482661978,-0.004483419919894649,,0.0010535587613540905,,-0.0472451440456485,0.02248610689749686,0.013176789701384806,-0.034122015221262014,,0.056230829455427234,-0.0033072675906911098,-0.008610826211394196,,-0.08558652225146113,,,,0.07959000549409145,-0.01851155892808798,-0.014328660530597004,0.002030759734539478,-0.021674325709077902,,-0.02446234742435016,0.030995381194413696,,0.02436051907764858,0.05675483063782072,0.006091822492971577,0.022848243409266056
5,0.008771197350924242,,,0.0901315378478087,,,,0.003227330338241241,0.14829431815657568,,0.03854547996757063,,,,,0.17815036178046995,,0.1862197079503891,,0.0026253055879856824,-0.04098859787330533,0.0545766063647824,0.05311249853296296,,0.019983624813620926,0.021540621252086556,,-0.036950445089312334,,-0.041772100604103635,,0.05508907179445366,,,,0.012008953722800975,0.009337616614655153,,-0.012305597924331835,0.03989921802915042,0.013079049706155255,-0.009131193550995675,,,0.007803802754351885,-0.0565142240204457,-0.030320805388824645,,,0.03968057431829575,,0.01951425197081713,,,-0.11776801561134687,0.14888890110421493,,-0.05054415507676646,,-0.08589592702428162,0.01152807261275468,,0.04431068076286615,,0.009905782749470848,,,,,,0.02387401707106296,,0.036504579554203165,,-0.0034627025828446456,,,,-0.03952896433758113,0.052204053661522476,-0.010570914594330016,,-0.030565262313796193,0.01218573447161364,,,,,,-0.05467520060403874,-0.020142548125784643,,0.09436757090893622,0.08794710858702048,,-0.0395744658451036,,,0.06159361443180433,0.04996846710568148,,-0.02651144854585963,,0.06809434238449708,-0.007868942772323084,,,0.025920631168336872,-0.013633146582856082,-0.061049440540644984,-0.011440763088197636,,0.009948477779391496,,-0.04734565869303897,0.035703474457806195,-0.006829788859231467,-0.024654306257643643,,0.03503887306663067,0.009018361753852622,0.008977000315168793,,,,,,0.05027339169696554,-0.0382844035512111,0.008569115239177139,0.009638879326229866,-0.1404963908162764,,-0.07113117873909647,0.07316330315269992,,0.012231336662735126,0.05561274537551886,0.0021444944970181457,0.054414103356155596
6,0.03563923463723484,,,0.0700515571449023,,,,0.031708467308197597,0.17748741485891362,,0.060202333152193255,,,,,,,,,0.016975888880525147,-0.023966094446096653,0.026420104736257388,0.04080301230421468,,0.02307648851005073,-0.04995130976529327,,-0.009127227434495122,,-0.041486888832431124,,0.03649445332270229,,,,-0.035052246901902784,-0.09420894454286388,,-0.0026906157867272462,0.032881807902586324,-0.0029844573942814367,-0.012124601630035592,,,0.05924392248702026,0.014421476773556874,-0.019503018501542346,,,0.021884171169598954,,0.06434932313999875,,,-0.04135493662435874,0.07989901353662421,,-0.07047164222280422,,-0.08997232260713206,0.06201530833388835,,0.057420254743396404,,0.013080087121160267,,,,,,0.008164227589989803,,0.02806154325815946,,-0.04496988492323961,,,,-0.03431489578553171,0.04351576244865463,0.004671484296395079,,-0.022937535503381845,0.018448489105510557,,,,,,-0.08683435624372682,0.12416573830744504,,0.13428781532441114,0.14077450723398588,,-0.05179858700774331,,,0.10244850829224239,0.09542359511692289,,-0.020982931608486743,,,0.01009288813781728,,,0.027213521293274923,-0.025777708233877927,,-0.00800595603783738,,0.0028247500296683554,,-0.04337516517184081,0.0287879924845178,0.01714444407428717,-0.03275733820890281,,0.03897198804123625,-0.03594045825369019,0.0007343949419822415,,,,,,0.07134462296367672,-0.04007675238798214,-0.0028385021741119676,0.04318980380165671,-0.09272730454453892,,-0.03283003663417783,,,-0.0120440123507084,0.06121330075635889,0.010828818565772558,
7,0.007899308553658724,,,0.06553305624674666,,,,0.029299612077177295,0.10328265456100194,,-0.052730837818565135,,,,,,,,,0.0054286422954381575,-0.0652896575626547,0.060732688680208036,0.04767091810898494,,0.019456073838533428,,,-0.02645472642236779,,-0.041772100604103635,,0.02330504718665294,,,,0.017963950897311953,,,-0.003736529450453663,0.03373761811532594,-0.02900977554015305,-0.02891461793846739,,,0.04862913765494992,-0.00503968101198371,-0.00417447990509312,,,0.038258267210766306,,0.07080978411293049,,,-0.06899849851165263,0.1317613380363163,,-0.016152055512469676,,-0.19635643258976465,-0.06729246332790773,,0.16400588138845973,,-0.053135087111821466,,,,,,0.013239135913723388,,0.030308216690639878,,-0.011748343040868026,,,,-0.08896950077801202,0.02416437564128504,0.049481541506620985,,-0.03218975508320154,0.01286700914082517,,,,,,,0.06240720253958365,,0.18821404701637467,,,-0.0484478330676299,,,,0.09790016431211601,,-0.0733769158622567,,,0.00162247660879844,,,0.0009321375875994686,-0.08803571868010085,,-0.007681224892283511,,-0.01339318287671416,,-0.04727816637026527,0.011149688789279466,0.030632452595254822,-0.04479023967431495,,-0.00011880493612159704,-0.022427093438982304,-0.059243973315804555,,,,,,0.0018664437684072777,-0.05003916469798364,-0.02359705614885299,0.021164203019240935,-0.04195819933095257,,0.05220122954680306,,,-0.03634246362276894,0.055707910498252744,0.0048693900347465124,
8,0.015520114756904957,,,0.050533229114772205,,,,0.08835836513253031,0.1876510180362443,,-0.07387584404298231,,,,,,,,,0.027630050163493403,-0.07026245515456941,0.09691048120036366,0.04782861631870494,,-0.008151100553336788,,,-0.027015902419212923,,-0.07311294043072358,,0.026278930138902812,,,,-0.05363208572928935,,,-0.017663785365422235,0.01569841417277118,-0.04923720689559974,-0.01996662976885677,,,0.04585477284378037,0.01072536910137356,0.07475375657404282,,,0.06094976593989854,,0.08976827118689967,,,-0.05538908344286997,0.10526703688100025,,0.02998787301600192,,,-0.11056561147533506,,0.21692811105475784,,-0.06467196133051711,,,,,,0.005283999116530769,,0.022888942157472947,,-0.010017758195451254,,,,,0.05442801648156248,0.025527728874788824,,-0.05092595333248395,0.009809787243846957,,,,,,,0.020781377049669203,,,,,-0.07479345345214883,,,,0.11220152939876371,,,,,-0.007811897334970563,,,0.035272490479123064,,,-0.016358332516248852,,-0.018019047902086704,,-0.026052333147160045,0.02462109206640717,0.0004460137351784965,-0.04282381782041611,,-0.037130535888585614,-0.048289835506890366,-0.06189595003795789,,,,,,0.003729501606912322,-0.019625159269434977,-0.02512655248164375,-0.014956018505898117,-0.030198131695752695,,0.012629576548020216,,,-0.015586927236348691,0.044271090062064644,0.011016106247812685,
9,0.013758701947690022,,,0.0584723349546481,,,,0.11433764806293528,,,-0.0062883911306492735,,,,,,,,,0.035216520569735454,-0.11752391531732109,,0.07200194370257362,,-0.023301936794889233,,,-0.03344734635113511,,0.008238319970557795,,0.047408782093751434,,,,-0.05709016256996691,,,-0.05648296295338051,0.0570599379534964,-0.05965387515611531,0.009560988133382686,,,-0.011517595182909846,-0.026078173695155193,,,,0.07280943331701062,,0.04706743468831487,,,0.0042538978636436076,0.12173448436058543,,-0.030913933105119806,,,-0.18254533112168492,,0.2035904876155088,,-0.11101244499952001,,,,,,0.017888720671411562,,0.07918863123375486,,0.00010023409397685867,,,,,0.04962301531121627,0.019375417918739313,,-0.054166824834323,-0.011052408591551766,,,,,,,0.061478298063935455,,,,,-0.1338206482956843,,,,,,,,,-0.0008957996210949837,,,0.09647795920727864,,,-0.025158907378311612,,-0.035936326337732985,,-0.03838506624578386,0.01529697836397692,-0.018052617098054835,-0.02837484297041737,,-0.08003518117849895,-0.06088127608460803,,,,,,,-0.005143689735949364,-0.03756316910169977,-0.04038929395251567,0.009414386724723167,-0.08869836980671231,,-0.017528489415547632,,,-0.05356350759101347,0.012573894535632624,0.016728729267553977,
