,2022-02-01,2022-03-01,2022-05-01,2022-11-01,2023-04-01,2023-06-01
0,-0.08214671647442273,-0.026491370665099545,-0.012942516079678335,0.07264213034737876,-0.02705620151155319,-0.00795932885570938
1,-0.06363076786874,0.030460909214771625,0.02690695794670983,0.02746930555222482,-0.07387114386019267,-0.039494930555168395
2,-0.05842797303851732,0.011592204283327412,0.08375987868229595,0.03282105521287226,,0.0112163319326255
3,-0.11427904435995195,-0.007865428661810725,,0.08892466141034339,,-0.012861910941965427
4,,-0.017773904772301563,,0.09515126766914284,,-0.05141225957059081
5,,-0.0036580438159861117,,0.06920911331241886,,
6,,0.01971791061941275,,0.0790357574996583,,
7,,0.00926253290768031,,0.11196520099737617,,
8,,0.10225964221466421,,,,
9,,0.10050074241385953,,,,
10,,0.11014973759919755,,,,
11,,0.09355549360218829,,,,
12,,0.09967479732559603,,,,
13,,0.1355152420914285,,,,
14,,0.20554942680295163,,,,
