,2014-12-01,2015-01-01,2015-09-01,2015-10-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-04-01,2017-11-01,2018-03-01,2018-08-01,2018-09-01,2019-10-01,2020-05-01,2020-09-01,2020-11-01,2021-08-01,2021-10-01,2022-02-01,2022-05-01,2022-06-01,2023-01-01,2023-02-01,2023-06-01
0,-0.006382878604974884,-0.01601029704783441,0.0695540765394509,-0.045040540078123525,-0.0048992199046287155,0.018504214981577505,0.002497128808590543,-0.018759768047079906,0.11186463872483454,-0.015186788326026601,0.02400702420972567,-0.0019947936951572043,-0.014452932755471659,0.008491382269214753,-0.021239618325330945,-0.011493606797263967,-0.012836589950938393,-0.015549681553642003,0.03584596863708722,-0.01906646989546834,-0.03261279491227098,0.011946490344870497,-0.0007264691242117038,-0.009694413413574132,-0.0003189962203502539,-0.026371097507191688,0.019093745507625215,-0.0160078090407772,0.017126606933922428
1,-0.03433375813306716,0.001167509558597235,,-0.019227996847477336,-0.006218287542528955,-0.012798379687205763,-0.01998331365650985,-0.03313960590940601,,-0.02374195163732251,0.019114795916657767,0.010067401897758899,-0.007318304641713347,0.006336079194789068,0.014169630570080471,-0.032500956782429924,0.0024747834863303453,-0.016689885277454852,0.026623161512940308,-0.04380512811999626,,0.01640826484523772,0.006177899369770534,-0.005496414082210466,0.023178170384900554,-0.039252840864579475,0.022561875080462368,-0.017148403516090538,0.05854454002903964
2,-0.04494812128878101,0.015000448146858858,,-0.007931134190749534,0.017675110292809215,-0.03025087519582037,-0.002865458935776277,,,-0.014865336271371099,0.019295867364999664,0.006986374897657299,-0.021098267649260594,0.014977337313442973,-0.002257515153476941,-0.024992017590668603,-0.023415354574643832,0.000704013874339271,0.04626679716627047,,,0.022014226019427152,0.002489122870559912,0.009552397416330294,0.02296244586984786,-0.06327175683511077,0.03515120980744024,-0.018751891592746317,0.06318077397857902
3,-0.025299172684227322,0.026454277173061147,,-0.015652251078825286,0.00796203612349533,-0.01716297522375365,-0.0049568754820165095,,,-0.02535327155694267,0.03008273309679721,0.0204541265982634,,0.024456466310779135,-0.0036993768036808206,-0.04297980795808787,-0.03722975351417901,0.014933617764817608,,,,0.03142615319610864,-0.012222218109140703,-0.006556658090884682,0.025518651274639037,-0.0801226538092169,,,0.057493533046789835
4,-1.7033466173987932e-05,0.009379533611212576,,-0.03651388591547566,0.03167606407890533,-0.010970874784239193,0.0038464980807476623,,,0.005457539038259629,0.037133810938670964,0.021149704291851368,,0.019293120615829995,0.009034551716478934,,,0.023655653017390588,,,,0.032420424839676,0.005198911420144725,0.05327286132653919,0.045434728128852964,,,,0.02163478582988665
5,-0.008777210791812928,-0.006523697877276025,,-0.06726454293273099,,0.016551977758289205,-0.0025062541172394814,,,0.013307271436937107,,0.03090793455367713,,0.0007696000035264383,0.03783022651205137,,,0.017146642620109454,,,,0.03426237082765482,-0.021884679433308296,,,,,,0.0338735360695126
6,-0.021090015476856294,0.00857015744964107,,,,0.014364969750385814,0.00010662489164847688,,,0.004814578125270863,,0.039196391127866104,,0.004404160814395652,,,,0.019333946049738593,,,,0.023097371303439473,-0.006225027024215457,,,,,,0.010965960323098933
7,-0.006936889765345899,-0.006243941950545562,,,,-0.00013365211388860487,-0.011423772123502096,,,-0.013551674814658465,,0.04668554696506577,,0.009684370977891099,,,,0.032221504315860905,,,,0.007767358566455496,0.012673479510894259,,,,,,0.03154129956672458
8,0.004586526999944773,-0.0008463585719438171,,,,-0.01784305990359414,-0.0054344238486069285,,,-0.03245844519231289,,0.03788185555200707,,0.031547839514760145,,,,0.02542034024220241,,,,0.03396048755255099,0.00467048914307866,,,,,,0.03256110413223823
9,-0.016570795946114547,0.003592853323358014,,,,0.008265537255829347,-0.01683521061563542,,,,,0.04624984060231441,,0.0608790147426701,,,,0.03256056540275187,,,,0.057101937511736756,0.02183340956402202,,,,,,0.0857779773746632
10,-0.02154670260779401,0.0066783453595133935,,,,0.0050789383050822146,-0.034425091165556476,,,,,0.03180137566689356,,,,,,0.023025382667341887,,,,,0.02355199029306765,,,,,,
11,-0.026788251206152136,0.006538033416806144,,,,0.007612246944992851,,,,,,0.031152191800231988,,,,,,0.037877443699120494,,,,,0.025641945391054577,,,,,,
12,-0.0365614291678269,0.03287816791153242,,,,-0.00022879943602260866,,,,,,0.039075641369402,,,,,,,,,,,0.02908831386254329,,,,,,
13,-0.0382130523768911,,,,,0.012204599392118709,,,,,,0.03904172424514907,,,,,,,,,,,0.04211447060339735,,,,,,
14,-0.020509058133232116,,,,,-0.016203016961283012,,,,,,0.01842329396700526,,,,,,,,,,,,,,,,,
15,-0.01814372214858273,,,,,0.011926259931946959,,,,,,0.009333678666856748,,,,,,,,,,,,,,,,,
16,-0.017666571438610834,,,,,-0.009287195886961364,,,,,,0.008689006572523805,,,,,,,,,,,,,,,,,
17,-0.03519618010819814,,,,,-0.01570432688299439,,,,,,0.027422602374556515,,,,,,,,,,,,,,,,,
18,-0.04069867636733626,,,,,0.01245963206091849,,,,,,,,,,,,,,,,,,,,,,,
19,-0.04475336407514474,,,,,0.004266144582380171,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,0.006208298267932566,,,,,,,,,,,,,,,,,,,,,,,
