,2015-11-01,2016-07-01,2016-10-01,2016-12-01,2017-01-01,2017-04-01,2017-08-01,2017-11-01,2018-07-01,2018-09-01,2018-11-01,2019-01-01,2019-04-01,2019-09-01,2019-10-01,2019-12-01,2020-01-01,2020-02-01,2020-10-01,2020-11-01,2021-03-01,2021-05-01,2021-10-01,2022-02-01,2023-01-01,2023-06-01
0,-0.06003765085936519,0.020031208998629424,-0.011093436610319696,0.008404993113170889,-0.007325341081143133,-0.013940109224332753,-0.011736664448513956,-0.016623211505116142,-0.01258467837447208,-0.010981858783797538,0.05185860713077428,-0.010450420881259248,-0.02366445417752394,-0.04605480518004024,-0.008778439652966652,0.0046059499212309785,-0.04814516559919224,-0.1015116529265856,0.0032217816007813482,-0.004080328673865985,-0.004688453385781943,0.007877368571123089,0.041118705157978885,-0.00723144209015994,0.012354996029735332,0.025005580740073974
1,-0.037853459938008926,0.018691779199944136,-0.008936911584136453,0.00777449737788527,0.0005016369672770082,0.026431091562579168,-0.009319845290027828,-0.0059928274991052355,-0.04553804223693514,-0.027067704172053286,,0.051920759760308854,,,0.0015919242855089166,0.02112392242965422,,,0.002946189041547198,-0.02123462532495024,-0.012816572288820272,0.015378908348613551,0.06237225716548056,-0.038100695983473015,0.028680925400994095,0.04252506885837293
2,-0.046427580245698596,0.019237822233594493,-0.018194708172903917,0.003634843998234105,-0.014353911795223162,0.019519566665188837,-0.043807476255606215,-0.022516280430207036,,-0.03420370261820871,,0.07725272293060748,,,0.00236166154027706,0.0070309675999866705,,,-0.00267469627460315,-0.011826941652545608,-0.01601458574039416,0.03348994823572515,,,0.008802138302641094,
3,-0.05668925507698641,0.020628246823457097,-0.031995180510020704,-0.008015927633172382,-0.00696366195233189,0.004478990542697181,,-0.00505817772552053,,,,,,,-0.007545884433711514,0.014149775150267718,,,-0.0002465318423812146,-0.020000843947190816,-0.022369326950115287,,,,0.002797557076847479,
4,-0.0448457310403636,0.01889883901262479,,0.0004898071193302211,-0.003166261215393984,0.01517595405480976,,-0.0781880310274845,,,,,,,-0.0012237983871097313,-0.009749727668767472,,,-0.0006805217071654823,-0.026420892175682775,-0.04155249688308871,,,,0.00951590436417682,
5,-0.06251652465606994,0.03304328779038945,,-0.003540924029976855,0.02642284814138418,0.04587298571525156,,,,,,,,,0.0043119620170721795,-0.009034469247810373,,,0.015964155669890623,,,,,,0.023516885081237948,
6,-0.087813220486467,,,-0.0010171076247948996,,,,,,,,,,,0.004737655526570572,-0.005280582394629807,,,,,,,,,0.0490770717722373,
7,,,,0.007433527868476286,,,,,,,,,,,-0.00967408095751554,-0.008558799020120134,,,,,,,,,,
8,,,,-0.006752206215431267,,,,,,,,,,,-0.014886625554977773,-0.014134728320163159,,,,,,,,,,
9,,,,-0.002686665862923876,,,,,,,,,,,-0.025292289735852957,-0.007079022947667157,,,,,,,,,,
10,,,,-0.011179563217984079,,,,,,,,,,,,0.0015676421249477546,,,,,,,,,,
11,,,,-0.014218692170241187,,,,,,,,,,,,0.01397173359793924,,,,,,,,,,
12,,,,,,,,,,,,,,,,0.013907114920057806,,,,,,,,,,
13,,,,,,,,,,,,,,,,0.01267962603252637,,,,,,,,,,
14,,,,,,,,,,,,,,,,-0.010646185233912586,,,,,,,,,,
15,,,,,,,,,,,,,,,,0.009481085494310815,,,,,,,,,,
