,2012-08-01,2012-09-01,2012-11-01,2012-12-01,2013-04-01,2013-06-01,2014-04-01
0,-0.0006774607311308412,0.024125572915496996,0.029784355131057705,0.04691496528876771,-0.020314398965165736,0.01464201584306038,0.026625296801056075
1,-0.058634113950902345,0.013684555449234193,0.009003574299132566,,-0.04430603310007486,-0.025236219687478106,0.0227068742658183
2,,0.056123882559520055,-0.019806177717013096,,-0.018220882543531047,-0.009719865185444737,0.007425973295021482
3,,,-0.0439171485326435,,0.002474763389274326,0.004624657192590226,-0.023282685306969197
4,,,-0.04991300030722723,,0.014459036474786524,-0.016682646083928748,-0.016287303212094928
5,,,,,0.04526267601218259,-0.04558295709279267,-0.000804268855186141
6,,,,,0.028650958190003628,,0.015179394176602523
7,,,,,0.04384269769310278,,0.010242347635445403
8,,,,,0.02356164754381984,,0.01932549043049714
9,,,,,0.011288590417149802,,0.009165622520617811
10,,,,,-0.0031603634883416998,,0.004780036849748814
11,,,,,-0.022029732183186823,,0.009852778329774825
12,,,,,-0.01925200685998174,,0.01699001156422053
13,,,,,-0.01940812408579995,,0.03799601039802214
14,,,,,-0.011648739370320182,,0.0371979252807515
15,,,,,-0.045695327876111635,,0.04142533523945269
16,,,,,-0.06678607785396906,,0.04656235149066834
17,,,,,-0.07902832359564194,,0.035197541561627466
18,,,,,-0.07773252599285874,,0.038963341075530344
19,,,,,-0.08919067740059372,,0.052800670227192814
20,,,,,,,0.05422250668084638
21,,,,,,,0.059032491582616364
22,,,,,,,0.060432323149774314
23,,,,,,,0.07068523069133792
24,,,,,,,0.08859143942543968
25,,,,,,,0.10519751667444144
26,,,,,,,0.12247979076629045
27,,,,,,,0.14332101101658656
