,2021-12-01,2022-04-01,2022-08-01,2022-09-01,2023-03-01,2023-04-01,2023-05-01
0,-0.006277174821925691,0.010016433366338659,0.011843036969596099,-0.003394073050253521,0.014715862425422,0.018085826985449138,-0.0027933382883791325
1,-0.03769494245638283,-0.018138016387701364,0.0029336804638173675,-0.009944585583609555,-0.006199527060362531,0.021526327550136948,-0.008692723296769955
2,-0.13278179184378125,-0.09914690390233356,-0.00028609442855120903,-0.03375827543687793,0.00015595198035267543,0.017748140172454185,0.018264186333806443
3,,,-0.0075150138900204055,,-0.034568321495097365,0.025975545378936538,0.01217627615916772
4,,,-0.018754098293918275,,,0.03112260558218871,0.043498880044436916
5,,,0.0037904179071635014,,,0.014585172060648688,
6,,,-0.002793628631956757,,,0.033085469722705874,
7,,,0.003942488732490368,,,0.0124392513319318,
8,,,-0.01495040088250299,,,-0.001846601287500249,
9,,,-0.039346703171388775,,,0.010830667388527004,
10,,,,,,0.019218586712950625,
11,,,,,,0.0028630313673989605,
12,,,,,,0.00462076325260341,
13,,,,,,0.012737705421178802,
14,,,,,,0.032963351120350204,
15,,,,,,0.025969955401885514,
16,,,,,,0.01289021682003888,
17,,,,,,0.01909651592445183,
18,,,,,,0.009732589873477693,
19,,,,,,0.009158232622398899,
