,2022-01-01,2022-03-01,2022-11-01,2022-12-01
0,0.005334678611496724,-0.041988148369124234,-0.003492496386410693,0.0018423209179114775
1,0.024475280166917135,-0.0366992156783148,-0.00655376977425548,0.008083901704414531
2,0.03290596389148448,-0.02238658696641016,-0.03571700277671663,0.03202522917121875
3,0.039489624032937876,-0.02129859586530336,-0.03154860990706454,
4,0.03277256401899287,0.030583205773211164,-0.022549243585757495,
5,0.0429435094608559,-0.018999638578913958,-0.02508386925588635,
6,0.052898134680183784,-0.023043534082416328,-0.031792760637465944,
7,,-0.028807023966445522,0.0028078886604105957,
8,,0.006875757159231943,0.021901017012234902,
9,,-0.002688522646818292,-0.0010961791491275186,
10,,-0.0145164276519546,0.04151562478482118,
11,,-0.04204835730770651,,
12,,-0.002942046411109067,,
13,,-0.0014711758752409265,,
14,,-0.018369269270302913,,
15,,-0.008499963477557326,,
16,,0.022771973762973796,,
