,2003-07-01,2003-08-01,2003-09-01,2003-11-01,2003-12-01,2004-02-01,2004-03-01,2004-05-01,2004-06-01,2004-08-01,2004-09-01,2004-10-01,2005-01-01,2005-02-01,2005-03-01,2005-05-01,2005-06-01,2005-07-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-05-01,2007-08-01,2007-09-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-07-01,2008-09-01,2008-10-01,2008-12-01,2009-01-01,2009-03-01,2009-05-01,2009-06-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-12-01,2011-01-01,2011-02-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-04-01,2012-08-01,2012-10-01,2012-11-01,2012-12-01,2013-02-01,2013-03-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01
0,0.07612342732603272,0.0426575028730517,0.03897013989824516,0.023122322530337025,-0.06288618666364387,-0.03922623473748588,-0.16574873654626066,-0.01718735481959821,-0.05470976811216166,0.0381849383587749,0.022410362474213796,-0.022878917735640547,0.012722485571904696,-0.04486975636503632,0.05614935848826941,-0.009639529142591252,-0.04853793112493493,-0.05145111298828492,-0.015374196378983851,0.003512790349715522,-0.009386724861044304,0.0037155949645603092,0.0032399964827887207,-0.01524102645801012,0.010859144410676369,0.03433569155696309,0.022041117991384473,-0.06766988534897256,-0.0082623806222758,0.10781294048715884,-0.012458403104916194,-0.07792795621741866,-0.019945568790271206,-0.07295151990851845,0.16728656360246585,0.07921132946598597,-0.025743065339621674,0.029346755446804096,-0.03575050930883128,0.07951278707573795,0.0023375365704777495,0.025142952458284906,0.052213984476586095,-0.1125797056737321,-0.011941947698663524,0.30421419172776565,-0.20159743431569255,0.029947484715284967,-0.03480967475583281,0.11557571039643255,0.05882330607440445,0.041381182314232934,0.026049220956172903,-0.07920868573213591,0.012521710877421155,-0.08803730754705441,-0.004394847699379589,0.018356627089381572,-0.04739063408221922,0.10125471256734841,0.0017607807077355542,0.014975455919094216,0.005886532414046242,0.05911308980555474,-0.0879608264390983,0.08185665244781926,-0.07997889644561207,-0.10701254192599463,0.020061677985824033,0.03735900882654053,0.09384287956420723,0.059067724544832334,0.05245616364424599,0.09282631578989808,0.055461188570690934,-0.027531267402747472,-0.03889739354291466,-0.04403978480780868,0.059603439346183285,-0.0021532640046444396,-0.024664334486215855,0.005789753579430901,0.036719099616085105,0.01761706940471927,0.000586943247448457,-0.11199445693965049,-0.037489092096177346,-0.00015984511711281124,0.08778546506308382,0.039697248177724465,0.004173756510728932,0.008973848289061781,0.004314695381179012,0.030963886439258292,-0.023957412447796145,-0.031953246563256155
1,0.13761902124246972,0.035777367574772345,0.060456213331633535,0.06652273905610379,-0.08200355113581848,-0.06872351333648563,,0.016598975394844784,-0.08637279363917305,0.01417899741571027,0.009357749260079817,0.010756502481300334,0.03909723797956921,,0.07284910667128908,-0.020397974275766395,-0.06814934068642448,-0.0792942720237993,-0.02559995260192699,0.041417189419157396,-0.002530955197720952,0.007522959540058993,0.030260983271685804,-0.015413336271480282,-0.011450328634676099,0.012738182160773603,0.08483008145084175,-0.0685100483196418,0.03894864730110126,0.07150935606717512,-0.01544721644182756,-0.05843436495949916,-0.03721548998924762,,0.20329709604843682,0.08588223331104183,-0.08030700848342154,0.05172654994000658,-0.0015179487780052625,0.031094574714544576,0.027531789654655525,-0.011861471458536554,0.03976763822851792,,0.020991867161853417,0.35443991283516807,-0.20135588842079843,0.0005589462252284516,-0.12718166612340598,0.16746219727151823,-0.0317817957929909,0.13363653195792935,0.01202761911561323,,0.06368739700882098,,0.02359324831591758,0.018015621118472547,-0.07723482031501927,,-0.009074568800877758,0.014879029356875462,0.05422410476586004,0.05747886504374322,,0.0781592872036182,-0.11392958980021861,-0.11777416789963913,-0.007825694596663713,0.019784505316110534,0.08839230956713529,0.04209580837971827,0.05395688083414818,,0.02469573497677946,-0.055993419487642915,-0.040856130855796646,-0.006850634915151588,,-0.006910672448655397,-0.005225649499590368,-0.03717548168536178,0.02245186570693658,0.06430115179203086,-0.014289850417291139,,-0.028450774753071895,0.006576607089620212,,0.04881206945329719,-0.02158348212377692,-0.0018997043410289294,0.022168602146710903,0.0490788251600387,0.042031484581953826,
2,,0.10712333789506645,0.028301584726933005,0.04245043043922797,,-0.00551425728995758,,0.01654546004667279,-0.10294482596429255,0.008905145565152206,0.031443807232920507,0.023559752339095352,0.025880527751430238,,,-0.03994340522446471,-0.05980477240441079,-0.09946642407150247,-0.029902967034445616,0.04820565086064221,0.01613774110735755,-0.0002959721989975739,0.05242908332944751,-0.013858312724649602,-0.018994748671895212,0.011684257578175261,,-0.0440813886381215,0.06724849920230536,0.037634628376249535,0.0036491096311118687,-0.06982197662855316,-0.008484605858888772,,,0.07980935166191827,-0.03837728970938159,0.003513968361470221,-0.018242365454194553,0.02118383653764222,-0.022722809405422262,0.00589312811159215,0.014875569242396303,,0.07976798080883485,0.3768033579250627,-0.20183903856910268,-0.028774049361011356,,,-0.0071441176932531825,,-0.016408844938776812,,0.04489661895446284,,0.011952009047154544,0.01824297135248587,-0.0496980118119672,,-0.038217433075994234,0.018173809479069325,,0.059303810440966,,0.07389207758492433,-0.13705877368246067,-0.10866417584943244,-0.0021435961742861664,0.02064016823285142,0.10804249436147018,0.007533444846508308,0.11697929616968494,,0.016826543767142543,-0.03797112233541666,-0.015090352775708915,0.02656800609193366,,-0.018561943148063476,0.033820717238570275,-0.015397793571688467,-0.0509704038941885,,-0.02124880719857003,,0.002352849765426379,0.010314778505560673,,0.07604675041790543,-0.018681522188974564,0.004827076735243407,0.019337127623275996,0.07385330431544901,0.03244992953152259,
3,,,-0.04566687369197475,-0.01193107806928223,,0.038800659608406285,,0.03292080693736299,,-0.011498354473942096,0.008188706055762385,-0.011974012703729775,0.020501536639727536,,,,-0.04533809768571223,,-0.03179727960743284,0.05401065484595613,-0.050722862294440785,0.011528818389779372,0.03520759721100841,0.014799416582468361,-0.05738533527667855,0.02937979323664086,,-0.039904427455541236,,0.05831468850603305,0.029039393574610606,-0.10251318548885047,0.047428479731788986,,,0.008396263581659014,-0.11084536480471929,-0.018514718138407993,-0.04711506439226243,0.04297682835575323,0.014039097116179788,-0.039977349849001254,0.03205565785816811,,-0.34927255513821787,0.2869763188616741,-0.20183903856910268,-0.04797184061610982,,,0.01862267625302294,,-0.013636454785771246,,0.02865067569720603,,0.03366633928513796,0.01824297135248587,-0.09464759057960137,,-0.04390748579297632,0.039521276345698686,,-0.01194255827078039,,0.053438338803990626,-0.1576550521637201,-0.04864253486897274,-0.010479247612706022,0.010574521673347492,0.15018804152510778,0.0177387464561658,0.1402989345672392,,0.020890943322932176,-0.00030480005040256497,-0.02904694839235611,0.02716304627470223,,-0.017160307660003538,0.038891007811160616,-0.035635155025079746,,,-0.030710327068948162,,0.0029964917581709605,0.021071369480655966,,,-0.007770292840039383,0.0009272667829740566,0.01753621981750586,,-0.003520498689674856,
4,,,0.0175482461630998,-0.023489896919537123,,0.06421310279762005,,0.048369504862698864,,-0.014458409027747421,0.03438772408950763,-0.039276529955056816,0.02265302336056907,,,,-0.06464900479781105,,-0.03151573486342096,0.0415529789606538,,0.014735439782788462,0.03723328070195164,-0.0031059478460204737,,0.04270461871606046,,-0.06437020295240714,,0.06864471803429373,0.07654885200648553,,-0.006180361422405856,,,0.0039986937156855085,-0.12336135687714755,-0.02728750071323538,-0.020095424456222366,-0.0178680695434148,-0.041479042525178866,-0.05821957186243987,-0.004384897516888531,,,0.22570534179631307,-0.20208070120923471,-0.012378130839653778,,,-0.00479710558573232,,-0.024307027526773606,,0.06051548515405736,,-0.01449720130221821,0.01820508323608916,,,-0.028956576186704552,0.04062529184540953,,0.09607511476916919,,0.019708223145325277,-0.15828910400116358,-0.0729990227328452,-0.0015958682031662619,0.00803844397064668,,0.055413169269332485,,,0.06069360654321454,-0.0063045948479935054,-0.06179088489736939,0.02572734612438954,,-1.666511957254535e-05,0.04831514668895598,0.005697290681065059,,,-0.04802961999351185,,-0.0035866377980737774,0.005097907547841951,,,-0.024806469397343545,0.008283163664092541,0.010897401566407061,,0.003215963246020692,
5,,,0.029948552461016797,-0.013623846144764362,,0.15251497442826079,,-0.0004168825381796193,,0.0056677433783954845,0.04780594440430208,-0.019911530893403917,0.011082207384294773,,,,-0.08314279961484744,,-0.006862030240833983,0.014828847145882285,,-0.008388776595732117,0.018392702348115852,-0.030504530123570794,,0.05346453779257643,,-0.10660535197036902,,0.05226679875599283,,,0.012718184882263284,,,0.0222418527418351,-0.17352154079008508,-0.04682687235513017,-0.025787695892377283,-0.015828372142768776,-0.08561113003148069,-0.005253648810878309,-0.017571272941391713,,,0.2792484248679403,-0.20159743431569255,-0.024555299320091484,,,-0.01807254713887063,,-0.03194314774392493,,0.05360185671908657,,-0.04182201802742158,0.018356627089381572,,,-0.001622594823987411,0.002534195402591699,,,,0.02575053760128776,-0.11995579360277553,-0.11405173241488686,0.01568824943804792,0.019609303180240012,,0.06009019601991339,,,0.11599683573915753,0.008624236384327189,-0.04252686386187077,0.02604267643550051,,-0.010561121110491234,,-0.018272501700294708,,,,,0.019728971702093534,-0.013070341417782017,,,-0.02195943047422777,-0.022225051274377794,0.019302514339440968,,-0.020693486095949787,
6,,,-0.06656118333443395,-0.038728621672563246,,,,-0.006582520715922913,,0.01248680800494506,,0.0019075290938352918,-0.009627297224091391,,,,,,0.0030337310249863303,0.021698940793200228,,-0.016203382213359374,0.018392702348115852,-0.046132472832132676,,,,,,0.11537554290773722,,,0.014946991762889716,,,0.05414449275620159,-0.1972234911735985,-0.03686323793378676,0.011990159949489598,0.031148640075607137,,-0.0154308247310746,0.010628399660307375,,,0.08325535213096114,-0.20208070120923471,-0.059466096698527426,,,0.0071440914405476175,,-0.03357158645645042,,0.051606333137083515,,-0.07259902773588944,0.09919815020272238,,,-0.01106803301279169,0.018278439390069012,,,,-0.0074234565221404925,-0.174915334005598,-0.08013813446851303,0.027271538855104804,0.053663948739824496,,0.044915586152375564,,,,0.02887393045342601,-0.032181286317648716,0.02579742812035335,,0.026513221303265055,,-0.012338465937580256,,,,,0.03601239695146807,-0.0334190099825023,,,-0.027107314303973284,-0.0044482403130396975,0.06550887438231157,,-0.01027069341985487,
7,,,,-0.05103637797179966,,,,-0.023301595760619076,,0.008470387227651144,,-0.019180101748278444,-0.00011534149918102088,,,,,,-0.01555038347180615,0.018028337361548186,,0.026359153248835976,0.01766182701323027,-0.02692362668488274,,,,,,0.11471205872591406,,,0.014892689680391591,,,0.014498598406513352,,-0.05766431500048097,-0.027721944628934958,-0.02777281804168452,,-0.013688858001751125,-0.03177594566801978,,,0.07472122102698009,-0.20208070120923471,-0.12316801029312763,,,0.011700498801535564,,-0.025531943265934776,,0.02970884813758956,,,,,,-0.0014274527426751948,0.022275229571293798,,,,-0.008592884546771318,,-0.08656268750800988,0.05835099060156601,0.04322711829873316,,-0.00598903347654689,,,,0.028433352874962847,-0.020011680617417094,0.06796962887873248,,0.014986113289254144,,0.0003789404781870953,,,,,0.017864107756005776,-0.013429549945915109,,,-0.013983278972189095,0.010444076439217298,,,-0.021667251774114993,
8,,,,-0.013623846144764362,,,,-0.03948532001236171,,-0.0035622041647678238,,-0.07364447226229154,0.018833114061684086,,,,,,0.02683343151084694,0.002641658579483619,,0.07951768546325055,0.027965062642820282,-0.015206721762752617,,,,,,0.1484433147935471,,,0.010811606611681679,,,0.09276084813308705,,-0.018077124817494017,0.007828187491521366,0.04383243381355073,,-0.031972036563763684,-0.04124743872321002,,,-0.03858828570019224,0.1292093814582872,-0.10255186693205354,,,-0.008713925089221086,,-0.05736678837843179,,0.033938012237741955,,,,,,0.03212120826280773,-0.05044899745805531,,,,-0.09044814305940241,,-0.09776727520039508,0.11799985040781591,0.0770519475214746,,-0.03740217115123046,,,,-0.007585230668725407,-0.005456426624921296,,,0.036605257150642334,,-0.010088298551568453,,,,,0.028258807548592002,-0.02815419782822476,,,-0.0031551517765053827,0.04518830642631544,,,-0.0027692747919834115,
9,,,,3.5151538817335126e-05,,,,-0.04985616591174158,,-0.01826355184777506,,-0.07060119423985589,0.0259992835315358,,,,,,0.06801725458429497,0.012558064510494904,,,0.026335830908695623,-0.008955824384180688,,,,,,,,,0.0018566907465604743,,,0.19329758873422165,,-0.030031594476392698,-0.028165736306273725,0.09475878195632448,,-0.027081312446051164,0.018881929165585065,,,-0.0630455689695637,0.08678819437923024,-0.13646450253619746,,,0.025464069072008155,,-0.03345236873021118,,0.028873761509749296,,,,,,0.005945217109963874,,,,,,,-0.0956023583110126,,0.0904192221013147,,-0.025322649761985616,,,,-0.02505296389494649,-0.019641024242516902,,,0.039276612094544916,,-0.009833216488533525,,,,,0.03757837351617521,-0.005457237335430742,,,-0.022939177929144017,,,,0.012513305939182873,
