,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-08-01,2021-11-01,2021-12-01,2022-02-01,2022-03-01,2022-04-01,2022-06-01,2022-07-01,2022-09-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01
0,-0.0302528822828938,-0.010570108348027407,0.006088107793335684,0.015428011931236912,-0.051563947132590826,-0.08033017399161047,-0.028163257554290944,0.00378469687028149,0.05428835472244975,-0.019077818852912376,0.021527620100984635,-0.029116149079028375,0.026573087658186445,-0.03552396051201001,0.001051241425035876,0.020109016344471264,-0.017845091712683114,0.012145709447150876,0.02088147161957432,-0.011730344279867744,0.020407535378110353,0.00038389052522536105,-0.010563439464024604,0.004249388610967131,0.019828364382492247,-0.05588889038470457,0.006623566844440099,-0.044341293166045403,0.002548750272390876,-0.001760268299768164,-0.00512965582811864,0.0019019122386012555,0.0029214633631458042,-0.02717706674407161,0.005684107897410584,-0.014614475096450086,0.009803572291398943,0.010840953217810423,0.041883405732067835,0.028500584753469838,0.016846878503862017,0.014903862432645631,0.002935908148792521,0.0003632061217322402,-0.04621654358811211,0.01885316396643333,-0.005863831896621541,0.011357417161583394,-0.009628471744612455,0.036355803187948066,0.008420157207792212,-0.0026885519102810562,-0.027390400822524974,-0.02566111237583435,0.004522505815880429,0.0039226764409301396,-0.0077826531569682444,-0.019716867847777486,-0.010898356117012842,0.04299670580553805,-0.020115310078374193,0.009956615053219764,0.057789465346751445,-0.03188434344061353,-0.009686446762294132,-0.03970174140477756,-0.007249204607088444,0.009275370153307705,0.008644206332225401,-0.026476345992365147,0.023950499778694123,0.03390561262292646,-0.007747648217947045,0.03767514534383132,0.0091667304830092,0.0005841334975733581,0.010214627827393796,-0.0033363152770706783,0.06363136036656658,-0.002713763506406952,0.07396774088462443,0.010331544597454112,-0.028527979515573065,-0.0022084447068424495,0.018339282076858865,0.03483541323447126,-0.0029894734945716817,-0.021886666172966862,-0.005866762324795438,-0.025239851288296755,-0.010530946019315923
1,-0.037896685042075884,-0.016465706167588134,0.018381063303300138,0.04594469077181132,,,-0.048306906292756135,-0.04126369575018751,0.06018393134820865,0.014630545012880969,-0.006733500539376713,0.03118439433981557,0.06246358034844457,0.017030902848790386,0.019443810428549924,-0.0063887791441361585,-0.021158402192594572,0.03766052303449796,0.005148744236438518,0.008067592506289856,-0.003942967713165935,-0.0066140048537413065,0.0016903696962771164,-0.010848069190514842,0.016054855835967552,,0.009547651453100325,-0.03638087735942186,0.023430689860640452,-0.0027106330102300014,0.010477176415067735,0.04160789319999303,0.02640603244561479,-0.005995910795876469,-0.001657031939025888,-0.022536793710993486,-0.008451055176430522,0.08911350296032827,0.01722951679590068,0.043643064109839536,0.008818387848713582,0.020202249379121184,0.00230609500036838,0.0012649136564206742,,0.022243879548828893,-0.01133561761135038,0.01125670605303114,-0.028546508745598942,0.04041321609013382,0.04126100560649926,0.007095707114485705,-0.03865184571910962,-0.04399675471874076,-0.01419337119880737,-0.01947705276743328,-0.013587070810860524,-0.008416655450667498,0.030193540334160662,,-0.049729115950374325,-0.019235129948592444,,0.004950223799448317,0.010347308280435286,,-0.003981505123783258,-0.007253279646581845,-0.023071550070051572,,0.031242883821080092,0.04136567911948941,-0.01866619497608024,,0.002226584857824232,0.03150523264281979,-0.005070499887050994,-0.018318881390293473,,0.03329141489459575,,0.02690372224947879,-0.029490782619474132,0.010682286360558457,0.016660502565374102,0.030870463771104806,-0.0033515350211341666,-0.020299203358815632,-0.018661167070650464,-0.0329723721685955,0.03761008834219348
2,,0.0003281658639804341,0.022164681277005993,,,,-0.042376528557691806,-0.045085668988639416,,0.0004537910777027143,-0.0363839941239652,-0.012277852376492149,,-0.030688141733220875,-0.02114559084568146,0.02120345161049464,-0.00800825127897653,,0.006249621680894379,0.0002679483891467882,-0.01539650910835988,-0.00042565542457850825,-0.0148729005685162,-0.0060410523720770826,-0.009491204782228535,,-0.02778307205646069,-0.04729644533468047,0.008261570366270288,-0.008856375049609344,0.02060212847798981,,0.01519847793934126,-0.023143564416677975,0.016179747837143488,-0.05319445408900858,-0.005452297146356422,,0.020428258738125926,,-0.022958276596229732,0.006731238466825218,0.021638198278236764,-0.013648245960546923,,0.019631893455062333,-0.017466084809081295,0.001991656411403364,,0.03305665762841148,,0.01560569986460747,,,-0.02285447302337662,-0.01604763681988075,-0.0009713989497184272,-0.010570924148833427,,,,-0.025857887295928528,,-0.0006147726600564951,-0.01259559730101234,,-0.001002226131743278,-0.010688141677331231,-0.01734240713225077,,0.0363062540448329,0.022588910443910315,-0.012880282881379657,,-0.0020440786598596716,0.05531826770931403,-0.011380713366290207,-0.037218716469648694,,,,-0.055189784638046024,-0.01918541356063841,0.018488801739775518,0.04333393853499601,0.040047593838294926,-0.004023470560431397,0.019107030558574323,-0.03657402904349638,-0.03542409120280077,
3,,-0.014105341999619991,,,,,0.049623115571816534,0.0071909644528269645,,-0.0030471048447076043,-0.03635696278791922,-0.05978358084494939,,0.012355177317361465,0.014029901330069983,0.010996704831122806,-0.006511960642913817,,0.006250152023526412,0.010972268079497027,-0.02292184602128522,-0.013201012858666594,0.006144671869426244,-0.011157809723179923,-0.006294187682986396,,,-0.04756284146413581,0.01794775377826152,0.0018739962407345878,0.01909751531633974,,0.029977813709180623,0.015313902480858843,0.02245459033053976,,-0.0153848371589409,,0.004071753777155074,,-0.015227457741538997,0.009166653596697216,-0.0003224763021858479,-0.007512778947674548,,0.00871261906997578,-0.000980692777862835,-0.013012440310762263,,0.017657836078174505,,0.014990375966417613,,,-0.03823841285087326,-0.005023378517030608,0.023350810322481763,0.00018714364192184973,,,,-0.01871952089589879,,-0.001956931856640587,-0.002632459076717275,,-0.0274294177838863,-0.024416698348119326,0.009820301605341974,,,0.04977931273193548,-0.02244240377820894,,-0.01722772278931428,,0.007994988352021837,,,,,,-0.022218306377671304,0.017909941261928353,,0.01519583053712159,-0.022278325702161927,0.01288681195183461,,-0.04021337623208776,
4,,-0.00977967686819703,,,,,-0.008862953665377038,0.021763842186228732,,-0.025388804453560176,-0.006187298513150807,,,0.005923832786503325,0.03296537907962538,0.05160937385683528,0.03871780881687892,,0.035485290756802734,0.0064272528174100785,-0.022214762345878825,0.0067525170436884,0.015101786832403263,0.02090754850287091,0.007734797412173422,,,-0.03425476700871499,0.004441064341274448,0.002120712177819062,0.02643349675570006,,-9.600404803133955e-05,-0.007054511488187032,0.003837538988652245,,-0.020132741084036176,,-0.004792516691587423,,0.020670025008063808,-0.00584445294660263,0.00834116928056261,-0.0013893145629602088,,0.008883006546003713,-0.004376037655468679,-0.01415324006605484,,0.025052605744049217,,0.026978503346040128,,,,-0.002954699330138588,0.010654362974551468,-0.010107790983949094,,,,-0.037636375188031757,,0.0026668794190323197,-0.003866629656271492,,-0.03776649953191491,-0.019039097578938957,-0.010363382675997457,,,0.0550293524263612,-0.017310614710798866,,-0.018784770385619876,,0.0020968458915457955,,,,,,-0.02410213789606175,0.017719190092750914,,0.012845080254737962,-0.028537173617495748,0.0146600259455405,,-0.02511209586764629,
5,,0.0005215476296638322,,,,,0.007634177228439398,0.0189384485665971,,-0.018313450119726404,-0.007551830680537108,,,-0.016441723633003336,0.03173959169943874,0.04986911229180091,,,,-0.012419237248795234,-0.011610180415230431,0.0053236080584264656,-0.00912795566370228,0.012276050289605323,0.010534939319611802,,,-0.014102569317483216,0.021809913321007013,0.021757998731955386,,,-0.006908379737959436,-0.014342643151000534,0.03504017589908459,,-0.014236034454175428,,-0.0032344799041732486,,-0.00429435279053858,0.0011818243670358441,-0.004624209643474764,-0.018187808643102876,,-0.010431604082124402,-0.00785704929467368,-0.01584075795998835,,0.03638359157213067,,0.02194423954953706,,,,-0.0063190094418370535,0.0014332846556444068,0.019912197799479614,,,,-0.04634454993459247,,0.014418653279012261,0.000370263464709808,,-0.02921389102305838,-0.02480593912041762,-0.029281539063088502,,,0.031910762041544416,-0.03216958477800169,,-0.025120518576128514,,-0.011350229957968194,,,,,,-0.014389171133909251,0.020469483302559155,,0.027873365350739032,,0.01397749927738845,,-0.03679362542496012,
6,,-0.02526129335720828,,,,,0.04402433493322855,0.034967856347720705,,-0.040842522427109174,-0.001354260777789662,,,0.006499577351680386,0.022544390091372435,0.09709536565787857,,,,-0.01960197592337032,-0.0038111993375977704,0.025603362614076808,0.012561470566402555,0.01812217967728813,0.040224233606981685,,,-0.016030628605558483,0.004307155382413885,-0.009323592332271424,,,-0.019131346564376095,0.01552363394786127,,,0.010200546334721228,,0.004742750425616116,,-0.04100805299387367,0.018185610712039058,-0.00714159094119271,0.004910158421945532,,0.0059032402584202615,0.003939369591692277,-0.021422264886836684,,0.03673433545108162,,0.03255086373197891,,,,-0.025488286492679535,-0.00796928230383287,-0.009326550971570313,,,,-0.0399745041878683,,-0.03987091050858016,-0.0021795591993010177,,0.00013394553797496656,-0.024726092547886047,-0.027112370157800214,,,0.035898144865283754,-0.038959435789080565,,-0.029521046527642092,,-0.002220112240912675,,,,,,-0.025326483621751272,0.012461185012036857,,0.029788273078485528,,0.00604579959697249,,-0.025882864245549086,
7,,-0.012626145267773836,,,,,0.03756591955260635,-0.003019846766675993,,-0.0315085206651462,-0.010482476057893209,,,0.0070684117358362775,0.04251468907250455,,,,,-0.012167798801496765,0.005643538134655124,,0.023720078874110317,-0.0001978631865888758,,,,-0.0491100530937425,0.012271203619275362,0.003186291377675232,,,-0.021420621603346568,0.006902013118297745,,,0.02720911907207313,,0.0029478740983499563,,,0.010971590137435427,0.013878261309638873,0.013642039366287051,,0.018462585925607122,0.015247207176830813,-0.015120709239854369,,0.04852536408369046,,0.03350012260535351,,,,,0.011291975187699421,-0.02486026576485756,,,,-0.01874927817045613,,0.010349058391310173,0.00667619968893618,,-0.0069442346675883115,-0.005568126329238865,-0.020355500674070548,,,0.020031359252663528,-0.04811057354502779,,-0.008177891425911632,,-0.00343220670034472,,,,,,-0.014004689113197522,-0.009592402076243012,,0.014891913314213578,,-0.025912277120092586,,-0.03875448652767677,
8,,-0.03258541303885476,,,,,0.05408025953857587,0.010206822878890076,,-0.04885256167207608,-0.03327305470100317,,,0.032064821842896385,0.032169942518600614,,,,,0.002305566008542037,-0.00031225163393511224,,0.031911481950249065,0.011721276233600086,,,,-0.03898751405830492,0.021969846617766464,-0.019062464074808716,,,0.0034382653054150225,0.028134573724549305,,,0.015405755753155947,,0.030306622527659144,,,-0.0010857554331993313,0.018376011427722716,-0.0184833919657299,,0.014713359411346438,-0.01701909418313985,-0.0005428720644914953,,,,0.01914194304987671,,,,,-0.021337773485443634,,,,,-0.025801784823783258,,-0.010444097277680697,0.01566283403330271,,-0.01488353505248785,0.0006356499346731326,-0.020086362214340348,,,0.02157079489713265,,,-0.013662845272019553,,-0.008115320431216544,,,,,,-0.036690971506842196,0.011204973076582192,,0.04035471504348154,,-0.008163786311400134,,-0.04706273913324388,
9,,,,,,,0.04113558972678,0.01874338765349881,,-0.035867111404519925,-0.04190052279125478,,,0.05012926805261697,0.02666389393509494,,,,,0.0007964764528844981,0.012882093476064505,,,0.003840390534496585,,,,-0.014379128237340666,0.026902665526504332,-0.01619002462709984,,,-0.0389146537067564,-0.0030587184390902245,,,-0.008794098895682279,,0.028274382937510723,,,-0.00906690593645365,0.00550783177751768,-0.028684544159157888,,0.0010773749367993801,0.0010317424344492565,-0.025971333190921653,,,,0.02956636642982602,,,,,-0.014106219556622612,,,,,-0.01621329743031552,,-0.023345358723108944,-0.009670303207693465,,-0.0018023460678726622,-0.031048283479409022,-0.029902453279770036,,,0.018389531090703848,,,-0.006398615124073803,,-0.004456272884425738,,,,,,-0.03701446463535962,-0.001414848615537423,,0.014183011979227889,,-0.009909659347121291,,,
