,2019-04-01,2019-05-01,2019-08-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-04-01,2020-06-01,2020-07-01,2020-08-01,2020-11-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-09-01,2022-10-01,2023-04-01,2023-05-01
0,-0.038218074127477686,-0.07860254681096546,-0.0496283817848589,-0.03544158444724399,-0.003157916993135945,0.015717799884302774,-0.04644586380424243,0.020034955444405034,-0.002615268654278635,-0.08738942170752328,-0.060100731932679174,-0.026590931049817357,0.01143216026202093,0.022717502135964907,-0.023570613441617372,-0.017782895614162353,-0.0008169350891398253,-0.020052494623651995,-0.02022716383917733,0.002371712936121123,-0.013646528675294145,-0.006922284765612963,-0.004870920459922323,-0.03191453067117156,-0.013562852233501843,0.010080903892653925,0.011225395734052512,0.013992643755080802,-0.02530374213466091,-0.017441661296177635,0.0034410329499081627,-0.03535480045263739,-0.03434160722833801
1,-0.012852071099397122,-0.07756885371553324,-0.03201661580207754,0.004064189381259631,0.04089157584267,0.11883846414571009,-0.06982828158284349,0.02228929745817243,0.00029570135255996277,,-0.057580463033465534,-0.030809504833288592,-0.0032419692031506187,0.036442498406666246,-0.016492727781798666,-0.022276849675016308,-0.006200978273692925,-0.0021549600285712955,0.012603999364193319,0.002497386840408705,-0.02563215246763939,-0.0007145371283913127,-4.9968135437783445e-05,,-0.009023255347111236,0.017639744721978046,0.0201532807801314,0.0064058336396151105,-0.03086534664865148,-0.009529682050185784,0.0013142854818259941,,-0.02624005160801879
2,-0.03216901308077891,-0.10250064532069514,-0.023501803511898844,-0.026082486663599802,0.01972672842137202,,,0.04546443612511297,0.010926781523746376,,-0.08560421323832745,-0.05168776219946114,-0.018704136696518436,,-0.010673857188138514,-0.02204223804043126,0.0005291421512705341,0.002828874532070813,0.1853042297854952,-0.010362660664315432,-0.040553909563435964,-0.011443077460885909,0.01676786738448377,,-0.016905944614335366,0.023141817875756976,0.017888348774073748,0.003466854634738503,,-0.007315933953666587,-0.017274117972235548,,-0.01944930818723556
3,-0.03388844553780246,,-0.003251598869550454,-0.059375362904051876,0.02019756039014342,,,0.03789120478487862,-0.008631270167689387,,,0.016656076311321044,-0.00393946871121037,,-0.013388741844207575,-0.009337795128046888,0.0028718929571791563,0.008651259542155731,,-0.01483602889663585,-0.03847150770745689,-0.004348120849264947,0.006246738313331446,,-0.003326968860872803,0.017204123380269554,0.010105415590400124,-0.004966879788610656,,-0.016848174110652092,-0.013626168296712482,,-0.019379237498387658
4,-0.044299171684050065,,0.031245044540619438,,0.012959916672217187,,,0.032690442256434915,0.055102129687239376,,,-0.010068210788103382,-0.03576593394688815,,-0.028233271140053362,-0.007017026090176959,0.003552790771617076,-0.004144405940415208,,-0.015287812952136576,-0.0436079167880411,-0.0010025197885868975,0.006564854034551093,,-0.011905563187230683,0.021420208024461873,0.019455742115136843,-0.007778157786084261,,0.002158225046489992,-0.007336905838547292,,-0.024756910107256447
5,-0.021711542010049878,,0.011243024469378138,,0.01586868996093327,,,0.04782986891933272,,,,-0.019669603498992494,-0.0034224490859458556,,-0.01501722577660225,-0.005173762433202889,0.007638709088166884,-0.0007570984606901643,,-0.022843722615300016,-0.049696752362649366,0.015187981995961608,0.010986565512841495,,-0.0011859565468315125,0.04096716938700973,0.02065357360972997,-0.005845006073420089,,0.016155367693973854,-0.02034946586382036,,-0.03825237113221158
6,-0.025244823819481232,,0.025253512831432345,,0.010324096858391307,,,,,,,0.018669257408810758,-0.027723705164466372,,-0.009841825246789893,0.019899452344879,0.028946409491952263,-0.004765412034418048,,-0.017612378904872633,,0.017590515799330908,-0.00606778722561041,,-0.012622087099142476,,0.03657567259908323,-0.0056301563470269045,,0.030021193904217203,0.0022443708641053384,,
7,-0.04518999562055914,,0.022934870975963972,,0.02518447777357613,,,,,,,-0.003154440391658131,-0.042217744122790835,,0.016909943995723098,0.02517365614542788,0.030728177445962235,-0.012465457974467409,,-0.020479133975402714,,0.014698000362380004,-0.013192982344032433,,-0.007826031435847591,,,-0.014352354025858993,,,-0.004838886679319199,,
8,-0.022134742828856635,,0.018661434628369722,,0.012611358090626634,,,,,,,0.02725893156730841,-0.04566765630316677,,0.008752223777331758,0.026708121915452576,0.02334012879772196,-0.018108488501426656,,-0.01623928475781819,,0.01367172617546486,-0.010343273285541188,,0.03382923941199678,,,-0.02326067258721909,,,0.022600368339243726,,
9,-0.03620153999555753,,0.018868578230251065,,0.03435079305182942,,,,,,,0.032536303774404196,-0.01588264921822352,,0.031002007218278615,0.03371833020084303,0.030727796614690828,-0.017831886281312936,,-0.020668493472220634,,0.02124431850503139,-0.020318214526433453,,,,,,,,0.032671203662322235,,
