,AID,annualYieldRate,annualExcessYieldRate,MonthlyYieldRate,MonthlyExcessYieldRate,annualYieldRate(non-compounding),annualExcessYieldRate(non-compounding),originalYieldRate,originalYieldExcessYieldRate,openingTimes,closingTimes,ATF,HTF,TF,SharpeRate(annual),SharpeRate(original)
0,601211.SH,-0.0036877823333333116,-0.0006178760000000061,-0.0036877823333333337,-0.0006178759999999983,-0.044253388000000005,-0.00741451199999998,-0.044253388000000005,-0.00741451199999998,1.0,0.0,301.65599999999995,2442.47,2744.126,-3.7708871445864465,-3.77088714458644
1,601828.SH,-0.0028167015833333144,-0.0018559206666666662,-0.002816701583333334,-0.0018559206666666633,-0.033800419000000005,-0.02227104799999996,-0.033800419000000005,-0.02227104799999996,0.9,0.0,251.336,3180.094,3431.4300000000003,-1.0104766041252307,-1.0104766041252384
2,600958.SH,-0.000673922692307679,0.0004632131410256407,-0.0006739226923076922,0.00046321314102564176,-0.008087072307692306,0.005558557692307701,-0.008087072307692306,0.005558557692307701,0.8461538461538461,0.0,277.2930769230769,2418.976153846154,2696.269230769231,-0.20909249137001987,-0.20909249137002506
3,601811.SH,0.0030149944753086475,0.0020813770987654274,0.003014994475308642,0.0020813770987654317,0.036179933703703704,0.02497652518518518,0.036179933703703704,0.024976525185185183,1.3333333333333333,0.48148148148148145,243.94592592592593,3523.8277777777776,3767.7737037037036,0.4750687625223666,0.4750687625223655
4,601881.SH,0.0027823743749999983,-0.001108874861111095,0.002782374375,-0.0011088748611111107,0.0333884925,-0.01330649833333333,0.0333884925,-0.013306498333333328,1.0416666666666667,0.041666666666666664,333.87958333333336,2699.8441666666663,3033.7237499999997,0.5776864839269685,0.5776864839269706
5,601818.SH,0.001090330510752687,-0.000132834381720443,0.0010903305107526882,-0.00013283438172042902,0.01308396612903226,-0.0015940125806451484,0.013083966129032258,-0.0015940125806451484,1.0,0.0967741935483871,311.2670967741936,3163.872903225807,3475.1400000000003,0.5548994225359514,0.5548994225359482
6,600999.SH,-0.0034506968055555607,-0.0028102724999999884,-0.0034506968055555555,-0.0028102724999999992,-0.041408361666666664,-0.03372326999999999,-0.041408361666666664,-0.03372326999999999,0.8333333333333334,0.0,347.52833333333336,1555.0083333333332,1902.5366666666666,-1.4493456153859188,-1.4493456153859288
7,600600.SH,0.0006809436764705814,-0.0010130508823529413,0.0006809436764705877,-0.001013050882352941,0.008171324117647052,-0.012156610588235292,0.008171324117647052,-0.012156610588235294,0.7647058823529411,0.0,205.25705882352943,3157.054705882353,3362.3117647058825,0.2767207029984101,0.2767207029984123
8,600585.SH,0.0005193116071428425,0.00042077880952378396,0.0005193116071428571,0.0004207788095238088,0.006231739285714286,0.0050493457142857055,0.006231739285714286,0.0050493457142857055,1.1428571428571428,0.21428571428571427,268.5992857142857,3284.843571428572,3553.4428571428566,0.16332071901230016,0.16332071901230502
9,600362.SH,-0.00039862904166667045,0.001011640875000014,-0.0003986290416666668,0.0010116408750000007,-0.004783548500000002,0.012139690500000008,-0.004783548500000002,0.012139690500000008,1.1,0.1,316.95199999999994,2804.3534999999997,3121.3055,-0.09641659265885641,-0.09641659265885584
10,600012.SH,-0.012035495138888871,-0.007367857083333355,-0.012035495138888888,-0.007367857083333331,-0.14442594166666667,-0.08841428499999997,-0.14442594166666667,-0.08841428499999997,0.8333333333333334,0.0,246.875,3080.938333333333,3327.8133333333335,-1.7063150459270935,-1.7063150459270915
11,600548.SH,0.0002199161574074133,-0.0006423010648148012,0.00021991615740740743,-0.0006423010648148143,0.002638993888888889,-0.007707612777777772,0.002638993888888889,-0.007707612777777771,1.0555555555555556,0.16666666666666666,259.0783333333333,3342.4788888888893,3601.5572222222227,0.08643853703108835,0.08643853703108653
12,601788.SH,-0.005376617500000009,-0.0020429779583333364,-0.005376617500000001,-0.002042977958333334,-0.06451941000000001,-0.02451573550000001,-0.06451941000000001,-0.02451573550000001,0.95,0.0,239.5625,3613.208,3852.7705,-0.8040921779371522,-0.8040921779371519
13,601688.SH,-0.0017679995061728399,0.0010429306790123377,-0.001767999506172839,0.0010429306790123456,-0.021215994074074068,0.012515168148148147,-0.021215994074074068,0.012515168148148147,1.0740740740740742,0.2222222222222222,288.1596296296296,3400.7044444444446,3688.8640740740734,-0.5122738669773707,-0.5122738669773697
14,601398.SH,0.0005372582196969829,0.0008699731439393894,0.0005372582196969698,0.0008699731439393944,0.006447098636363637,0.010439677727272733,0.006447098636363638,0.010439677727272733,0.8181818181818182,0.0,281.35045454545457,2434.181818181818,2715.5322727272724,0.22025435988583214,0.22025435988582734
15,601939.SH,0.007368620674603178,0.00258388051587301,0.007368620674603174,0.0025838805158730155,0.08842344809523808,0.031006566190476186,0.08842344809523808,0.031006566190476186,0.9523809523809523,0.09523809523809523,303.29857142857145,2884.297142857143,3187.595714285714,1.6347614645509485,1.6347614645509438
16,600808.SH,-0.007462890624999996,0.00019780395833332576,-0.007462890625,0.0001978039583333353,-0.08955468750000001,0.0023736475000000236,-0.08955468750000001,0.0023736475000000236,1.0,0.0,255.16,2825.3900000000003,3080.5499999999997,-1.4261868457627727,-1.4261868457627571
17,600029.SH,0.006045087521929814,0.0015623048245614131,0.006045087521929826,0.0015623048245614047,0.07254105026315791,0.018747657894736855,0.07254105026315791,0.018747657894736855,0.8421052631578947,0.02631578947368421,323.8628947368421,1936.4615789473678,2260.3244736842107,0.8988841514585674,0.8988841514585689
