,2022-09-01
0,-0.05285057979671848
1,-0.04412426012330872
2,0.0805256931584637
3,0.07316181058772808
4,0.03957020556068569
5,0.09931567344252024
6,0.10798816957691404
7,0.0857333745187785
8,0.18234715453221462
