,2017-01-01,2017-02-01,2017-04-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2018-01-01,2018-03-01,2018-04-01,2018-07-01,2018-08-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-10-01,2019-11-01,2019-12-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-09-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-09-01,2022-10-01,2022-11-01,2023-01-01,2023-02-01,2023-04-01
0,0.023139682811828877,0.02370893651830297,-0.015759666064788957,0.006310118011879862,-0.021420357707623516,-0.034310002900523884,-0.06830949322034297,0.005118441860215928,-0.01721551194430404,-0.03628735401304084,0.021615769813987884,-0.008398264022285606,0.03673186719830879,-0.01581615050563201,0.006794603876781435,-0.008365634715898906,0.027178481764447593,0.021470453373939158,-0.031546328324826955,-0.012079540170227165,-0.0007270655373914359,0.002965339643910214,0.0028564189761337566,0.00014917770690736631,-0.0012178053871583217,-0.023770236998528205,-0.0646450475960636,-0.005067387096698628,-0.08333469677644256,-0.004899380709140644,-0.009997513337934194,0.00999554135240488,0.0220651653668944,-0.03512715048994197,-0.019000928165832542,-0.0009235130090679,-0.01583145981541012,-0.017217199599848243,0.03188441901982997,-0.004180646738488614,-0.03264874198569112,-0.02133839976183971,-0.009771229200222997,-0.013469670099744091,0.008325433534714044,-0.01959634523176046,-0.06234072809412439,0.011908704983790597,0.022122189817472826,0.0019681922081041803,0.02552730435084216,0.012437245730586799,-0.01917045582831678,-0.031138407177581318,-0.00986955729349781
1,0.013938812132565648,0.07339782922689331,0.003088469561445928,0.008307011652308516,-0.01595215472597289,-0.0236620339482001,-0.02067338195165158,0.006760366023317754,-0.0063228434612572215,-0.07586732718158284,0.008952254020970829,-0.032974986270683515,0.020117373322157128,-0.01972521771280178,0.01961194778842046,-0.01745535600796444,0.02043941473961164,0.022911889134045627,-0.09458231303589582,-0.013089480365485517,0.014199834178538318,0.017232347664102754,-0.002390971859864699,-0.018772268112411172,-0.006794407224532506,,,-0.016462499715074408,-0.0980464559395493,-0.003916532406895268,-0.011468023024042928,0.0361419161031149,0.00285228787668812,-0.04369211007661722,0.05389610111453669,0.009786510309468976,-0.03433936391084691,-0.00821155960779718,,0.031241903307053898,-0.026282437648740054,-0.03448100532816678,-0.025456866227480113,-0.0021373765576373494,0.004474495701881409,0.002621886674410323,,-0.010712844371726926,,-0.013471921129800113,0.026670750159197842,0.01120629055609168,-0.027049415800543652,,-0.019417763480698347
2,0.0178385788143256,,-0.008378099763748814,-0.002516401189180506,-0.024366342331207047,0.011370930523157519,0.025634083361014692,0.0003384279276965607,-0.025362372998838367,,-0.008334479536215633,,0.03986644426763997,-0.02656040587963915,0.020071728408638467,-0.029402232907594694,0.0050382207400399,,,-0.0026982028486739473,0.030410260095675046,0.03337973181153164,-0.00906023939026257,-0.012473914571991873,0.013393419310206767,,,-0.026260075050008158,,0.0051511509205237616,-0.02043086731405186,,0.005097847237838682,,0.017998351730279083,0.014667102644907892,-0.07530991702311507,0.001033639079991211,,0.01138410975418691,-0.00842780802848031,-0.03198229873524072,-0.03321854521550627,0.0017443467299538273,-0.004394894652276271,-0.023447901471379762,,0.024872101688383164,,-0.0268625529681753,0.044446266330741224,-0.0168869631431523,,,
3,0.023165035397722633,,-0.020977202179234933,0.01874502519782051,-0.03630172689564004,0.023495272100892528,0.02089972441808552,0.027290059403814126,-0.005272215113953926,,-0.008197275270319382,,0.03101903049616217,-0.03825887553617857,0.01333723616042981,,-0.008103741365165007,,,-0.011583292078393814,,0.05082309280360198,-0.0433504683317234,-0.02155608380247953,0.010071616968264419,,,-0.03957759638835201,,0.011734951128844706,-0.015796406881243286,,-0.01132023954032979,,0.05443369255122388,-0.02774111186239603,,0.004288852804887444,,0.016644374471640022,-0.01693817615518034,0.003402172897685407,-0.05646744052305719,0.005457027653118285,-0.0004183390512153551,-0.003536411114598792,,0.01516393558110607,,-0.031040493497737853,,-0.02192438408364694,,,
4,0.03812609134810785,,-0.014111110721143794,0.012036226340218503,-0.038372402933660066,0.027125375978228394,0.025807354658748505,0.019879979872047926,-0.032734852006691906,,-0.0006695102860878044,,0.046912688894678034,-0.04252086213338835,0.021632256349793932,,0.0007862447156372632,,,-0.016179902820766756,,,,-0.017148734716281755,0.012683530582265679,,,,,0.007033648073969889,-0.020694445949266616,,-0.011544788482797497,,0.1154234534463805,0.006578106376867954,,-0.016476926445000206,,0.016331044299691344,0.013272018430916077,-0.008681055960364059,,0.009553503211347625,0.012379773427514174,-0.0003816930943556507,,0.007003764153093006,,,,,,,
5,,,0.02473282935381893,0.0926446277303501,,0.07007725919418872,-0.019889574558106915,-0.004101104811332412,-0.022405350070251906,,-0.025347433458165314,,0.0043737855160923544,,0.044304769114668296,,0.009163277596694108,,,-0.01780431168138641,,,,-0.018144166960940122,0.009044213899628062,,,,,-0.014252416543727886,0.0010076565843930574,,-0.029255380985123036,,,0.04692576827436579,,-0.03153702453745755,,-0.0024273164356418686,0.01167309933162386,-0.029673330395626252,,0.011088382981964351,0.037034420125447554,-0.0029030477777189923,,0.024750449880544756,,,,,,,
6,,,0.014276200707346032,,,,0.009166342217960644,-0.0021461577949835053,-0.02581897757883178,,0.0011829863652033645,,0.03709957231597594,,,,-0.0019776848957624438,,,0.0006035576884175775,,,,-0.028546239495358172,0.02000852618804627,,,,,-0.0035946142872074205,0.010195075417299027,,-0.012317857990604697,,,0.01053042568297391,,0.01545599193873226,,-0.011944725127229328,0.02375349603354504,-0.02913810624045876,,0.008729591054412511,,-0.04294901450627364,,0.023151851080109087,,,,,,,
7,,,-0.004957881164450839,,,,0.003026844640642956,-0.005403282520774599,-0.007724469764162301,,0.02483960194620366,,0.03797334820649301,,,,0.00752293858606512,,,-0.008395367057141723,,,,-0.011672867716203683,0.01460647277709537,,,,,-0.03198607137841236,0.010257103586710059,,-0.030044717901105855,,,-0.07664624660569785,,0.014035793131195184,,0.005311104236510156,-0.00892726144183209,-0.030984888023210644,,0.009688714361475226,,,,0.022194311369753472,,,,,,,
8,,,-0.007769595000378882,,,,0.049041686542923735,0.026666792378695625,0.005344500898247784,,0.005445559978037695,,0.014199268464569759,,,,0.002423345836838564,,,0.019440015655630027,,,,-0.003242264064266198,0.007528353537518573,,,,,-0.030955535853976368,0.02527275548678931,,-0.031425931262202056,,,,,0.003061839193267968,,0.013929882207771582,-0.005197926141230713,-0.036341595040699115,,-0.009556097381691275,,,,0.028906228263688827,,,,,,,
9,,,0.00620667061811031,,,,0.02941346458136751,-0.025742916454476017,-0.001545088785337434,,-0.0008368005883693796,,0.0160042927022781,,,,0.00202605940580014,,,0.008922572392572548,,,,-0.009000594466732625,-0.0073029335411689544,,,,,-0.013814351239224365,0.013234478044376718,,,,,,,0.03404299795074772,,0.015911793292396892,-0.0168344359004724,-0.05038910088918014,,-0.030755370304604623,,,,0.017040280502776617,,,,,,,
