,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-05-01
0,-0.13132601114915404,-0.1223621058710283,0.05050846682819721,0.022651723176127403,-0.025618448322189735,-0.04823509772323087,0.003413370741024324,-0.05141678153212559
1,,-0.07734760427139759,0.022340021702702106,0.016345866855902558,0.05919772603725937,-0.029262953112495604,-0.011530219374675132,-0.05785372912787945
2,,-0.08277046051541842,0.0114125454320404,0.02892556369192545,0.09835993959468814,-0.011991904893988381,-0.022305780051522506,-0.04344284483728422
3,,-0.08289010486015413,0.03611644730611796,,0.112029125460956,0.005114533816023448,-0.00014181774723065477,-0.04212913715416167
4,,-0.02514774495339306,-0.012014642228635353,,,0.0008531193338531251,0.015315275678230211,-0.05181826039627957
5,,0.055922914246640476,-0.027716207803966775,,,0.02789401507568756,0.012739061286457076,-0.05455524954406599
6,,0.026168469478403955,-0.024250190204685662,,,0.008349426829273643,0.008615858126452602,-0.06129201715649424
7,,0.02620310831238054,-0.03234638344958962,,,0.05233434188634423,0.04113798940396618,-0.05990750496652286
8,,0.06862582849936022,-0.04231359128755385,,,0.02082067386425801,0.0644912355463666,-0.056394876964492524
9,,0.0333607096446385,-0.018085894231105737,,,0.0054244436054350365,,-0.05638445253908342
10,,0.06206669477513477,-0.029718658154155086,,,-0.03599688849407856,,-0.053382306328122686
11,,0.09929973907191963,-0.002576122339027931,,,0.004527748314601898,,-0.04901127479432288
12,,0.05503038914788089,-0.023184421781448528,,,-0.022329218027583253,,-0.040158675594254345
13,,0.0442332269744648,-0.05037884982202989,,,-0.0329615240358716,,-0.043467454149216045
14,,0.03614779080098324,-0.06644014309360546,,,-0.03550298796431839,,-0.05718301814229243
15,,0.041743865452670226,-0.0885506050922793,,,-0.0171926236661627,,-0.046616530724833516
16,,0.029933843834003826,,,,0.011290837398536757,,-0.0580274942633634
17,,0.05210316795599107,,,,0.01057046634445824,,-0.05033389586665038
18,,0.07159308864281771,,,,0.008009149712885688,,-0.06725547136574483
19,,0.08466737812256347,,,,0.025328872352313292,,
20,,0.08826472125895118,,,,0.004724778117878303,,
21,,0.10360888636594895,,,,0.02037031139644163,,
22,,0.12099196629174352,,,,0.01055139036012831,,
23,,0.10509458364321972,,,,0.003630802313268733,,
24,,0.09642573748868694,,,,-0.011680124568041017,,
25,,0.10256535477508072,,,,-0.021750043880308323,,
26,,0.0902180596199103,,,,0.0010690273282825125,,
27,,0.07802119419115244,,,,0.017233490584252276,,
28,,0.07643148820548334,,,,0.01465727619247914,,
29,,0.06911029980921862,,,,0.010641755108771078,,
30,,0.07049594100378026,,,,0.04264720474932737,,
31,,0.09591056635329803,,,,0.06511518550180861,,
32,,0.09870931170945979,,,,,,
33,,0.11459713902101104,,,,,,
34,,0.1020060714135837,,,,,,
35,,0.06520388477497657,,,,,,
36,,0.06851626818913764,,,,,,
37,,0.06010195989011363,,,,,,
38,,0.06129291353355798,,,,,,
39,,0.11213322996453828,,,,,,
40,,0.10125296834615477,,,,,,
41,,0.071950332242741,,,,,,
