,2002-05-01,2002-06-01,2002-07-01,2002-08-01,2002-12-01,2003-01-01,2003-02-01,2003-03-01,2003-05-01,2003-06-01,2003-07-01,2003-08-01,2003-09-01,2003-10-01,2003-11-01,2003-12-01,2004-01-01,2004-02-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-09-01,2009-10-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-12-01,2014-01-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01
0,0.031092730026481608,-0.05194759034347518,-0.041657848741409875,-0.1175215465109849,0.09762622104659968,-0.02210744775460849,-0.0019554787987156458,-0.06190995205495523,0.04221510845538878,0.0333518306706333,0.022442498949549083,0.043787221051906244,0.08907180369726442,0.0883106773936555,0.07751148192064483,-0.008829414663681812,0.042985991984623384,-0.045587140935305026,0.05757896096060966,0.09852172081624921,0.1588889652790877,0.033865349674628176,0.018859080767014813,0.011198409647217966,0.01940044500301452,0.028068303129753946,0.04204117797907014,0.010658577862410978,-0.018572813279571165,0.03483842621867783,0.029408414250341686,-0.02471677850673093,-0.02228169963178811,-0.01805044631230679,0.02242231161431585,0.07366108783691239,-0.061382170440614114,-0.04932350310664868,-0.03230201671698918,-0.006503160646750827,0.028307079960560255,-0.0335546660680299,-0.19970423927873515,0.0004826244766145682,-0.040736855547865325,-0.016536667670673966,0.037483079346812165,-0.018008777296533163,-0.014556635013771024,0.019964112910133114,-0.07425774955620112,0.13732066845419366,0.029714493139605835,0.031460822993668036,0.06199306006997096,-0.13868003129680928,0.027947604176161933,0.017390948780641402,0.15719937274258233,0.09777618814261446,-0.05289665397892118,-0.027364388792878613,0.048923130386436364,0.08238816925252279,-0.06496770196397117,-0.05351539647576198,-0.009323649412416701,0.007349692168358235,-0.040139971155959575,-0.0036807606907356405,0.12273516911638627,-0.027546787763459646,-0.0700520253128015,-0.056415886510782554,-0.003754549263768503,0.06900411839284049,-0.020117757082480203,0.03742763610360178,0.040398024411554045,-0.0022657185902015264,-0.043549356599172695,0.03344989605450133,0.06692710873505736,0.060038404067370044,0.08835951944493381,-0.09084853698596351,-0.11270224537550533,-0.046369591023592616,0.03430130171347767,0.06392360916122697,0.007538664959976682,0.10714971481564017,0.038687745344989644,0.032807540164077276,0.03802025597417735,0.09067593712805389,0.005783792139598898,-0.02644148693613821,-0.017324098104878005,-0.01315160476602295,-0.13461391759263286,-0.0034342641359608184,0.023703667191049993,-0.03332622431722554,0.02494138916302202,0.1913881658207266,0.05038946339179606,-0.021415815577841002,-0.009006981971890315,-0.08724613567465722,-0.0072217324283181394,0.10337138375272348,-0.03043092948597481,0.034543579059416185,0.04448221395674312,-0.03268367855921861,-0.01596259152421553,0.030560183983362132,-0.003145248387366739,0.08829554072129864,0.012039078083159627,-0.01950670080419803
1,0.03262897316042823,-0.061650154265275425,-0.01312084630282273,,0.09864820406896191,-0.025649897479601114,-0.009585002160699727,-0.055801690561980956,0.012192933958620866,0.0914623849932319,0.010440497931107462,0.08013993268729735,,0.08549443114718436,0.03509332659124653,-0.01199717199381678,0.03599936514217594,-0.031794752696561845,0.00026490668756506963,0.1686327593198116,,0.04771750951678699,0.04480009987085887,0.0208780649642486,-0.008394722811489341,0.04457627872413994,0.04499884669224641,-0.006766917679194573,-0.010491862222162585,,0.036012253418418405,-0.04966911054555001,0.005085665095227732,-0.021143137364264097,0.07664245719005591,0.08323710665167727,-0.05216946928555766,-0.039158366506377384,-0.04276750936919349,-0.019109775088523517,0.012516962177413271,-0.00012176006424088892,,-0.026213446884639946,-0.042328324060406874,-0.03975096378243448,0.030821105078904676,-0.015206729120145868,0.04298344744711813,0.016704352462342253,-0.09474406599169494,0.1322381589865027,0.018532991900491957,-0.017713584661524062,0.04308584028414142,,-0.005915813134776737,0.09503228256946672,0.09457246045911127,0.08666571488149977,-0.05074825238080638,-0.029401684843981646,0.054178864123784365,0.11117960415718886,-0.11480486709081994,-0.16002602716512215,0.0861840999712633,0.04313497279476852,0.011429020507225607,-0.04449113381778336,,-0.09294969668106523,,-0.047701688972856426,-0.019081781479513005,0.03575789493196213,-0.0429916917744706,0.030405064595951048,0.020562487103290894,-0.0027988091308415175,,0.01658132162120507,0.0722526523972098,0.05173291993265594,0.07523320248920129,-0.10099525876015658,-0.1355935108657551,-0.04965696782199469,0.011375911672159456,0.04437728807259389,0.0021567014161465448,,0.00950303722997492,-0.00033114453405302946,0.03679667628418626,,0.04180013413754868,-0.0423101773346681,-0.036853549124131746,-0.031236615106952748,-0.16210221047143003,-0.0009845715560226065,0.014724632486882827,-0.05451394512866725,0.021363599735004568,,0.04696895546995217,0.015573656400104774,-0.0289184300092844,-0.11529000717598459,0.009278273721742059,0.12700444229278496,-0.01337507118409742,0.01817252259243607,0.051041472236782015,-0.01820337631751756,-0.014084136171050976,-0.003958632557449104,0.007669504053384069,0.10673782294423084,0.02172055732144762,-0.003408945665265728
2,0.05807625119352644,-0.0776997690596074,-0.04187952246161242,,0.08477099277454858,-0.04731727540204167,0.014008533682621963,-0.0356617261739867,0.08974620203327843,0.10866018172219771,-0.012538231799940291,,,0.102650133263541,-0.06146197194038616,0.03915402752591546,0.08449884946711927,0.03381566342953346,0.10824424892761586,,,0.029582566261633136,0.06594646803060811,-0.002266875129799617,-0.029389811758691153,0.05311953426856686,0.02823982117574353,0.010959171728516681,0.009702530242126528,,,-0.03436849345219639,0.052140085435699424,-0.021631181914127717,,0.08065800766369513,-0.06879727733097463,-0.01667320402858119,-0.03720408661409902,0.00447693251590453,0.007849710975508906,0.003136469962492977,,-0.027816926294931432,-0.05318841399449381,-0.07255530127091947,0.055943239755752217,-0.023128510694472082,0.091891541948521,-0.002802252204921807,,0.1807106238741536,0.0427373576878205,-0.04862256356300054,0.02904865645208421,,-0.03810498424681508,0.17612501565966165,0.14874937946389521,0.08989252320040508,-0.09148639428488636,-0.0005690244854746895,0.05291304542085484,,-0.10548403065152456,,,0.02440478883978736,-0.015451612490728905,-0.025513918254336687,,,,-0.05616338090129869,-0.030804408611679435,0.05298109945759055,-0.06897071429697199,0.02135656604399938,0.007256516789084011,-0.0032839599794050045,,0.016900276288422722,0.07495912256338744,0.10219599429373494,0.017576542222337288,-0.10259277229549646,,-0.0858995846705981,0.016560590077711712,0.03239161738469987,0.003985696358249857,,-0.025156784241814112,0.006512288865293092,0.03860641050914326,,0.08485619096693742,-0.025957855226864196,-0.05106172771359241,-0.030242748339139425,,0.038566937600627904,0.008162275107630013,,0.0386191399367144,,0.04091390806593953,0.03895015309245031,-0.09654675080123432,,0.016776335685591448,,-0.026566446897307916,0.02281957971671944,0.06165753147702735,-0.013872410230618581,-0.020471120830676814,0.0012209285191726593,0.010475798696366279,,0.05296937314100569,0.008547985531633717
3,0.05631841558732564,-0.1476102847501296,-0.008701274156885486,,0.08794256831187741,-0.036159168193736324,-0.004436422539335891,-0.044104433751022167,0.06557770091338844,0.10081279537570698,0.014882522723389524,,,,-0.15851057654558054,-0.022366160531519963,0.06807177010372945,0.08462934620882501,0.03049076619145774,,,0.003032237848205721,0.08567333164014401,-0.023771944440863946,-0.020047002658427182,,0.025971539863870685,-0.002689081098963375,0.01785362263567969,,,-0.055899536123021676,,-0.041380280018347815,,0.047489103656420006,-0.13829549436720745,-0.028062444639938344,-0.05907439856856955,0.0424588404792231,0.013167762237170866,-0.01749735446860831,,-0.008308609358050612,,,0.06972602905244063,0.0049833573114677066,0.0882862057676389,-0.01560617052113078,,0.16403421536271168,0.04861680171968841,-0.06855543976074985,0.09283222748345077,,-0.018995698587165988,,0.113730426077428,0.09712797932541806,,0.008064697064224524,0.028215187149290055,,-0.0953663737193915,,,-0.005049663769028712,-0.038164364075367274,0.0006683231105346632,,,,-0.039753800104431414,-0.035935964966118394,0.06905880320970237,-0.1039541535042634,0.030305355689929203,0.015463160611669302,0.047604748662343654,,0.09094861188317704,0.10037939476273028,,-0.010092988627251387,-0.10141271255062856,,,-0.0019454835978189866,0.06254934022877956,0.0019940703433611873,,-0.019319145945901006,0.022492797766624495,0.02480007113752114,,0.07655955578920981,-0.040179585961863634,-0.061545372168690604,-0.05171624725743995,,0.028957162048052654,0.03190982076329907,,0.04578840318974198,,0.013231548270274285,-0.014600225181132132,,,-0.00797709554208681,,-0.01864828476095237,0.06253055031215116,0.06633777939994223,-0.006488155977070975,0.00845479074626787,-0.014474576195111721,0.013304377677563206,,0.052589673758351996,-0.002381271864719592
4,0.04746292862045609,,0.024734130728471637,,0.061115037536711436,-0.1322142218898511,0.009667101005970527,-0.030616826500991436,0.09723081220752094,0.06751681217485928,0.004992080835272805,,,,,-0.04266769983268848,0.06003271894647799,0.07234180759722264,0.08936328807134197,,,0.03324868653501811,,-0.008110642772006349,-0.033588119891638235,,0.05939648912670914,-0.011132263907925988,0.03027534360225237,,,,,-0.05483466999955722,,0.08497288073873865,,-0.06131241211429794,,0.048911018224496616,0.02018499522884598,-0.06152834131878945,,-0.024407250600862962,,,,0.1751898231808633,0.07803975541242159,-0.0085177751251444,,0.19571494795852518,0.08348064041799175,-0.05582228108557785,0.12349198756217916,,-0.06733443878233714,,0.09089055379779298,0.18354973273115993,,-0.046033042287821346,-0.027297954372962008,,-0.06442007351034729,,,0.04186037056296854,-0.05409550322184686,-0.04795372938162523,,,,-0.04423012858169906,0.0038194164775706696,0.03938013670004459,,-0.016826280063821808,0.01365061764530806,,,,,,0.019339852500973365,-0.09817980262653503,,,-0.044964910050306006,0.0531661054514021,-0.024015516984011498,,-0.009017346824308659,0.06377865484069911,0.023941684523213658,,0.0665851352259601,-0.02339665855356829,-0.03192465443498782,,,0.0001526015181552154,0.04020628070147114,,,,0.0010171820901909712,-0.0030730130402993883,,,-0.02085531241280303,,-0.01491628439464976,0.07154184568971411,0.061339635467754006,-0.005457906517660982,0.012443288474477843,-0.022144187502061485,0.01893921745901228,,0.052773132409976276,-0.001919128218442312
5,0.03147337234954062,,0.024664847463816475,,-0.003011509196127804,,0.0012856575956629729,-0.047886717138942915,0.12097895805494363,0.055599808935694384,-0.013958425191940016,,,,,0.04063742987171337,0.054415257389491156,0.11672685180319409,0.17267945556149433,,,0.03324868653501811,,-0.03084851406571354,-0.0324304103389097,,0.023809417575820557,-0.013502286996874502,0.036741786066905036,,,,,-0.04324224086708539,,,,,,0.04328776167893145,0.016756532041639627,,,-0.048448877750408126,,,,,-0.006530412290123189,-0.033230032580477076,,,0.10226971988877498,-0.0667326777756817,,,-0.019028497888019746,,0.07454478359230943,,,-0.009837228940204779,-0.034185846221672755,,-0.06493403681296472,,,0.03276358756570241,-0.08616918535196794,-0.04038803350434206,,,,-0.06282131417283776,0.044641217040720216,0.05560949353566258,,-0.0020437318133122995,0.001982436361191553,,,,,,0.09092538679687401,-0.1217123358246126,,,-0.060065473209022,0.04172045698452975,-0.0734703038832154,,0.01030484390912334,0.0977137451705068,0.017127599459353382,,0.11102218691383636,-0.021220432265343286,-0.054580937663286866,,,0.02083076110845572,0.046661822848345524,,,,-0.07483556848895123,0.04079910355451832,,,-0.1718556344765565,,-0.015323794224186615,0.08094436628310131,0.04767459308247646,-0.036242715544134496,0.011396491454993218,-0.029376871648643887,0.02136954046653672,,0.043594848633539574,-0.0058608616652637835
6,0.06603939467072795,,0.024734130728471637,,0.0010480883566207355,,-0.03753469209358888,-0.015465726426678685,0.1772053278646939,0.04403276457661631,-0.032432442491577174,,,,,0.10652569823331515,0.07112086513315874,,0.2046181033939214,,,0.027597575852407852,,-0.04301845955516237,-0.024726820032406338,,0.038249842031311765,-0.012895233824811503,0.01683466258608568,,,,,-0.008576118997981608,,,,,,0.044895334021264444,0.0248424511095251,,,-0.06249015089216775,,,,,0.005307635905133723,-0.03285846470766174,,,0.0714377692899184,-0.03465591433858195,,,-0.06256962156672574,,0.07581148868144783,,,0.022778212659889552,-0.03132633371664639,,-0.06341703980724045,,,0.04334937962448304,,0.008260026149964572,,,,,0.07003984851028888,0.0716566442690505,,0.01046701347298773,0.011670337749459803,,,,,,0.04622276463467756,,,,,0.017944605492426824,-0.07525019197780924,,0.002211995828079072,,0.001078684787955142,,,-0.0392467383857473,-0.05708145566568601,,,-0.022382056225298763,0.03614592903135305,,,,,0.05256659603085434,,,,,0.024374942450908765,,0.033078792706084936,-0.019251386068794618,-0.0030179258097157158,-0.03582764999613097,0.044307402008134766,,0.03156342165941606,-0.050061471483163755
7,0.04746292862045609,,0.015289173163523628,,-0.025397190448950613,,-0.07536080118511417,0.03058241047754614,0.1588549572952822,0.07548122186034067,-0.11183350072833242,,,,,,0.08668060284791812,,0.19264811141298877,,,0.014314748863056725,,-0.052594149033431625,-0.0009303910317717268,,0.05513604936751948,-0.006766917679194573,-0.014026175605309166,,,,,-0.015770248702432488,,,,,,0.04464898533534034,0.033212445905915544,,,,,,,,0.014807685579358965,-0.033824265978197765,,,0.027605557247037282,-0.035941808780105666,,,-0.05882237250650757,,0.05841561359210623,,,0.056309207705804165,-0.06033454857005782,,-0.10975544157285144,,,0.014611816044751258,,-0.006377923828081888,,,,,,0.08170747627745367,,-0.011472808603820162,0.01717630586988017,,,,,,0.08572473392814484,,,,,-0.0061157631799888534,,,0.012924810752032778,,0.01679951840523297,,,-0.03166620521783778,-0.05307586295068678,,,-0.0339159709481367,0.04058071734355084,,,,,0.008285249488863,,,,,0.05542213003955698,,0.04265573940022849,-0.03932927990239754,0.018266338308120855,-0.015330813385526776,0.06872526849764105,,0.027882232432046905,
8,0.06292544349955864,,0.03421070438216889,,0.00846269356979934,,-0.08143261025923336,0.10401586501986201,0.19063412088860776,0.09202304500175362,,,,,,,0.052918622755739886,,0.17053613650092592,,,0.0309345029321072,,,-0.013220231368592517,,0.08669510637066402,-0.039466926551112724,-0.014644805131111993,,,,,0.010188582041549488,,,,,,0.05816832514836301,0.0647172452749123,,,,,,,,0.0023443974076383656,-0.015396039228471103,,,0.13534600204549863,-0.07735337095905581,,,-0.05065668549452296,,0.09910049757293449,,,0.0448897977580246,-0.0635144464081111,,-0.1182022956184372,,,0.0006801081423044586,,0.08226410255908978,,,,,,0.06598665385594504,,-0.0014727318223185515,0.01150517134393092,,,,,,0.15035050131516758,,,,,0.016320701270674087,,,-0.012281465883585696,,-0.005845525187625489,,,-0.013817089447167835,-0.062201960770333686,,,-0.02859785673720494,0.030324761293267333,,,,,-0.051535548735941905,,,,,0.06366130032957917,,0.038653987980010296,-0.041423332785692546,0.006936500023387082,-0.013147842217807626,0.0860807174070859,,0.06780901860391486,
9,0.04611533009960711,,0.014978688975043397,,0.009425697181244641,,-0.06831202136837171,,0.21453098705617224,0.06801263505112543,,,,,,,0.010202758977641224,,0.1922953496544264,,,0.01054010076550771,,,-0.007622387746766712,,,-0.07184265417500058,-0.017942717403782837,,,,,0.0032793848937151537,,,,,,0.06110108482794152,0.06826554561308895,,,,,,,,-0.027783282070846682,-0.02498193704663576,,,0.11271428212615753,-0.00014758729449215746,,,-0.054679039409470054,,0.09073927828275596,,,0.044308970096483935,-0.17418113787043066,,-0.17210001668064967,,,0.005588823226091222,,0.06863680358782487,,,,,,0.07071745255196404,,0.013601050956762228,0.009906461762288932,,,,,,,,,,,0.01986419525645311,,,0.020337417244622458,,0.012174179218416237,,,-0.006006861929982427,-0.06671652801373529,,,-0.012560695533247124,0.03218795232304705,,,,,-0.05642289772207265,,,,,0.08595538675456016,,0.02103486859932313,0.026229111960071827,-0.004916454283100169,-0.004765595206399742,,,0.09421121336880756,
