,2012-10-01,2012-12-01,2013-04-01,2013-11-01,2014-01-01,2014-03-01,2014-05-01,2014-08-01
0,-0.0026305572817979517,-0.015718930749462956,-0.07349248732704794,0.058222923997294895,0.0212056988872924,0.06029681242311202,0.012390907854438193,-0.04390345189460465
1,0.014913438374687615,-0.008425490953962944,,0.07732117841162589,0.051213080857071214,0.03561708389116802,0.023900229096519343,
2,0.02741989358890029,-0.03767899137577202,,0.1104805384668941,0.05888855330343579,0.020449854356074493,0.029585274762359504,
3,,,,,,0.006213362423364011,0.025108142388967636,
4,,,,,,0.022908396388778396,0.020684887162288224,
5,,,,,,0.03681035146534839,-0.00809755465143347,
6,,,,,,0.049438651011126655,-0.004737257949677165,
7,,,,,,0.06356262870717933,-0.006057657399280991,
8,,,,,,,-0.005457123932862906,
9,,,,,,,-0.001887275583459136,
10,,,,,,,-0.01909506868902211,
11,,,,,,,0.02114406357573939,
12,,,,,,,0.03089878192558304,
13,,,,,,,0.010310727377525808,
14,,,,,,,0.015236756595149004,
15,,,,,,,0.0015356827840231624,
16,,,,,,,0.011809796038460885,
17,,,,,,,0.04784485655019832,
18,,,,,,,0.015296770122427805,
19,,,,,,,-0.02821743759331774,
20,,,,,,,-0.036412257090260525,
21,,,,,,,-0.027800185690397328,
22,,,,,,,-0.06394039864491896,
